Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2002,2687.7,283.0,283.0,,311.3,,,172.4,39.2,30.3,109.6,-6.7,63.7,,,,,,830.4,620.8,1690.7,-1069.9,,,1236.5,65.2,65.2,0.0,,,1171.3,1857.3,,98.2,98.2,,,,3.4,,,,,,141.7,,,,141.7,243.3,0.0,,,,,2666.5,,,2666.5,2666.5,2909.8,0.0,433.8,,,-137.0,-115.7,-403.2,-222.1,0.0,-222.1,2687.7,
03/31/2003,2711.699951,275.0,275.0,0.0,313.200012,313.2,,191.699997,42.700001,31.200001,128.0,-35.299999,52.700001,,,,,,832.599976,620.599976,1721.800049,-1101.199951,10.6,,1247.900024,129.300003,65.900002,63.400001,,,1118.600021,1879.1,,118.599998,118.599998,,,,3.4,,,,,,123.899996,,,,123.899996,245.899994,0.0,,,,,2680.699951,,,2680.699951,2680.699951,2926.599945,0.0,433.0,,,-136.100006,-118.0,-393.800018,-214.900024,0.0,-214.900024,2711.699921,
06/30/2003,2830.699951,317.899994,317.899994,0.0,349.200012,,,208.0,46.200001,34.799999,162.800003,-35.799999,53.599998,,,,,,928.700012,637.400024,1785.300049,-1147.900024,0.0,,1264.599976,69.400002,69.400002,0.0,,,1195.199974,1902.0,,117.0,117.0,,,,37.400002,,,,,,139.700004,,,,139.700004,294.100006,0.0,,,,,2705.100098,,,2705.100098,2705.100098,2999.200104,0.0,432.899994,,,-136.0,-111.5,-353.900024,-168.50003,0.0,-168.50003,2830.700074,
09/30/2003,2821.699951,299.899994,299.899994,0.0,361.700012,,,208.899994,49.200001,35.099998,160.899994,-36.299999,64.0,,,,,,934.5,635.099976,1805.400024,-1170.300049,0.0,,1252.099976,69.599998,69.599998,0.0,,,1182.499978,1887.199952,,109.0,109.0,,,,10.9,,,,,,143.999994,,,,143.999994,263.899994,0.0,,,,,2731.899902,,,2731.899902,2731.899902,2995.799896,0.0,432.899994,,,-135.899994,-121.400002,-349.700004,-174.100006,0.0,-174.100006,2821.69989,
12/31/2003,2874.199951,309.200012,309.200012,0.0,347.5,,,214.600006,53.5,35.799999,163.399994,-38.099998,57.599998,,,,,,928.900024,656.599976,1873.5,-1216.900024,9.2,,1279.5,150.300003,85.199997,65.100006,,,1129.199997,1945.299975,,101.800003,101.800003,,,,6.8,,,,,,162.199985,,,,162.199985,270.799988,0.0,,,,,2787.0,,,2787.0,2787.0,3057.799988,0.0,432.899994,,,-135.899994,-170.899994,-309.700012,-183.600006,0.0,-183.600006,2874.199982,
03/31/2004,2891.5,325.299988,325.299988,0.0,353.799988,,,226.199997,54.700001,38.200001,173.899994,-40.599998,56.799999,,,,,,962.099976,635.099976,1901.300049,-1266.199951,9.1,,1285.199951,146.899994,84.199997,62.699997,,,1138.299957,1929.399927,,110.099998,110.099998,,,,15.9,,,,,,150.899996,,,,150.899996,276.899994,0.0,,,,,2787.199951,,,2787.199951,2787.199951,3064.099945,0.0,432.399994,,,-135.199997,-155.100006,-314.699997,-172.600006,0.0,-172.600006,2891.499939,
06/30/2004,2987.0,371.700012,371.700012,0.0,400.799988,,,224.300003,54.299999,36.200001,170.399994,-36.599998,52.099998,,,,,,1048.900024,621.700012,1863.900024,-1242.199951,0.0,,1316.400024,84.800003,84.800003,0.0,,,1231.600021,1938.100036,,114.800003,114.800003,,,,13.0,,,,,,170.699997,,,,170.699997,298.5,0.0,,,,,2857.600098,,,2857.600098,2857.600098,3156.100098,0.0,431.299988,,,-133.899994,-133.800003,-332.700027,-169.100036,0.0,-169.100036,2987.000062,
09/30/2004,3086.5,385.100006,385.100006,0.0,391.700012,391.700012,,237.800003,57.200001,36.400002,182.5,-38.299999,125.5,,,,,,1140.099976,623.900024,1900.400024,-1276.5,0.0,,1322.5,87.5,87.5,0.0,,,1235.0,1946.400024,,127.699997,127.699997,,,,16.4,,,,,,222.100015,,,,222.100015,366.200012,1.3,,,,,2836.699951,,,2836.699951,2837.999951,3204.199963,0.0,429.700012,,,-131.800003,329.799988,-745.400009,-117.700012,0.0,-117.700012,3086.499951,
12/31/2004,3538.9,510.4,510.4,0.0,390.9,390.9,,248.3,62.4,36.1,198.9,-49.1,78.9,,,,,,1228.5,645.3,1971.2,-1325.9,8.3,,1656.8,111.7,111.7,0.0,,,1545.1,2310.4,,146.0,146.0,,,,12.4,,,,,,229.2,,,,229.2,387.6,1.1,,,,,3772.0,,,3772.0,3773.1,4160.7,0.0,427.3,,,-125.9,-573.2,-350.0,-621.8,0.0,-621.8,3538.9,
03/31/2005,3463.6,474.8,474.8,0.0,400.1,400.1,,258.3,62.2,35.0,213.2,-52.1,73.6,,,,,,1206.8,620.5,1947.4,-1326.9,8.3,,1628.0,108.7,108.7,0.0,,,1519.3,2256.8,,147.0,147.0,,,,10.1,,,,,,173.5,,,,173.5,330.6,1.1,,,,,3760.6,,,3760.6,3761.7,4092.3,0.0,424.3,,,-119.9,-570.1,-363.0,-628.7,0.0,-628.7,3463.6,
06/30/2005,3423.3,404.0,404.0,0.0,435.4,435.4,,266.4,64.1,36.1,214.4,-48.2,76.5,,,,,,1182.3,599.7,1927.3,-1327.6,8.1,,1633.2,104.0,104.0,0.0,,,1529.2,2241.0,,160.2,160.2,,,,11.0,11.0,0.0,0.0,,,200.2,,,,200.2,371.4,0.5,0.5,0.0,0.0,,3656.7,,,3656.7,3657.2,4028.6,0.0,424.2,,,-119.7,-537.4,-372.4,-605.3,0.0,-605.3,3423.3,
09/30/2005,3465.1,463.5,463.5,0.0,426.0,426.0,,261.1,61.4,38.8,185.2,-24.3,92.9,,,,,,1243.5,588.8,1942.0,-1353.2,0.0,,1632.8,104.3,104.3,0.0,,,1528.5,2221.6,,156.5,156.5,,,,2.7,2.7,0.0,0.0,,,236.6,,,,236.6,395.8,0.5,0.5,0.0,0.0,,3642.9,,,3642.9,3643.4,4039.2,0.0,424.2,,,-119.7,-505.3,-373.3,-574.1,0.0,-574.1,3465.1,
12/31/2005,3538.6,474.7,474.7,0.0,401.7,401.7,,278.3,67.3,32.8,210.8,-32.6,111.6,,,,,,1266.3,632.9,2053.1,-1420.2,0.0,,1639.4,103.9,103.9,0.0,,,1535.5,2272.3,,166.8,166.8,,,,2.3,2.3,0.0,0.0,,,221.2,,,,221.2,390.3,0.4,0.4,0.0,0.0,,3706.8,,,3706.8,3707.2,4097.5,0.0,424.2,,,-119.7,-505.9,-393.9,-595.3,36.4,-558.9,3538.6,
03/31/2006,3506.0,415.4,415.4,0.0,432.4,432.4,,301.2,71.7,35.0,248.9,-54.4,84.6,,,,,,1233.6,631.4,2079.9,-1448.5,0.0,,1641.0,104.5,104.5,0.0,,,1536.5,2272.4,,167.4,167.4,,,,2.2,,,,,,183.4,,,,183.4,353.0,0.4,,,,,3701.1,,,3701.1,3701.5,4054.5,0.0,423.5,,,-117.1,-505.8,-393.5,-592.9,44.4,-548.5,3506.0,
06/30/2006,3611.7,443.2,443.2,0.0,472.4,472.4,,309.3,73.2,37.8,239.9,-41.6,80.9,,,,,,1305.8,640.2,2117.0,-1476.8,0.0,,1665.7,103.6,103.6,0.0,,,1562.1,2305.9,,164.8,164.8,,,,3.2,,,,,,208.4,,,,208.4,376.4,0.4,,,,,3749.6,,,3749.6,3750.0,4126.4,0.0,424.0,,,-103.8,-511.0,-379.6,-570.4,55.7,-514.7,3611.7,
09/30/2006,3640.7,453.7,453.7,0.0,486.5,486.5,,287.4,67.1,40.0,222.7,-42.4,85.6,,,,,,1313.2,650.8,2155.6,-1504.8,0.0,,1676.7,114.0,114.0,0.0,,,1562.7,2327.5,,179.8,179.8,,,,3.2,3.2,0.0,0.0,,,228.2,,,,228.2,411.2,0.4,0.4,0.0,0.0,,3709.6,,,3709.6,3710.0,4121.2,0.0,424.0,,,-103.8,-492.6,-371.7,-544.1,63.6,-480.5,3640.7,
12/31/2006,3637.4,536.3,536.3,0.0,426.3,426.3,,284.6,59.6,41.4,189.8,-6.2,121.6,,,,,,1368.8,664.5,2175.0,-1510.5,0.0,,1604.1,116.5,116.5,0.0,,,1487.6,2268.6,,172.7,172.7,,,,3.3,,,,,,272.6,,,,272.6,448.6,0.2,,,,,3673.4,,,3673.4,3673.6,4122.2,0.0,424.6,,,-96.0,-487.6,-390.8,-549.8,65.0,-484.8,3637.4,
03/31/2007,3627.7,479.3,479.3,0.0,446.7,446.7,,306.8,75.6,39.2,245.8,-53.8,115.6,,,,,,1348.4,665.8,2204.4,-1538.6,0.0,,1613.5,117.1,117.1,0.0,,,1496.4,2279.3,,203.2,203.2,,,,2.1,,,,,,231.5,,,,231.5,436.8,0.2,,,,,3657.3,,,3657.3,3657.5,4094.3,0.0,427.9,,,-85.1,-480.6,-384.4,-522.2,55.6,-466.6,3627.7,
06/30/2007,3706.4,522.4,494.3,28.1,493.8,493.8,,287.0,70.6,40.1,238.3,-62.0,108.2,,,,,,1411.4,671.1,2236.4,-1565.3,0.0,,1623.9,117.8,117.8,0.0,,,1506.1,2295.0,,200.2,200.2,,,,12.8,,,,,,276.4,,,,276.4,489.4,0.3,,,,,3606.4,,,3606.4,3606.7,4096.1,0.0,429.5,,,-81.5,-460.1,-337.3,-449.4,59.7,-389.7,3706.4,
09/30/2007,3794.4,563.5,535.0,28.5,492.9,492.9,,298.7,74.9,40.7,250.4,-67.3,115.9,,,,,,1471.0,681.2,2246.3,-1565.1,0.0,,1642.2,120.8,120.8,0.0,,,1521.4,2323.4,,223.5,223.5,,,,4.1,,,,,,2489.5,,,,2489.5,2717.1,0.3,,,,,1420.1,,,1420.1,1420.4,4137.5,0.0,429.2,,,-80.4,-443.4,-311.2,-405.8,62.7,-343.1,3794.4,
12/31/2007,3908.399902,578.800003,480.5,98.300003,500.600006,500.600006,,362.899994,76.300003,44.700001,203.699997,38.200001,195.600006,,,,,,1637.900024,706.099976,2251.100098,-1545.0,0.0,,1564.400024,122.300003,122.300003,0.0,,,1442.100021,2270.5,,191.300003,191.300003,,,,4.7,,,,,,325.099973,,,,325.099973,521.099976,0.3,,,,,3663.399902,,,3663.399902,3663.699902,4184.799878,0.0,432.299988,,,-63.700001,-368.100006,-350.100018,-349.600037,73.199997,-276.40004,3908.399838,
03/31/2008,3927.3,524.8,460.8,64.0,488.1,488.1,,371.9,109.5,51.1,281.6,-70.3,203.3,,,,,,1588.1,722.9,2338.7,-1615.8,0.0,,1616.3,128.1,128.1,0.0,,,1488.2,2339.2,,203.6,203.6,,,,3.2,,,,,,290.5,,,,290.5,497.3,0.3,,,,,3714.6,,,3714.6,3714.9,4212.2,0.0,435.7,,,-58.2,-391.5,-342.7,-356.7,71.8,-284.9,3927.3,
06/30/2008,3858.8,445.9,395.4,50.5,534.9,534.9,,368.7,102.5,51.1,296.9,-81.8,253.6,,,,,,1603.1,724.4,2349.9,-1625.5,0.0,,1531.3,126.7,126.7,0.0,,,1404.6,2255.7,,228.9,228.9,,,,3.8,,,,,,436.9,,,,436.9,669.6,805.4,,,,,2657.2,,,2657.2,3462.6,4132.2,0.0,435.7,,,-57.5,-366.5,-347.8,-336.1,62.7,-273.4,3858.8,
09/30/2008,3754.2,360.3,325.2,35.1,531.1,531.1,,431.4,99.0,53.4,279.0,0.0,164.4,,,,,,1487.2,710.1,2301.1,-1591.0,0.0,,1556.9,122.0,122.0,0.0,,,1434.9,2267.0,,219.4,219.4,,,,6.1,,,,,,291.6,,,,291.6,517.1,815.5,,,,,2600.5,,,2600.5,3416.0,3933.1,0.0,435.7,,,-57.4,-290.0,-336.9,-248.6,69.7,-178.9,3754.2,
12/31/2008,3875.5,481.7,460.1,21.6,462.6,462.6,,354.8,63.6,42.1,212.1,37.0,199.1,,,,,,1498.2,710.6,2255.9,-1545.3,,,1666.7,117.1,117.1,0.0,,7.9,1541.7,2377.3,,207.6,207.6,,,,11.2,,,,,,314.3,,,,314.3,533.1,0.6,,,,,3695.6,,,3695.6,3696.2,4229.3,,437.4,,,-57.4,-246.6,-560.3,-426.9,73.1,-353.8,3875.5,
03/31/2009,3726.7,569.3,553.7,15.6,407.4,407.4,0.0,288.6,57.3,45.1,149.7,36.5,121.9,,850.1,,,77.2,1387.2,680.5,2203.8,-1523.3,0.0,,1659.0,113.5,113.5,0.0,43.6,,651.8,2339.5,,215.3,215.3,,,,12.5,0.0,,,,12.5,267.2,,,4.7,267.2,495.0,0.5,0.5,,,,3606.1,150.7,629.8,2820.9,3606.6,4101.6,0.0,438.7,0.8,437.9,-57.4,-285.5,-529.8,-434.0,59.1,-374.9,3726.7,
06/30/2009,3815.1,621.9,607.7,14.2,452.2,452.2,0.0,275.4,53.1,43.8,146.3,32.2,108.8,,877.8,,,65.7,1458.3,688.5,2266.5,-1578.0,0.0,,1668.3,118.1,118.1,0.0,37.9,,634.5,2356.8,,213.4,213.4,,,,6.3,0.0,,,,6.3,261.4,,,6.7,261.4,481.1,0.5,0.5,,,,3685.2,149.2,686.8,2842.5,3685.7,4166.8,0.0,440.5,0.8,439.7,-57.4,-266.2,-531.7,-414.8,63.1,-351.7,3815.1,
09/30/2009,3936.8,770.2,765.4,4.8,442.1,442.1,0.0,261.2,53.4,45.7,130.0,32.1,117.8,,880.4,,,74.8,1591.3,686.6,2298.3,-1611.7,0.0,,1658.9,120.2,120.2,0.0,33.9,,624.4,2345.5,,177.6,177.6,,,,6.6,0.0,,,,6.6,312.0,,4.0,5.8,305.7,496.2,0.4,0.4,,,,3752.5,147.5,732.4,2862.8,3752.9,4249.1,0.0,442.4,0.8,441.6,-56.6,-221.8,-544.5,-380.5,68.2,-312.3,3936.8,
12/31/2009,3968.2,893.0,893.0,0.0,383.7,383.7,0.0,220.6,48.8,36.8,104.6,30.4,131.4,0.0,843.4,,,69.9,1628.7,690.1,2301.4,-1611.3,0.0,,1649.4,180.1,118.6,61.5,36.7,45.7,543.5,2339.5,,181.2,174.2,0.0,0.0,7.0,12.6,0.0,,,,12.6,300.9,0.0,0.0,34.2,300.9,494.7,10.9,10.9,,,,3753.1,148.4,701.6,2868.9,3764.0,4258.7,0.0,446.6,0.8,445.8,-55.9,-175.4,-514.5,-299.2,8.7,-290.5,3968.2,
03/31/2010,3957.9,782.9,782.9,0.0,385.5,385.5,0.0,237.0,55.2,29.9,121.6,30.3,222.4,,854.5,,,165.7,1627.8,668.2,2273.7,-1605.5,50.6,50.6,1611.3,114.4,114.4,0.0,31.4,,611.0,2330.1,,196.3,196.3,,,,4.7,1.4,,,,3.3,249.3,,,31.7,249.3,450.3,11.2,11.2,,,,3730.8,147.5,689.0,2862.6,3742.0,4192.3,0.0,448.1,0.8,447.3,-52.2,-119.1,-520.6,-243.8,9.4,-234.4,3957.9,
06/30/2010,4053.3,841.6,841.6,0.0,400.7,400.7,0.0,244.5,58.9,30.6,123.8,31.2,224.7,,875.7,,,166.8,1711.5,650.1,2240.6,-1590.5,0.0,,1691.7,110.0,110.0,0.0,27.7,56.8,621.5,2341.8,,200.0,200.0,,,,7.3,1.9,,,,5.4,246.5,,,30.4,246.5,453.8,908.9,908.9,,,,2920.1,145.4,770.7,1973.6,3829.0,4282.8,0.0,451.2,0.8,450.4,-50.2,-68.2,-571.6,-238.8,9.3,-229.5,4053.3,
09/30/2010,4209.6,919.3,919.3,0.0,420.6,420.6,0.0,267.4,66.6,34.7,132.0,34.1,227.9,,887.2,,,169.2,1835.2,673.8,2338.9,-1665.1,0.0,,1700.6,116.6,116.6,0.0,33.0,58.4,605.4,2374.4,,217.7,217.7,,,,9.2,1.8,,,,7.4,274.6,,,34.0,274.6,501.5,15.4,15.4,,,,3867.8,144.0,803.9,2885.9,3883.2,4384.7,0.0,454.5,0.8,453.7,-49.4,-13.2,-575.7,-183.8,8.7,-175.1,4209.6,
