Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/1989,167.348999,,-158.589005,,8.759995,,-15.819,,,,-7.059,-3.821,,3.751,,,0.07,-10.88,3.59,-7.29,0.0,,,-7.29,0.0,-7.29,0.0,,-7.29,-7.29,,57.855999,-0.125,-0.125,,57.855999,-0.125,-0.125,-0.125,
12/31/1989,238.324005,,-205.320007,,33.003998,,-15.235,,,,17.768999,-4.144,,4.243,,,-0.099,13.624999,-4.5,9.125,0.0,,,9.124999,0.0,9.125,0.0,,9.125,9.125,,57.855999,0.1575,0.1575,,57.855999,0.1575,0.1575,0.1575,
04/01/1990,341.502991,,-280.937012,,60.565979,,-17.285999,,,,43.279999,-4.739,,3.952,,,0.787,38.540999,-12.71,25.830999,0.0,,,25.830999,0.0,25.830999,0.0,,25.830999,25.830999,,57.855999,0.445,0.445,,57.855999,0.445,0.445,0.445,
06/30/1990,255.681,,-225.572998,,30.108002,,-17.816999,,,,12.291,0.088,,2.267,,,-2.355,12.379,-4.67,7.709,0.0,,,7.709,0.0,7.709,0.0,,7.709,7.709,,57.856,0.135,0.135,0.135,57.856,0.135,0.135,0.135,
09/30/1990,159.994003,,-145.427002,,14.567001,,-16.797001,,,,-2.23,-2.317,,2.344,,,-0.027,-4.547,1.5,-3.047,0.0,,,-3.047,0.0,-3.047,0.0,,-3.047,-3.047,,57.855999,-0.0525,-0.0525,,57.855999,-0.0525,-0.0525,-0.0525,
12/30/1990,243.811996,,-206.570007,,37.241989,,-17.240999,,,,20.000999,-3.325,,3.716,,,-0.391,16.675999,-5.5,11.176,0.0,,,11.175999,0.0,11.176,0.0,,11.176,11.176,,57.855999,0.1925,0.1925,,57.855999,0.1925,0.1925,0.1925,
03/31/1991,309.809998,,-253.425003,,56.384995,,-18.063,,,,38.321999,-3.028,,3.216,,,-0.188,35.293999,-11.65,23.643999,0.0,,,23.643999,0.0,23.643999,0.0,,23.643999,23.643999,,57.855999,0.41,0.41,,57.855999,0.41,0.41,0.41,
06/30/1991,237.130997,,-212.893997,,24.237,,-16.914,,,,7.323,-1.793,,1.96,,,-0.167,5.53,-0.85,4.68,0.0,,,4.68,0.0,4.68,0.0,,4.68,4.68,,57.856,0.08,0.08,0.08,57.856,0.08,0.08,0.08,
09/29/1991,158.018005,,-141.574005,,16.444,,-17.263,,,,-0.819,-3.169,,2.283,,,0.886,-3.988,1.43,-2.558,0.0,,,-2.558,0.0,-2.558,0.0,,-2.558,-2.558,,57.855999,-0.045,-0.045,,57.855999,-0.045,-0.045,-0.045,
12/29/1991,266.471985,,-215.244003,,51.227982,,-19.724001,,,,31.504,-3.226,,3.245,,,-0.019,28.278,-10.18,18.098,0.0,,,18.098,0.0,18.098,0.0,,18.098,18.098,,57.855999,0.3125,0.3125,,57.855999,0.3125,0.3125,0.3125,
03/31/1992,345.621002,,-279.855011,,65.765991,,-18.797001,,,,46.969002,-3.289,,3.21,,,0.079,43.680002,-15.92,27.76,0.0,,,27.760002,0.0,27.76,0.0,,27.76,27.76,,57.855999,0.48,0.48,,57.855999,0.48,0.48,0.48,
06/30/1992,271.71701,,-231.106995,,40.610015,,-22.952,,,,17.658001,-5.425,,2.508,,,2.917,12.233001,-4.03,8.203,0.0,,,8.203001,0.0,8.203,0.0,,8.203,8.203,,57.856,0.1425,0.1425,0.1425,57.856,0.1425,0.1425,0.1425,
09/27/1992,171.772995,,-154.050003,,17.722992,,-19.1,,,,-1.377,-1.754,,2.531,,,-0.777,-3.131,1.16,-1.971,0.0,,,-1.971,0.0,-1.971,0.0,,-1.971,-1.971,,57.855999,-0.035,-0.035,,57.855999,-0.035,-0.035,-0.035,
12/27/1992,305.174011,,-243.839996,,61.334015,,-20.825001,,,,40.508999,-3.357,,3.04,,,0.317,37.151999,-13.75,23.402,0.0,,,23.401999,0.0,23.402,0.0,,23.402,23.402,,57.855999,0.405,0.405,,57.855999,0.405,0.405,0.405,
03/28/1993,360.898987,,-285.877991,,75.020996,,-22.141001,,,,52.880001,-3.153,,2.994,,,0.159,49.727001,-18.91,30.816999,0.0,,,30.817001,0.0,30.816999,0.0,,30.816999,30.816999,,57.855999,0.5325,0.5325,,57.855999,0.5325,0.5325,0.5325,
06/30/1993,301.615997,,-243.093002,,58.522995,,-21.110001,,,,37.412998,-6.756,,2.718,,,4.038,30.656998,-12.56,18.097,0.0,,,18.096998,0.0,18.097,0.0,,18.097,18.097,,57.856,0.3125,0.3125,0.3125,57.856,0.3125,0.3125,0.3125,
09/30/1993,198.572006,,-170.376007,,28.195999,,-19.847,,,,8.349,2.172,,2.026,,,-4.198,10.521,-4.1,6.421,32.557999,,,-26.136999,0.0,-26.136999,0.0,,-26.136999,-26.136999,,57.855999,-0.4525,0.11,,57.855999,-0.4525,0.11,0.11,
12/31/1993,328.937012,,-256.556,,72.381012,,-23.792,,,,48.589001,-1.622,,2.161,,,-0.539,46.967001,-18.33,28.636999,0.0,,,28.637001,0.0,28.636999,0.0,,28.636999,28.636999,,57.855999,0.495,0.495,,57.855999,0.495,0.495,0.495,
03/27/1994,386.196014,,-303.222992,,82.973022,,-24.169001,,,,58.804001,-0.285,,2.148,,,-1.863,58.519001,-22.809999,35.709,0.0,,,35.709001,0.0,35.709,0.0,,35.709,35.709,,57.854,0.6175,0.6175,,57.854,0.6175,0.6175,0.6175,
06/30/1994,371.812012,,-288.821991,,82.990021,,-26.987,,,,56.002998,-2.289,,2.662,,,-0.373,53.713998,-22.0,31.714001,0.0,,,31.713998,0.0,31.714001,0.0,,31.714001,31.714001,,57.854,0.55,0.55,0.55,57.854,0.55,0.55,0.55,
09/30/1994,227.845001,,-188.046005,,39.798996,,-22.275999,,,,17.523001,1.211,,2.091,,,-3.302,18.734001,-7.31,11.424,0.0,,,11.424001,0.0,11.424,0.0,,11.424,11.424,,57.856,0.1975,0.1975,0.1975,57.856,0.1975,0.1975,0.1975,
12/31/1994,366.71701,,-283.192993,,83.524017,,-26.697001,,,,56.827,-1.564,,2.121,,,-0.557,55.263,-21.549999,33.713001,0.0,,,33.713001,0.0,33.713001,0.0,,33.713001,33.713001,,57.854,0.585,0.585,0.585,57.854,0.585,0.585,0.585,
03/31/1995,450.162994,,-344.725006,,105.437988,,-27.742001,,,,77.695999,-0.095,,2.195,,,-2.1,77.600999,-30.27,47.331001,0.0,,,47.330999,0.0,47.331001,0.0,,47.331001,47.331001,,57.854,0.82,0.82,0.82,57.854,0.82,0.82,0.82,
