Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,551.992981,551.992981,,,0.0,0,0.0,-249.483994,249.484009,139.059006,110.425003,0.0,,302.508987,-195.481003,52.384998,49.044998,44.126999,49.924,107.028,-33.678,,2.638,37.201,37.445,-1.595,1.351,-0.885,73.35,-24.393,48.957001,0.0,,,48.957,0.0,48.957001,-4.637,,44.320001,44.320001,,113.162003,0.39,0.39,0.39,113.162003,0.39,0.39,0.39,
12/31/1992,576.250977,576.250977,,,0.0,0,0.0,-261.596985,261.596992,145.841995,115.754997,0.0,,314.653992,-202.550003,53.737999,49.676998,45.980999,53.153999,112.103996,-34.566998,,3.342,37.933998,38.724998,-2.375,1.584,-0.025,77.536998,-23.783001,53.754002,0.0,,,53.753997,0.0,53.754002,-4.325,,49.429002,49.429002,,113.629997,0.435,0.435,0.435,113.629997,0.435,0.435,0.435,
03/31/1993,614.677979,614.677979,,,0.0,0,0.0,-250.078995,250.078995,152.852997,97.225998,0.0,,364.598984,-216.585999,56.811001,51.601002,46.824001,61.349998,148.013,-35.638,,3.254,38.862,40.174,-2.381,1.069,0.03,112.375,-40.488998,71.886002,0.0,,,71.886002,0.0,71.886002,-4.277,,67.609002,67.609002,,113.902,0.595,0.595,0.595,113.902,0.595,0.595,0.595,
06/30/1993,552.380005,552.380005,,,0.0,0,0.0,-225.843994,225.844002,130.285004,95.558998,0.0,,326.536011,-219.623001,57.945999,52.439999,42.887001,66.349998,106.913002,-34.661999,,3.839,38.875999,40.444,-2.827,1.259,-0.375,72.251003,-23.621,48.630001,0.0,,,48.630003,0.0,48.630001,-4.272,,44.358001,44.358001,,114.255996,0.39,0.39,0.39,114.255996,0.39,0.39,0.39,
09/30/1993,583.310974,583.310974,,,0.0,0,0.0,-239.266006,239.266006,131.074005,108.192001,0.0,,344.044968,-214.123001,59.404999,53.617001,44.125,56.976002,129.921997,-35.324001,,2.469,37.977001,38.671001,-2.028,1.334,-0.184,94.597996,-35.803001,58.794998,0.0,,,58.794995,0.0,58.794998,-4.268,,54.526998,54.526998,,114.587998,0.475,0.475,0.475,114.587998,0.475,0.475,0.475,
12/31/1993,581.156982,581.156982,,,0.0,0,0.0,-246.919006,246.919006,130.447006,116.472,0.0,,334.237976,-216.317001,57.000999,52.77,44.952,61.594002,117.920998,-36.161,,2.937,38.563,38.16,-1.747,2.15,0.535,81.759998,-28.216999,53.542999,0.0,,,53.542999,0.0,53.542999,-4.281,,49.261999,49.261999,,117.005997,0.42,0.42,0.42,117.005997,0.42,0.42,0.42,
03/31/1994,697.299011,697.299011,,,0.0,0,0.0,-292.205994,292.205994,155.718994,136.487,0.0,,405.093018,-241.934998,63.902,55.872002,49.776001,72.385002,163.158005,-35.019999,,2.865,37.585999,36.921001,-1.783,2.448,0.299,128.138006,-48.040001,80.098,-43.446001,,,123.544006,0.0,123.543999,-4.232,,119.311999,119.311999,,117.667,1.02,0.651,0.65,117.667,1.02,0.651,0.65,
06/30/1994,561.21698,561.21698,,,0.0,0,0.0,-230.828003,230.827995,132.085999,98.741997,0.0,,330.388977,-226.718994,60.319,56.262001,43.521999,66.615997,103.669998,-35.176001,,2.697,37.914001,37.230999,-1.866,2.549,-0.041,68.493997,-23.952999,44.541,0.0,,,44.540998,0.0,44.541,-5.174,,39.367001,39.367001,,118.042,0.33,0.33,0.33,118.042,0.33,0.33,0.33,
09/30/1994,591.122986,591.122986,,,0.0,0,0.0,-238.179993,238.180008,136.531006,101.649002,0.0,,352.942993,-232.227005,59.941002,55.722,45.935001,70.628998,120.716003,-35.736002,,3.385,39.740002,39.452,-2.156,2.444,-0.619,84.980002,-29.861,55.118999,0.0,,,55.119002,0.0,55.118999,-5.312,,49.807,49.807,,118.460999,0.42,0.42,0.42,118.460999,0.42,0.42,0.42,
12/31/1994,602.044983,602.044983,,,0.0,0,0.0,-122.904999,122.904999,122.904999,0.0,0.0,,479.139984,-244.789993,57.750999,56.027,43.827,87.184998,234.350006,-42.362001,,3.019,41.192001,40.063999,-1.825,2.953,4.189,191.988005,-27.896999,164.091003,0.0,,,164.091005,0.0,164.091003,-5.378,,158.713004,158.713004,,118.903,0.46,0.46,0.46,118.903,0.46,0.46,0.46,
03/31/1995,699.987976,699.987976,,,0.0,0,0.0,-265.679993,265.679993,135.044998,130.634995,0.0,,434.307983,-263.149994,62.083,64.696999,47.370998,88.999001,171.158005,-40.700999,,1.522,42.674999,40.363998,-1.171,3.482,-0.452,130.457005,-48.918999,81.538002,0.0,,,81.538007,0.0,81.538002,-5.409,,76.129002,76.129002,,119.296997,0.64,0.64,0.64,119.296997,0.64,0.64,0.64,
06/30/1995,603.091003,603.091003,,,0.0,0,0.0,-236.792999,236.792999,113.236,123.556999,0.0,,366.298004,-249.563995,59.09,65.399002,44.118999,80.956001,116.734001,-41.74,,0.89,45.027,42.363998,-1.105,3.768,-2.397,74.994001,-27.121,47.873001,0.0,,,47.873001,0.0,47.873001,-5.18,,42.693001,42.693001,,119.681999,0.36,0.36,0.36,119.681999,0.36,0.36,0.36,
09/30/1995,672.077026,672.077026,,,0.0,0,0.0,-258.733002,258.733002,136.563004,122.169998,0.0,,413.344025,-257.912994,61.764999,64.585999,47.351002,84.210999,155.431,-55.643001,,0.691,44.944,42.132999,-0.603,3.414,11.39,99.787999,-39.261002,60.527,0.0,,,60.526998,0.0,60.527,-2.291,,58.236001,58.236001,,120.050003,0.49,0.49,0.49,120.050003,0.49,0.49,0.49,
12/31/1995,672.651978,672.651978,,,0.0,0,0.0,-258.027008,258.027,123.689003,134.337997,0.0,,414.624969,-281.631989,73.684998,61.633999,45.888,100.425003,132.992996,-29.122,,1.37,45.257,42.338001,-0.834,3.753,-14.765,103.870997,-38.902,64.969002,0.0,,,64.968996,0.0,64.969002,-2.335,,62.634002,62.634002,,120.449997,0.52,0.52,0.52,120.449997,0.52,0.52,0.52,
03/31/1996,648.018005,648.018005,,,0.0,0,0.0,-186.145004,186.145,136.347,49.798,0.0,,461.873001,-331.035004,64.013,65.959,48.495998,152.567001,130.837997,-43.848998,,0.307,44.884998,41.629002,-0.402,3.658,-0.729,86.988999,-33.245998,53.743,0.0,,,53.743001,0.0,53.743,-2.325,,51.418,51.418,,120.709999,0.43,0.43,0.43,120.709999,0.43,0.43,0.43,
06/30/1996,550.945007,550.945007,,,0.0,0,0.0,-171.276001,171.276001,126.401001,44.875,0.0,,379.669006,-244.751999,57.268002,66.584,46.299,74.600998,134.917007,-44.8,,0.351,44.909,41.133999,-0.753,4.528,0.242,90.117007,-34.026001,56.091,0.0,,,56.091006,0.0,56.091,-2.305,,53.786,53.786,,120.999001,0.44,0.44,0.44,120.999001,0.44,0.44,0.44,
09/30/1996,553.98999,553.98999,,,0.0,0,0.0,-163.410995,163.410999,126.109001,37.301998,0.0,,390.578995,-256.312988,60.081001,66.231003,46.542999,83.458,134.266006,-41.354,,0.604,43.646,40.928001,-1.025,3.743,-1.688,92.912006,-34.348,58.563999,0.0,,,58.564007,0.0,58.563999,-2.337,,56.226999,56.226999,,121.282997,0.46,0.46,0.5,121.282997,0.46,0.46,0.5,
12/31/1996,574.695984,574.695984,,,0.0,0,0.0,-176.735001,176.734997,124.352997,52.382,0.0,,397.960983,-175.270996,61.952,64.472,44.035,4.812,222.690002,-145.388996,,1.895,45.613998,42.695999,-0.551,3.469,101.669998,77.301006,-26.372,50.929001,0.0,,,50.929006,0.0,50.929001,-2.313,,48.616001,48.616001,,121.567001,0.4,0.4,0.4,121.567001,0.4,0.4,0.4,
03/31/1997,614.97998,614.97998,,,0.0,0,0.0,-191.048004,191.047996,140.464996,50.583,0.0,,423.931976,-249.660004,61.48,68.781998,48.655998,70.741997,174.272003,-44.202001,,1.15,46.248001,43.380001,-0.965,3.833,-0.896,130.070002,-50.178001,79.891998,0.0,,,79.892001,0.0,79.891998,-2.301,,77.590998,77.590998,,121.843002,0.64,0.64,0.64,121.843002,0.64,0.64,0.64,
06/30/1997,542.75,542.75,,,0.0,0,0.0,-177.042999,177.042992,133.276993,43.765999,0.0,,365.707001,-242.746002,59.806999,68.753998,47.192001,66.992996,122.960999,-41.465001,,1.126,46.275002,43.554001,-1.065,3.786,-3.684,81.495997,-27.488001,54.007999,0.0,,,54.007996,0.0,54.007999,-2.325,,51.682999,51.682999,,122.114998,0.42,0.42,0.42,122.114998,0.42,0.42,0.42,
09/30/1997,595.125,595.125,,,0.0,0,0.0,-197.438004,197.438,143.901001,53.536999,0.0,,397.686996,-245.641998,51.679001,69.223999,45.867001,78.872002,152.044998,-33.493001,,1.033,45.651001,43.428001,-1.01,3.233,-11.125,118.551997,-41.41,77.141998,0.0,,,77.141997,0.0,77.141998,-2.334,,74.807998,74.807998,,122.43,0.61,0.61,0.61,122.43,0.61,0.61,0.61,
12/31/1997,616.635986,616.635986,,,0.0,0,0.0,-214.246994,214.247002,142.296005,71.950996,0.0,,402.388992,-231.356995,57.636002,58.990002,45.263,69.468002,171.031998,-42.501,,1.084,45.896,43.206001,-0.867,3.557,-2.311,128.530998,-48.997002,79.533997,0.0,,,79.533996,0.0,79.533997,-2.32,,77.213997,77.213997,,122.435997,0.63,0.63,0.63,122.435997,0.63,0.63,0.63,
03/31/1998,645.471985,645.471985,,,0.0,0,0.0,-226.498001,226.498001,139.731003,86.766998,0.0,,418.973984,-243.501999,56.542,68.367996,50.425999,68.166,175.472,-44.169,,1.067,46.014,42.717999,-0.722,4.018,-0.778,131.303,-50.764999,80.538002,0.0,,,80.538001,0.0,80.538002,-2.301,,78.237002,78.237002,,122.435997,0.64,0.64,0.64,122.435791,0.64,0.64,0.64,
06/30/1998,627.650024,627.650024,,,0.0,0,0.0,-235.242996,235.242996,139.554993,95.688004,0.0,,392.407028,-258.027008,55.929001,68.512001,47.036999,86.549004,134.380005,-43.864,,0.249,44.958,40.831001,-0.504,4.631,-0.845,90.516005,-34.314999,56.201,265.445999,,,-209.244993,0.0,-209.244995,-2.31,,-211.554995,-211.554995,,122.435997,-1.73,0.44,0.44,122.435997,-1.73,0.44,0.44,
09/30/1998,726.606995,726.606995,,,0.0,0,0.0,-297.350006,297.349991,151.804993,145.544998,0.0,,429.256989,-245.205002,49.446999,66.834,49.631001,79.292999,184.052002,-43.550001,,-0.475,42.999001,38.785999,-1.417,5.63,0.076,140.502001,-55.448002,85.054001,0.0,,,85.054,0.0,85.054001,-2.318,,82.736001,82.736001,,122.435997,0.68,0.68,0.68,122.435997,0.68,0.68,0.68,
12/31/1998,576.70697,576.70697,,,0.0,0,0.0,-196.12001,196.12001,135.362015,60.757996,0.0,,380.58696,-266.587982,55.641006,66.665001,47.488995,96.792992,113.99894,-35.665009,,0.712,43.01001,38.722008,-0.828,5.116,-6.633,78.33393,-27.867996,50.465939,9.979996,,,40.485938,0.0,40.485943,-2.322,,38.163943,38.163943,,122.435997,0.31,0.39,0.39,122.435997,0.31,0.39,0.39,
03/31/1999,689.987,592.592,,,0.0,0,97.395,-231.444,231.444,140.609,90.835,0.0,,458.543,-257.18,56.434,66.865,47.894,85.987,201.363,-40.215,,0.336,41.559,38.502,-1.168,4.225,-1.008,161.148,-61.117,100.031,0.0,,,100.031,0.0,100.031,-2.256,,97.775,97.775,,122.396,0.8,0.8,0.8,122.396,0.8,0.8,0.8,
06/30/1999,643.403992,643.403992,,,0.0,0,0.0,-224.707001,224.707001,127.334999,97.372002,0.0,,418.696991,-263.441986,54.431999,63.987,48.022999,97.0,155.255005,-44.963999,,0.44,43.355999,38.700001,-1.234,5.89,2.048,110.291006,-43.509998,66.780998,0.0,,,66.781007,0.0,66.780998,-2.267,,64.513998,64.513998,,118.152,0.55,0.55,0.55,118.152,0.55,0.55,0.55,
09/30/1999,741.359009,583.697021,,,0.0,0,157.662003,-312.053986,312.054001,145.220001,166.834,0.0,,429.305023,-268.618011,54.165001,65.558998,45.946999,102.946999,160.686996,-40.663999,,0.662,43.474998,36.861,-1.446,8.06,-2.149,120.022998,-43.511002,76.512001,0.0,,,76.511996,0.0,76.512001,-5.18,,71.332001,71.332001,,114.120003,0.63,0.63,0.63,114.120003,0.63,0.63,0.63,
12/31/1999,733.690918,356.639008,,,0.0,0,377.052002,-298.899994,298.900002,122.510002,176.389999,0.0,,434.790924,-313.008087,58.507351,61.044998,48.407001,145.048996,121.782997,-52.452009,,0.402,52.56601,41.134998,-1.222,13.437,0.288,69.330988,-16.30299,53.027988,26.968,,,26.059997,0.0,26.060011,-1.26,,24.800011,24.800011,,110.435997,0.22,0.42,0.66,110.435997,0.22,0.42,0.66,
03/31/2000,866.789978,622.549988,,,0.0,0,244.240005,-399.983002,394.330002,135.688004,258.641998,5.653,,466.806976,-269.429993,57.075001,63.660999,49.926998,98.766998,197.376999,-52.475002,,0.487,51.990002,41.284,-1.491,12.197,0.972,144.901997,-57.247002,87.654999,70.504997,,,17.149998,0.0,17.15,-1.26,,15.89,15.89,,110.435997,0.14,0.78,0.78,110.435997,0.14,0.78,0.78,
06/30/2000,865.322998,865.322998,,,0.0,0,0.0,-435.825989,435.826004,129.725998,306.100006,0.0,,429.497009,-268.571014,58.841999,62.792999,50.75,96.185997,160.925995,-46.226,,0.083,52.521999,41.717999,-2.214,13.018,-6.213,114.699995,-41.984001,72.716003,0.0,,,72.715994,0.0,72.716003,-1.26,,71.456003,71.456003,,110.435997,0.65,0.65,0.62,110.656998,0.65,0.65,0.62,
09/30/2000,1058.458008,606.388977,,,0.0,0,452.069,-635.481018,630.044006,147.231995,482.812012,5.437,,422.97699,-255.901993,51.825001,58.817001,53.514999,91.745003,167.074997,-50.645,,0.151,55.41,41.759998,-1.938,15.588,-4.614,116.429997,-39.075001,77.355003,0.0,,,77.354996,0.0,77.355003,-1.26,,76.095003,76.095003,,110.435997,0.69,0.69,0.69,110.717003,0.69,0.69,0.69,
12/31/2000,1221.281006,413.01001,,,0.0,0,808.270874,-714.0979,662.49202,139.516006,522.976013,51.605999,,507.183105,-311.536896,62.549198,62.661999,55.966011,130.360001,195.645996,-68.184998,,0.095,62.933998,47.94101,-0.825,15.818,5.346,127.460998,-46.494991,80.965981,6.518005,,,74.448002,0.0,74.447998,-1.26,,73.187998,73.187998,,110.435997,0.66,0.72,0.72,110.435997,0.66,0.72,0.72,
03/31/2001,1814.340942,777.338013,,,0.0,0,1037.003052,-1271.032959,1109.639023,145.850998,963.788025,161.393997,,543.307983,-315.26001,75.561996,65.387001,57.783001,116.528,228.048004,-59.165001,,0.26,62.130001,49.478001,-1.512,14.164,-2.705,168.883003,-67.109001,101.774002,31.146999,,,70.627002,0.0,70.626999,-1.26,,69.366999,69.366999,,110.435997,0.63,0.91,0.91,110.435997,0.63,0.91,0.91,
06/30/2001,3456.449951,3456.449951,,,0.0,0,0.0,-2843.728027,2813.385056,140.251999,2673.133057,30.343,,612.721924,-354.502991,72.722,75.863998,54.007,151.910004,258.218994,-68.748002,,0.16,69.900002,54.929001,-2.356,17.327,-0.992,189.470993,-66.896004,122.574997,0.0,,,122.574989,0.0,122.574997,-1.26,,121.314997,121.314997,,119.842003,1.01,1.01,1.01,120.405998,1.01,1.01,1.01,
09/30/2001,3690.011963,654.572021,,,0.0,0,3035.439941,-3007.605957,2999.599884,167.813995,2831.785889,8.006,,682.406006,-349.769012,68.568001,79.445,51.081001,150.675003,332.636993,-72.042003,,0.123,71.966003,53.972,-2.816,20.809999,0.199,260.59499,-91.334,169.261002,0.0,,,169.26099,-2.267,166.994003,-1.26,,165.734003,165.734003,,124.866997,1.33,1.33,1.33,125.302002,1.32,1.32,1.32,
12/31/2001,832.7,832.7,,,0.0,0,0.0,,,,,,,,-686.2,,,,686.2,146.5,,,,,,,,,,,65.928,0.0,,,,-0.071,65.857,-1.257,,64.6,64.6,,125.059,0.52,0.52,0.52,126.024,0.52,0.52,0.52,
03/31/2002,1005.107,1005.107,,,0.0,0,0.0,-423.104,248.681,143.498,105.183,174.423,,582.003,-406.174,,79.371,60.784,266.019,175.829,-55.839,,0.0,65.569,69.806,-4.237,,-9.73,119.99,-42.885,77.105,130.514,,,-53.409,-1.03,-54.439,-1.259,,-55.698,-55.698,,125.248884,-0.43,0.61,0.61,125.248884,-0.43,0.61,0.61,
06/30/2002,784.591003,784.591003,,,0.0,0,0.0,-369.200012,227.472,126.672997,100.799004,141.727997,,415.390991,-387.657013,,76.496002,55.404999,255.755997,27.733999,-80.515004,,0.0,76.549004,78.186996,-1.638,0.0,3.966,-52.781004,19.565001,-33.216,0.0,,,-33.216004,1.014,-32.202,-1.259,,-33.461,-33.461,,125.436996,-0.27,-0.27,-0.03,125.436996,-0.27,-0.27,-0.03,
09/30/2002,537.136,537.136,,,0.0,0,0.0,-366.052,237.48,166.095,71.385,128.572,,171.084,-385.731,,77.359,52.381,255.991,-214.647,-216.61,,0.0,77.573,81.183,-3.61,0.0,139.037,-431.257,164.883,-266.374,0.0,,,-266.374,4.618,-261.756,-1.26,,-263.016,-263.016,,125.692,-2.09,-2.09,-2.09,125.692,-2.09,-2.09,-2.09,
12/31/2002,661.7,661.7,,,0.0,0,0.0,,,,,,,,-1045.5,,,,1045.5,-383.8,,,,,,,,,,,-280.543,,,,,,-280.543,-1.257,,-281.8,-281.8,,126.368,-2.23,-2.23,-2.23,126.368,-2.23,-2.23,-2.23,
03/31/2003,715.691,715.691,,,0.0,0,0.0,-339.113,245.04,158.772,86.268,94.073,,376.578,-438.966,,77.611,60.627,300.728,-62.388,-16.564,,0.0,96.824,101.177,-5.612,1.259,-80.26,-78.952,38.018,-40.934,20.765,,,-61.699,2.89,-58.809,0.0,,-58.809,-58.809,,126.553,-0.46,-0.3,-0.3,126.553,-0.46,-0.3,-0.3,
06/30/2003,359.213989,359.213989,,,0.0,0,0.0,-242.574005,215.581001,134.054001,81.527,26.993,,116.639984,-405.662994,,79.473999,50.735001,275.45401,-289.02301,-114.568997,,0.0,115.921997,122.471001,-7.809,1.26,-1.353,-403.592007,167.378006,-236.214005,0.0,,,-236.214001,4.695,-231.518997,0.0,,-231.518997,-231.518997,,126.884003,-1.82,-1.82,-1.82,126.884003,-1.82,-1.82,-1.82,
09/30/2003,603.163025,603.163025,,,0.0,0,0.0,-242.576004,242.575996,160.634995,81.941002,,,360.587021,-331.63501,,75.887001,47.098999,208.649002,28.952,-101.041002,,0.0,116.134003,114.875,,1.259,-15.093,-72.089003,23.711,-48.377998,4.156,,,-52.534002,1.537,-50.997002,0.0,0.0,-50.997002,-50.997002,,126.959,-0.4,-0.37,-0.37,126.959,-0.4,-0.37,-0.37,
12/31/2003,666.6,504.226,,,0.0,0,0.0,-80.653,201.719,138.546,63.173,-121.066,,585.947,-297.493,,53.228,45.448,65.478,124.3,-103.063,,0.0,93.912,84.269,13.421,-3.778,9.151,21.237,-26.937,-5.7,4.793,,,-10.493,-1.948,-12.441,-1.259,0.0,-13.7,-13.7,,127.0,-0.11,0.05,0.05,127.0,-0.11,0.05,0.05,
03/31/2004,735.35,735.35,,,0.0,0,0.0,-242.725,242.725,161.712,81.013,0.0,,492.625,-323.876,,72.987,49.185,201.704,168.749,-111.976,,0.0,119.83,119.83,0.0,0.0,-7.854,56.773,-23.018,33.755,-2.641,,,36.396,-1.859,34.537,-1.259,0.0,33.278,33.278,,126.969238,0.26,0.24,0.24,152.941183,0.25,0.24,0.24,
06/30/2004,657.114,657.114,,,0.0,0,0.0,-247.184,220.581,140.927,79.654,26.603,,409.93,-384.016,0.0,85.191,53.201,245.624,25.914,-94.127,,0.0,98.917,98.917,0.0,0.0,-4.79,-68.213,29.297,-38.916,0.0,,,-38.916,0.72,-38.196,-1.26,0.0,-39.456,-39.456,,126.971447,-0.31,-0.31,-0.31,126.971447,-0.31,-0.31,-0.31,
09/30/2004,723.279,723.279,,,0.0,0,0.0,-247.374,247.374,163.136,84.238,0.0,,475.905,-316.822,0.0,75.057,51.552,190.213,159.083,-86.997,,0.0,90.112,90.112,0.0,0.0,-3.115,72.086,-26.126,45.96,427.487,,,-381.527,5.943,-375.584,-1.259,0.0,-376.843,-376.843,,127.117439,-2.96,0.4,0.4,154.217645,-2.96,0.37,0.37,
12/31/2004,486.008,486.008,,,0.0,0,0.0,-97.978,215.084,148.404,66.68,-117.106,,388.03,-263.448,0.0,55.886,36.545,171.017,124.582,23.131,,0.0,80.238,80.238,0.0,0.0,-103.369,147.713,-57.266,90.447,12.843,,,77.604,-3.922,73.682,-1.259,0.0,72.423,72.423,,136.886,0.53,0.59,0.19,191.838,0.48,0.53,0.19,
03/31/2005,754.0,754.0,,,0.0,0,0.0,-278.709,278.709,173.887,104.822,0.0,,475.291,-294.146,162.677,76.411,55.058,,181.145,-120.541,,0.0,125.794,125.794,0.0,0.0,-5.253,60.604,-23.376,37.228,-8.244,,,45.472,-0.415,45.057,-1.259,0.0,43.798,43.798,,137.418,0.31,0.25,0.4,165.674,0.29,0.24,0.39,
06/30/2005,714.7,714.7,,,0.0,0,0.0,-272.577,272.577,166.139,106.438,0.0,,442.123,-330.002,200.906,77.358,51.738,,112.121,-107.043,,0.0,128.277,128.277,0.0,0.0,-21.234,5.078,-9.815,-4.737,12.308,,,-17.045,-0.052,-17.097,-1.26,0.0,-18.357,-18.357,,156.731,-0.12,-0.04,0.08,156.731,-0.12,-0.04,0.08,
