Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,2385.589111,2385.589111,,,,0.0,0.0,0.0,-752.80603,752.806015,641.989014,110.817001,0.0,,,1632.783081,-765.020996,131.125,192.218994,115.214996,326.462006,867.762024,-179.407993,,,2.827,,185.457993,173.380005,-3.382,15.46,-3.223,688.354031,-258.069,430.285004,0.0,,,430.285031,0.0,430.285004,-26.169001,,404.116003,404.116003,,631.843994,0.64,0.64,0.64,631.843994,0.64,0.64,0.64,
12/31/1992,1867.97998,1867.97998,,,,0.0,0.0,0.0,-588.195007,588.194992,485.446991,102.748001,0.0,,,1279.784973,-835.129028,189.613998,193.587997,102.919998,349.006989,444.656006,-203.225002,,,2.563,,173.873001,157.856995,-2.004,18.02,31.915001,241.431004,-75.274002,166.156998,0.0,,,166.157002,0.0,166.156998,-25.236,,140.920998,140.920998,,626.31598,0.225,0.225,0.225,626.31598,0.225,0.225,0.225,
03/31/1993,1839.562012,1839.562012,,,,0.0,0.0,0.0,-551.60199,551.60199,457.386993,94.214996,0.0,,,1287.960022,-780.723022,157.464996,194.393997,115.042,313.821991,507.237,-179.459005,,,0.747,,178.589005,155.662003,-2.654,25.580999,1.617,327.777995,-126.470001,201.307999,0.0,,,201.307994,0.0,201.307999,-24.305,,177.002998,177.002998,,633.565979,0.28,0.28,0.28,633.565979,0.28,0.28,0.28,
06/30/1993,2068.125977,2068.125977,,,,0.0,0.0,0.0,-646.958008,646.957977,556.578979,90.378998,0.0,,,1421.167969,-835.028015,164.345993,201.212997,112.625,356.843994,586.140015,-171.802999,,,1.137,,212.154999,150.904999,-3.426,64.676003,-39.215,414.337016,-140.802002,273.535004,0.0,,,273.535014,0.0,273.535004,-23.051001,,250.484003,250.484003,,636.107971,0.395,0.395,0.395,636.107971,0.395,0.395,0.395,
09/30/1993,2636.381104,2636.381104,,,,0.0,0.0,0.0,-811.336975,811.336975,724.875977,86.460999,0.0,,,1825.044128,-870.304016,140.242004,198.688004,121.370003,410.003998,954.73999,-183.239996,,,2.804,,171.048996,146.302002,-3.355,28.101999,14.995,771.499994,-306.997986,464.502014,0.0,,,464.502008,0.0,464.502014,-22.826,,441.676014,441.676014,,638.828003,0.69,0.69,0.69,638.828003,0.69,0.69,0.69,
12/31/1993,1945.077026,1945.077026,,,,0.0,0.0,0.0,-590.794006,590.793991,526.161987,64.632004,0.0,,,1354.28302,-903.406006,190.509995,208.098007,112.392998,392.404999,450.877014,-192.41,,,4.297,,162.914001,141.876999,-3.816,24.853001,33.792999,258.467014,-102.497002,155.970001,0.0,,,155.970012,0.0,155.970001,-23.285,,132.685001,132.685001,,643.497986,0.205,0.205,0.205,643.497986,0.205,0.205,0.205,
03/31/1994,1932.430054,1932.430054,,,,0.0,0.0,0.0,-560.651001,560.651001,479.990997,80.660004,0.0,,,1371.779053,-928.874023,173.787003,200.210007,118.935997,435.94101,442.904999,-173.435994,,,3.283,,166.940994,142.570999,-4.384,28.754,9.778,269.469005,-106.531998,162.936996,0.0,,,162.937007,0.0,162.936996,-21.334,,141.602997,141.602997,,646.452026,0.22,0.22,0.22,646.452026,0.22,0.22,0.22,
06/30/1994,2068.485107,2068.485107,,,,0.0,0.0,0.0,-579.629028,579.629032,536.68103,42.948002,0.0,,,1488.856079,-861.573975,161.089005,202.175995,118.014999,380.294006,627.281982,-160.723004,,,2.492,,170.520004,153.569,-5.342,22.292999,-7.305,466.558978,-188.628006,277.931,0.0,,,277.930972,0.0,277.931,-21.732,,256.198999,256.198999,,648.346985,0.39,0.39,0.39,648.346985,0.39,0.39,0.39,
09/30/1994,2381.334961,2381.334961,,,,0.0,0.0,0.0,-639.739014,639.738995,591.567993,48.171001,0.0,,,1741.595947,-845.723022,162.201004,204.664001,121.308998,357.549011,895.872986,-180.913994,,,2.68,,164.856995,149.093994,-4.061,19.823999,18.737,714.958992,-276.97699,437.981995,0.0,,,437.982002,0.0,437.981995,-22.030001,,415.951994,415.951994,,650.453979,0.64,0.64,0.64,650.453979,0.64,0.64,0.64,
12/30/1994,1914.75,1914.75,,,,0.0,0.0,0.0,-554.981018,554.981011,449.76001,105.221001,0.0,,,1359.768982,-899.828979,162.923004,213.949997,116.739998,406.216003,459.940002,-149.927007,,,2.545,,157.682007,152.766006,-4.213,9.129,-5.21,310.012995,-112.862999,197.149994,0.0,,,197.149996,0.0,197.149994,-21.903999,,175.245995,175.245995,,654.0,0.27,0.27,0.27,654.0,0.27,0.27,0.27,
03/31/1995,1929.042969,1929.042969,,,,0.0,0.0,0.0,-508.320007,508.320011,449.782013,58.537998,0.0,,,1420.722961,-883.35199,159.412003,212.322006,123.447998,388.170013,537.370972,-165.061004,,,3.119,,162.591003,144.516998,-5.848,23.922001,5.589,372.309968,-140.311996,231.998001,0.0,,,231.997972,-3.206,228.792007,-22.450001,,206.342007,206.342007,,661.0,0.31,0.31,0.31,661.0,0.31,0.31,0.31,
06/30/1995,2183.570068,2183.570068,,,,0.0,0.0,0.0,-616.317017,616.316994,545.765991,70.551003,0.0,,,1567.253052,-920.853027,162.895996,216.720001,121.431999,419.804993,646.400024,-156.540997,,,1.885,,169.436996,144.925003,-5.391,29.903,-11.011,489.859028,-200.091995,289.766998,0.0,,,289.767032,0.0,289.766998,-22.253,,267.513998,267.513998,,666.0,0.4,0.4,0.4,666.0,0.4,0.4,0.4,
09/30/1995,2758.8479,2758.8479,,,,0.0,0.0,0.0,-780.281006,780.281006,665.190002,115.091003,0.0,,,1978.566895,-981.950989,142.936005,243.639008,131.994995,463.381012,996.616028,-191.642998,,,0.843,,166.654999,139.835007,-3.663,30.483,25.830999,804.97303,-314.360992,490.612,0.0,,,490.612037,0.0,490.612,-21.788,,468.823999,468.823999,,665.773987,0.71,0.71,0.71,665.773987,0.71,0.71,0.71,
12/31/1995,2308.539062,2308.539062,,,,0.0,0.0,0.0,-712.08197,712.082,465.261993,246.820007,0.0,,,1596.457092,-1085.843994,217.755997,231.319,158.125,478.644012,510.613007,-201.549001,,,,,197.317001,171.723007,-5.098,30.691999,4.232,309.064006,-114.235001,194.828995,0.0,,,194.829005,-13.0,181.828995,-21.509001,,160.319994,160.319994,,667.0,0.24,0.24,0.24,667.0,0.24,0.24,0.24,
03/31/1996,2415.61792,2415.61792,,,,0.0,0.0,0.0,-774.125,774.125,502.627991,271.497009,0.0,,,1641.49292,-1058.204956,186.376999,244.845993,168.645004,458.337006,583.288025,-165.713002,,,0.86,,190.024002,152.742996,-5.311,42.591999,-23.451,417.575023,-163.763,253.811996,0.0,,,253.812023,0.556,254.367996,-21.493,,232.874996,232.874996,,670.10498,0.35,0.35,0.35,670.10498,0.35,0.35,0.35,
06/30/1996,2538.568115,2538.568115,,,,0.0,0.0,0.0,-778.486023,778.485992,555.322998,223.162994,0.0,,,1760.082092,-1072.678955,196.722,247.285004,152.306,476.365997,687.403015,-191.841006,,,0.184,,184.072006,131.542999,-5.478,58.007,7.953,495.562009,-185.212997,310.348999,0.0,,,310.349011,-1.382,308.96701,-21.707001,,287.26001,287.26001,,671.757019,0.43,0.43,0.43,671.757019,0.43,0.43,0.43,
09/30/1996,2916.63501,2916.63501,,,,0.0,0.0,0.0,-894.690979,894.691025,642.400024,252.291,0.0,,,2021.944031,-1044.634033,169.675003,247.891998,162.384003,464.683014,977.309998,-173.884994,,,1.169,,184.384995,141.988007,-4.4,46.797001,-9.331,803.425003,-309.864014,493.561005,0.0,,,493.56099,-3.765,489.79599,-22.356001,,467.439989,467.439989,,673.651001,0.69,0.69,0.69,673.651001,0.69,0.69,0.69,
12/31/1996,2487.070068,2487.070068,,,,0.0,0.0,0.0,-900.286987,900.286987,544.645996,355.640991,0.0,,,1586.783081,-1233.245972,228.975998,255.643997,150.722,597.903992,353.536987,-65.947001,,,1.719,,139.128998,136.977005,-3.884,6.036,-71.462997,287.589986,-98.778,188.811996,0.0,,,188.811986,-8.591,180.220993,-40.735001,,139.485992,139.485992,,675.0,0.21,0.21,0.21,675.0,0.21,0.21,0.21,
03/31/1997,2584.414062,2584.414062,,,,0.0,0.0,0.0,-943.995972,943.996002,485.755005,458.240997,0.0,,,1640.418091,-1098.083984,191.292007,292.123993,151.694,462.973999,542.333984,-159.480996,,,0.791,,202.565994,159.720001,-4.596,47.442001,-42.293999,382.852989,-141.742996,241.110001,0.0,,,241.109993,-15.519,225.591003,-38.577999,,187.013004,187.013004,,678.825989,0.28,0.28,0.28,678.825989,0.28,0.28,0.28,
06/30/1997,2717.195068,2717.195068,,,,0.0,0.0,0.0,-1000.427002,1000.426971,517.250977,483.175995,0.0,,,1716.768066,-1133.505005,211.552994,286.907013,139.272995,495.772003,583.263,-167.485993,,,0.832,,206.845993,173.979996,-3.988,36.854,-38.528,415.777007,-145.097,270.679993,0.0,,,270.680007,-12.823,257.856995,-43.062,,214.794994,214.794994,,682.786011,0.31,0.31,0.31,682.786011,0.31,0.31,0.31,
09/30/1997,4071.204102,4071.204102,,,,0.0,0.0,0.0,-1832.598999,1832.598999,694.151978,1138.447021,0.0,,,2238.605103,-1186.078979,164.748001,357.563995,145.667999,518.098999,1052.526001,-329.862993,,,2.649,,210.798996,170.285995,-1.84,42.353001,121.712997,722.663007,-317.828003,404.834991,0.0,,,404.835005,15.454,420.289001,-45.578999,,374.710003,374.710003,,687.158997,0.55,0.55,0.71,687.158997,0.55,0.55,0.71,
12/31/1997,3238.187012,3238.187012,,,,0.0,0.0,0.0,-1536.978027,1536.977966,583.84198,953.135986,0.0,,,1701.208984,-1214.332031,195.406998,309.404999,135.365005,574.155029,486.877014,-153.170003,,,1.728,,252.789001,208.014008,-3.576,48.351002,-97.890999,333.707012,-86.332001,247.375,0.0,,,247.375011,-16.112,231.263,-35.780998,,195.482002,195.482002,,691.0,0.28,0.28,0.28,691.0,0.28,0.28,0.28,
03/31/1998,2513.715088,2513.715088,,,,0.0,0.0,0.0,-782.327026,782.326996,474.328003,307.998993,0.0,,,1731.388062,-1141.125,199.988007,324.299011,147.332001,469.506012,590.263,-161.338003,,,0.503,,229.244003,181.233994,-2.519,50.528999,-67.403,428.924997,-128.899002,300.026001,0.0,,,300.025995,-16.587,283.438995,-41.737,,241.701996,241.701996,,695.0,0.348,0.348,0.348,695.0,0.348,0.348,0.348,
06/30/1998,2913.381104,2913.381104,,,,0.0,0.0,0.0,-919.481995,919.482025,616.504028,302.977997,0.0,,,1993.899109,-1345.155029,234.681,426.415009,143.158997,540.900024,648.744019,-158.68201,,,0.634,,268.325012,211.987,-3.096,59.433998,-109.009003,490.062009,-164.171997,325.890015,0.0,,,325.890012,-13.123,312.766998,-41.993999,,270.772999,270.772999,,697.658997,0.388,0.388,0.388,697.658997,0.388,0.388,0.388,
09/30/1998,3456.784912,3456.784912,,,,0.0,0.0,0.0,-1067.715942,1067.716034,738.223022,329.493011,0.0,,,2389.06897,-1322.324951,207.988007,418.70401,148.613998,547.018982,1066.744019,-188.191998,,,2.632,,235.240997,179.427994,-3.393,59.206001,-44.417,878.552021,-290.317993,588.234009,0.0,,,588.234028,-27.280001,560.953979,-44.924999,,516.02898,516.02898,,697.796997,0.74,0.74,0.74,697.796997,0.74,0.74,0.74,
12/31/1998,2519.118896,2519.118896,,,,0.0,0.0,0.0,-844.474976,844.475006,541.945007,302.529999,0.0,,,1674.643921,-1328.39502,244.343002,369.582001,159.895004,554.575012,346.248993,-234.788003,,,3.36,,220.190002,216.264999,-2.906,6.831,17.958,111.46099,-94.611,16.85,0.0,,,16.84999,-23.01,-6.16,-45.344002,,-51.504002,-51.504002,,697.544006,-0.08,-0.08,0.24,697.544006,-0.08,-0.08,0.24,
03/31/1999,2441.565,2441.565,,,,0.0,0.0,0.0,-786.892,786.892,512.466,274.426,0.0,,,1654.673,-1169.698,221.286,315.081,146.262,487.069,484.975,-81.308,,,0.0,29.486,207.007,193.81,,13.197,-96.213,403.667,-108.608,295.059,0.0,,,295.059,-21.343,273.711,-49.4,,224.311,224.311,,698.527,0.32,0.32,0.32,698.527,0.32,0.32,0.32,
06/30/1999,2791.08,2791.08,,,,0.0,0.0,0.0,-901.042,901.042,656.89,244.152,0.0,,,1890.038,-1222.732,233.938,325.163,145.06,518.564,667.306,-135.122,,,,40.142,234.46,218.404,,16.056,-59.196,532.184,-152.589,379.595,0.0,,,379.595,-14.841,364.754,-50.769,,313.985,313.985,,693.465,0.45,0.45,0.45,693.465,0.45,0.45,0.45,
09/30/1999,3736.649,3736.649,,,,0.0,0.0,0.0,-1244.125,1244.125,893.394,350.731,0.0,,,2492.524,-1313.413,195.224,335.731,159.199,623.259,1179.111,9.739,,,,45.91,250.926,164.769,,86.157,-214.755,1188.85,-403.439,785.411,0.0,,,785.411,-118.518,666.893,-51.71,,615.183,615.183,,678.472,0.9,0.9,0.91,678.472,0.9,0.9,0.91,
12/31/1999,2615.706,2615.706,,,,0.0,0.0,0.0,-741.941,741.941,657.25,84.691,0.0,,,1873.765,-1426.157,294.552,331.025,161.479,639.108,447.608,-185.309,,,,,366.607,121.017,,245.59,-181.298,262.299,-61.364,200.935,,,,200.935,-28.298,172.642,-50.121,,122.521,122.521,,670.0,0.19,0.19,0.22,670.0,0.19,0.19,0.22,
03/31/2000,2051.603,2051.603,,,,0.0,0.0,0.0,-598.502,598.502,524.073,74.429,0.0,,,1453.101,-1025.158,210.942,291.674,135.179,387.363,427.943,-138.104,,,0.0,27.325,152.947,152.947,,0.0,12.482,289.839,-91.747,198.092,-94.289,,,292.381,0.0,292.381,-46.937,,245.444,245.444,,653.134,0.38,0.23,0.23,653.134,0.38,0.23,0.23,
06/30/2000,2522.742,2522.742,,,,0.0,0.0,0.0,-800.785,800.785,644.38,156.405,0.0,,,1721.957,-1123.792,214.772,311.401,131.837,465.782,598.165,-147.729,,,,34.8,169.286,169.286,,0.0,13.243,450.436,-147.825,302.611,-86.334,,,388.945,0.0,388.945,-47.041,,341.904,341.904,,648.696,0.52,0.39,0.39,648.696,0.52,0.39,0.39,
09/30/2000,3197.375,3197.375,,,,0.0,0.0,0.0,-1099.65,1099.65,778.508,321.142,0.0,,,2097.725,-1058.935,173.472,286.94,144.341,454.182,1038.79,-152.539,,,,36.641,169.799,169.799,,0.0,19.381,886.251,-315.889,570.362,-90.233,,,660.595,0.0,660.595,-48.816,,611.779,611.779,,649.347,0.95,0.81,1.03,650.869,0.95,0.81,1.03,
12/31/2000,2294.28,2088.28,,,,0.0,0.0,206.0,-742.063,742.063,617.039,125.024,0.0,,,1552.217,-1213.115,252.814,280.985,124.643,554.673,339.102,-195.628,,,0.0,,166.968,166.968,,0.0,28.66,143.474,-32.539,110.935,-48.144,,,159.079,0.0,159.079,-45.206,,113.873,113.873,,661.0,0.16,-0.33,0.21,661.0,0.16,-0.33,0.21,
03/31/2001,2269.518,2269.518,,,,0.0,0.0,0.0,-721.507,721.507,607.481,114.026,0.0,,,1548.011,-1072.697,225.857,303.666,137.309,405.865,475.314,-139.581,,,0.0,,144.888,144.888,0.0,0.0,-5.307,335.733,-109.945,225.788,-140.803,,,366.591,0.0,366.591,-47.046,0.0,319.545,319.545,,682.575,0.47,0.26,0.26,682.575,0.47,0.26,0.26,
06/30/2001,2561.804,2561.804,,,,0.0,0.0,0.0,-852.237,852.237,654.906,197.331,0.0,,,1709.567,-1124.753,229.641,283.387,134.904,476.821,584.814,-128.955,,,,7.506,145.65,145.65,,42.099,-9.189,455.859,-138.758,317.101,-2.185,,,319.286,0.0,319.286,-46.713,0.0,272.573,272.573,,686.702,0.39,0.4,0.4,691.404,0.39,0.4,0.4,
09/30/2001,3164.461,3164.461,,,,0.0,0.0,0.0,-1088.846,1088.846,751.297,337.549,0.0,,,2075.615,-1077.73,186.661,282.396,142.372,466.301,997.885,-112.53,,,,5.607,133.517,133.517,,42.015,-15.38,885.355,-284.412,600.943,0.0,,,600.943,0.0,600.943,-46.565,0.0,554.378,554.378,,691.687,0.8,0.8,0.8,691.728,0.79,0.79,0.79,
12/31/2001,2159.217,1618.217,,,,0.0,0.0,541.0,-632.41,632.41,563.316,69.094,0.0,,,1526.807,-1193.82,266.841,303.551,120.415,503.013,332.987,-145.934,,,,,132.945,132.945,,,12.989,187.053,-24.885,162.168,-0.012,,,162.18,0.0,162.18,-46.676,,115.504,115.504,,695.0,0.16,0.16,0.16,710.0,0.16,0.16,0.16,
03/31/2002,2213.588,2213.588,,,,0.0,0.0,0.0,-641.81,641.81,574.193,67.617,0.0,,,1571.778,-1054.278,228.79,240.389,139.847,445.252,517.5,-172.447,,,0.0,4.803,163.08,120.553,0.0,42.527,14.17,345.053,-116.386,228.667,0.0,,,228.667,0.0,228.667,-4.381,0.0,224.286,224.286,,701.012,0.32,0.32,0.32,706.298,0.32,0.32,0.32,
06/30/2002,2630.772,2630.772,,,,0.0,0.0,0.0,-810.188,810.188,686.544,123.644,0.0,,,1820.584,-1161.871,247.019,254.271,137.877,522.704,658.713,-168.044,,,,4.141,166.868,123.219,,43.649,5.317,490.669,-154.881,335.788,0.0,,,335.788,0.0,335.788,-4.396,0.0,331.392,331.392,,706.181,0.47,0.47,0.47,712.165,0.46,0.46,0.46,
09/30/2002,3248.008,3092.87,,,,0.0,0.0,155.138,-1028.715,1028.715,845.121,183.594,0.0,,,2219.293,-1149.241,194.157,265.538,146.996,542.55,1070.052,-197.943,,,,6.645,168.912,124.237,,44.675,35.676,872.109,-272.283,599.826,,,,599.826,0.0,599.826,0.0,0.0,599.826,599.826,,710.647,0.84,0.84,0.84,716.464,0.83,0.83,0.83,
12/31/2002,2456.632,2113.632,,,,0.0,0.0,343.0,-799.287,799.287,725.142,74.145,0.0,,,1657.345,-1322.61,291.034,286.802,132.28,612.494,334.735,-201.566,,,,,168.14,123.991,,44.149,33.426,133.169,15.55,148.719,0.0,,,148.719,0.0,148.719,-3.81,,144.909,144.909,,715.0,0.23,0.23,0.23,715.0,0.23,0.23,0.23,
03/31/2003,2552.902,2404.882,,,,0.0,0.0,148.02,-847.429,847.429,710.327,137.102,0.0,,,1705.473,-1117.39,229.71,244.988,148.826,493.866,588.083,-164.733,,,7.851,4.498,163.347,123.761,0.0,39.586,13.735,423.35,-121.168,302.182,-0.367,,,302.549,0.0,302.549,-4.75,0.0,297.799,297.799,,718.943,0.41,0.41,0.41,724.891,0.41,0.41,0.41,
06/30/2003,2859.223,2859.223,,,,0.0,0.0,0.0,-867.82,867.82,732.245,135.575,0.0,,,1991.403,-1210.181,238.954,258.297,142.737,570.193,781.222,-158.1,,,4.173,20.589,174.139,134.188,,39.951,8.723,623.122,-185.763,437.359,0.0,,,437.359,0.0,437.359,-5.472,,431.887,431.887,,724.627,0.6,0.6,0.49,730.286,0.59,0.59,0.47,
09/30/2003,3319.096,3319.096,,,,0.0,0.0,0.0,-1075.993,1075.993,936.982,139.011,0.0,,,2243.103,-1148.754,195.871,260.623,155.263,536.997,1094.349,-196.298,,,5.025,4.994,165.546,129.153,,36.393,40.771,898.051,-279.216,618.835,0.0,,,618.835,0.0,618.835,-5.473,,613.362,613.362,,729.816,0.85,0.85,0.85,734.855,0.84,0.84,0.84,
12/31/2003,2519.779,2015.779,,,,0.0,0.0,504.0,-712.758,712.758,651.446,61.312,0.0,,,1807.021,-1375.675,272.465,263.092,139.174,700.944,431.346,-268.869,,,15.802,5.919,174.968,139.898,0.0,35.07,115.622,162.477,-25.853,136.624,0.367,,,136.257,0.0,136.257,-5.305,0.0,130.952,130.952,,733.0,0.17,0.17,0.22,733.0,0.17,0.17,0.22,
03/31/2004,2754.05,2588.31,,,,0.0,0.0,165.743,-927.377,927.377,807.619,119.758,0.0,,,1826.673,-1172.41,237.497,240.654,158.484,535.772,654.266,-194.597,,,8.184,7.654,161.753,130.585,0.0,31.168,48.682,459.669,-123.055,336.614,0.0,,,336.614,0.0,336.614,-5.472,,331.142,331.142,,736.638,0.45,0.45,0.45,741.603,0.45,0.45,0.45,
06/30/2004,3008.9,2915.74,,,,0.0,0.0,93.152,-1088.07,1088.066,870.0,218.066,0.0,,,1920.83,-1225.91,268.459,233.449,154.583,569.421,694.917,-174.226,,,9.467,6.455,170.598,138.613,,31.985,19.55,520.691,-159.02,361.671,0.0,,,361.671,0.0,361.671,-9.539,0.0,352.132,352.132,,738.185,0.48,0.48,0.48,742.453,0.47,0.47,0.47,
09/30/2004,3440.8,3358.02,,,,0.0,0.0,82.787,-1170.26,1170.264,982.511,187.753,0.0,,,2270.54,-1157.57,209.497,241.134,161.165,545.778,1112.97,-155.477,,,14.333,6.174,164.703,132.773,0.0,31.93,11.281,957.493,-305.615,651.875,0.0,,,651.878,0.0,651.875,-7.402,,644.473,644.473,,739.345,0.87,0.87,0.87,743.695,0.87,0.87,0.87,
