Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
04/26/1989,,-663,0,0,3294,,,8302,39.677186,,,,,,,,,,,
07/26/1989,,-440,0,0,3428,,,8472,40.462701,,,,,,,,,,,
10/25/1989,,-517,0,0,4103,,,9178,44.704729,,,,,,,,,,,
01/31/1990,,-353,0,0,3641,,,8613,42.273308,,,,,,,,,,,
05/02/1990,,-405,0,0,4165,,,9138,45.578901,,,,,,,,,,,
08/01/1990,,-359,0,0,4131,,,9189,44.955926,,,,,,,,,,,
10/31/1990,,-443,0,0,4651,,,9746,47.722142,,,,,,,,,,,
01/31/1991,,-278,0,0,4008,,,9392,42.674617,,,,,,,,,,,
05/01/1991,,-315,0,0,4521,,,9933,45.51495,,,,,,,,,,,
07/31/1991,,-459,0,0,4768,,,10281,46.376812,,,,,,,,,,,
10/30/1991,,-588,986,0,4814,,,11340,42.451499,,,,,,,,,,,
01/29/1992,,-565,986,0,3964,,,10855,36.517734,,,,,,,,,,,
04/29/1992,,-511,986,0,4764,,,11688,40.759754,,,,,,,,,,,
07/29/1992,,-586,986,0,5484,,,12468,43.984601,,,,,,,,,,,
10/28/1992,,-553,986,0,6434,,,13425,47.925512,,,,,,,,,,,
01/27/1993,,-611,1143,0,5642,,,13178,42.813781,,,,,,,,,,,
04/28/1993,,-416,1143,0,6740,,,14204,47.451422,,,,,,,,,,,
07/28/1993,,-550,1143,0,6868,,,14292,48.054856,,,,,,,,,,,
10/27/1993,,-534,1143,0,7598,,,14996,50.666844,,,,,,,,,,,
01/26/1994,,-449,1143,0,5255,,,11348,46.307719,,,,,,,,,,,
04/27/1994,,-650,1143,0,5520,,,11530,47.875108,,,,,,,,,,,
07/31/1994,,-318,1143,0,5647,,,11658,48.43884,,,,,,,,,,,
10/26/1994,,-375,157,0,7436,,,13395,55.513251,,,,,,,,,,,
01/25/1995,,-353,132,0,4763,,,10795,44.122279,,,,,,,,,,,
04/26/1995,,-379,131,0,5097,,,11052,46.11835,,,,,,,,,,,
07/26/1995,,-293,131,0,4556,,,10402,43.799269,,,,,,,,,,,
10/25/1995,,-470,131,0,5611,,,11329,49.527761,,,,,,,,,,,
01/31/1996,,-1083,0,0,5515,,,10795,51.088467,,,,,,,,,,,
05/01/1996,,-1544,0,0,5467,,,10664,51.265941,,,,,,,,,,,
07/31/1996,,-437,980,0,4696,,,10914,43.027304,,,,,,,,,,,
10/30/1996,,-459,980,0,5224,,,11503,45.41424,,,,,,,,,,,
01/29/1997,,-406,980,0,3755,,,9827,38.211051,,,,,,,,,,,
04/30/1997,,-316,980,0,3393,,,9538,35.573495,,,,,,,,,,,
07/30/1997,,-253,980,0,3689,,,9899,37.266391,,,,,,,,,,,
10/29/1997,,-280,979,0,3785,,,10023,37.763145,,,,,,,,,,,
01/28/1998,,-498,981,0,2982,,,9397,31.733532,,,,,,,,,,,
04/29/1998,,-733,982,0,2931,,,9433,31.071769,,,,,,,,,,,
07/29/1998,,-556,983,0,2823,,,9425,29.952255,,,,,,,,,,,
10/28/1998,,-350,983,0,3487,,,10120,34.456522,,,,,,,,,,,
01/27/1999,,-710,984,0,2706,,,9669,27.986348,,,,,,,,,,,
04/28/1999,,-619,985,0,2679,,,9733,27.524915,,,,,,,,,,,
07/28/1999,,-299,985,0,2659,,,9604,27.686381,,,,,,,,,,,
10/27/1999,,-345,1000,0,3835,,,10746,35.687698,,,,,,,,,,,
01/26/2000,,-344,986,0,2839,,,10129,28.028433,,,,,,,,,,,
04/26/2000,,-350,891,0,2906,,,10118,28.721091,,,,,,,,,,,
07/26/2000,,-333,891,0,2755,,,9516,28.95124,,,,,,,,,,,
10/25/2000,,-285,898,0,4086,,,10792,37.861379,,,,,,,,,,,
01/31/2001,,-401,887,0,3095,,,10065,30.750124,,,,,,,,,,,
05/02/2001,,-415,887,0,3685,,,10447,35.273284,,,,,,,,,,,
08/01/2001,,-420,887,0,3998,,,10950,36.511416,,,,,,,,,,,
10/31/2001,,-366,898,0,4669,,,11413,40.909489,,,,,,,,,,,
01/30/2002,,-1245,889,0,1187,,,5306,22.370901,,,,,,,,,,,
05/01/2002,,-1829,889,0,694,,,3595,19.30459,,,,,,,,,,,
07/31/2002,,-1003,889,0,682,,,3063,22.265753,,,,,,,,,,,
10/30/2002,,-381,874,0,1235,,,3233,38.199814,,,,,,,,,,,
01/29/2003,,-613,646,0,623,,,968,64.359504,,,,,,,,,,,
04/30/2003,1345.170015,-1232,0,0,1336,,1449.170015,3080,43.376623,0.921907,0.051114,207.024288,,,,7840.50018,7944.50018,15.971169,,
07/30/2003,2014.167902,-1200,0,0,1713,,2527.167902,3421,50.073078,0.677834,0.094223,26.601767,,,,2014.661933,2527.661933,27.851685,,
10/29/2003,2491.512422,-941,0,0,1335,,2885.512422,3065,43.556281,0.462656,0.113362,11.635131,,,,2489.983944,2883.983944,31.809126,,
