Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,71.516002,53.056002,124.399004,102.175003,22.224001,-71.343002,18.460001,0.023,,,,14.494,3.943,-4.0,67.516002,-45.410999,0.0,45.410999,22.105,0.0,0.0,22.105,-6.159,15.946,0.0,,,15.946,0.0,15.946,0.0,,15.946,15.946,,89.411951,0.176723,0.176723,,89.411951,0.176723,0.176723,0.176723,
06/30/1990,73.994,54.177,124.370001,102.819,21.551001,-70.193001,19.817,-0.001,,,,15.399,4.419,-4.25,69.744,-46.542999,0.0,46.542999,23.201,0.0,0.0,23.201,-6.094,17.107,0.0,,,17.107,0.0,17.107,0.0,,17.107,17.107,,89.058863,0.19145,0.19145,,89.058863,0.19145,0.19145,0.19145,
09/30/1990,85.172002,56.298002,130.164,107.612999,22.551001,-73.865997,28.874,-0.989,,,,17.712,12.151,-7.958,77.214002,-50.937,0.0,50.937,26.277,0.0,0.0,26.277,-8.05,18.226999,0.0,,,18.227,0.0,18.226999,0.0,,18.226999,18.226999,,89.037125,0.206176,0.206176,,89.037125,0.206176,0.206176,0.206176,
12/31/1990,84.181997,58.608997,140.819996,100.742996,40.077,-82.210999,25.573,2.358,,,,23.215,,-8.0,76.181997,-51.695999,0.0,51.695999,24.486,0.0,0.0,24.486,-6.872,17.614,0.0,,,17.614,0.0,17.614,0.0,,17.614,17.614,,88.597116,0.198813,0.198813,0.198813,88.597116,0.198813,0.198813,0.198813,
03/31/1991,86.170998,61.544998,138.983002,105.554001,33.429001,-77.438004,24.625999,0.005,,,,19.247999,5.373,-5.0,81.170998,-55.042,0.0,55.042,26.129,0.0,0.0,26.129,-7.536,18.593,0.0,,,18.593,0.0,18.593,0.0,,18.593,18.593,,89.07515,0.209858,0.209858,,89.07515,0.209858,0.209858,0.209858,
06/30/1991,90.147997,66.060997,139.545998,105.365997,34.18,-73.485001,24.087,-0.451,,,,20.146,4.392,-5.0,85.147997,-57.266998,0.0,57.266998,27.881001,0.0,0.0,27.881001,-8.633,19.247999,0.0,,,19.248,0.0,19.247999,0.0,,19.247999,19.247999,,89.270718,0.217222,0.217222,,89.270718,0.217222,0.217222,0.217222,
09/30/1991,94.099004,68.042004,140.339001,106.330002,34.008999,-72.296997,26.057001,0.002,,,,20.915001,5.14,-6.5,87.599004,-57.787998,0.0,57.787998,29.811001,0.0,0.0,29.811001,-9.18,20.631001,0.0,,,20.631001,0.0,20.631001,0.0,,20.631001,20.631001,,89.384794,0.231949,0.231949,,89.384794,0.231949,0.231949,0.231949,
12/31/1991,96.109002,69.156002,137.952999,103.044998,34.908001,-68.796997,26.953,4.2,,,,22.753,,-7.505,88.604002,-60.508999,0.0,60.508999,28.094999,0.0,0.0,28.094999,-8.311,19.784,0.0,,,19.783999,0.0,19.784,0.0,,19.784,19.784,,89.558625,0.220903,0.220903,0.220903,89.558625,0.220903,0.220903,0.220903,
03/31/1992,102.548998,73.606998,134.507,98.445,36.062,-60.900002,28.942,-0.057,,,,23.250999,5.748,-6.05,96.498998,-63.98,0.0,63.98,32.519001,0.0,0.0,32.519001,-10.423,22.096001,0.0,,,22.096001,0.0,22.096001,0.0,,22.096001,22.096001,,89.835671,0.246675,0.246675,,89.835671,0.246675,0.246675,0.246675,
06/30/1992,105.201999,76.586998,134.579998,97.792,36.787998,-57.993,28.615001,0.002,,,,22.915001,5.698,-6.95,98.251999,-63.806,0.0,63.806,34.445999,0.0,0.0,34.445999,-11.366,23.08,0.0,,,23.079999,0.0,23.08,0.0,,23.08,23.08,,89.987773,0.257721,0.257721,,89.987773,0.257721,0.257721,0.257721,
09/30/1992,110.609001,80.359001,133.98,98.987,34.993,-53.620998,30.249999,0.038,,,,24.146999,6.065,-7.1,103.509001,-66.114998,0.0,66.114998,37.394001,0.0,0.0,37.394001,-12.19,25.204,0.0,,,25.204001,0.0,25.204,0.0,,25.204,25.204,,90.31099,0.279811,0.279811,,90.31099,0.279811,0.279811,0.279811,
12/31/1992,113.396,82.126,133.680001,99.195,34.485001,-51.554001,31.27,6.812,,,,24.458,,-6.972,106.424,-70.758003,0.0,70.758003,35.666,0.0,0.0,35.666,-10.998,24.667999,0.0,,,24.668,0.0,24.667999,0.0,,24.667999,24.667999,,90.541857,0.272447,0.272447,0.272447,90.541857,0.272447,0.272447,0.272447,
03/31/1993,114.473002,83.837002,135.712002,102.958,32.754002,-51.875,30.636,0.047,,,,24.01,6.579,-7.3,107.173002,-66.091003,0.0,66.091003,41.082001,0.0,0.0,41.082001,-13.656,27.426001,0.0,,,27.426001,0.0,27.426001,0.0,,27.426001,27.426001,,92.07647,0.299692,0.299692,0.299692,92.07647,0.299692,0.299692,0.299692,
06/30/1993,117.542997,84.769997,137.665997,104.447998,33.217999,-52.896,32.773,-0.005,,,,25.969,6.809,-6.0,111.542997,-69.004997,0.0,69.004997,42.537998,0.0,0.0,42.537998,-14.601,27.937,0.0,,,27.936998,0.0,27.937,0.0,,27.937,27.937,,91.496207,0.303742,0.303742,,91.496207,0.303742,0.303742,0.303742,
09/30/1993,119.948999,85.967999,139.716,107.196999,32.519001,-53.748001,33.981001,0.034,,,,26.739,7.208,-4.101,115.847999,-74.536003,0.0,74.536003,41.312,0.0,0.0,41.312,-12.689,28.622999,0.0,,,28.623,0.0,28.622999,0.0,,28.622999,28.622999,,91.750536,0.311842,0.311842,,91.750536,0.311842,0.311842,0.311842,
12/31/1993,122.114997,87.477997,142.572998,108.700996,33.872002,-55.095001,34.637,0.002,,,,28.615,6.02,-4.132,117.982997,-77.393997,0.0,77.393997,40.589001,0.0,0.0,40.589001,-12.53,28.059,0.0,,,28.059001,0.0,28.059,0.0,,28.059,28.059,,92.143139,0.303742,0.303742,0.303742,92.143139,0.303742,0.303742,0.303742,
03/31/1994,139.912003,102.328003,178.797005,135.016006,43.780998,-76.469002,37.584,0.28,,,,27.555,9.749,-4.674,135.238003,-83.526001,0.0,83.526001,51.712002,0.0,0.0,51.712002,-17.039,34.673,0.0,,,34.673002,0.0,34.673,0.0,,34.673,34.673,,106.864505,0.323992,0.323992,,106.864505,0.323992,0.323992,0.323992,
06/30/1994,143.786999,107.648998,187.146,141.501999,45.644001,-79.497002,36.138001,0.088,,,,28.447001,7.603,-4.763,139.023999,-84.203003,0.0,84.203003,54.820999,0.0,0.0,54.820999,-18.284,36.536999,0.0,,,36.536999,0.0,36.536999,0.0,,36.536999,36.536999,,107.044761,0.340191,0.340191,,107.044761,0.340191,0.340191,0.340191,
09/30/1994,147.364,112.09,202.418003,155.425003,46.993,-90.328003,35.273999,0.076,,,,28.202,6.996,-4.367,142.997,-86.647003,0.0,86.647003,56.349998,0.0,0.0,56.349998,-18.923,37.426998,0.0,,,37.426998,0.0,37.426998,0.0,,37.426998,37.426998,,104.852111,0.356391,0.356391,,104.852111,0.356391,0.356391,0.356391,
12/31/1994,147.984998,113.572998,217.417999,173.264999,44.153,-103.845001,34.412,0.183,,,,27.003,7.226,-5.199,142.785998,-88.691002,0.0,88.691002,54.095001,0.0,0.0,54.095001,-16.848,37.247002,0.0,,,37.247001,0.0,37.247002,0.0,,37.247002,37.247002,,104.511359,0.356391,0.356391,0.356391,104.511359,0.356391,0.356391,0.356391,
03/31/1995,196.449013,152.530014,299.945007,244.279007,55.666,-147.414993,43.918999,0.007,,,,43.911999,,-5.05,191.399013,-116.228996,0.0,116.228996,75.169998,0.0,0.0,75.169998,-24.92,50.25,0.0,,,50.249998,0.0,50.25,0.0,,50.25,50.25,,152.860768,0.328041,0.328041,,152.860768,0.328041,0.328041,0.328041,
06/30/1995,200.942989,155.053989,314.140995,257.830994,56.310001,-159.087006,45.888999,0.214,,,,45.674999,,-5.811,195.131989,-120.429001,0.0,120.429001,74.703003,0.0,0.0,74.703003,-24.802,49.901001,0.0,,,49.901003,0.0,49.901001,0.0,,49.901001,49.901001,,152.527421,0.328041,0.328041,,152.527421,0.328041,0.328041,0.328041,
