Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/27/1989,1373.800049,158.0,158.0,0.0,226.199997,,,205.600006,,,,,40.900002,,,,,,630.700012,704.599976,1619.199951,-914.599976,0.0,,38.5,,,,38.5,743.099976,,168.0,168.0,,,,9.0,,,,,256.299988,,,256.299988,433.299988,50.799999,,,,66.0,,,,,,,66.0,116.799999,550.099987,0.1,739.099976,,,0.0,,84.5,823.699976,0.0,823.699976,1373.799963,
11/26/1989,1361.099976,126.800003,126.800003,0.0,231.399994,,,206.5,,,,,60.200001,,,,,,624.900024,689.5,1631.300049,-941.799988,0.0,,46.700001,,,,46.700001,736.200001,,165.899994,165.899994,,,,6.8,,,,,244.800006,,,244.800006,417.5,50.700001,,,,69.199997,,,,,,,69.199997,119.899998,537.399998,0.1,739.200012,,,0.0,,84.400002,823.700014,0.0,823.700014,1361.100011,
02/25/1990,1338.599976,115.599998,115.599998,0.0,232.699997,,,208.600006,,,,,57.200001,,,,,,614.099976,687.0,1631.199951,-944.200012,0.0,,37.5,,,,37.5,724.5,,157.199997,157.199997,,,,11.2,,,,,227.899991,,,227.899991,396.299988,57.099998,,,,71.199997,,,,,,,71.199997,128.299995,524.599983,0.1,742.200012,,,0.0,,71.699997,814.000009,0.0,814.000009,1338.599992,
05/27/1990,1377.599976,128.699997,128.699997,0.0,211.399994,,,220.0,,,,,64.900002,,,,,,625.0,702.200012,1666.699951,-964.5,0.0,,50.400002,,,,50.400002,752.600014,,194.899994,194.899994,,,,12.0,,,,,219.800018,,,219.800018,426.700012,64.199997,,,,69.900002,,,,,,,69.900002,134.099999,560.800011,0.1,742.799988,,,0.0,,73.900002,816.79999,0.0,816.79999,1377.600001,
08/26/1990,1276.900024,78.400002,78.400002,0.0,227.699997,,,220.600006,,,,,49.799999,,,,,,576.5,646.599976,1646.199951,-999.599976,0.0,,53.799999,,,,53.799999,700.399975,,174.399994,174.399994,,,,57.799999,,,,,296.200031,,,296.200031,528.400024,26.5,,,,72.900002,,,,,,,72.900002,99.400002,627.800026,0.1,743.099976,,,0.0,,-94.099998,649.099977,0.0,649.099977,1276.900003,
11/25/1990,1209.5,77.699997,77.699997,0.0,222.300003,,,200.600006,,,,,30.5,,,,,,531.099976,624.5,1656.0,-1031.5,0.0,,53.900002,,,,53.900002,678.400002,,133.5,133.5,,,,43.400002,,,,,286.200005,,,286.200005,463.100006,22.1,,,,74.199997,,,,,,,74.199997,96.299997,559.400003,0.1,743.099976,,,0.0,,-93.099998,650.099977,0.0,650.099977,1209.499981,
02/24/1991,1175.599976,173.0,173.0,0.0,208.399994,,,192.300003,,,,,30.200001,,,,,,603.900024,527.599976,1574.400024,-1046.800049,0.0,,44.099998,,,,44.099998,571.699974,,131.199997,131.199997,,,,33.0,,,,,250.400009,,,250.400009,414.600006,21.6,,,,85.300003,,,,,,,85.300003,106.900003,521.50001,0.1,744.599976,,,0.0,,-90.599998,654.099977,0.0,654.099977,1175.599987,
05/26/1991,1190.699951,192.5,192.5,0.0,200.300003,,,188.399994,,,,,31.4,,,,,,612.599976,527.400024,1602.900024,-1075.5,0.0,,50.700001,,,,50.700001,578.100025,,159.100006,159.100006,,,,26.1,,,,,231.299994,,,231.299994,416.5,19.9,,,,96.0,,,,,,,96.0,115.9,532.4,0.1,745.700012,,,0.0,,-87.5,658.300012,0.0,658.300012,1190.700012,
08/25/1991,1059.400024,136.899994,136.899994,0.0,212.399994,,,174.199997,,,,,29.6,,,,,,553.099976,459.200012,1560.800049,-1101.599976,0.0,,47.099998,,,,47.099998,506.300011,,135.899994,135.899994,,,,14.4,,,,,275.499994,,,275.499994,425.799988,18.700001,,,,126.699997,,,,,,,126.699997,145.399998,571.199986,0.1,746.099976,,,0.0,,-258.0,488.199976,0.0,488.199976,1059.399961,
11/24/1991,1064.800049,142.5,142.5,0.0,214.699997,,,186.199997,,,,,24.700001,,,,,,568.099976,459.0,1569.0,-1110.0,0.0,,37.700001,,,,37.700001,496.700001,,132.600006,132.600006,,,,11.4,,,,,272.899988,,,272.899988,416.899994,24.1,,,,132.0,,,,,,,132.0,156.1,572.999994,0.1,746.299988,,,0.0,,-254.600006,491.799982,0.0,491.799982,1064.799976,
02/23/1992,1053.900024,133.100006,133.100006,0.0,201.300003,,,196.199997,,,,,29.9,,,,,,560.5,457.5,1552.599976,-1095.099976,0.0,,35.900002,,,,35.900002,493.400002,,133.600006,133.600006,,,,9.8,,,,,262.300006,,,262.300006,405.700012,27.4,,,,108.800003,,,,,,,108.800003,136.200003,541.900015,0.1,754.5,,,0.0,,-242.600006,511.999994,0.0,511.999994,1053.900009,
05/31/1992,1148.900024,138.300003,138.300003,0.0,194.5,,,207.800003,,,,,54.400002,,,,,,595.0,518.700012,1634.900024,-1116.199951,0.0,,35.200001,,,,35.200001,553.900013,,189.800003,189.800003,,,,11.5,,,,,271.699997,,,271.699997,473.0,33.900002,,,,102.599998,,,,,,,102.599998,136.5,609.5,0.1,756.900024,,,0.0,,-217.600006,539.400018,0.0,539.400018,1148.900018,
08/30/1992,1150.599976,112.800003,112.800003,0.0,226.899994,,,217.800003,,,,,36.900002,,,,,,594.400024,521.900024,1646.800049,-1124.900024,0.0,,34.299999,,,,34.299999,556.200024,,173.0,173.0,,,,18.0,,,,,265.0,,,265.0,456.0,33.099998,,,,101.699997,,,,,,,101.699997,134.799995,590.799995,0.1,757.900024,,,0.0,,-198.199997,559.800027,0.0,559.800027,1150.600023,
11/29/1992,1320.199951,263.700012,263.700012,0.0,255.399994,,,209.0,,,,,36.299999,,,,,,764.400024,519.799988,1651.800049,-1132.0,0.0,,36.0,,,,36.0,555.799988,,139.199997,139.199997,,,,8.9,,,,,279.400003,,,279.400003,427.5,31.299999,,,,101.900002,,,,,,,101.900002,133.200001,560.700001,1.8,924.5,,,0.0,,-166.800003,759.499997,0.0,759.499997,1320.199998,
02/28/1993,1347.0,277.200006,246.100006,31.1,259.100006,,,203.5,,,,,38.5,,,,,,778.299988,526.900024,1631.099976,-1104.199951,12.2,,29.6,,,,29.6,568.700025,,133.899994,133.899994,,,,12.7,,,,,269.500012,,,269.500012,416.100006,36.900002,,,,100.699997,,,,,,,100.699997,137.599998,553.700005,1.8,936.799988,,,0.0,,-145.300003,793.299985,0.0,793.299985,1346.999989,
05/30/1993,1476.5,331.799996,277.399994,54.400002,271.5,,,189.600006,,,,,49.400002,,,,,,842.299988,577.400024,1612.300049,-1034.900024,13.9,,42.900002,,,,42.900002,634.200026,,193.199997,193.199997,,,,10.6,,,,,301.900015,,,301.900015,505.700012,37.299999,,,,96.099998,,,,,,,96.099998,133.399997,639.100009,0.3,941.5,,,0.0,,-104.400002,837.399998,0.0,837.399998,1476.500007,
08/29/1993,1522.400024,338.099998,288.5,49.599998,285.399994,,,203.399994,,,,,53.900002,,,,,,880.799988,586.400024,1646.900024,-1060.5,14.7,,40.5,,,,40.5,641.600024,,178.600006,178.600006,,,,10.7,,,,,304.3,,,304.3,493.600006,34.299999,,,,97.5,,,,,,,97.5,131.799999,625.400005,0.3,949.299988,,,0.0,,-52.599998,896.999989,0.0,896.999989,1522.399995,
11/28/1993,1591.400024,415.100014,321.700012,93.400002,252.699997,,,212.0,,,,,56.5,,,,,,936.299988,600.299988,1672.199951,-1071.900024,18.700001,,36.099998,,,,36.099998,655.099987,,176.800003,176.800003,,,,10.8,,,,,315.100009,,,315.100009,502.700012,31.799999,,,,100.5,,,,,,,100.5,132.299999,635.000011,0.3,953.299988,,,0.0,,2.8,956.399988,0.0,956.399988,1591.399999,
02/27/1994,1626.300049,417.100014,335.200012,81.900002,273.799988,,,221.100006,,,,,52.700001,,,,,,964.700012,611.599976,1704.599976,-1093.0,12.9,,37.099998,,,,37.099998,661.599974,,152.399994,152.399994,,,,11.9,,,,,308.300013,,,308.300013,472.600006,25.799999,,,,102.400002,,,,,,,102.400002,128.200001,600.800007,0.3,963.900024,,,0.0,,61.299999,1025.500024,0.0,1025.500024,1626.300031,
05/29/1994,1747.699951,466.800003,398.100006,68.699997,289.0,,,212.699997,,,,,47.900002,,,,,,1016.400024,668.0,1765.599976,-1097.599976,20.9,,42.400002,,,,42.400002,731.300002,,213.699997,213.699997,,,,15.6,,,,,348.100027,,,348.100027,577.400024,14.5,,,,50.099998,,,,,,,50.099998,64.599998,642.000022,0.2,974.099976,,,-9.5,,140.899994,1105.69997,0.0,1105.69997,1747.699992,
08/28/1994,1714.400024,436.500008,352.600006,83.900002,278.600006,,,224.600006,,,,,48.200001,,,,,,987.900024,682.099976,1788.5,-1106.400024,0.0,,44.400002,,,,44.400002,726.499977,,179.600006,179.600006,,,,9.1,,,,,309.500006,,,309.500006,498.200012,12.1,,,,54.0,,,,,,,54.0,66.1,564.300013,0.2,975.099976,,,-22.200001,,197.000004,1150.099979,0.0,1150.099979,1714.399991,
