Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,344.987,,-177.393005,,167.593994,,-109.252998,,,58.341,1.451,,0.318,,0.0,-1.769,59.792,-23.740999,36.050999,0.0,,,36.051,0.0,36.050999,0.0,,36.050999,36.050999,,85.071999,0.42,0.42,,85.071999,0.42,0.42,0.42,
06/30/1990,328.875,,-163.755997,,165.119003,,-102.75,,,62.368999,1.647,,0.329,,0.0,-1.976,64.015999,-25.826,38.189999,0.0,,,38.189999,0.0,38.189999,0.0,,38.189999,38.189999,,84.730003,0.45,0.45,,84.730003,0.45,0.45,0.45,
09/30/1990,352.820007,,-170.570007,,182.25,,-110.905998,,,71.344002,2.148,,0.647,,0.0,-2.795,73.492002,-29.291,44.201,0.0,,,44.201001,0.0,44.201,0.0,,44.201,44.201,,84.593002,0.53,0.53,,84.593002,0.53,0.53,0.53,
12/31/1990,386.871002,,-183.395996,,203.475006,,-120.944,,,82.530998,2.675,,0.133,,0.0,-2.808,85.205998,-31.487,53.719002,0.0,,,53.718998,0.0,53.719002,0.0,,53.719002,53.719002,,84.245003,0.63,0.63,0.63,84.245003,0.63,0.63,0.63,
03/31/1991,368.660004,,-180.444,,188.216003,,-124.554001,,,63.661999,2.655,,1.1,,0.0,-3.755,66.316999,-24.802999,41.514,0.0,,,41.513999,0.0,41.514,0.0,,41.514,41.514,,84.058998,0.49,0.49,,84.058998,0.49,0.49,0.49,
06/30/1991,347.575012,,-165.985992,,181.58902,,-112.394997,,,69.194,1.394,,2.496,,0.0,-3.89,70.588,-27.197001,43.390999,0.0,,,43.391,0.0,43.390999,0.0,,43.390999,43.390999,,84.019997,0.52,0.52,,84.019997,0.52,0.52,0.52,
09/30/1991,362.438995,,-169.298996,,193.139999,,-120.667,,,72.473,1.575,,2.215,,0.0,-3.79,74.048,-28.771999,45.276001,0.0,,,45.276,0.0,45.276001,0.0,,45.276001,45.276001,,83.996002,0.54,0.54,,83.996002,0.54,0.54,0.54,
12/31/1991,395.808014,,-186.358994,,209.44902,,-126.751999,,,82.696999,1.843,,2.41,,0.0,-4.253,84.539999,-31.819,52.721001,0.0,,,52.720999,0.0,52.721001,0.0,,52.721001,52.721001,,83.963997,0.63,0.63,0.63,83.963997,0.63,0.63,0.63,
03/31/1992,385.294006,,-178.630997,,206.66301,,-128.091995,,,78.570999,1.1,,2.457,,0.0,-3.557,79.670999,-30.790001,48.881001,0.0,,,48.880998,0.0,48.881001,0.0,,48.881001,48.881001,,83.905998,0.58,0.58,,83.905998,0.58,0.58,0.58,
06/30/1992,363.915985,,-166.016998,,197.898987,,-120.912003,,,76.987,0.964,,2.443,,0.0,-3.407,77.950999,-30.308001,47.643002,0.0,,,47.642999,0.0,47.643002,0.0,,47.643002,47.643002,,83.887001,0.57,0.57,,83.887001,0.57,0.57,0.57,
09/30/1992,372.592987,,-168.160995,,204.431992,,-123.821999,,,80.610001,0.917,,5.727,,0.0,-6.644,81.527,-30.993999,50.533001,0.0,,,50.533001,0.0,50.533001,0.0,,50.533001,50.533001,,83.856003,0.6,0.6,,83.856003,0.6,0.6,0.6,
12/31/1992,412.548004,,-190.160004,,222.388,,-136.337006,,,86.051003,-0.417,,4.744,,0.0,-4.327,85.634003,-29.907,55.728001,0.0,,,55.727003,0.0,55.728001,0.0,,55.728001,55.728001,,83.769508,0.67,0.67,0.67,83.769508,0.67,0.67,0.67,
03/31/1993,405.747009,,-185.876007,,219.871002,,-139.951996,,,79.918999,1.801,,2.449,,,-4.25,81.719999,-29.929001,51.791,0.0,,,51.790998,0.0,51.791,0.0,,51.791,51.791,,83.520386,0.62,0.62,,83.520386,0.62,0.62,0.62,
06/30/1993,362.868011,,-168.908005,,193.960007,,-130.190002,,,63.77,-58.745001,,2.435,,,56.310001,5.024999,-2.779,2.246,0.0,,,2.245999,0.0,2.246,0.0,,2.246,2.246,,82.984421,0.03,0.03,,82.984421,0.03,0.03,0.03,
09/30/1993,371.973877,,-173.376007,,198.59787,,-134.479004,,,64.119003,0.086,,2.71,,,-2.796,64.205003,-27.209,36.995998,0.0,,,36.996004,0.0,36.99588,0.0,,36.99588,36.99588,,82.56871,0.45,0.45,,82.56871,0.45,0.45,0.45,
12/31/1993,441.178101,,-202.276001,,238.9021,,-165.882996,,,73.018997,11.944,,2.682,,0.0,-14.626,84.962997,-34.134998,50.827999,0.0,,,50.827999,0.0,50.828121,0.0,,50.828121,50.828121,,83.324997,0.61,0.61,0.61,83.324997,0.61,0.61,0.61,
03/31/1994,429.988007,,-196.673996,,233.314011,,-169.475998,,,63.838001,0.948,,3.778,,,-4.726,64.786001,-26.745001,38.041,0.0,,,38.041,0.0,38.041,0.0,,38.041,38.041,,82.542,0.46,0.46,,82.542,0.46,0.46,0.46,
06/30/1994,412.343994,,-189.225006,,223.118988,,-170.970001,,,52.148998,-1.579,,2.522,,,-0.943,50.569998,-21.014,29.556,0.0,,,29.555998,0.0,29.556,0.0,,29.556,29.556,,82.324997,0.36,0.36,,82.324997,0.36,0.36,0.36,
09/30/1994,426.653992,,-195.914001,,230.73999,,-180.929993,,,49.810001,9.001,,2.592,,,-11.593,58.811002,-25.535999,33.275002,0.0,,,33.275002,0.0,33.275002,0.0,,33.275002,33.275002,,82.332001,0.4,0.4,,82.332001,0.4,0.4,0.4,
12/31/1994,478.93399,,-220.070999,,258.862991,,-191.001007,,,67.862,-1.143,,2.413,,,-1.27,66.719,-26.725,39.993999,0.0,,,39.994,0.0,39.993999,0.0,,39.993999,39.993999,,82.400002,0.49,0.49,0.49,82.400002,0.49,0.49,0.49,
03/31/1995,465.627991,,-210.669998,,254.957993,,-200.044006,,,54.914001,3.429,,3.111,,,-6.54,58.343001,-24.504,33.839001,0.0,,,33.839002,0.0,33.839001,0.0,,33.839001,33.839001,,82.418999,0.41,0.41,0.41,82.418999,0.41,0.41,0.41,
06/30/1995,442.265991,,-200.729004,,241.536987,,-186.098007,,,55.438999,-1.892,,3.273,,,-1.381,53.546999,-22.805,30.742001,1.01,,,29.731999,0.0,29.732,0.0,,29.732,29.732,,82.371002,0.36,0.37,0.37,82.371002,0.36,0.37,0.37,
09/30/1995,449.203003,,-202.098999,,247.104004,,-191.082993,,,56.021,-2.22,,3.555,,,-1.335,53.801,-23.542999,30.257999,0.882,,,29.376001,0.0,29.375999,0.0,,29.375999,29.375999,,82.486,0.36,0.371,0.36,82.486,0.36,0.371,0.36,
12/31/1995,500.347992,,-244.186996,,256.160996,,-235.550003,,,20.611,-13.782,,3.024,,,10.758,6.829,-5.342,1.487,0.0,,,1.487,0.0,-5.894,0.0,,-5.894,-5.894,,82.403999,-0.07,-0.01,-0.01,82.403999,-0.07,-0.01,-0.01,
03/31/1996,508.289001,,,,,,,,,,,,,,,,,,,,,,,,18.921,0.0,,18.921,18.921,,82.407997,0.23,0.23,0.59,82.407997,0.23,0.23,0.59,
06/30/1996,486.734009,,,,,,,,,,,,,,,,,,,,,,,,38.056,0.0,,38.056,38.056,,82.377998,0.46,0.46,0.46,82.377998,0.46,0.46,0.46,
09/30/1996,482.199005,,,,,,,,,,,,,,,,,,,,,,,,33.523998,0.0,,33.523998,33.523998,,82.332001,0.41,0.41,0.41,82.332001,0.41,0.41,0.41,
12/31/1996,502.404907,,,,,,,,,502.404907,,,,,,,,,502.404907,,,,,,-25.038,0.0,,-25.038,-25.038,,82.310997,-0.3,-0.3,0.44,82.310997,-0.3,-0.3,0.44,
03/31/1997,490.104004,,-227.195007,,262.908997,,-196.766998,,,66.141998,3.247,,2.385,,0.0,-5.632,69.388998,-27.964001,41.424999,0.0,,,41.424997,0.0,41.424999,0.0,,41.424999,41.424999,,82.125,0.5,0.5,0.5,82.210999,0.5,0.5,0.5,
06/30/1997,463.75,,-214.854004,,248.895996,,-186.828003,,,62.068001,0.987,,2.487,,0.0,-3.474,63.055001,-25.598,37.457001,0.0,,,37.457001,0.0,37.457001,0.0,,37.457001,37.457001,,82.141998,0.46,0.46,0.46,82.259003,0.46,0.46,0.46,
09/30/1997,466.90799,,-222.516006,,244.391984,,-219.337997,,,25.054001,-129.444,,2.152,,0.0,127.292,-104.389999,36.875,-67.514999,0.0,,,-67.514999,0.0,-67.514999,0.0,,-67.514999,-67.514999,,81.901001,-0.82,-0.82,0.55,81.901001,-0.82,-0.82,0.55,
12/31/1997,498.604004,,-218.621994,,279.98201,,-194.632996,,,85.348999,1.747,,1.798,,0.0,-3.545,87.095999,-53.791,33.305,0.0,,,33.304999,0.0,33.305,0.0,,33.305,33.305,,81.199997,0.41,0.41,0.64,81.199997,0.41,0.41,0.64,
03/31/1998,489.450989,,-223.612,,265.838989,,-193.841003,,,71.516998,1.089,,2.223,,0.0,-3.312,72.605998,-29.035,43.570999,0.0,,,43.570998,0.0,43.570999,0.0,,43.570999,43.570999,,80.967003,0.54,0.54,0.54,81.161003,0.54,0.54,0.54,
06/30/1998,474.791,,-219.571,,255.22,,-187.194,,,68.026,2.945,1.935,1.935,,,-4.88,70.971,-28.716,42.255,,,,42.255,,42.255,,,42.255,42.255,,80.668,0.52,0.52,0.52,80.668,0.52,0.52,0.52,
