Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,126.562164,126.498001,126.498001,,5.811428,0.679449,0.445,0.445,,0.445,0.445,0.445,,0.749008,,0.289968,14.711948,,
06/30/1990,126.576218,126.568001,126.568001,,6.123238,0.922311,0.6,0.6,,0.6,0.6,0.6,0.32,0.771996,,0.311709,15.186107,,
09/30/1990,125.853157,126.405998,126.405998,,6.0679,0.651069,0.42,0.42,,0.42,0.42,0.42,,1.143245,,0.222354,14.969334,,
12/31/1990,125.44323,125.484002,125.484002,,6.184334,0.697388,0.74,0.74,,0.74,0.74,0.74,0.17,1.159,,0.330022,15.749746,,
03/31/1991,125.477165,125.463997,125.463997,,6.349798,0.663696,0.44,0.44,,0.44,0.44,0.44,0.17,0.541757,,0.269635,16.393955,,
06/30/1991,125.491623,125.480003,125.480003,,6.149848,0.591417,0.41,0.41,,0.41,0.41,0.41,0.355,0.556376,,0.239594,16.608543,,
09/30/1991,125.487541,125.487999,125.487999,,6.251928,0.825983,0.545,0.545,,0.545,0.545,0.545,,1.226293,,0.403442,17.155839,,
12/31/1991,125.496026,125.484002,125.484002,,6.614724,1.011914,0.675,0.675,0.675,0.675,0.675,0.675,0.185,0.80682,,0.48039,17.698839,,
03/31/1992,125.572884,125.542,125.542,,6.642534,1.018058,0.675,0.675,,0.675,0.675,0.675,0.185,1.183134,,0.482509,18.121134,,
06/30/1992,125.585548,125.584,125.584,,6.589622,0.511427,0.335,0.335,,0.335,0.335,0.335,0.185,1.124076,,0.407204,18.279134,,
09/30/1992,125.614975,125.594002,125.594002,,6.434376,0.950252,0.64,0.64,,0.64,0.64,0.64,0.205,1.659729,,0.50092,18.754053,,
12/31/1992,125.630532,125.615998,125.615998,,6.568837,1.24309,0.83,0.83,0.83,0.83,0.83,0.83,0.205,1.324879,,0.58204,19.48688,,
03/31/1993,125.69664,125.666,125.666,,6.662868,0.838079,0.6,0.575,,0.6,0.575,0.575,0.205,0.974949,,0.454467,20.04776,,
06/30/1993,125.741852,125.723999,125.723999,,6.959602,1.525763,1.03,1.03,,1.03,1.03,1.03,0.205,1.197019,,0.505178,20.796909,,
09/30/1993,125.837517,125.788002,125.788002,,7.131165,1.490071,0.745,0.745,,0.745,0.745,0.745,0.225,1.505239,,0.66028,21.343199,,
12/31/1993,125.863998,125.851998,125.851998,,7.209929,1.518856,1.035,1.035,1.035,1.035,1.035,1.035,0.225,1.360805,,0.538939,22.042768,,
03/31/1994,125.931999,125.896004,125.896004,,6.813759,0.633809,0.445,0.445,0.35,0.445,0.445,0.35,0.225,0.669862,,0.326772,24.491138,,
06/30/1994,125.963997,125.947998,125.947998,,6.864603,1.071569,0.715,0.715,0.7,0.715,0.715,0.7,0.225,1.489027,,0.312867,23.469063,,
09/30/1994,125.989998,125.975998,125.975998,,7.158475,0.82118,0.575,0.575,0.56,0.575,0.575,0.56,0.245,1.926978,,0.3758,23.216826,,
12/31/1994,125.904,125.954002,125.954002,,7.247638,1.118519,0.76,0.76,0.76,0.76,0.76,0.76,0.49,1.892715,,0.504384,22.473304,,
03/31/1995,125.958,125.931999,125.931999,,7.127076,0.762642,0.52,0.52,0.49,0.52,0.52,0.49,,1.121439,,0.371671,25.227259,,
06/30/1995,125.984001,125.966003,125.966003,,7.349523,1.244502,0.815,0.815,0.74,0.815,0.815,0.74,0.245,1.684851,,0.460844,27.485458,,
09/30/1995,125.968002,125.973999,125.973999,,7.495904,1.397431,0.91,0.91,0.8,0.91,0.91,0.8,0.265,1.60526,,0.439318,28.661105,,
12/31/1995,125.978996,125.970001,125.970001,,7.581789,1.343153,0.92,0.92,0.81,0.92,0.92,0.81,0.265,1.162626,,0.519745,31.613571,,
03/31/1996,126.032997,126.5,126.011002,,7.758069,1.298664,0.88,0.88,0.71,0.88,0.88,0.71,0.265,0.646491,,0.404101,29.943785,,
06/30/1996,126.050003,126.5,126.041,,7.743679,1.242326,0.84,0.84,0.74,0.84,0.84,0.74,0.265,1.23962,,0.36196,29.917175,,
09/30/1996,126.055,126.5,126.052002,,7.873727,1.370014,0.92,0.92,0.83,0.92,0.92,0.83,0.29,1.840185,,0.454191,31.017881,,
12/31/1996,126.307999,126.5,126.190002,,8.077082,1.251319,0.84,0.84,0.74,0.84,0.84,0.74,0.29,1.701133,,0.439386,32.581784,,
03/31/1997,126.316002,126.900002,126.300003,,8.03631,1.291362,0.88,0.88,0.77,0.88,0.88,0.77,0.29,0.55407,,0.386056,31.743057,,
06/30/1997,126.343002,126.900002,126.328003,,8.163851,1.381024,0.93,0.93,0.83,0.92,0.92,0.82,0.29,-0.408753,,0.637131,34.593391,,
09/30/1997,126.300003,127.0,126.300003,,8.803642,1.517023,0.96,0.96,0.63,0.96,0.96,0.63,0.32,3.759762,,0.7308,36.364211,,
12/31/1997,141.199997,142.300003,137.699997,,11.264277,1.490479,0.58,0.58,0.81,0.57,0.57,0.8,0.32,1.580973,,2.771955,38.680595,29.242918,
03/31/1998,141.199997,141.800003,141.199997,,11.23017,1.357649,0.79,0.79,0.66,0.79,0.79,0.66,0.32,1.101275,,0.866147,39.765583,,
06/30/1998,141.225536,141.8,141.2,,11.332153,0.88102,0.49,0.49,0.49,0.49,0.49,0.49,0.32,1.477337,1.477337,0.399361,40.142882,30.616276,
09/30/1998,136.300003,139.399994,138.899994,,11.711303,1.328294,0.54,0.54,0.68,0.54,0.54,0.68,0.35,0.827934,,0.403522,40.730741,,
12/31/1998,136.300003,136.699997,136.300003,,12.029347,1.236244,0.7,0.7,0.55,0.7,0.7,0.55,0.35,1.540719,,0.549523,40.908288,30.937635,
03/31/1999,136.327641,136.6,136.3,,12.225238,1.44314,0.87,0.87,0.87,0.87,0.87,0.87,0.35,0.563463,0.563463,1.001998,39.85472,29.96531,
06/30/1999,131.5,134.5,134.1,,12.425802,0.95302,0.55,0.55,0.41,0.54,0.54,0.4,0.35,2.8434,,1.13308,37.78327,27.638783,
09/30/1999,130.0,131.0,130.8,,12.784404,0.399847,0.12,0.12,0.12,0.12,0.12,0.12,0.37,0.520642,,0.668462,35.060769,24.901538,
12/31/1999,128.739419,129.5,129.5,,13.222394,0.745174,0.34,0.34,0.24,0.34,0.34,0.24,0.37,1.828571,1.828571,0.872305,33.354974,22.830614,
03/31/2000,127.617967,128.2,128.2,,13.49454,0.404836,0.23,0.2,0.2,0.23,0.2,0.2,0.37,0.804212,,0.825119,33.462373,22.956015,
06/30/2000,127.629632,127.7,127.6,,13.591693,0.446708,0.23,0.22,0.09,0.23,0.22,0.09,0.37,3.350313,,0.73964,32.866976,22.438363,
09/30/2000,127.634,127.7,127.6,,14.173981,0.891066,0.36,0.36,0.1,0.36,0.36,0.1,0.37,1.577586,,1.295109,33.604682,23.134118,
12/31/2000,127.8,127.7,127.7,,13.329679,-0.078309,0.08,0.03,-0.15,0.08,0.03,-0.15,0.37,4.880971,,1.457746,36.743349,26.513302,
03/31/2001,127.746,127.7,127.6,,13.580721,0.496082,-6.91,-6.91,0.09,-6.91,-6.91,0.09,0.37,0.441223,,1.93509,30.357115,29.643198,
06/30/2001,127.77,128.0,127.8,,13.424883,-0.082942,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,0.185,0.420188,,1.404085,28.933239,28.197542,
09/30/2001,127.8,128.0,127.8,,13.365415,-1.524257,-0.79,-1.22,-1.59,-0.79,-1.22,-1.59,0.185,2.203443,,1.187011,29.454617,28.685446,
12/31/2001,127.733,127.252,127.252,,13.404897,0.415711,0.067582,0.067582,0.067582,0.067582,0.067582,-0.005789,0.185,5.302078,5.302078,2.108304,28.454667,27.28504,
03/31/2002,127.806,128.1,127.8,,13.400626,0.909233,0.5,0.5,0.37,0.5,0.5,0.37,0.185,1.199531,,2.227595,27.296058,26.157614,
06/30/2002,127.8,128.1,127.8,,14.071205,1.42489,0.82,0.82,0.37,0.82,0.82,0.37,0.185,1.413928,,0.986698,28.90845,27.79421,
09/30/2002,127.8,128.1,127.8,,14.042254,1.324726,0.59,0.59,0.68,0.59,0.59,0.68,0.185,1.994523,,1.418623,31.754304,30.240219,
12/31/2002,138.196,132.971,132.971,,13.236721,0.785134,0.42,0.42,0.74,0.42,0.42,0.74,0.185,1.992916,,1.364005,32.067498,30.692639,
03/31/2003,138.3,138.7,138.3,,9.352856,1.022415,0.65,0.57,0.35,0.65,0.57,0.35,0.185,1.573391,1.573391,1.556761,32.986262,31.637744,
06/30/2003,138.5,139.0,138.4,,9.682081,0.861272,0.81,0.49,0.49,0.81,0.49,0.49,0.185,2.059249,2.059249,1.438267,37.215162,35.842599,
09/30/2003,138.5,138.5,138.5,,9.967509,0.120578,-0.21,0.0,-0.06,-0.21,0.0,-0.06,0.185,-1.737906,,1.930686,35.620217,34.276534,
12/31/2003,138.6,139.2,138.6,,14.020202,2.020924,1.19,1.19,1.13,1.19,1.19,1.13,0.185,3.852092,3.852092,1.424242,36.243146,34.91847,
03/31/2004,139.199997,140.0,138.899994,,10.786898,2.097192,1.7,1.34,1.14,1.69,1.33,1.13,0.185,0.514759,0.514759,2.280891,39.760776,,
06/30/2004,138.899994,140.100006,139.100006,,11.184759,2.862689,1.78,1.79,1.39,1.77,1.78,1.38,0.185,2.422717,2.422717,2.7509,36.367172,,
09/30/2004,126.800003,132.5,131.5,,11.91559,1.077567,-0.77,0.04,0.39,-0.76,0.04,0.39,0.22,2.469962,2.469962,2.583596,29.370662,,
12/31/2004,126.958496,127.900002,126.900002,,12.406619,2.334909,1.42,1.42,1.33,1.41,1.41,1.32,0.22,5.21513,5.21513,1.984113,30.883322,,
03/31/2005,127.400002,128.199997,127.099998,,12.435091,2.511408,1.67,1.67,1.49,1.65,1.65,1.48,0.22,1.267506,1.267506,2.784929,31.315541,,
06/30/2005,127.800003,128.699997,127.599998,,12.466301,2.331505,1.47,1.47,1.4,1.46,1.46,1.38,0.25,2.495298,2.495298,2.973396,33.088418,,
09/30/2005,123.537415,126.599998,125.5,,12.634263,1.309163,0.81,0.81,0.78,0.8,0.8,0.77,0.25,2.066932,2.066932,2.778915,32.440374,,
12/31/2005,123.584595,124.800003,123.599998,,12.897249,2.427184,1.54,1.54,1.49,1.53,1.53,1.48,0.25,2.283172,2.05178,4.50137,33.37471,,
03/31/2006,119.195698,123.0,122.1,,12.788698,2.684685,1.71,1.71,1.62,1.69,1.69,1.61,0.25,0.692875,0.550369,3.15951,33.57252,,
06/30/2006,116.343682,119.0,118.4,,12.695946,2.342061,1.69,1.69,1.72,1.68,1.68,1.71,0.3,1.674831,1.606419,4.691273,33.906439,,
09/30/2006,115.437421,116.3,115.9,,13.263158,2.685073,2.21,2.21,1.59,2.2,2.2,1.58,0.3,1.783434,1.620362,5.409858,36.988872,,
12/31/2006,105.3,110.3,109.4,,15.429616,4.340037,1.98,1.98,1.89,1.96,1.96,1.88,0.3,2.183729,2.16362,2.731244,37.45679,,
03/31/2007,106.2,106.7,105.7,,14.391675,2.631031,1.73,1.73,1.65,1.71,1.71,1.64,0.3,0.427625,0.140019,2.753296,38.559322,,
06/30/2007,104.1,106.3,105.8,,14.695652,2.670132,1.76,1.76,1.65,1.75,1.75,1.65,0.4,2.090737,1.727788,6.681076,38.711816,,
09/30/2007,96.2,100.8,100.5,,16.300498,3.294527,1.93,1.93,1.52,1.93,1.93,1.51,0.4,2.845771,2.600995,6.920998,38.539501,,
12/31/2007,89.7,92.8,92.4,,16.497835,2.25974,1.56,1.56,1.51,1.56,1.56,1.51,0.4,2.279221,2.05303,5.930881,38.061315,,
03/31/2008,89.8,90.2,89.8,,16.721604,2.249443,1.58,1.58,1.65,1.57,1.57,1.64,0.4,0.424276,0.35078,4.171492,37.30735,,
06/30/2008,89.9,90.5,89.9,,16.885428,2.245829,1.66,1.66,1.61,1.65,1.65,1.6,0.4,2.226919,2.080089,6.054505,37.938821,,
