Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,10467.200195,369.300003,136.300003,233.0,740.700012,,,90.699997,,,,,205.100006,,,,,1405.800049,8690.700195,,,300.5,,70.199997,,,,,,70.199997,9061.400192,,636.299988,636.299988,,,,228.199997,,,,,,345.699966,,,345.699966,1210.199951,1551.900024,,,,,3138.600098,,,,,3138.600098,4690.500122,5900.700073,0.0,561.099976,,,-20.6,,3972.200098,4512.700073,53.799999,4566.500072,10467.200146,
06/30/1993,10536.900391,365.199997,140.0,225.199997,736.599976,,,85.5,,,,,348.200012,,,,,1535.5,8610.799805,,,324.200012,,66.400002,,,,,,66.400002,9001.399818,,659.900024,659.900024,,,,414.799988,,,,,,149.299988,,,149.299988,1224.0,1548.099976,,,,,3140.699951,,,,,3140.699951,4688.799927,5912.799927,0.0,560.5,,,-20.6,,4030.200098,4570.100098,54.0,4624.100098,10536.900024,
09/30/1993,10583.700195,352.699997,137.199997,215.5,742.5,,,71.699997,,,,,330.100006,,,,,1497.0,8671.099609,,,341.700012,,73.900002,,,,,,73.900002,9086.699623,,705.299988,705.299988,,,,284.299988,,,,,,326.400024,,,326.400024,1316.0,1454.5,,,,,3194.899902,,,,,3194.899902,4649.399902,5965.399902,0.0,562.200012,,,-20.6,,4022.799952,4564.399963,53.900002,4618.299965,10583.699867,
12/31/1993,10519.799805,258.199997,80.5,177.699997,729.900024,,,70.300003,,,,,505.100006,,,,,1563.5,8730.700195,12825.599609,-4094.899902,160.300003,,65.300003,,,,,,65.300003,8956.300201,,653.599976,653.599976,,,,263.200012,,,,,,281.100036,,,281.100036,1197.900024,1481.5,,,,,3165.199951,,,,,3165.199951,4646.699951,5844.599975,0.0,562.799988,,,-20.6,,4078.499902,4620.69989,54.5,4675.19989,10519.799865,
03/31/1994,10526.5,221.699997,107.699997,114.0,728.299988,,,72.400002,,,,,469.899994,,,,,1492.300049,8814.299805,,,154.300003,,65.599998,,,,,,65.599998,9034.199806,,633.299988,633.299988,,,,167.399994,,,,,,344.200043,,,344.200043,1144.900024,1560.300049,,,,,3098.199951,,,,,3098.199951,4658.5,5803.400024,0.0,568.299988,,,-20.6,,4120.899805,4668.599792,54.5,4723.099792,10526.499817,
06/30/1994,10591.099609,486.5,306.600006,179.899994,744.900024,,,73.199997,,,,,230.100006,,,,,1534.699951,8823.0,,,165.199997,,68.199997,,,,,,68.199997,9056.399994,,689.299988,689.299988,,,,160.300003,,,,,,321.499985,,,321.499985,1171.099976,1546.0,,,,,3125.899902,,,,,3125.899902,4671.899902,5842.999878,0.0,563.299988,,,-20.6,,4151.800196,4694.500183,53.599998,4748.100182,10591.10006,
09/30/1994,10653.299805,457.100006,136.5,320.600006,763.299988,,,65.699997,,,,,211.199997,,,,,1497.300049,8883.200195,,,173.5,,99.300003,,,,,,99.300003,9156.000198,,718.700012,718.700012,,,,118.199997,,,,,,299.699966,,,299.699966,1136.599976,1560.0,,,,,3174.699951,,,,,3174.699951,4734.699951,5871.299927,0.0,560.200012,,,-20.6,,4188.899805,4728.499817,53.5,4781.999817,10653.299744,
12/31/1994,10587.799805,306.699997,57.0,249.699997,726.599976,,,61.900002,,,,,242.300003,,,,,1337.5,8987.099609,13210.299805,-4223.200195,172.800003,,90.400002,,,,,,90.400002,9250.299614,,704.099976,704.099976,,,,116.900002,,,,,,310.800071,,,310.800071,1131.800049,1547.800049,,,,,3169.899902,,,,,3169.899902,4717.699951,5849.5,0.0,550.799988,,,-20.6,,4154.6,4684.799988,53.5,4738.299988,10587.799988,
03/31/1995,10799.900391,341.900002,117.900002,224.0,708.700012,,,67.0,,,,,234.399994,,,,,1352.0,9158.700195,,,199.800003,,89.400002,,,,,,89.400002,9447.9002,,674.099976,674.099976,,,,112.300003,,,,,,396.40007,,,396.40007,1182.800049,1635.099976,,,,,3195.699951,,,,,3195.699951,4830.799927,6013.599976,0.0,558.5,,,-20.6,,4195.499903,4733.399902,52.900002,4786.299904,10799.899879,
06/30/1995,10829.400391,323.5,104.0,219.5,735.599976,,,69.699997,,,,,223.399994,,,,,1352.199951,9192.900391,,,216.199997,,68.099998,,,,,,68.099998,9477.200386,,696.099976,696.099976,,,,41.099998,,,,,,438.800026,,,438.800026,1176.0,1612.599976,,,,,3219.399902,,,,,3219.399902,4831.999878,6007.999878,0.0,556.599976,,,-20.6,,4233.6,4769.599976,51.799999,4821.399975,10829.399853,
09/30/1995,10872.900391,287.300003,73.199997,214.100006,773.799988,,,63.099998,,,,,216.100006,,,,,1340.300049,9233.099609,,,231.199997,,68.300003,,,,,,68.300003,9532.599609,,720.5,720.5,,,,102.400002,,,,,,358.000023,,,358.000023,1180.900024,1588.300049,,,,,3243.399902,,,,,3243.399902,4831.699951,6012.599976,0.0,561.900024,,,-20.6,,4266.800196,4808.10022,52.200001,4860.30022,10872.900196,
12/31/1995,10904.799805,328.999985,67.699997,261.299988,703.5,,,61.700001,,,,,248.600006,,,,,1342.800049,9258.799805,13585.099609,-4326.299805,231.699997,,71.5,,,,,,71.5,9561.999802,,732.799988,732.799988,,,,130.899994,,,,,,342.100067,,,342.100067,1205.800049,1553.300049,,,,,3264.5,,,,,3264.5,4817.800049,6023.600098,0.0,567.200012,,,-20.6,,4282.399805,4828.999817,52.200001,4881.199818,10904.799916,
03/31/1996,11055.200195,322.400009,71.800003,250.600006,734.599976,,,64.0,,,,,247.699997,,,,,1368.699951,9372.700195,,,243.300003,,70.5,,,,,,70.5,9686.500198,,732.700012,732.700012,,,,133.199997,,,,,,399.199967,,,399.199967,1265.099976,1613.800049,,,,,3286.699951,,,,,3286.699951,4900.5,6165.599976,0.0,586.299988,,,-20.6,,4272.499902,4838.19989,51.400002,4889.599892,11055.199868,
06/30/1996,11053.400391,237.500004,52.700001,184.800003,736.0,,,62.5,,,,,244.600006,,,,,1280.599976,9441.099609,,,261.700012,,70.0,,,,,,70.0,9772.799621,,747.799988,747.799988,,,,127.400002,,,,,,355.399986,,,355.399986,1230.599976,1637.800049,,,,,3299.199951,,,,,3299.199951,4937.0,6167.599976,0.0,585.700012,,,-20.6,,4270.899805,4835.999817,49.799999,4885.799816,11053.399792,
09/30/1996,11261.5,361.5,187.600006,173.899994,775.5,,,58.099998,,,,,261.5,,,,,1456.599976,9460.200195,,,273.0,,71.699997,,,,,,71.699997,9804.900192,,746.700012,746.700012,,,,123.900002,,,,,,337.80001,,,337.80001,1208.400024,1811.199951,,,,,3337.800049,,,,,3337.800049,5149.0,6357.400024,0.0,591.5,,,-20.6,,4283.700098,4854.600098,49.5,4904.100098,11261.500122,
12/31/1996,11234.0,401.0,207.0,194.0,558.0,,,61.0,,,,,336.0,,,,,1356.0,9472.0,13746.0,-4274.0,6.0,,400.0,,,,,,400.0,9878.0,,594.0,594.0,,,,99.0,,,,,,367.0,,,367.0,1060.0,1800.0,,,,,3347.0,,,,,3347.0,5147.0,6207.0,0.0,594.0,,,-21.0,,4404.0,4977.0,50.0,5027.0,11234.0,
03/31/1997,12432.299805,325.199997,139.5,185.699997,748.700012,,,64.800003,,,,,248.300003,,,,,1387.0,9677.599609,,,1266.099976,,101.599998,,,,,,101.599998,11045.299583,,679.0,679.0,,,,83.199997,,,,,,379.600052,,,379.600052,1141.800049,2843.600098,,,,,3352.199951,,,,,3352.199951,6195.800049,7337.600098,0.0,620.799988,,,-20.6,,4444.800195,5045.000183,49.700001,5094.700184,12432.300282,
06/30/1997,17397.300781,280.400002,97.400002,183.0,774.299988,,,65.099998,,,,,228.800003,,,,,1348.599976,9809.799805,14266.799805,-4457.0,0.0,,6238.899902,,,,,,6238.899902,16048.699707,,732.599976,732.599976,,,,88.300003,,,,,,488.90007,,,488.90007,1309.800049,7492.799805,,,,,3365.5,,,,,3365.5,10858.299805,12168.099854,0.0,628.5,,,-20.6,,4572.300195,5180.200195,49.0,5229.200195,17397.300049,
09/30/1997,17508.900391,188.799995,32.099998,156.699997,800.0,,,60.299999,,,,,222.399994,,,,,1271.5,9904.900391,14419.900391,-4515.0,0.0,,6332.5,,,,,,6332.5,16237.400391,,744.200012,744.200012,,,,90.599998,,,,,,473.100014,,,473.100014,1307.900024,7460.200195,,,,,3397.0,,,,,3397.0,10857.200195,12165.100219,0.0,637.400024,,,-20.6,,4677.6,5294.400024,49.400002,5343.800026,17508.900245,
12/31/1997,17350.0,159.0,34.0,125.0,552.0,,,58.0,,,,,334.0,,,,,1103.0,9904.0,14339.0,-4435.0,0.0,,6343.0,,,,,,6343.0,16247.0,,281.0,281.0,,,,88.0,,,,,,724.0,,,724.0,1093.0,7398.0,,,,,3365.0,,,,,3365.0,10763.0,11856.0,0.0,640.0,,,-21.0,,4826.0,5445.0,49.0,5494.0,17350.0,
03/31/1998,17647.0,286.0,176.0,110.0,558.0,,,64.0,,,,,232.0,,,,,1140.0,10075.0,14549.0,-4474.0,0.0,,6432.0,,,,,,6432.0,16507.0,,624.0,624.0,,,,91.0,,,,,,444.0,,,444.0,1159.0,7426.0,,,,,3380.0,,,,,3380.0,10806.0,11965.0,0.0,674.0,,,-21.0,,4980.0,5633.0,49.0,5682.0,17647.0,
06/30/1998,17746.0,185.0,86.0,99.0,535.0,,,61.0,,,,,196.0,,,,,977.0,10242.0,14727.0,-4485.0,0.0,,6527.0,,,,,,6527.0,16769.0,,602.0,602.0,,,,64.0,,,,,,349.0,,,349.0,1015.0,7539.0,,,,,3384.0,,,,,3384.0,10923.0,11938.0,0.0,688.0,,,-20.0,,5092.0,5760.0,48.0,5808.0,17746.0,
09/30/1998,18016.0,191.0,107.0,84.0,544.0,,,57.0,57.0,,,,211.0,,,,,1003.0,10328.0,14866.0,-4538.0,0.0,,6685.0,,,,,,6685.0,17013.0,,613.0,613.0,,,,67.0,,,,,,456.0,,,456.0,1136.0,7508.0,,,,,3481.0,,,,,3481.0,10989.0,12125.0,0.0,689.0,,,-20.0,,5173.0,5842.0,49.0,5891.0,18016.0,
12/31/1998,18180.0,63.0,5.0,58.0,519.0,,,59.0,59.0,0.0,0.0,0.0,272.0,,,,,913.0,10477.0,15063.0,-4586.0,0.0,,6790.0,0.0,,,,,6790.0,17267.0,,283.0,283.0,,,,141.0,,,,,,693.0,,,693.0,1117.0,7483.0,,,,,3610.0,,,,,3610.0,11093.0,12210.0,0.0,697.0,,,-20.0,,5244.0,5921.0,49.0,5970.0,18180.0,
03/31/1999,18480.0,103.0,86.0,17.0,569.0,,,55.0,55.0,0.0,0.0,0.0,272.0,,,,,999.0,10618.0,15257.0,-4639.0,0.0,,6863.0,0.0,,,,,6863.0,17481.0,,577.0,577.0,,,,147.0,,,,,,468.0,,,468.0,1192.0,7660.0,,,,,3612.0,,,,,3612.0,11272.0,12464.0,0.0,708.0,,,-20.0,,5279.0,5967.0,49.0,6016.0,18480.0,
06/30/1999,18874.0,122.0,105.0,17.0,716.0,,,54.0,54.0,0.0,0.0,0.0,295.0,,,,,1187.0,10869.0,15626.0,-4757.0,0.0,,6818.0,0.0,,,,,6818.0,17687.0,,810.0,810.0,,,,571.0,,,,,,438.0,,,438.0,1819.0,7393.0,,,,,3630.0,,,,,3630.0,11023.0,12842.0,0.0,722.0,,,-20.0,,5279.0,5981.0,51.0,6032.0,18874.0,
09/30/1999,19117.0,56.0,41.0,15.0,906.0,,,77.0,77.0,0.0,0.0,0.0,277.0,,,,,1316.0,10903.0,15734.0,-4831.0,0.0,,6898.0,0.0,,,,,6898.0,17801.0,,896.0,896.0,,,,655.0,,,,,,503.0,,,503.0,2054.0,7329.0,,,,,3758.0,,,,,3758.0,11087.0,13141.0,0.0,726.0,,,-20.0,,5219.0,5925.0,51.0,5976.0,19117.0,
12/31/1999,19250.0,51.0,37.0,14.0,857.0,,,100.0,100.0,0.0,0.0,0.0,363.0,,,,,1371.0,10956.0,15885.0,-4929.0,0.0,,6923.0,0.0,,,,,6923.0,17879.0,,818.0,818.0,,,,687.0,,,,,,419.0,,,419.0,1924.0,7556.0,,,,,3788.0,,,,,3788.0,11344.0,13268.0,0.0,776.0,,,-20.0,,5176.0,5932.0,50.0,5982.0,19250.0,
03/31/2000,19211.0,72.0,60.0,12.0,855.0,,,120.0,120.0,0.0,0.0,0.0,301.0,,,,,1348.0,10978.0,15989.0,-5011.0,0.0,,6885.0,0.0,0.0,0.0,,,6885.0,17863.0,,876.0,876.0,,,,719.0,,,,,,497.0,,,497.0,2092.0,7493.0,,,,,3761.0,,,,,3761.0,11254.0,13346.0,0.0,782.0,,,-20.0,,5054.0,5816.0,49.0,5865.0,19211.0,
06/30/2000,18879.0,50.0,45.0,5.0,426.0,,,136.0,136.0,0.0,0.0,0.0,296.0,,,,,908.0,11011.0,16063.0,-5052.0,0.0,,6960.0,0.0,0.0,0.0,,,6960.0,17971.0,,887.0,887.0,,,,206.0,,,,,,469.0,,,469.0,1562.0,7596.0,,,,,3812.0,,,,,3812.0,11408.0,12970.0,0.0,787.0,,,-20.0,,5093.0,5860.0,49.0,5909.0,18879.0,
09/30/2000,19089.0,152.0,151.0,1.0,469.0,,,116.0,116.0,0.0,0.0,0.0,266.0,,,,,1003.0,11013.0,16151.0,-5138.0,0.0,,7073.0,0.0,0.0,0.0,,,7073.0,18086.0,,962.0,962.0,,,,444.0,,,,,,583.0,,,583.0,1989.0,7352.0,,,,,3811.0,,,,,3811.0,11163.0,13152.0,0.0,790.0,,,-20.0,,5118.0,5888.0,49.0,5937.0,19089.0,
12/31/2000,18976.0,2.0,0.0,2.0,411.0,,,91.0,91.0,0.0,0.0,0.0,345.0,,,,,849.0,11105.0,16319.0,-5214.0,0.0,,7022.0,0.0,0.0,0.0,,,7022.0,18127.0,,925.0,925.0,,,,452.0,,,,,,510.0,,,510.0,1887.0,7339.0,,,,,3876.0,,,,,3876.0,11215.0,13102.0,0.0,797.0,,,-20.0,5053.0,-6.0,5824.0,50.0,5874.0,18976.0,
03/31/2001,19240.0,55.0,54.0,1.0,440.0,,,93.0,93.0,0.0,0.0,0.0,266.0,,,,,854.0,11268.0,,,0.0,,7118.0,0.0,0.0,0.0,,,7118.0,18386.0,,866.0,866.0,,,,525.0,,,,,,575.0,,,575.0,1966.0,7535.0,,,,,3811.0,,,,,3811.0,11346.0,13312.0,0.0,805.0,,,-20.0,,5097.0,5882.0,46.0,5928.0,19240.0,
06/30/2001,19239.0,47.0,47.0,0.0,430.0,,,96.0,96.0,0.0,0.0,0.0,238.0,,,,,811.0,11249.0,,,0.0,,7179.0,0.0,0.0,0.0,,,7179.0,18428.0,,861.0,861.0,,,,914.0,,,,,,516.0,,,516.0,2291.0,7072.0,,,,,3854.0,,,,,3854.0,10926.0,13217.0,0.0,819.0,,,-20.0,,5178.0,5977.0,45.0,6022.0,19239.0,
09/30/2001,19385.0,134.0,134.0,0.0,456.0,,,89.0,89.0,0.0,0.0,0.0,214.0,,,,,893.0,11276.0,,,0.0,,7216.0,0.0,0.0,0.0,,,7216.0,18492.0,,869.0,869.0,,,,955.0,,,,,,559.0,,,559.0,2383.0,7064.0,,,,,3860.0,,,,,3860.0,10924.0,13307.0,0.0,823.0,,,-20.0,,5230.0,6033.0,45.0,6078.0,19385.0,
12/31/2001,19418.0,204.0,204.0,0.0,475.0,,,90.0,90.0,0.0,0.0,0.0,278.0,,,,,1047.0,11208.0,16643.0,-5435.0,0.0,,7163.0,0.0,0.0,0.0,,,7163.0,18371.0,,848.0,848.0,,,,978.0,,,,,,560.0,,,560.0,2386.0,7027.0,,,,,3870.0,,,,,3870.0,10897.0,13283.0,0.0,830.0,,,-20.0,5335.0,-55.0,6090.0,45.0,6135.0,19418.0,
03/31/2002,19641.0,164.0,164.0,0.0,615.0,,,94.0,94.0,0.0,0.0,0.0,269.0,,,,,1142.0,11280.0,,,0.0,,7219.0,0.0,0.0,0.0,,,7219.0,18499.0,,828.0,828.0,,,,493.0,,,,,,562.0,,,562.0,1883.0,7613.0,,,,,3889.0,,,,,3889.0,11502.0,13385.0,0.0,874.0,,,-20.0,,5357.0,6211.0,45.0,6256.0,19641.0,
06/30/2002,19524.0,94.0,94.0,0.0,523.0,,,100.0,100.0,0.0,0.0,0.0,241.0,,,,,958.0,11305.0,,,0.0,,7261.0,0.0,0.0,0.0,,,7261.0,18566.0,,845.0,845.0,,,,183.0,,,,,,490.0,,,490.0,1518.0,7736.0,,,,,3913.0,,,,,3913.0,11649.0,13167.0,0.0,879.0,,,-20.0,,5453.0,6312.0,45.0,6357.0,19524.0,
09/30/2002,19794.0,132.0,132.0,0.0,685.0,,,91.0,91.0,0.0,0.0,0.0,236.0,,,,,1144.0,11332.0,,,0.0,,7318.0,0.0,0.0,0.0,,,7318.0,18650.0,,886.0,886.0,,,,440.0,,,,,,509.0,,,509.0,1835.0,7490.0,,,,,3999.0,,,,,3999.0,11489.0,13324.0,0.0,885.0,,,-20.0,,5560.0,6425.0,45.0,6470.0,19794.0,
12/31/2002,19956.0,184.0,184.0,0.0,683.0,683.0,,97.0,97.0,0.0,0.0,0.0,335.0,,,,,1299.0,11370.0,17087.0,-5717.0,0.0,,7287.0,0.0,0.0,0.0,,,7287.0,18657.0,,908.0,908.0,,,,444.0,,,,,,501.0,,,501.0,1853.0,7519.0,,,,,4039.0,,,,,4039.0,11558.0,13411.0,0.0,891.0,,,-20.0,5694.0,-65.0,6500.0,45.0,6545.0,19956.0,
03/31/2003,20434.0,128.0,128.0,0.0,789.0,,,101.0,101.0,0.0,0.0,0.0,313.0,,,,,1331.0,11772.0,,,0.0,,7331.0,,,,,,7331.0,19103.0,,904.0,904.0,,,,694.0,,,,,,573.0,,,573.0,2171.0,7467.0,,,,,4058.0,,,,,4058.0,11525.0,13696.0,0.0,907.0,,,-20.0,,5800.0,6687.0,51.0,6738.0,20434.0,
06/30/2003,20538.0,110.0,110.0,0.0,800.0,,,102.0,102.0,0.0,0.0,0.0,294.0,,,,,1306.0,11823.0,,,0.0,,7409.0,0.0,0.0,0.0,,,7409.0,19232.0,,923.0,923.0,,,,613.0,,,,,,533.0,,,533.0,2069.0,7466.0,,,,,4144.0,,,,,4144.0,11610.0,13679.0,0.0,915.0,,,-20.0,5985.0,-71.0,6809.0,50.0,6859.0,20538.0,
09/30/2003,20559.0,161.0,158.0,3.0,779.0,,,92.0,92.0,0.0,0.0,0.0,252.0,,,,,1284.0,11821.0,,,0.0,,7454.0,0.0,0.0,0.0,,,7454.0,19275.0,,938.0,938.0,,,,428.0,,,,,,488.0,,,488.0,1854.0,7511.0,,,,,4229.0,,,,,4229.0,11740.0,13594.0,0.0,919.0,,,-20.0,6091.0,-75.0,6915.0,50.0,6965.0,20559.0,
12/31/2003,20596.0,284.0,284.0,0.0,695.0,695.0,,92.0,92.0,0.0,0.0,0.0,354.0,,,,,1425.0,11779.0,17591.0,-5812.0,0.0,,7392.0,0.0,0.0,0.0,,,7392.0,19171.0,,948.0,948.0,,,,441.0,,,,,,412.0,,,412.0,1801.0,7516.0,,,,,4294.0,,,,,4294.0,11810.0,13611.0,0.0,933.0,,,-20.0,6112.0,-49.0,6976.0,9.0,6985.0,20596.0,
03/31/2004,20592.0,107.0,107.0,0.0,765.0,765.0,,97.0,97.0,0.0,0.0,0.0,353.0,,,,,1322.0,11819.0,,,0.0,,7451.0,0.0,0.0,0.0,,,7451.0,19270.0,,884.0,884.0,,,,299.0,,,,,,503.0,,,503.0,1686.0,7456.0,,,,,4328.0,,,,,4328.0,11784.0,13470.0,0.0,952.0,,,-20.0,6239.0,-49.0,7122.0,0.0,7122.0,20592.0,
