Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,832.916992,14.951,10.908,4.043,3.258,,,227.457993,,,,,2.835,,,,,,248.501999,579.267029,710.945007,-131.677994,0.0,,5.148,,,,,5.148,584.415029,,81.475998,81.475998,,,,37.951,,,,,36.780994,,,,36.780994,156.207993,285.975006,,,,20.886999,,,,,20.886999,306.862005,463.069998,0.0,91.767998,,,0.0,,278.07901,369.847008,0.0,369.847008,832.917006,
02/01/1992,856.924988,14.42,11.033,3.387,2.052,,,230.893997,,,,,11.475,,,,,,258.841003,588.593018,728.429993,-139.837006,0.0,,9.491,,,,,9.491,598.084018,,95.019997,95.019997,,,,37.692001,,,,,44.194008,,,,44.194008,176.906006,279.25,,,,22.254999,,,,,22.254999,301.504999,478.411005,0.0,92.658997,,,0.0,,285.855011,378.514008,0.0,378.514008,856.925013,
05/02/1992,857.505981,14.785,12.45,2.335,3.307,,,232.949997,,,,,8.663,,,,,,259.704987,589.29303,734.757019,-145.464005,0.0,,8.508,,,,,8.508,597.80103,,78.508003,78.508003,,,,45.146999,,,,,51.272991,,,,51.272991,174.927994,192.192001,,,,25.455,,,,,25.455,217.647001,392.574995,0.0,170.070007,,,0.0,,294.860992,464.931,0.0,464.931,857.505995,
08/01/1992,862.421997,14.25,13.563,0.687,6.663,,,230.199997,,,,,9.299,,,,,,260.411987,593.320007,747.455994,-154.136002,0.0,,8.69,,,,,8.69,602.010007,,81.974998,81.974998,,,,27.972,,,,,62.476997,,,,62.476997,172.423996,183.692993,,,,25.455,,,,,25.455,209.147993,381.571989,0.0,171.432007,,,0.0,,309.417999,480.850006,0.0,480.850006,862.421995,
10/31/1992,898.744995,11.417,11.316,0.101,4.425,,,258.35199,,,,,8.935,,,,,,283.128998,606.736023,768.866028,-162.130005,0.0,,8.88,,,,,8.88,615.616023,,84.407997,84.407997,,,,43.465,,,,,54.841999,,,,54.841999,182.714996,196.197006,,,,25.455,,,,,25.455,221.652006,404.367002,0.0,172.317993,,,0.0,,322.059998,494.377991,0.0,494.377991,898.744993,
01/30/1993,967.812988,11.644,11.644,0.0,2.845,,,295.178986,,,,,17.468,,,,,,327.135986,628.91803,796.914978,-167.996994,0.0,,11.759,,,,,11.759,640.67703,,125.777,125.777,,,,44.483002,,,,,52.254006,,,,52.254006,222.514008,209.347,,,,26.188999,,,,,26.188999,235.535999,458.050007,0.0,177.501999,,,0.0,,332.260986,509.762985,0.0,509.762985,967.812992,
05/01/1993,1025.910034,13.863,13.863,0.0,1.369,,,347.592987,,,,,12.668,,,,,,375.493011,638.861023,815.531982,-176.671005,0.0,,11.556,,,,,11.556,650.417023,,112.623001,112.623001,,,,76.454002,,,,,58.908989,,,,58.908989,247.985992,229.942993,,,,26.188999,,,,,26.188999,256.131992,504.117985,0.0,178.365997,,,0.0,,343.425995,521.791992,0.0,521.791992,1025.909977,
07/31/1993,1021.18103,14.379,14.379,0.0,2.678,,,326.321991,,,,,12.618,,,,,,355.997009,652.297974,838.633972,-186.335999,0.0,,12.886,,,,,12.886,665.183973,,76.763,76.763,,,,39.779999,,,,,65.395004,,,,65.395004,181.938004,272.673004,,,,26.188999,,,,,26.188999,298.862003,480.800007,0.0,180.134995,,,0.0,,360.246002,540.380997,0.0,540.380997,1021.181004,
10/30/1993,1048.75,12.767,12.767,0.0,1.594,,,326.699005,,,,,14.115,,,,,,355.174988,681.072021,876.536011,-195.464005,0.0,,12.503,,,,,12.503,693.575022,,69.332001,69.332001,,,,71.228996,,,,,59.429008,,,,59.429008,199.990005,264.506989,,,,27.618999,,,,,27.618999,292.125988,492.115993,0.0,181.231995,,,0.0,,375.402008,556.634003,0.0,556.634003,1048.749996,
01/29/1994,1078.517944,12.05,12.05,0.0,1.525,,,305.872009,,,,,22.261,,,,,,341.708008,723.452026,923.161987,-199.710007,0.0,,13.358,,,,,13.358,736.810026,,104.248001,104.248001,,,,61.896999,,,,,83.045002,,,,83.045002,249.190002,253.0,,,,28.569,,,,,28.569,281.569,530.759002,0.0,184.037003,,,-24.931,,388.652985,547.758988,0.0,547.758988,1078.51799,
04/30/1994,1155.61499,16.106001,16.106001,0.0,1.969,,,362.968994,,,,,17.77,,,,,,398.813995,742.890015,952.989014,-210.098999,0.0,,13.911,,,,,13.911,756.801015,,106.144997,106.144997,,,,101.917,,,,,113.284012,,,,113.284012,321.346008,272.955994,,,,28.569,,,,,28.569,301.524994,622.871002,0.0,185.710007,,,0.0,,347.033997,532.744003,0.0,532.744003,1155.615005,
07/30/1994,1194.745972,16.792,16.792,0.0,2.329,,,366.696014,,,,,19.839001,,,,,,405.656006,774.361023,995.301025,-220.940002,0.0,,14.729,,,,,14.729,789.090023,,100.448997,100.448997,,,,124.783997,,,,,85.411018,,,,85.411018,310.644012,301.565002,,,,28.569,,,,,28.569,330.134003,640.778015,0.0,187.630005,,,-1.607,,367.945013,553.968018,0.0,553.968018,1194.746033,
10/29/1994,1250.599976,14.39,14.39,0.0,3.39,,,381.608002,,,,,19.924999,,,,,,419.312988,814.622986,1046.06604,-231.442993,0.0,,16.664,,,,,16.664,831.286985,,97.447998,97.447998,,,,107.314003,,,,,79.161003,,,,79.161003,283.923004,368.006989,,,,28.569,,,,,28.569,396.575989,680.498993,0.0,189.082001,,,-57.494999,,438.514011,570.101013,0.0,570.101013,1250.600006,
01/28/1995,1291.019043,11.748,11.748,0.0,3.804,,,366.842987,,,,,28.914,,,,,,411.30899,861.909973,1104.974976,-243.065002,0.0,,17.799999,,,,,17.799999,879.709972,,91.741997,91.741997,,,,116.969002,,,,,80.73999,,,,80.73999,289.450989,380.786987,,,,34.528,,,,,34.528,415.314987,704.765976,0.0,192.233994,,,0.0,,394.019012,586.253006,0.0,586.253006,1291.018982,
04/29/1995,1330.464966,16.358999,16.358999,0.0,3.389,,,381.588013,,,,,23.723,,,,,,425.05899,888.672974,1144.027954,-255.354996,0.0,,16.733,,,,,16.733,905.405973,,113.149002,113.149002,,,,145.992004,,,,,88.251999,,,,88.251999,347.393005,351.005005,,,,34.528,,,,,34.528,385.533005,732.92601,0.0,192.837997,,,-60.269001,,464.96999,597.538986,0.0,597.538986,1330.464996,
07/29/1995,1363.628052,17.882,17.882,0.0,3.467,,,378.371002,,,,,22.474001,,,,,,422.194,922.369995,1189.860962,-267.490997,0.0,,19.063999,,,,,19.063999,941.433994,,110.745003,110.745003,,,,134.061005,,,,,99.030998,,,,99.030998,343.837006,359.612,,,,34.528,,,,,34.528,394.139999,737.977005,0.0,195.955994,,,0.0,,429.695007,625.651001,0.0,625.651001,1363.628006,
10/28/1995,1393.312988,17.054001,17.054001,0.0,2.956,,,374.158997,,,,,24.031,,,,,,418.200012,955.630005,1235.814941,-280.184998,0.0,,19.483,,,,,19.483,975.113005,,96.890999,96.890999,,,,133.695007,,,,,102.500999,,,,102.500999,333.087006,380.578003,,,,34.528,,,,,34.528,415.106003,748.193008,0.0,196.723999,,,0.0,,448.395996,645.119995,0.0,645.119995,1393.313004,
02/03/1996,1500.008057,11.487,11.487,0.0,4.832,,,417.85199,,,,,32.301998,,,,,,466.472992,1014.052002,1307.802979,-293.751007,0.0,,19.483,,,,,19.483,1033.535002,,222.524002,222.524002,,,,108.206001,,,,,95.875008,,,,95.875008,426.605011,367.042999,,,,40.900002,,,,,40.900002,407.943001,834.548012,0.0,201.285995,,,0.0,,464.174011,665.460006,0.0,665.460006,1500.008018,
05/04/1996,1510.089966,23.750999,23.750999,0.0,8.472,,,399.73999,,,,,27.216,,,,,,459.178986,1031.087036,1339.521973,-308.434998,0.0,,19.823999,,,,,19.823999,1050.911036,,151.692993,151.692993,,,,43.068001,,,,,117.154991,,,,117.154991,311.915985,472.507996,,,,40.900002,,,,,40.900002,513.407997,825.323982,0.0,203.623993,,,0.0,,481.141998,684.765991,0.0,684.765991,1510.089973,
08/03/1996,1535.880005,22.455,22.455,0.0,14.905,,,388.718994,,,,,29.778999,,,,,,455.858002,1059.728027,1382.067017,-322.338989,0.0,,20.294001,,,,,20.294001,1080.022028,,148.248001,148.248001,,,,30.641001,,,,,124.957006,,,,124.957006,303.846008,473.502014,,,,40.924999,,,,,40.924999,514.427013,818.273022,0.0,209.393005,,,0.0,,508.213989,717.606995,0.0,717.606995,1535.880016,
11/02/1996,1662.307007,27.34,27.34,0.0,5.339,,,462.442993,,,,,41.951,,,,,,537.072998,1102.592041,1440.159058,-337.566986,0.0,,22.642,,,,,22.642,1125.234041,,196.190994,196.190994,,,,0.143,,,,,122.562002,,,,122.562002,318.895996,554.086975,,,,40.924999,,,,,40.924999,595.011974,913.90797,0.0,215.587006,,,-60.269001,,593.081013,748.399017,0.0,748.399017,1662.306988,
02/01/1997,1818.36499,2.589,2.589,0.0,7.653,,,520.08197,,,,,74.594002,,,,,,604.91803,1189.734009,1543.541992,-353.808014,0.0,,23.712999,,,,,23.712999,1213.447008,,337.536011,337.536011,,,,63.133999,,,,,133.55698,,,,133.55698,534.22699,455.665009,,,,50.382,,,,,50.382,506.047009,1040.273999,0.0,225.779007,,,0.0,,552.312012,778.091019,0.0,778.091019,1818.365018,
05/03/1997,1850.979004,6.362,6.362,0.0,7.148,,,517.851013,,,,,65.523003,,,,,,596.883972,1229.984009,1601.704956,-371.721008,0.0,,24.111,,,,,24.111,1254.095009,,181.190994,181.190994,,,,106.049004,,,,,149.000999,,,,149.000999,436.240997,555.848022,,,,60.248001,,,,,60.248001,616.096024,1052.337021,0.0,226.841995,,,0.0,,571.799988,798.641983,0.0,798.641983,1850.979004,
08/02/1997,1932.118042,4.566,4.566,0.0,10.29,,,547.132019,,,,,61.162998,,,,,,623.151001,1284.447998,1675.801025,-391.352997,0.0,,24.518999,,,,,24.518999,1308.966997,,201.804993,201.804993,,,,66.152,,,,,156.471016,,,,156.471016,424.428009,618.330994,,,,60.248001,,,,,60.248001,678.578995,1103.007004,0.0,230.895004,,,0.0,,598.216003,829.111008,0.0,829.111008,1932.118011,
11/01/1997,2009.188965,3.587,3.587,0.0,11.371,,,568.184998,,,,,55.875,,,,,,639.018005,1344.651001,1756.430054,-411.778992,0.0,,25.52,,,,,25.52,1370.171001,,202.639008,202.639008,,,,87.253998,,,,,151.511993,,,,151.511993,441.404999,658.841003,,,,58.748001,,,,,58.748001,717.589005,1158.994003,0.0,231.531998,,,0.0,,618.663025,850.195023,0.0,850.195023,2009.189026,
01/31/1998,2161.360107,10.811,10.811,0.0,13.07,,,655.362976,0.0,0.0,655.362976,,90.972,,,,,,770.216003,1377.749023,1780.93103,-403.182007,0.0,,13.395,,,,,13.395,1391.144023,,409.053009,409.053009,,,,47.157001,,,,,162.665967,,,,162.665967,618.875977,646.640991,,,,73.208,,,,,73.208,719.848991,1338.724968,0.0,235.399002,,,0.0,,587.236023,822.635025,0.0,822.635025,2161.359993,
05/02/1998,2154.469971,12.238,12.238,0.0,10.908,,,620.539001,0.0,0.0,620.539001,,89.382004,,,,,,733.067017,1406.748047,1832.85498,-426.106995,0.0,,14.655,0.0,,,,14.655,1421.403047,,202.906006,202.906006,,,,69.160004,,,,,180.223999,,,,180.223999,452.290009,798.171021,,,,73.208,,,,,73.208,871.379021,1323.669029,0.0,238.871994,,,0.0,,591.929016,830.80101,0.0,830.80101,2154.470039,
08/01/1998,2110.420898,9.653,9.653,0.0,13.11,,,577.97699,0.0,0.0,577.97699,,70.843002,,,,,,671.583008,1426.16394,1876.215942,-450.052002,0.0,,12.674,0.0,,,,12.674,1438.83794,,187.987,187.987,,,,0.164,,,,,211.773012,,,,211.773012,399.924011,794.703979,,,,70.789001,,,,,70.789001,865.492981,1265.416992,0.0,239.371002,,,0.0,,605.632996,845.003998,0.0,845.003998,2110.42099,
10/31/1998,2055.462891,97.470001,97.470001,0.0,15.989,,,548.963013,0.0,0.0,548.963013,,67.538002,,,,,,729.960022,1312.605957,1776.545044,-463.938995,0.0,,12.897,0.0,,,,12.897,1325.502957,,160.664993,160.664993,,,,86.416,,,,,210.071015,,,,210.071015,457.152008,690.012024,,,,70.952003,,,,,70.952003,760.964027,1218.116035,0.0,239.636993,,,0.0,,597.710022,837.347015,0.0,837.347015,2055.46305,
01/30/1999,2096.112061,114.547997,114.547997,0.0,17.393,,,527.396973,0.0,0.0,527.396973,,94.806,,,,,,754.143982,1330.255981,1816.904053,-486.64801,0.0,,11.712,0.0,,,,11.712,1341.967981,,240.391006,240.391006,,,,72.463997,,,,,199.551003,,,,199.551003,512.406006,691.713989,,,,80.208,,,,,80.208,771.921989,1284.327995,0.0,239.787994,,,0.0,,571.995972,811.783966,0.0,811.783966,2096.111961,
05/01/1999,2000.504028,30.395,30.395,0.0,21.165001,21.165001,,526.434021,,,,,78.163002,,,,,,656.156982,1331.993042,1841.387939,-509.394989,0.0,,12.354,,,,,12.354,1344.347042,,230.845001,230.845001,,,,72.467003,,,,,211.864021,,,,211.864021,515.176025,769.307007,,,,80.208,,,,,80.208,849.515007,1364.691032,0.0,240.281998,,,-183.595001,642.599976,-63.473969,635.813004,0.0,635.813004,2000.504036,
07/31/1999,2047.61499,92.193001,92.193001,0.0,21.999001,21.999001,,513.070007,,,,,73.205002,,,,,,700.46698,1332.988037,1866.579956,-533.59198,0.0,,14.16,,,,,14.16,1347.148037,,256.933014,256.933014,,,,55.970001,,,,,229.091003,,,,229.091003,541.994019,770.91803,,,,80.208,,,,,80.208,851.12603,1393.120049,0.0,240.626007,,,-182.065002,659.40802,-63.47403,654.494995,0.0,654.494995,2047.615044,
10/30/1999,2027.68103,46.834999,46.834999,0.0,20.476,20.476,,544.612,,,,,65.492996,,,,,,677.416016,1334.574951,1891.83606,-557.260986,0.0,,15.69,,,,,15.69,1350.264951,,276.381012,276.381012,,,,0.179,,,,,230.840989,,,,230.840989,507.401001,772.544006,,,,80.208,,,,,80.208,852.752007,1360.153008,0.0,240.681,,,-173.703995,664.025024,-63.474045,667.527985,0.0,667.527985,2027.680992,
01/29/2000,2072.672119,18.485001,18.485001,0.0,17.281,,,582.89801,0.0,0.0,582.89801,0.0,102.068001,,,,,,720.731995,1335.749023,1914.996948,-579.247986,0.0,,16.191,0.0,0.0,0.0,,16.191,1351.940023,,320.06601,320.06601,,,,0.183,,,,,228.151015,,,,228.151015,548.400024,784.023987,,,,81.963997,,,,,81.963997,865.987984,1414.388008,0.0,241.158005,,,-173.097,,590.223007,658.284012,0.0,658.284012,2072.67202,
04/29/2000,2086.434082,19.521,19.521,0.0,18.921,18.921,,623.754028,,,,,81.294998,,,,,,743.491028,1326.543945,1929.349976,-602.80603,0.0,,16.399,,,,,16.399,1342.942945,,325.34201,325.34201,,,,13.184,,,,,232.866995,,,,232.866995,571.393005,771.439026,,,,81.963997,,,,,81.963997,853.403023,1424.796028,0.0,241.158005,,,-231.436996,651.916992,-0.003006,661.634995,0.0,661.634995,2086.431023,
07/29/2000,2047.963013,14.261,14.261,0.0,19.535,19.535,,605.995972,,,,,73.432999,,,,,,713.224976,1318.012939,1944.831055,-626.817993,0.0,,16.725,,,,,16.725,1334.73794,,286.312012,286.312012,,,,12.187,,,,,222.699963,,,,222.699963,521.198975,781.911011,,,,81.963997,,,,,81.963997,863.875008,1385.073982,0.0,241.158005,,,-171.276001,652.270996,-59.268005,662.884995,0.0,662.884995,2047.958977,
10/28/2000,1956.751953,10.834,10.834,0.0,19.141001,,,573.913025,0.0,0.0,573.913025,0.0,120.512001,,,,,,724.400024,1220.505981,1847.584961,-627.078979,0.0,,11.846,0.0,,,,11.846,1232.351981,,241.018997,241.018997,,,,157.057007,,,,,230.325974,,,,230.325974,628.401978,649.916992,,,,81.863998,,,,,81.863998,731.780991,1360.182968,0.0,241.158005,,,-170.065994,,525.477005,596.569016,0.0,596.569016,1956.751984,
02/03/2001,1906.203979,7.995,7.995,0.0,16.792,16.792,,547.734985,,,,,127.143997,,,,,,699.666016,1194.234985,1830.03894,-635.804016,0.0,,12.303,,,,,12.303,1206.537985,,204.755005,204.755005,,,,158.751999,,,,,226.95198,,,,226.95198,590.458984,654.19397,,,,66.785004,,,,,66.785004,720.978974,1311.437958,0.0,241.154999,,,-168.792999,581.66803,-59.264039,594.765991,0.0,594.765991,1906.203949,
05/05/2001,1880.177002,20.778999,20.778999,0.0,16.75,16.75,,535.252014,,,,,118.684998,,,,,,691.466003,1174.178955,1830.292969,-656.114014,0.0,,14.532,,,,,14.532,1188.710955,,218.214996,218.214996,,,,160.328003,,,,,237.566986,,,,237.566986,616.109985,596.453979,,,,66.842003,,,,,66.842003,663.295982,1279.405968,0.0,241.154999,,,-167.520004,586.400024,-59.264023,600.770996,0.0,600.770996,1880.176964,
08/04/2001,1921.998047,103.310997,103.310997,0.0,19.358,19.358,,530.747986,,,,,110.810997,,,,,,764.228027,1142.845947,1786.46106,-643.61499,0.0,,14.924,,,,,14.924,1157.769947,,243.199997,243.199997,,,,139.445007,,,,,235.92897,,,,235.92897,618.573975,622.572998,,,,70.655998,,,,,70.655998,693.228996,1311.802971,0.0,241.154999,,,-167.018005,595.322021,-59.264008,610.195007,0.0,610.195007,1921.997978,
11/03/2001,1811.149048,23.226999,23.226999,0.0,18.625,18.625,,534.786987,,,,,94.802002,,,,,,671.440979,1125.864014,1786.612061,-660.747986,0.0,,13.844,,,,,13.844,1139.708014,,246.309998,246.309998,,,,125.474998,,,,,226.598,,,,226.598,598.382996,522.172974,,,,73.481003,,,,,73.481003,595.653976,1194.036972,0.0,241.154999,,,-166.531998,601.752991,-59.263992,617.112,0.0,617.112,1811.148972,
02/02/2002,1806.13501,15.981,15.981,,18.052,18.052,,519.473022,,,,,119.788002,,,,,,673.294006,1117.485962,1794.449951,-676.963989,,,15.355,,,,,15.355,1132.840961,,216.085007,216.085007,,,,124.614998,,,,,217.393013,,,,217.393013,558.093018,544.41803,,,,85.834,,,,,85.834,630.252029,1188.345047,,241.154999,,,-166.044998,601.94397,-59.263962,617.790009,,617.790009,1806.135056,
05/04/2002,1791.734009,23.240999,23.240999,0.0,19.315001,19.315001,,529.666016,,,,,102.620003,,,,,,674.84198,1100.911987,1797.647949,-696.736023,0.0,,15.98,,,,,15.98,1116.891987,,212.431,212.431,,,,124.568001,,,,,246.56002,,,,246.56002,583.559021,510.908997,,,,68.728996,,,,,68.728996,579.637993,1163.197014,0.0,241.203003,,,-224.537003,611.870972,4.6e-05,628.537018,0.0,628.537018,1791.734032,
08/03/2002,1853.359009,86.867996,86.867996,0.0,20.125,20.125,,522.35498,,,,,90.038002,,,,,,719.385986,1093.447021,1808.473999,-715.026978,0.0,,40.526001,,,,,40.526001,1133.973022,,219.891998,219.891998,,,,148.399994,,,,,240.48999,,,,240.48999,608.781982,535.317993,,,,67.146004,,,,,67.146004,602.463997,1211.245979,0.0,241.154999,,,-223.936005,624.893982,3.1e-05,642.113007,0.0,642.113007,1853.358986,
11/02/2002,1780.411987,26.927999,26.927999,0.0,18.889,,,528.445007,0.0,0.0,528.445007,0.0,78.922997,,,,,,653.184998,1086.807007,1820.870972,-734.064026,0.0,,40.419998,0.0,0.0,0.0,,40.419998,1127.227005,,193.572998,193.572998,,,,99.684998,,,,,228.940979,,,,228.940979,522.198975,532.812988,,,,70.820999,,,,,70.820999,603.633987,1125.832962,0.0,241.154999,,,-223.184998,,636.609009,654.57901,0.0,654.57901,1780.411972,
02/01/2003,1799.910034,42.77,42.77,,17.916,17.916,,488.881989,,,,,115.302002,,,,,,664.869995,1030.485962,1755.194946,-724.708984,,,104.554001,,,,,104.554001,1135.039963,,200.052994,200.052994,,,,101.882004,,,,,232.255005,,,,232.255005,534.190002,525.577026,,,,90.151001,,,,,90.151001,615.728027,1149.91803,,241.154999,,,-162.595001,630.846985,-59.414978,649.992004,,649.992004,1799.910034,
05/03/2003,1857.692017,81.189003,81.189003,0.0,19.275,19.275,,521.95697,,,,,110.522003,,,,,,732.942993,1078.562012,1850.978027,-772.416016,0.0,,46.187,,,,,46.187,1124.749012,,244.843994,244.843994,,,,151.317001,,,,,257.36702,,,,257.36702,653.528015,476.15799,,,,90.357002,,,,,90.357002,566.514992,1220.043007,0.0,241.154999,,,-221.153,617.797974,-0.150986,637.648987,0.0,637.648987,1857.691994,
08/02/2003,1805.840942,68.095001,68.095001,,24.405001,24.405001,,506.51001,,,,,135.457993,,,,,,734.468018,1014.460022,1776.146973,-761.687012,,,56.912998,,,,,56.912998,1071.37302,,319.222992,319.222992,,,,72.362,,,,,267.355988,,,,267.355988,658.940979,464.710999,,,,76.141998,,,,,76.141998,540.852997,1199.793976,,241.154999,,,-150.996002,571.403015,-55.515015,606.046997,,606.046997,1805.840973,
