Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,112.654999,112.654999,836.745026,610.801025,225.944,-724.090027,0.0,0.0,,,,0.0,0.0,0.0,112.654999,-17.955999,0.0,17.955999,94.698997,0.0,0.0,94.698997,-23.665001,71.033997,0.0,,,71.033997,0.0,71.033997,-2.682,,68.351997,68.351997,,1040.843983,0.065714,0.065714,,1040.843983,0.065714,0.065714,0.065714,
06/30/1990,117.945023,117.945023,884.508011,651.218018,233.289993,-766.562988,0.0,0.0,,,,0.0,0.0,0.0,117.945023,-19.301001,0.0,19.301001,98.643997,0.0,0.0,98.643997,-24.601,74.042999,0.0,,,74.042997,0.0,74.042999,-2.665,,71.377999,71.377999,,1044.82354,0.068571,0.068571,,1044.82354,0.068571,0.068571,0.068571,
09/30/1990,122.626953,122.626953,891.987976,661.750977,230.237,-769.361023,0.0,0.0,,,,0.0,0.0,0.0,122.626953,-18.986,0.0,18.986,103.640999,0.0,0.0,103.640999,-25.749001,77.891998,0.0,,,77.891998,0.0,77.891998,-2.673,,75.218998,75.218998,,1031.00552,0.073333,0.073333,,1031.00552,0.073333,0.073333,0.073333,
12/30/1990,125.641006,125.641006,889.68898,657.518982,232.169998,-764.047974,0.0,0.0,,,,0.0,0.0,0.0,125.641006,-22.511,0.0,22.511,103.129997,0.0,0.0,103.129997,-25.157,77.973,0.0,,,77.972998,0.0,77.973,-2.674,,75.299,75.299,,1013.638527,0.074286,0.074286,,1013.638527,0.074286,0.074286,0.074286,
03/31/1991,131.60701,131.60701,837.247025,603.132019,234.115005,-705.640015,0.0,0.0,,,,0.0,0.0,0.0,131.60701,-21.061001,0.0,21.061001,110.545998,0.0,0.0,110.545998,-28.495001,82.051003,0.0,,,82.050997,0.0,82.051003,-2.674,,79.377002,79.377002,,999.43198,0.079048,0.079048,,999.43198,0.079048,0.079048,0.079048,
06/30/1991,137.236008,137.236008,784.392014,579.458008,204.934006,-647.156006,0.0,0.0,,,,0.0,0.0,0.0,137.236008,-22.974001,0.0,22.974001,114.262001,0.0,0.0,114.262001,-29.549,84.712997,0.0,,,84.713001,0.0,84.712997,-2.673,,82.039997,82.039997,,994.717506,0.082857,0.082857,,994.717506,0.082857,0.082857,0.082857,
09/30/1991,143.47998,143.47998,783.422974,565.719971,217.703003,-639.942993,0.0,0.0,,,,0.0,0.0,0.0,143.47998,-23.552999,0.0,23.552999,119.927002,0.0,0.0,119.927002,-32.696999,87.230003,0.0,,,87.230003,0.0,87.230003,-2.674,,84.556003,84.556003,,990.874535,0.085714,0.085714,,990.874535,0.085714,0.085714,0.085714,
12/31/1991,146.887009,146.887009,716.598007,519.234009,197.363998,-569.710999,0.0,0.0,,,,0.0,0.0,0.0,146.887009,-22.231001,0.0,22.231001,124.655998,0.0,0.0,124.655998,-33.508999,91.147003,0.0,,,91.146999,0.0,91.147003,-2.673,,88.474003,88.474003,,977.864971,0.090476,0.090476,,977.864971,0.090476,0.090476,0.090476,
03/31/1992,154.220016,154.220016,676.707016,517.872009,158.835007,-522.487,0.0,0.0,,,,0.0,0.0,0.0,154.220016,-22.742001,0.0,22.742001,131.477997,0.0,0.0,131.477997,-35.445,96.032997,0.93,,,95.102997,0.0,95.102997,-2.674,,92.428997,92.428997,,970.935013,0.095238,0.09619,,970.935013,0.095238,0.09619,0.09619,
06/30/1992,199.32402,199.32402,674.847031,534.512024,140.335007,-475.52301,0.0,0.0,,,,0.0,0.0,0.0,199.32402,-24.415001,0.0,24.415001,174.908997,0.0,0.0,174.908997,-53.916,120.992996,23.462999,,,97.529997,0.0,97.529999,-2.673,,94.856999,94.856999,,957.684002,0.099048,0.12381,,957.684002,0.099048,0.12381,0.12381,
09/30/1992,227.734016,227.734016,648.630013,521.890015,126.739998,-420.895996,0.0,0.0,,,,0.0,0.0,0.0,227.734016,-24.743999,0.0,24.743999,202.990005,0.0,0.0,202.990005,-62.712002,140.278,40.214001,,,100.064003,0.0,100.064003,-2.673,,97.391003,97.391003,,946.606499,0.102857,0.145714,,946.606499,0.102857,0.145714,0.145714,
12/31/1992,221.420006,221.420006,614.672997,497.442993,117.230003,-393.252991,0.0,0.0,,,,0.0,0.0,0.0,221.420006,-29.402,0.0,29.402,192.018005,0.0,0.0,192.018005,-62.261002,129.757004,28.527,,,101.230003,0.0,101.230003,-2.674,,98.556003,98.556003,,966.283504,0.104762,0.134286,,966.283504,0.104762,0.134286,0.134286,
03/31/1993,238.490974,238.490974,624.621986,508.553986,116.068001,-386.131012,0.0,0.0,,,,0.0,0.0,0.0,238.490974,-25.768,0.0,25.768,212.723007,0.0,0.0,212.723007,-65.819,146.904007,42.202,,,104.702007,0.0,104.702003,-2.674,,102.028003,102.028003,,935.549984,0.109524,0.154286,,935.549984,0.109524,0.154286,0.154286,
06/30/1993,225.409988,225.409988,591.212997,504.481995,86.731003,-365.803009,0.0,0.0,,,,0.0,0.0,0.0,225.409988,-27.608999,0.0,27.608999,197.800995,0.0,0.0,197.800995,-58.992001,138.809006,32.125,,,106.683994,0.0,106.683998,-2.673,,104.010998,104.010998,,917.206467,0.113333,0.148571,,917.206467,0.113333,0.148571,0.148571,
09/30/1993,226.513,226.513,588.554993,500.619995,87.934998,-362.041992,0.0,0.0,,,,0.0,0.0,0.0,226.513,-26.028999,0.0,26.028999,200.483994,0.0,0.0,200.483994,-65.852997,134.630997,25.535999,,,109.094997,0.0,109.095001,-2.674,,106.421001,106.421001,,1029.661537,0.118095,0.142857,,1029.661537,0.118095,0.142857,0.142857,
12/31/1993,246.348007,246.348007,613.06102,516.942017,96.119003,-366.713013,0.0,0.0,,,,0.0,0.0,0.0,246.348007,-29.954,0.0,29.954,216.393997,0.0,0.0,216.393997,-69.299004,147.095001,37.526001,,,109.568993,0.0,109.569,-2.673,,106.896,106.896,,891.46051,0.12,0.161905,,891.46051,0.12,0.161905,0.161905,
03/31/1994,201.745979,201.745979,594.93998,513.078979,81.861,-393.194,0.0,0.0,,,,0.0,0.0,0.0,201.745979,-26.219,0.0,26.219,175.526993,0.0,0.0,175.526993,-53.720001,121.806999,9.329,,,112.477991,0.0,112.477997,-2.674,,109.803997,109.803997,,878.377487,0.124762,0.135238,,878.377487,0.124762,0.135238,0.135238,
06/30/1994,184.770996,184.770996,660.700989,552.299988,108.401001,-475.929993,0.0,0.0,,,,0.0,0.0,0.0,184.770996,-30.16,0.0,30.16,154.610992,0.0,0.0,154.610992,-45.862999,108.748001,0.0,,,108.747993,0.0,108.748001,-2.673,,106.075001,106.075001,,859.41449,0.12381,0.12381,,859.41449,0.12381,0.12381,0.12381,
09/30/1994,168.525009,168.525009,753.098007,611.544006,141.554001,-584.572998,0.0,0.0,,,,0.0,0.0,0.0,168.525009,-34.251999,0.0,34.251999,134.272995,0.0,0.0,134.272995,-37.988998,96.283997,0.0,,,96.283997,0.0,96.283997,-2.673,,93.610996,93.610996,,825.887981,0.113333,0.113333,,825.887981,0.113333,0.113333,0.113333,
12/31/1994,154.017044,154.017044,842.815018,674.330017,168.485001,-688.797974,0.0,0.0,,,,0.0,0.0,0.0,154.017044,-39.803001,0.0,39.803001,114.213997,0.0,0.0,114.213997,-28.955999,85.258003,0.0,,,85.257998,0.0,85.258003,-2.674,,82.584003,82.584003,,788.098492,0.104762,0.104762,,788.098492,0.104762,0.104762,0.104762,
03/31/1995,155.734985,155.734985,915.815002,731.492004,184.322998,-760.080017,0.0,0.0,,,,0.0,0.0,0.0,155.734985,-36.035,0.0,36.035,119.699997,0.0,0.0,119.699997,-30.906,88.793999,0.0,,,88.793997,0.0,88.793999,-2.674,,86.119999,86.119999,,769.607975,0.111429,0.111429,,769.607975,0.111429,0.111429,0.111429,
06/30/1995,160.351959,160.351959,924.027985,741.802979,182.225006,-763.676025,0.0,0.0,,,,0.0,0.0,0.0,160.351959,-41.143002,0.0,41.143002,119.209,0.0,0.0,119.209,-31.187,88.022003,0.0,,,88.021999,0.0,88.022003,-2.673,,85.349003,85.349003,,747.421486,0.114286,0.114286,,747.421486,0.114286,0.114286,0.114286,
09/30/1995,165.914963,165.914963,926.723984,751.807983,174.916,-760.809021,0.0,0.0,,,,0.0,0.0,0.0,165.914963,-47.317001,0.0,47.317001,118.598,0.0,0.0,118.598,-32.030998,86.567001,0.0,,,86.567001,0.0,86.567001,-2.674,,83.893001,83.893001,,689.114971,0.121905,0.121905,,689.114971,0.121905,0.121905,0.121905,
12/31/1995,191.014008,191.014008,927.097992,749.322998,177.774994,-736.083984,0.0,0.0,,,,0.0,0.0,0.0,191.014008,-36.068001,0.0,36.068001,154.945999,0.0,0.0,154.945999,-47.139,107.806999,4.911,,,102.895999,0.0,102.896004,-2.673,,100.223004,100.223004,,628.550995,0.159048,0.166857,,628.550995,0.159048,0.166857,0.166857,
03/31/1996,254.433001,232.679001,887.489975,753.164978,134.324997,-654.810974,21.754,11.789,,,,4.539,5.426,0.0,254.433001,-98.773003,0.0,98.773003,155.660004,0.0,0.0,155.660004,-47.967999,107.692001,4.792,,,102.900005,-2.673,100.226997,0.0,,100.226997,100.226997,,601.366488,0.166667,0.177143,0.177143,603.529501,0.166667,0.177143,0.177143,
06/30/1996,247.460051,219.56105,859.64003,725.611023,134.029007,-640.078979,27.899,10.668,,,,11.129,6.102,0.0,247.460051,-100.144997,0.0,100.144997,147.315002,0.0,0.0,147.315002,-44.34,102.974998,0.0,,,102.975002,-2.674,100.301003,0.0,,100.301003,100.301003,,590.00552,0.17,0.17,0.17,588.871502,0.17,0.17,0.17,
09/30/1996,244.198976,208.987976,854.653992,718.166992,136.487,-645.666016,35.211,13.778,,,,14.401,7.032,0.0,244.198976,-100.074997,0.0,100.074997,144.123993,0.0,0.0,144.123993,-42.876999,101.247002,0.0,,,101.246994,-2.673,98.573997,0.0,,98.573997,98.573997,,579.757502,0.17,0.17,0.17,579.757502,0.17,0.17,0.17,
12/31/1996,267.260022,205.208023,841.424026,703.796021,137.628006,-636.216003,62.051999,24.643999,,,,27.667,9.741,0.0,267.260022,-106.658997,0.0,106.658997,160.600998,0.0,0.0,160.600998,-48.313,112.288002,0.0,,,112.287998,-2.674,109.613998,0.0,,109.613998,109.613998,,568.73251,0.193333,0.193333,0.193333,572.092506,0.19,0.19,0.19,
03/31/1997,281.109997,205.169998,852.302017,711.192017,141.110001,-647.132019,75.939999,37.174999,,,,25.959999,12.805,-6.144,274.965997,-101.558998,0.0,101.558998,173.406998,0.0,0.0,173.406998,-54.57,118.836998,0.0,,,118.836998,-2.674,116.163002,0.0,,116.163002,116.163002,,560.049013,0.206667,0.206667,0.206667,563.262011,0.206667,0.206667,0.206667,
06/30/1997,286.115016,208.060013,860.224991,695.145996,165.078995,-652.164978,78.055003,34.837002,,,,31.231001,11.987,-0.599,285.516016,-115.282997,0.0,115.282997,170.233002,0.0,0.0,170.233002,-51.069,119.164001,0.0,,,119.164001,-2.673,116.490997,0.0,,116.490997,116.490997,,552.656988,0.21,0.21,0.21,556.4265,0.21,0.21,0.21,
09/30/1997,402.289984,183.598984,825.059006,680.38501,144.673996,-641.460022,218.691,162.848999,,,,44.449001,11.393,-13.257,389.032984,-172.945007,0.0,172.945007,216.087997,0.0,0.0,216.087997,-70.820999,145.266998,0.0,,,145.266998,-2.674,142.593002,0.0,,142.593002,142.593002,,541.946983,0.263333,0.263333,0.263333,547.175995,0.26,0.26,0.26,
