Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,450.127014,54.785,54.785,0.0,31.443001,,,14.934,0.0,0.0,14.934,,10.006,,,,111.167999,11.901,,,0.0,,327.058014,,,,327.058014,338.959014,,28.149,28.149,,,,0,,,,,,10.306002,,,10.306002,38.455002,26.493999,,,,,0.545,,,,,,0.545,27.038999,65.494001,0.0,381.963013,,,0.0,,2.67,384.633013,0.0,384.633013,450.127014,
06/30/1998,889.164001,5.486,5.486,0.0,67.203003,,,33.255001,0.0,0.0,33.255001,,22.886999,,,,128.830994,32.348999,,,0.0,,727.984009,429.028015,,,298.955994,760.333008,,55.855999,55.855999,,,,0,,,,,,23.356998,,,23.356998,79.212997,389.181,,,,,2.376,,,,,,2.376,391.557,470.769997,0.0,410.158997,,,0.0,,8.235,418.393996,0.0,418.393996,889.163993,
09/30/1998,2557.001953,21.795,21.795,0.0,232.447998,,,74.894997,0.0,0.0,74.894997,,36.700001,,,,365.838013,180.621994,,,0.0,,2010.541992,819.093994,,,1191.447998,2191.163986,,137.339005,137.339005,,,,0,,,,,,155.356003,,,155.356003,292.695007,1235.508057,,,,,320.760986,,,,,,320.760986,1556.269043,1848.96405,0.0,689.786011,,,0.0,,18.252001,708.038012,0.0,708.038012,2557.002062,
12/31/1998,2634.663086,20.41,20.41,0.0,233.281998,,,70.994003,0.0,0.0,70.994003,,59.395,,,,384.080994,185.511002,,,0.0,,2065.071045,922.065002,,,1143.006042,2250.582047,,121.940002,121.940002,,,,0,,,,,,128.358994,,,128.358994,250.298996,1314.573975,,,,,343.559998,,,,,,343.559998,1658.133972,1908.432968,0.0,689.702026,,,0.0,,36.528,726.230026,0.0,726.230026,2634.662994,
03/31/1999,3053.583984,110.846001,110.846001,0.0,260.445007,260.445007,,98.793999,0.0,0.0,98.793999,,98.161003,,,,568.245972,202.654999,,,0.0,,2282.683105,1045.099976,,,1237.58313,2485.338104,,197.600998,197.600998,,,,0,,,,,,129.600998,,,129.600998,327.201996,1260.545044,,,,,350.756012,,,,,,350.756012,1611.301056,1938.503052,0.003,1062.347046,,,0.0,53.034,-0.303001,1115.081045,0.0,1115.081045,3053.584097,
06/30/1999,3891.954102,19.827999,19.827999,0.0,355.59201,355.59201,,149.266998,0.0,0.0,149.266998,,114.357002,,,,639.044006,244.677002,,,0.0,,3008.23291,1381.739014,,,1626.493896,3252.909912,,249.220993,249.220993,,,,0,,,,,,189.440994,,,189.440994,438.661987,1947.875977,,,,,363.674011,,,,,,363.674011,2311.549988,2750.211975,0.003,1063.119995,,,0.0,78.919998,-0.300995,1141.741998,0.0,1141.741998,3891.953974,
09/30/1999,4525.950195,31.070999,31.070999,0.0,455.790985,455.790985,,160.287003,,,,,132.675003,,,,779.823975,286.983002,,,0.0,,3459.143066,1687.93396,,,1771.209106,3746.126068,,353.470001,353.470001,,,,0,,,,,,215.560028,,,215.560028,569.030029,2214.589111,,,,,389.122986,,,,,,389.122986,2603.712097,3172.742126,0.005,1218.217041,,,0.0,135.128006,-0.142014,1353.208033,0.0,1353.208033,4525.95016,
12/31/1999,4497.737793,23.811001,23.811001,0.0,434.984985,434.984985,,129.473007,0.0,0.0,129.473007,0.0,81.457001,,,,669.726013,304.907013,386.398987,-81.491997,0.0,,3523.10498,1889.759033,,,1633.345947,3828.011993,,242.945999,242.945999,,,,0,,,,,,209.929001,,,209.929001,452.875,2266.147949,,,,,381.229004,,,,,,381.229004,2647.376953,3100.251953,0.005,1217.688965,,,0.0,179.475006,0.317001,1397.485972,0.0,1397.485972,4497.737925,
03/31/2000,4764.481934,34.902,34.902,0.0,403.049988,403.049988,,145.796997,0.0,0.0,145.796997,0.0,100.499001,,,,684.247986,331.79599,,,0.0,,3748.437988,2013.802002,,,1734.635986,4080.233978,,313.200012,313.200012,,,,0,,,,,,165.401978,,,165.401978,478.60199,2489.746094,,,,,381.851013,,,,,,381.851013,2871.597107,3350.199097,0.005,1217.844971,,,0.0,196.886002,-0.453003,1414.282969,0.0,1414.282969,4764.482066,
06/30/2000,5080.62207,33.192001,33.192001,0.0,498.891998,498.891998,,156.257996,0.0,0.0,156.257996,0.0,92.806999,,,,781.148987,370.131989,,,0.0,,3929.341064,2134.555908,,,1794.785156,4299.473053,,395.238007,395.238007,,,,0,,,,,,246.395966,,,246.395966,641.633972,2613.621094,,,,,393.671997,,,,,,393.671997,3007.293091,3648.927063,0.005,1186.946045,,,0.0,244.085007,0.658997,1431.695048,0.0,1431.695048,5080.622111,
