Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,82.866997,-52.877998,29.988998,-23.451,6.538,-1.082,,0.236,5.692,-2.163,3.529,0.0,0.0,3.529,0.0,,3.529,,,3.529,,0.034568,0.034568,102.677623,0.034568,0.034568,0.034568,102.677623,
03/31/1990,86.844002,-53.650002,33.194,-26.205999,6.988,-1.102,,-0.028,5.858,-2.226,3.632,0.0,0.0,3.632,0.0,,3.632,,,3.632,,0.035556,0.035556,102.576371,0.035556,0.035556,0.035556,102.576371,
06/30/1990,92.788002,-56.548,36.240002,-28.132999,8.107,-1.556,,-0.42,6.131,-2.396,3.735,0.0,0.0,3.735,0.0,,3.735,,,3.735,,0.036543,0.036543,102.505496,0.036543,0.036543,0.036543,102.505496,
09/30/1990,103.491,-62.464,41.027,-27.731,13.296,-1.441,-0.541,0.616,11.93,-4.665,7.265,0.0,0.0,7.265,0.0,,7.265,,,7.265,0.072099,0.072099,0.072099,100.44,0.072099,0.072099,0.072099,100.44,
12/31/1990,96.797997,-61.584,35.213997,-27.632999,7.581,-1.678,,0.504,6.407,-2.499,3.908,0.0,0.0,3.908,0.0,,3.908,,,3.908,,0.040494,0.040494,97.108871,0.040494,0.040494,0.040494,97.108871,
03/31/1991,95.561996,-59.087002,36.474995,-28.657,7.818,-1.666,,0.822,6.974,-2.65,4.324,0.0,0.0,4.324,0.0,,4.324,,,4.324,,0.044444,0.044444,98.31375,0.044444,0.044444,0.044444,98.31375,
06/30/1991,105.931999,-66.637001,39.294998,-29.757,9.538,-1.603,,0.19,8.125,-3.088,5.037,0.0,0.0,5.037,0.0,,5.037,,,5.037,,0.051358,0.051358,99.002249,0.051358,0.051358,0.051358,99.002249,
09/30/1991,117.937,-69.883,48.054,-32.509,15.545,-1.605,0.593,-0.163,14.37,-5.461,8.909,0.0,0.0,8.909,0.0,,8.909,,,8.909,0.089877,0.089877,0.089877,98.971875,0.089877,0.089877,0.089877,98.971875,
12/31/1991,99.097,-63.345001,35.751999,-28.128,7.624,-1.617,,0.548,6.555,-2.46,4.095,0.0,0.0,4.095,0.0,,4.095,,,4.095,,0.041481,0.041481,99.670499,0.041481,0.041481,0.041481,99.670499,
03/31/1992,108.810997,-70.697998,38.112999,-31.343,6.77,-1.641,,1.579,6.708,-2.515,4.193,0.0,0.0,4.193,0.0,,4.193,,,4.193,,0.042469,0.042469,99.25538,0.042469,0.042469,0.042469,99.25538,
