Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/03/1993,540.760986,134.960007,134.960007,0.0,108.473999,,,76.143997,,,,,18.968,,,,,,338.54599,189.358002,376.847992,-187.490005,,,12.857,,,,,12.857,202.215002,,16.947001,16.947001,,,,11.787,,,,,,82.112,,,82.112,110.846001,21.377001,,,,,5.622,,,,5.622,26.999001,137.845002,0.0,245.690002,,,,,157.225998,402.916,0.0,402.916,540.761002,
12/31/1993,544.442993,143.578003,143.578003,0.0,101.668999,,,77.709999,,,,,17.618,,,,,,340.575012,186.078995,380.182007,-194.102997,,,17.789,,,,,17.789,203.867995,,10.972,10.972,,,,8.095,,,,,,87.487001,,,87.487001,106.554001,9.138,,,,,8.643,,,,8.643,17.781,124.335001,0.0,252.304001,,,,,167.804001,420.108002,0.0,420.108002,544.443003,
04/03/1994,542.617981,127.969002,127.969002,0.0,114.448997,,,79.085999,,,,,20.483999,,,,,,341.988007,183.492996,382.382996,-198.889999,,,17.136999,,,,,17.136999,200.629995,,13.948,13.948,,,,8.583,,,,,,76.579,,,76.579,99.110001,9.94,,,,,8.643,,,,8.643,18.582999,117.693,0.0,243.653,,,,,181.272003,424.925003,0.0,424.925003,542.618003,
07/03/1994,563.137024,150.350998,150.350998,0.0,104.447998,,,85.266998,,,,,20.674,,,,,,360.73999,181.382004,385.497009,-204.115005,,,21.014999,,,,,21.014999,202.397003,,14.366,14.366,,,,8.52,,,,,,85.688996,,,85.688996,108.574997,9.1,,,,,8.643,,,,8.643,17.743,126.317997,0.0,240.899994,,,,,195.919006,436.819,0.0,436.819,563.136997,
10/02/1994,609.021973,164.017008,144.542007,19.475,128.25,,,89.936996,,,,,20.917999,,,,,,403.122009,182.651993,390.118011,-207.466003,,,23.247999,,,,,23.247999,205.899992,,17.021999,17.021999,,,,8.515,,,,,,103.981997,,,103.981997,129.518997,9.099,,,,,8.643,,,,8.643,17.742,147.260997,0.0,245.481995,,,,,216.279007,461.761002,0.0,461.761002,609.021998,
12/31/1994,759.47998,232.049995,202.214996,29.834999,152.138,,,108.052002,,,,,30.681999,,,,,,522.921997,209.679001,448.80899,-239.130005,,,26.879,,,,,26.879,236.558001,,22.341999,22.341999,,,,8.747,,,,,,132.493002,,,132.493002,163.582001,9.111,,,,,13.901,,,,13.901,23.012,186.594001,0.0,334.838989,,,,,238.046997,572.885986,0.0,572.885986,759.479987,
04/02/1995,715.791016,225.601997,147.518997,78.083,149.526001,,,96.013,,,,,24.124001,,,,,,495.265015,191.115005,408.049011,-216.934006,,,29.410999,,,,,29.410999,220.526005,,22.337,22.337,,,,9.677,,,,,,120.790001,,,120.790001,152.804001,9.133,,,,,14.722,,,,14.722,23.855,176.659001,0.0,270.187988,,,,,268.944,539.131989,0.0,539.131989,715.79099,
07/02/1995,787.55603,244.420998,145.518997,98.902,178.514008,,,112.811996,,,,,24.747,,,,,,560.494019,198.751007,421.958008,-223.207001,,,28.311001,,,,,28.311001,227.062008,,25.4,25.4,,,,10.229,,,,,,137.201994,,,137.201994,172.830994,9.284,,,,,14.722,,,,14.722,24.006001,196.836994,0.0,283.020996,,,,,307.697998,590.718994,0.0,590.718994,787.555988,
10/01/1995,848.866028,254.106997,234.186996,19.92,206.358994,,,128.531998,,,,,25.745001,,,,,,614.742981,216.328995,452.980011,-236.651001,,,17.794001,,,,,17.794001,234.122995,,28.101999,28.101999,,,,8.873,,,,,,142.648002,,,142.648002,179.623001,8.482,,,,,14.722,,,,14.722,23.204,202.827002,0.0,292.362,,,,,353.677002,646.039001,0.0,646.039001,848.866003,
12/31/1995,1023.830994,275.826996,182.164993,93.662003,254.820007,,,176.850998,,,,,32.646999,,,,,,740.14502,257.018005,512.986023,-255.968002,,,26.667999,,,,,26.667999,283.686004,,42.229,42.229,,,,10.223,,,,,,177.139003,,,177.139003,229.591003,18.679001,,,,,15.711,,,,15.711,34.390001,263.981004,0.0,377.299011,,,,,382.550995,759.850006,0.0,759.850006,1023.83101,
03/31/1996,1110.641968,308.916,171.593002,137.322998,268.56601,,,204.546997,,,,,39.528999,,,,,,821.557983,263.990997,524.237,-260.246002,,,25.093,,,,,25.093,289.083998,,51.416,51.416,,,,10.444,,,,,,192.319,,,192.319,254.179001,18.158001,,,,,15.711,,,,15.711,33.869001,288.048002,0.0,386.888,,,,,435.705994,822.593994,0.0,822.593994,1110.641996,
06/30/1996,1092.45105,303.093002,204.354004,98.738998,222.593994,,,168.751999,,,,,35.365002,,,,,,729.804016,278.171997,548.435974,-270.264008,60.991001,,23.483999,,,,,23.483999,362.646997,,28.207001,28.207001,,,,9.799,,,,,,185.210003,,,185.210003,223.216003,17.538,,,,,10.178,,,,10.178,27.716001,250.932004,0.0,387.911011,,,,,453.608002,841.519012,0.0,841.519012,1092.451016,
09/29/1996,1088.572021,350.910992,291.55899,59.352001,190.143005,,,155.852005,,,,,34.798,,,,,,731.703979,273.123993,554.757996,-281.634003,61.889,,21.855,,,,,21.855,356.867992,,28.985001,28.985001,,,,9.393,,,,,,170.483999,,,170.483999,208.862,15.807,,,,,11.614,,,,11.614,27.421,236.283,0.0,379.112,,,,,473.177002,852.289001,0.0,852.289001,1088.572001,
12/31/1996,1096.81604,249.717995,201.451996,48.265999,178.429993,,,138.953995,,,,,50.006001,,,,,,617.107971,273.497009,563.585022,-290.088013,181.776001,,24.434999,,,,,24.434999,479.70801,,34.481998,34.481998,,,,9.094,,,,,,181.681005,,,181.681005,225.257004,15.65,,,,,13.898,,,,13.898,29.547999,254.805003,0.0,365.885986,,,,,476.125,842.010986,0.0,842.010986,1096.815989,
03/30/1997,1096.813965,198.256004,91.689003,106.567001,192.768005,,,151.662003,,,,,51.525002,,,,,,594.210999,269.166992,577.559021,-308.391998,211.514008,,21.922001,,,,,21.922001,502.603001,,34.689999,34.689999,,,,8.698,,,,,,153.024996,,,153.024996,196.412994,15.053,,,,,13.898,,,,13.898,28.951,225.363995,0.0,378.165009,,,,,493.285004,871.450012,0.0,871.450012,1096.814007,
06/29/1997,1132.136963,186.529003,46.479,140.050003,250.886993,,,185.076004,,,,,50.726002,,,,,,673.218018,283.652008,607.176025,-323.523987,151.602005,,23.665001,,,,,23.665001,458.919014,,40.273998,40.273998,,,,9.336,,,,,,171.503008,,,171.503008,221.113007,14.502,,,,,13.843,,,,13.843,28.345,249.458007,0.0,364.391998,,,,,518.286987,882.678986,0.0,882.678986,1132.136992,
09/28/1997,1174.378052,168.440002,85.981003,82.459,257.221985,,,223.414993,,,,,47.790001,,,,,,696.867004,301.049011,637.280029,-336.230988,151.919006,,24.542999,,,,,24.542999,477.511017,,45.208,45.208,,,,8.852,,,,,,176.966992,,,176.966992,231.026993,13.784,,,,,13.843,,,,13.843,27.627001,258.653994,0.0,358.23999,,,,,557.484009,915.723999,0.0,915.723999,1174.377993,
12/31/1997,1251.67395,93.361,74.667999,18.693001,300.933014,,,272.356995,,,,,60.431999,,,,,,727.083008,343.125,692.83197,-349.707001,156.574005,,24.892,,,,,24.892,524.591005,,58.685001,58.685001,,,,8.439,,,,,,210.84899,,,210.84899,277.972992,13.141,,,,,23.429001,,,,23.429001,36.570001,314.542993,0.0,333.39801,,,,,603.732971,937.130981,0.0,937.130981,1251.673974,
03/29/1998,1345.637939,41.460999,32.910999,8.55,379.101013,,,330.118988,,,,,70.778999,,,,,,821.460022,378.453003,747.528015,-369.075012,122.098999,,23.625999,,,,,23.625999,524.178001,,101.015999,101.015999,,,,8.492,,,,,,220.736997,,,220.736997,330.244995,12.716,,,,,23.429001,,,,23.429001,36.145,366.389996,0.0,325.873993,,,0.0,,653.374023,979.248016,0.0,979.248016,1345.638012,
06/28/1998,1370.515991,90.477999,67.307999,23.17,354.963013,,,348.502991,201.960999,146.542007,,0.0,68.383003,,,,,,862.327026,413.707001,798.703979,-384.997009,70.527,,23.955,,,,,23.955,508.189001,,78.028999,78.028999,,,,7.734,,,,,,221.937989,,,221.937989,307.700989,13.046,,,,,23.429001,,,,23.429001,36.475,344.175989,0.0,333.605988,,,0.0,,692.734009,1026.339996,0.0,1026.339996,1370.515985,
09/27/1998,1332.300049,152.742008,131.264008,21.478001,281.096985,,,296.648987,188.289993,108.359001,,0.0,65.150002,,,,,,795.638,436.247009,838.637024,-402.390015,77.306999,,23.108,,,,,23.108,536.662008,,60.476002,60.476002,,,,7.949,,,,,,197.031999,,,197.031999,265.457001,12.716,,,,,23.429001,,,,23.429001,36.145,301.602001,0.0,336.688995,,,0.0,,694.008972,1030.697968,0.0,1030.697968,1332.299969,
12/31/1998,1312.813965,201.428007,185.514008,15.914,219.302994,,,266.346985,154.705994,111.640999,,0.0,72.461998,,,,,,759.539978,434.957001,857.551025,-422.593994,96.494003,,21.823,,,,,21.823,553.274004,,45.042,45.042,,,,8.702,,,,,,201.946003,,,201.946003,255.690002,13.2,,,,,17.554001,,,,17.554001,30.754001,286.444003,0.0,320.519989,,,0.0,,705.849976,1026.369965,0.0,1026.369965,1312.813968,
04/04/1999,1349.228027,207.562996,195.757996,11.805,260.062988,,,242.343994,150.981003,91.362999,,0.0,77.169998,,,,,,787.140015,437.740997,881.862976,-444.122009,104.342003,,20.004999,,,,,20.004999,562.087999,,65.803001,65.803001,,,,8.017,8.017,0.0,0.0,,,181.383001,,,181.383001,255.203003,12.985,12.985,0.0,0.0,,17.554001,,,,17.554001,30.539001,285.742003,0.0,339.640991,,,0.0,,723.844971,1063.485962,0.0,1063.485962,1349.227965,
07/04/1999,1450.504028,246.601006,143.285004,103.316002,284.812988,,,257.157013,123.803001,133.354004,,,86.190002,,,,,,874.760986,448.466003,905.883972,-457.417999,102.404999,,24.872,,,,,24.872,575.743002,,99.971001,99.971001,,,,7.483,7.483,0.0,0.0,,,218.858011,,,218.858011,326.312012,12.978,12.978,0.0,0.0,,17.554001,,,,17.554001,30.532001,356.844012,0.0,334.010986,,,0.0,,759.640991,1093.651978,0.0,1093.651978,1450.49599,
10/03/1999,1534.389038,223.829002,121.205002,102.624001,314.953003,,,282.631012,124.459999,158.171005,,0.0,83.382004,,,,,,904.794983,469.07901,945.833008,-476.753998,133.378998,,27.136,,,,,27.136,629.594007,,119.808998,119.808998,,,,12.741,12.741,0.0,0.0,,,234.374013,,,234.374013,366.924011,8.841,8.841,0.0,0.0,,17.554001,,,,17.554001,26.395,393.319012,0.0,318.76001,,,0.0,,822.309998,1141.070007,0.0,1141.070007,1534.389019,
12/31/1999,1568.213013,247.661003,181.345001,66.316002,296.158997,,,268.692993,123.300003,145.393005,,0.0,95.174004,,,,,,907.687012,497.739014,981.986023,-484.247009,139.751999,,23.035,,,,,23.035,660.526012,,104.334999,104.334999,,,,12.88,12.88,0.0,0.0,,,275.11099,,,275.11099,392.325989,8.948,8.948,0.0,0.0,,13.907,,,,13.907,22.855,415.180988,0.0,255.488007,,,0.0,,897.544006,1153.032013,0.0,1153.032013,1568.213001,
04/02/2000,1752.629028,243.102005,130.195007,112.906998,428.248993,,,308.28299,160.248001,148.035004,,0.0,86.087997,,,,,,1065.722046,520.343018,1027.615967,-507.27301,142.671005,,23.893,,,,,23.893,686.907022,,159.917999,159.917999,,,,12.678,12.678,0.0,0.0,,,263.350015,,,263.350015,435.946014,8.733,8.733,0.0,0.0,,13.907,,,,13.907,22.639999,458.586014,0.0,287.406006,,,0.0,,1006.637024,1294.04303,0.0,1294.04303,1752.629044,
07/02/2000,2032.436,297.011,163.247,133.764,485.911,485.911,,411.729,223.486,188.243,,,86.099,,,,,,1280.75,588.294,1065.971,-477.677,136.814,,26.578,,,,,26.578,751.686,,186.67,186.67,,,,12.684,12.684,0.0,0.0,,,319.265,,,319.265,518.619,8.729,8.729,0.0,0.0,,13.907,,,,13.907,22.636,541.255,0.0,346.932,,,0.0,1144.249,0.0,1491.181,0.0,1491.181,2032.436,
10/01/2000,2320.572998,325.875,227.089996,98.785004,538.208008,,,472.863007,296.351013,176.511993,,0.0,92.102997,,,,,,1429.04895,675.059021,1174.994995,-499.936005,135.906006,,80.558998,,,,,80.558998,891.524025,,189.126007,189.126007,,,,7.903,7.903,0.0,0.0,,,365.97197,,,365.97197,563.000977,8.63,8.63,0.0,0.0,,19.778,,,,19.778,28.408,591.408977,0.0,431.450989,,,0.0,,1297.713013,1729.164001,0.0,1729.164001,2320.572978,
12/31/2000,2355.86792,302.575005,242.421005,60.153999,420.040009,,,512.562988,318.790009,159.123001,34.650002,0.0,142.656006,,,,,,1377.833984,733.786011,1254.957031,-521.171021,161.848007,,82.400002,56.764999,52.673,4.091999,,25.635002,978.034019,,153.897003,153.897003,,,,7.558,7.558,0.0,0.0,,,457.833022,,,457.833022,619.288025,8.352,8.352,0.0,0.0,,21.257,,,,21.257,29.609,648.897025,0.0,355.811005,,,0.0,,1351.160034,1706.971039,0.0,1706.971039,2355.868064,
04/01/2001,2218.569092,194.743,171.457001,23.285999,343.790985,,,520.205994,363.708008,156.190994,0.307,0.0,119.286003,,,,,,1178.026001,798.846008,1330.697021,-531.851013,163.011993,,78.684998,,,,,78.684998,1040.542999,,120.716003,120.716003,,,,7.156,7.156,0.0,0.0,,,253.974981,,,253.974981,381.846985,8.062,8.062,0.0,0.0,,20.945,,,,20.945,29.007,410.853985,0.0,400.458008,,,0.0,,1407.256958,1807.714966,0.0,1807.714966,2218.568951,
07/01/2001,2090.776,200.485,144.036,56.449,235.085,235.085,,475.379,341.158,133.914,0.307,0.0,110.606,,,,,,1021.555,841.334,1406.068,-564.734,146.644,,81.243,,,,,81.243,1069.221,,71.321,71.321,,,,7.117,7.117,0.0,0.0,,,205.334,,,205.334,283.772,7.957,7.957,0.0,0.0,,21.985,,,,21.985,29.942,313.714,0.0,410.564,,,0.0,1364.938,1.56,1777.062,0.0,1777.062,2090.776,
09/30/2001,2005.729004,161.980003,112.760002,49.220001,187.917007,,,413.347992,293.82901,119.518997,0.0,0.0,171.934006,,,,,,935.179016,826.825012,1422.764038,-595.939026,158.276001,,85.448997,,,,,85.448997,1070.550011,,64.584,64.584,,,,7.387,7.387,0.0,0.0,,,222.772012,,,222.772012,294.743011,8.01,8.01,0.0,0.0,,22.419001,,,,22.419001,30.429001,325.172012,0.0,416.618011,,,0.0,,1263.938965,1680.556976,0.0,1680.556976,2005.728989,
12/31/2001,2542.391113,367.687004,317.591003,50.096001,169.630005,,,406.989014,262.519989,132.097,12.372,0.0,262.716003,,,,,,1207.021973,835.565979,1444.529053,-608.963013,218.544006,,281.259003,236.602005,190.276001,46.326004,,44.656998,1335.368988,,59.761002,59.761002,,,,7.82,7.82,0.0,0.0,,,228.55001,,,228.55001,296.131012,451.682007,451.682007,0.0,0.0,,30.194,,,,30.194,481.876007,778.007019,0.0,623.18103,,,0.0,,1141.203003,1764.384033,0.0,1764.384033,2542.391052,
03/31/2002,2498.332031,398.794006,211.352005,187.442001,175.807999,,,373.233002,213.807999,150.535004,8.89,0.0,152.617004,,,,,,1100.452026,812.598022,1448.718018,-636.119995,217.615997,,367.665985,194.119995,194.119995,0.0,,173.54599,1397.880005,,61.334,61.334,,,,7.765,7.765,0.0,0.0,,,206.976989,,,206.976989,276.075989,451.325012,451.325012,0.0,0.0,,42.328999,,,,42.328999,493.654011,769.73,0.0,665.690002,,,0.0,,1062.911987,1728.60199,0.0,1728.60199,2498.331989,
06/30/2002,2458.562988,341.233004,312.285004,28.948,207.167007,,,342.453003,197.895004,137.524994,7.033,0.0,153.095001,,,,,,1043.947998,785.057007,1459.725952,-674.669006,239.319,,390.239014,236.584,194.972,41.612,,153.655014,1414.615021,,69.857002,69.857002,,,,8.422,8.422,0.0,0.0,,,208.927999,,,208.927999,287.207001,451.252991,451.252991,0.0,0.0,,38.941002,,,,38.941002,490.193993,777.400993,0.0,670.88501,,,0.0,,1010.276978,1681.161987,0.0,1681.161987,2458.562981,
09/29/2002,2337.868896,320.867987,289.355988,31.511999,223.283005,,,326.575012,196.363998,121.744003,8.467,0.0,149.921997,,,,,,1020.64801,737.088989,1441.062012,-703.973022,222.503998,,357.627991,158.412994,118.653,39.759995,,199.214996,1317.220978,,84.218002,84.218002,,,,8.287,8.287,0.0,0.0,,,228.582004,,,228.582004,321.087006,450.871002,450.871002,0.0,0.0,,47.638,,,,47.638,498.509003,819.596008,0.0,671.122009,,,0.0,,847.151001,1518.27301,0.0,1518.27301,2337.869019,
12/31/2002,1894.677002,325.353996,251.520996,73.833,174.837997,,,279.549988,165.149002,106.155998,8.245,0.0,29.531,,,,,,809.27301,685.265991,1420.47998,-735.213989,215.703003,,184.434998,184.434998,118.203003,66.231995,,0.0,1085.403992,,63.327999,63.327999,,,,8.069,8.069,0.0,0.0,,,207.967991,,,207.967991,279.36499,450.561005,450.561005,0.0,0.0,,136.278,,,,136.278,586.839005,866.203995,0.0,1221.477051,,,-0.557,,-192.446998,1028.473053,0.0,1028.473053,1894.677048,
03/30/2003,1841.96106,278.481998,219.880997,58.601002,221.832993,,,252.018005,135.75,114.800003,1.468,0.0,32.532001,,,,,,784.86499,651.106018,1378.114014,-727.007996,229.227997,,176.761993,176.761993,118.203003,58.55899,,0.0,1057.096008,,83.933998,83.933998,,,,8.104,,,,,,188.12701,,,188.12701,280.165009,450.237,,,,,139.330002,,,,139.330002,589.567001,869.73201,0.0,1240.64502,,,-0.557,,-267.858985,972.229034,0.0,972.229034,1841.961044,
06/29/2003,1836.298,291.577,237.904,53.673,220.575,220.575,,234.312,120.932,111.633,1.747,,35.004,,,,,,781.468,624.263,1366.837,-742.574,240.135,240.135,190.432,190.432,118.203,72.229,,0.0,1054.83,,89.787,89.787,,,,8.153,,,,,,186.47,,,186.47,284.41,449.888,,,,,152.811,,,,152.811,602.699,887.109,0.0,1264.532,,,-557.057,301.489,-59.775,949.189,0.0,949.189,1836.298,
09/28/2003,1798.552,239.206,187.002,52.204,225.366,225.366,,220.808,106.115,114.693,,,30.822,,,,,,716.202,587.625,1360.141,-772.516,302.88,302.88,191.845,191.845,118.203,73.642,,0.0,1082.35,,86.338,86.338,,,,7.284,,,,,,207.46,,,207.46,301.082,407.655,,,,,154.523,,,,154.523,562.178,863.26,0.0,1309.839,,,-557.057,247.975,-65.465,935.292,0.0,935.292,1798.552,
12/31/2003,1785.362061,289.417999,228.444,60.973999,229.531998,,,214.934006,109.538002,105.396004,0.0,0.0,35.393002,,,,,,769.276978,544.369019,1305.254028,-760.88501,296.618011,,175.098007,181.733994,118.203003,63.530991,,-6.635986,1016.085037,,74.097,74.097,,,,7.582,,,,,,199.136003,,,199.136003,280.815002,407.65799,,,,,147.319,,,,147.319,554.97699,835.791992,0.0,1321.98999,,,-0.557,236.483002,-608.346015,949.569977,0.0,949.569977,1785.361969,
04/04/2004,1863.310059,290.250999,222.970001,67.280998,255.246002,,,247.809006,128.257996,119.551003,0.0,0.0,33.224998,,,,,,826.531006,542.171997,1299.110962,-756.939026,326.401001,326.401,168.206,168.205994,116.233002,51.972992,,6e-06,1036.778998,,118.362999,118.362999,,,,7.842,7.842,0.0,0.0,,,178.474994,,,178.474994,304.679993,407.667999,407.667999,0.0,0.0,,134.397003,,,,134.397003,542.065002,846.744995,0.0,1348.30603,,,-559.027,276.730011,-49.444008,1016.565033,0.0,1016.565033,1863.310028,
