Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,19.0,,17.125,20.4375,16.9375,,,
12/31/1980,17.625,-7.236842,19.0,20.0,17.1875,,,
03/31/1981,19.375,9.929078,17.5625,19.875,16.0625,,,
06/30/1981,16.9375,-12.580645,19.5,19.6875,16.75,,,
09/30/1981,13.75,-18.819188,16.625,16.75,13.5,,,
12/31/1981,12.0,-12.727273,13.625,14.125,11.5625,,,
03/31/1982,9.9375,-17.1875,12.125,12.125,9.375,,,
06/30/1982,10.0,0.628931,9.9375,10.625,9.5,,,
09/30/1982,11.375,13.75,10.0,12.375,9.9375,,,
12/31/1982,12.6875,11.538462,11.4375,13.6875,11.0625,,,
03/31/1983,15.5625,22.660099,12.75,16.8125,12.4375,,,
06/30/1983,16.5,6.024096,15.6875,17.25,15.0625,,,
09/30/1983,19.0,15.151515,16.625,20.6875,15.0,,,
12/31/1983,19.75,3.947368,18.875,20.375,17.9375,,,
03/31/1984,17.4375,-11.708861,19.875,20.8125,14.875,,,
06/30/1984,14.0625,-19.354839,17.375,17.625,13.0,,,
09/30/1984,14.375,2.222222,14.0625,15.8125,13.0625,,,
12/31/1984,16.75,16.521739,14.375,17.875,13.9375,,,
03/31/1985,18.25,8.955224,16.625,20.625,16.4375,,,
06/30/1985,17.125,-6.164384,18.25,18.375,15.9375,,,
09/30/1985,16.75,-2.189781,17.125,19.25,16.1875,,,
12/31/1985,18.875,12.686567,17.0,19.0,15.125,,,
03/31/1986,24.875,31.788079,18.9375,26.375,18.1875,,,
06/30/1986,23.625,-5.025126,25.25,25.75,22.375,,,
09/30/1986,23.0,-2.645503,23.625,24.5,19.25,,,
12/31/1986,20.0,-13.043478,23.0625,24.0,19.625,,,
03/31/1987,31.375,56.875,20.1875,33.25,20.1875,,,
06/30/1987,37.875,20.717131,30.875,40.25,30.75,,,
09/30/1987,59.0,55.775578,37.8125,59.375,37.8125,,,
12/31/1987,47.625,-19.279661,59.0,61.75,28.0,,,
03/31/1988,43.125,-9.448819,47.5,52.25,34.0,,53.873001,
06/30/1988,50.0,15.942029,43.0,54.0,40.125,,53.873001,
09/30/1988,51.125,2.25,50.25,54.875,47.25,,53.873001,
12/31/1988,53.75,5.134474,51.25,58.0,48.375,,53.873001,
03/31/1989,52.75,-1.860465,53.5,62.75,50.875,,54.009998,
06/30/1989,50.25,-4.739336,53.0,57.875,49.75,,54.009998,
09/30/1989,57.375,14.179104,50.25,60.125,49.0,,54.009998,
12/31/1989,53.625,-6.535948,57.125,59.5,49.25,,54.009998,
03/31/1990,54.625,1.864802,53.5,58.0,48.5,3227.900448,59.330002,
06/30/1990,57.875,5.949657,54.0,60.0,51.0,3425.563327,59.091999,
09/30/1990,62.0,7.12743,58.0,70.0,58.0,3684.102089,59.188999,
12/31/1990,57.0,-8.064516,61.75,63.0,48.75,3391.157943,59.421001,
03/31/1991,59.0,3.508772,56.625,65.375,52.0,3498.227989,59.421001,
06/30/1991,59.0,0.0,58.5,64.875,55.0,3500.29298,59.292,
09/30/1991,57.0,-3.389831,59.25,63.75,56.125,3386.997082,59.327,
12/31/1991,55.0,-3.508772,57.0,57.875,46.0,3278.38489,59.421001,
03/31/1992,57.125,3.863636,54.125,59.375,48.875,3400.080026,59.606998,
06/30/1992,57.875,1.31291,56.75,64.375,54.0,3454.674578,59.606998,
09/30/1992,52.125,-9.935205,58.25,60.5,48.625,3113.37413,59.692001,
12/31/1992,53.125,1.918465,52.125,56.625,47.0,3174.749894,59.729,
03/31/1993,48.625,-8.470588,53.5,58.875,48.625,2908.167645,59.759998,
06/30/1993,48.0,-1.285347,48.625,49.0,42.0,2872.320007,59.808102,
09/30/1993,41.625,-13.28125,48.25,52.75,41.625,2491.797332,59.84,
12/31/1993,45.375,9.009009,41.375,48.875,41.125,2744.688284,59.862999,
03/31/1994,45.875,1.101928,44.875,54.625,44.875,2842.598532,59.862999,
06/30/1994,48.0,4.632153,44.25,50.625,40.375,2976.57605,61.964001,
09/30/1994,56.625,17.96875,48.75,58.0,47.25,3513.524613,62.012001,
12/31/1994,49.0,-13.465784,56.625,59.375,44.75,3046.280951,62.049,
03/31/1995,49.25,0.510204,49.25,56.5,46.25,3095.510282,62.168999,
06/30/1995,51.75,5.076142,49.0,52.375,46.75,3283.382177,62.853001,
09/30/1995,57.875,11.835749,51.75,64.75,51.625,3680.097729,63.446999,
12/31/1995,56.875,-1.727862,58.0,58.625,48.25,3617.4775,63.587002,
03/31/1996,59.125,3.956044,56.25,61.375,49.0,3764.488642,63.604,
06/30/1996,52.125,-11.839323,59.25,61.625,51.75,3319.215823,63.669998,
09/30/1996,51.125,-1.918465,52.375,55.5,48.75,3255.844403,63.678001,
12/31/1996,56.375,10.268949,51.125,60.5,50.375,4109.793931,63.683998,
03/31/1997,62.0,9.977827,56.875,65.875,56.75,4530.154083,72.901001,
06/30/1997,71.25,14.919355,62.25,73.875,61.375,5252.977352,73.067001,
09/30/1997,70.8125,-0.614035,70.625,79.75,67.0625,5233.68082,73.725998,
12/31/1997,60.0,-15.269197,71.5,72.4375,56.1875,4434.539795,73.908997,
03/31/1998,61.4375,2.395833,59.5,66.0,54.375,4419.691092,73.908997,
06/30/1998,55.875,-9.053917,61.4375,68.125,52.25,4028.252349,71.938004,
09/30/1998,51.375,-8.053691,56.1875,56.9375,46.875,3311.427066,72.094002,
12/31/1998,52.6875,2.554745,50.5,60.9375,49.3125,3396.078226,64.456001,
03/31/1999,48.3125,-8.303677,52.8125,57.625,38.75,3114.078848,64.457001,
06/30/1999,59.0,22.121604,48.1875,68.0,48.1875,3710.392029,64.457001,
09/30/1999,60.375,2.330508,59.0625,71.0,55.0,3817.330197,62.888,
12/31/1999,76.625,26.915114,60.0,77.75,57.5,4864.308131,63.227001,
03/31/2000,66.875,-12.724307,75.5,82.0,53.25,4258.680183,63.481998,
