Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,1530.363037,187.608002,230.315994,19154.041016,19566.994141,-412.953003,7598.841797,357.076996,848.616028,304.774994,30211.638672,,4098.871094,18345.381836,8591.683594,9753.698242,0,22444.253906,4585.897949,301.143994,766.588989,555.304016,28653.188855,157.270996,0,726.890015,674.289001,1558.450012,30211.638867,
06/30/1990,,1545.843994,752.651001,181.929001,18548.671875,19083.445312,-534.773987,7457.604004,352.269989,820.283997,189.0,29848.253906,,4085.708008,18900.956055,8542.744141,10358.211914,0,22986.664062,3706.490967,189.882,1143.27002,426.994995,28453.302044,157.270996,0,734.786987,502.894012,1394.951996,29848.25404,
09/30/1990,,1464.947998,646.351013,115.337997,18081.109375,18629.570312,-548.460999,7590.439941,343.104004,935.262024,162.507996,29339.060547,,3966.805908,19049.300781,8524.046875,10525.253906,0,23016.107422,3109.849121,165.879996,1134.339966,465.858002,27892.034506,157.270996,0,737.908997,551.846008,1447.026001,29339.060507,
12/31/1990,,2244.095947,651.268982,128.216003,17974.132691,18530.304688,-556.171997,6683.51123,338.242004,923.083008,167.794998,29110.34375,,4437.521973,18642.587891,8593.350586,10049.237305,0,23080.109375,2982.200928,168.937998,927.60498,469.036987,27627.890268,157.270996,0,741.257019,583.924988,1482.453003,29110.343271,
03/31/1991,,1299.162964,2407.426025,131.164001,16917.324219,17481.708984,-564.38501,6040.865234,323.585999,912.153015,167.459,28199.140625,,3749.141113,19924.040039,8851.726562,11072.313477,0,23673.181641,1238.149048,172.395999,1102.337036,488.252014,26674.315738,157.270996,0,745.544983,622.008972,1524.824951,28199.140689,
06/30/1991,,1649.884033,2745.281982,107.588997,16969.613281,17577.101562,-607.487,5817.412109,337.158997,992.328003,198.690994,28817.958984,,4248.330078,20116.358398,9325.791992,10790.566406,0,24364.6875,1276.907959,200.260994,931.090027,479.634003,27252.580483,157.248993,0,754.090027,654.039001,1565.378021,28817.958504,
09/30/1991,,1745.255005,2158.412109,111.710999,16954.923828,17562.769531,-607.846008,6454.476074,327.229004,950.867004,200.274994,28903.148438,,4349.246094,20034.386719,9599.214844,10435.171875,0,24383.632812,1314.477051,201.860994,925.052002,400.143005,27225.165864,232.235992,0,762.343994,683.401978,1677.981964,28903.147829,
12/31/1991,,2115.508057,3423.601074,152.173996,16731.918579,17341.517578,-609.598999,6279.983887,320.363007,1043.677979,148.003006,30215.228516,,4627.498047,20591.052734,10068.149414,10522.90332,0,25218.550781,1573.380005,151.151006,638.473999,688.892029,28270.44782,232.235992,0,988.734985,723.810974,1944.781951,30215.229771,
03/31/1992,,1806.604004,2747.501953,113.752998,16652.007812,17259.261719,-607.255005,6416.710938,309.789001,967.224976,164.076004,29177.667969,,4141.487793,20256.141602,10337.009766,9919.131836,0,24397.630859,1212.962036,166.090004,913.539001,488.072998,27178.294899,232.235992,0,999.867004,767.27002,1999.373016,29177.667915,
06/30/1992,,1654.692017,3246.220947,137.822998,16607.15625,17209.179688,-602.023987,6276.709961,302.63501,954.471985,152.514999,29332.224609,,4486.333008,19621.200195,10389.148438,9232.051758,0,24107.533203,1955.207031,155.227999,646.97998,406.283997,27271.232211,232.235992,0,1010.135986,818.619995,2060.991974,29332.224185,
09/30/1992,,1662.567017,3170.511963,902.317993,16076.268555,16673.476562,-597.20697,5690.691895,296.640991,903.130005,164.615997,28866.744141,,4312.625,19283.132812,10320.125977,8963.006836,0,23595.757812,1987.128052,165.539997,589.54303,407.424011,26745.392903,232.235992,0,1015.286011,873.830017,2121.35202,28866.744923,
12/31/1992,,1913.177002,3373.937988,983.471985,17767.342285,18377.695312,-610.353027,5577.830078,352.610992,1342.796021,169.130997,31480.296875,,5369.685059,21635.149414,11731.680664,9903.46875,0,27004.835938,1136.371948,176.586997,529.413025,375.440002,29222.64791,232.171997,0,1089.012939,936.465027,2257.649963,31480.297873,
03/31/1993,,1437.000977,2746.441895,1029.501953,17847.470703,18451.650391,-604.179016,5451.942871,360.647003,1427.287964,215.835007,30516.128906,,4266.422852,20825.947266,11462.618164,9363.329102,0,25092.369141,1786.875,220.649007,580.426025,503.080994,28183.400167,231.632004,0,1099.008057,1002.088013,2332.728073,30516.12824,
06/30/1993,,1735.900024,2145.600098,1470.093018,19238.128906,19895.019531,-656.890015,5662.071777,393.259003,1450.720947,228.134995,32323.908203,,5040.007812,22277.363281,12550.222656,9727.140625,0,27317.371094,1083.472046,229.139995,663.21698,526.685974,29819.886088,230.421997,0,1216.699951,1056.900024,2504.021973,32323.908061,
09/30/1993,,1614.930054,1623.095947,204.190002,19670.667969,20275.839844,-605.171997,7333.162109,393.782013,1529.849976,233.028,32602.705078,,5286.575195,22091.430664,12575.796875,9515.633789,0,27378.005859,1275.457031,223.155,613.184021,485.015991,29974.817903,230.421997,0,1270.534058,1126.932007,2627.888062,32602.705964,
12/31/1993,,1831.27002,994.768982,2806.60791,20784.727173,21386.910156,-602.182983,5241.986816,404.208008,1511.112061,187.903,33762.585938,,5347.006836,22796.015625,13543.904297,9252.111328,0,28143.021484,1620.417969,196.117,612.765015,451.834991,31024.156459,230.421997,0,1282.311035,1225.694946,2738.427978,33762.584437,
03/31/1994,,2069.7771,802.375977,2927.659912,20848.4375,21445.792969,-597.356018,5055.789062,404.075012,1551.547974,188.804993,33848.46875,,5779.39502,22469.446289,13424.96582,9044.480469,0,28248.841797,1233.272949,191.857993,812.991028,597.463989,31084.427756,230.421997,0,1311.073975,1222.543945,2764.039917,33848.467673,
