Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/31/1989,22.615,-9.629,12.986,-4.558,8.428,-0.325,0.0,-2.19,5.913,-0.644,5.269,0.0,0.0,5.269,0.0,,5.269,,,5.269,,0.336,0.336,15.287499,0.336,0.336,0.336,15.287499,
08/31/1989,25.316999,-10.346,14.971,-6.099,8.872,-0.05,0.0,0.299,9.121,-3.338,5.783,0.0,0.0,5.783,0.0,,5.783,,,5.783,,0.352,0.352,16.436875,0.352,0.352,0.352,16.436875,
11/30/1989,26.746,-11.745,15.001,-6.462,8.539,-0.061,0.0,0.33,8.808,-3.315,5.493,0.0,0.0,5.493,0.0,,5.493,,,5.493,,0.336,0.336,16.448125,0.336,0.336,0.336,16.448125,
02/28/1990,30.06,-13.184,16.876,-8.175,8.701,,0.0,0.488,9.189,-3.234,5.955,0.0,0.0,5.955,0.0,,5.955,,,5.955,0.368,0.368,0.368,16.385,0.368,0.368,0.368,16.385,
05/31/1990,35.497002,-14.988,20.509002,-9.303,11.206,-0.004,0.0,0.269,11.471,-4.364,7.107,0.0,0.0,7.107,0.0,,7.107,,,7.107,,0.432,0.432,16.720625,0.432,0.432,0.432,16.720625,
08/31/1990,42.369999,-17.848,24.521999,-11.328,13.194,-0.002,0.0,0.143,13.335,-4.825,8.51,0.0,0.0,8.51,0.0,,8.51,,,8.51,,0.512,0.512,16.42625,0.512,0.512,0.512,16.42625,
11/30/1990,48.241001,-20.587,27.654001,-12.722,14.932,0.0,0.0,0.179,15.111,-5.715,9.396,0.0,0.0,9.396,0.0,,9.396,,,9.396,,0.576,0.576,16.43375,0.576,0.576,0.576,16.43375,
02/28/1991,54.43,-22.224001,32.205999,-15.81,16.396,,0.0,0.973,17.369,-6.465,10.904,0.0,0.0,10.904,0.0,,10.904,,,10.904,0.656,0.656,0.656,16.771875,0.656,0.656,0.656,16.771875,
03/31/1991,60.625999,-24.389,36.237,-17.753,18.483999,0.0,0.0,0.977,19.460999,-7.274,12.187,0.0,0.0,12.187,0.0,,12.187,,,12.186999,,0.704,0.704,17.413125,0.704,0.704,0.704,17.413125,
08/31/1991,69.597,-27.881001,41.716,-20.472,21.243999,0.0,0.0,1.022,22.265999,-8.312,13.954,0.0,0.0,13.954,0.0,,13.954,,,13.953999,,0.8,0.8,17.448125,0.8,0.8,0.8,17.448125,
11/30/1991,77.995003,-31.829,46.166002,-22.992001,23.174,0.0,0.0,0.886,24.06,-8.718,15.342,0.0,0.0,15.342,0.0,,15.342,,,15.341999,,0.88,0.88,17.480625,0.88,0.88,0.88,17.480625,
02/29/1992,82.325,-33.226,49.099,-24.064,25.035,0.0,0.0,1.025,26.06,-9.544,16.516,0.0,0.0,16.516,0.0,,16.516,,,16.516,0.944,0.944,0.944,17.516249,0.944,0.944,0.944,17.516249,
05/31/1992,88.044998,-35.535,52.509998,-25.790001,26.719999,0.0,0.0,0.979,27.698999,-10.11,17.589001,0.0,0.0,17.589001,0.0,,17.589001,,,17.589,,1.008,1.008,17.549375,1.008,1.008,1.008,17.549375,
08/31/1992,96.725998,-39.409,57.316998,-28.309,29.007999,0.0,0.0,1.017,30.024999,-10.751,19.274,0.0,0.0,19.274,0.0,,19.274,,,19.273999,,1.104,1.104,17.5675,1.104,1.104,1.104,17.5675,
11/30/1992,110.435997,-44.912998,65.522999,-32.485001,33.037998,0.0,0.0,1.204,34.241998,-12.122,22.120001,0.0,0.0,22.120001,0.0,,22.120001,,,22.119998,,1.264,1.264,17.6125,1.264,1.264,1.264,17.6125,
02/28/1993,122.996,-50.247,72.749,-36.214,36.535,0.0,0.0,1.358,37.893,-13.422,24.471,0.0,0.0,24.471,0.0,,24.471,,,24.471,1.392,1.376,1.376,17.615937,1.376,1.376,1.376,17.615937,
05/31/1993,131.539001,-53.539001,78.0,-38.724998,39.275002,0.0,0.0,1.327,40.602002,-14.373,26.229,0.0,0.0,26.229,0.0,,26.229,,,26.229001,,1.488,1.488,17.675625,1.488,1.488,1.488,17.675625,
08/31/1993,141.880005,-57.787998,84.092007,-41.959,42.132999,0.0,0.0,1.366,43.498999,-15.225,28.274,0.0,0.0,28.274,0.0,,28.274,,,28.273999,,1.6,1.6,17.73375,1.6,1.6,1.6,17.73375,
