Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,76.654999,20.945999,60.57,,-4.432,7.177,,-30.395,0.0,0.947,,-13.709,0.0,-1.193,40.66,-3.916,,,0.0,,,,,,,,,,,,,0.0,,,76.654999,
06/30/1990,-1.342,9.942,60.111,,-2.487,7.825,,-24.993,0.0,-25.011999,,-3.342,0.0,-1.471,-21.569,-0.346,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,229.100006,64.709,68.259003,,-3.386,10.307,,-40.942001,0.0,-32.081001,,8.004,0.0,19.521,125.958,8.751,,,0.0,,,,,,,,,,,,,0.0,,,229.100006,
12/31/1990,42.539001,32.796001,73.672997,,-2.442,82.101997,,-51.131001,0.0,37.243999,,-6.271,0.0,-14.959,-98.651001,-9.822,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,102.553001,13.443,68.217003,,-2.849,17.209,,-31.379999,0.0,19.424,,-7.228,0.0,-9.668,26.436001,8.949,,,0.0,,,,,,,,,,,,,0.0,,,102.553001,
06/30/1991,11.711,22.457001,67.752998,,-2.287,19.705,,-44.386002,0.0,-5.531,,-9.358,0.0,-6.255,-35.021,4.634,,,0.0,,,,,,,,,,,,,0.0,,,11.711,
09/30/1991,182.889008,85.897003,65.874001,,-2.665,36.127998,,-50.245998,0.0,-48.995998,,11.928,0.0,18.909,62.931999,3.128,,,0.0,,,,,,,,,,,,,0.0,,,182.889008,
12/31/1991,28.483999,-275.255005,66.308998,,-2.737,-201.904999,,466.572998,0.0,54.112999,,-3.832,0.0,12.292,-73.249001,-13.825,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,135.302002,16.087,63.446999,,-1.933,14.52,,-11.479,0.0,27.056,,-0.112,0.0,-20.740999,43.161999,5.295,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,50.269001,46.819,64.003998,,-2.055,16.934999,,-8.96,0.0,-38.358002,,-3.513,0.0,-0.88,-6.835,-16.888,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,219.110001,93.416,67.321999,,-2.022,48.217999,,-12.892,0.0,-34.544998,,-4.31,0.0,13.722,48.169998,2.031,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,25.559,32.57,64.863998,,-1.585,4.473,,-52.242001,0.0,7.077,,13.029,0.0,0.853,-38.535,-4.945,,,0.0,,,,,,,,,,,,,0.0,,,25.559,
03/31/1993,100.785004,54.615002,67.054001,,-1.538,25.878,,-20.66,0.0,45.544998,,5.831,0.0,-32.537998,12.554,-55.956001,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,136.371002,46.547001,64.096001,,-1.838,40.011002,,-25.209999,0.0,-16.337,,-0.729,0.0,9.877,-22.702,42.655998,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,159.102005,94.028,64.149002,,-1.49,39.703999,,-2.199,0.0,-34.868,,-1.911,0.0,1.232,55.458,-55.000999,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,79.490997,24.879999,63.263,,-1.613,34.132,,-38.881001,0.0,27.910999,,-0.939,0.0,-6.672,-66.700996,44.111,,,0.0,,,,,,,,,,,,,0.0,,,79.490997,
03/31/1994,144.082001,29.129,65.029999,,-2.013,16.58,,-22.961,0.0,34.331001,,4.412,0.0,-28.541,37.886002,10.229,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,81.323997,55.674,64.768997,,-2.327,27.084999,,-37.925999,0.0,-34.476002,,6.374,0.0,38.799999,-35.146,-1.503,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,184.042007,99.899002,69.786003,,-2.415,26.843,,1.182,0.0,-52.014,,-1.175,0.0,0.97,81.600998,-40.634998,,,0.0,,,,,,,,,,,,,0.0,,,,
12/30/1994,107.556999,41.191002,72.069,,-2.628,8.333,,-5.244,0.0,49.389999,,-4.816,0.0,12.223,-91.5,28.539,,,0.0,,,,,,,,,,,,,0.0,,,107.556999,
