Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2007,499.4,,,-381.7,,117.7,,-46.9,,,,70.8,-0.9,0.9,0.9,,0.0,,0.0,69.9,-28.0,41.9,0.0,,,41.9,0.0,41.9,0.0,0.0,41.9,41.9,,138.8,0.3,0.3,0.3,138.8,0.3,0.3,0.3,
06/30/2007,780.3,,,-537.2,,243.1,,-78.0,,,,165.1,-6.6,6.6,6.6,,0.0,,0.0,158.5,-59.8,98.7,0.0,,,98.7,0.0,98.7,0.0,0.0,98.7,98.7,8.596,138.9,0.71,0.71,0.77,139.9,0.71,0.71,0.77,
09/30/2007,460.0,,,-334.2,,125.8,,-57.9,,,,67.9,-8.8,8.5,8.8,-0.3,0.0,,0.3,59.1,-23.1,36.0,0.0,,,36.0,0.0,36.0,0.0,0.0,36.0,36.0,,139.1,0.26,0.26,0.27,139.8,0.26,0.26,0.27,
12/31/2007,474.4,,,-345.7,,128.7,,-72.1,,,,56.6,-9.3,8.6,9.3,-0.7,0.0,,0.7,47.3,-18.4,28.9,0.0,,,28.9,0.0,28.9,0.0,0.0,28.9,28.9,,139.3,0.21,0.21,0.225,140.9,0.21,0.21,0.225,
03/31/2008,505.0,,,-383.1,,121.9,,-67.3,,,,54.6,-6.2,5.6,6.2,-0.6,0.0,,0.6,48.4,-18.9,29.5,0.0,,,29.5,0.0,29.5,0.0,0.0,29.5,29.5,,139.9,0.21,0.21,0.26,141.3,0.21,0.21,0.26,
06/30/2008,794.7,,,-543.4,,251.3,,-77.9,,,,173.4,-2.3,1.9,2.3,-0.4,0.0,,0.4,171.1,-73.3,97.8,0.0,,,97.8,0.0,97.8,0.0,0.0,97.8,97.8,5.2,140.1,0.7,0.7,0.74,141.9,0.69,0.69,0.73,
09/30/2008,474.5,460.5,14.0,-363.0,363.0,111.5,0.0,-58.8,56.7,,2.1,52.7,5.5,4.9,5.4,-0.5,-2.0,,-8.4,58.2,-22.6,35.6,0.0,0.0,0.0,35.6,0.0,35.6,0.0,0.0,35.6,30.14,-5.46,140.4,0.25,0.25,0.214672,142.2,0.25,0.25,0.211603,
12/31/2008,437.5,437.5,,-328.2,328.2,109.3,0.0,-62.0,62.0,,0.0,47.3,1.4,3.2,3.2,0.0,-4.7,,0.1,48.7,-18.7,30.0,0.1,0.1,0.0,29.9,0.0,29.9,0.0,0.0,29.9,30.0,0.0,140.2,0.21,0.21,0.21,141.3,0.21,0.21,0.21,
03/31/2009,463.7,463.7,,-357.3,357.3,106.4,0.0,-48.7,48.7,,0.0,57.7,-3.2,3.3,3.5,-0.2,-0.2,,0.1,54.5,-13.3,41.2,0.3,0.3,0.0,40.9,0.0,40.9,0.0,0.0,40.9,41.2,0.0,139.5,0.29,0.3,0.3,141.2,0.29,0.29,0.29,
06/30/2009,736.7,728.5,8.2,-492.6,492.6,244.1,0.0,-50.9,50.7,,0.2,193.2,-7.7,2.1,2.2,-0.1,5.0,,0.6,185.5,-68.6,116.9,0.0,0.0,0.0,116.9,0.0,116.9,0.0,0.0,116.9,116.9,0.0,139.9,0.84,0.84,0.84,141.5,0.83,0.83,0.83,
09/30/2009,438.2,438.2,,-338.5,338.5,99.7,0.0,-53.4,53.4,,0.0,46.3,-3.8,2.6,2.6,0.0,1.0,,0.2,42.5,-15.9,26.6,0.2,0.2,0.0,26.4,0.0,26.4,0.0,0.0,26.4,26.6,0.0,138.1,0.19,0.19,0.19,140.4,0.19,0.19,0.19,
12/31/2009,529.7,529.7,,-399.7,399.7,130.0,0.0,-58.4,58.4,,0.0,71.6,-3.1,2.3,2.4,-0.1,0.5,,0.3,68.5,-17.0,51.5,17.9,17.9,0.0,33.6,0.0,33.6,0.0,0.0,33.6,51.5,0.0,135.7,0.25,0.38,0.38,139.5,0.24,0.37,0.37,
03/31/2010,490.8,490.8,,-380.9,380.9,109.9,0.0,-60.0,60.0,,0.0,49.9,-1.5,2.4,2.5,-0.1,-1.1,,0.2,48.4,-17.6,30.8,5.9,5.9,0.0,24.9,0.0,24.9,0.0,0.0,24.9,30.8,0.0,134.8,0.18,0.23,0.23,138.8,0.18,0.22,0.22,
06/30/2010,750.5,750.5,,-497.3,497.3,253.2,0.0,-69.8,69.8,,0.0,183.4,-0.7,1.8,2.3,-0.5,-1.4,,0.3,182.7,-66.5,116.2,11.1,11.1,0.0,105.1,0.0,105.1,0.0,0.0,105.1,116.2,0.0,134.8,0.78,0.86,0.86,137.6,0.76,0.84,0.84,
09/30/2010,421.4,421.4,,-336.6,336.6,84.8,0.0,-61.5,61.5,,0.0,23.3,-2.4,2.0,2.4,-0.4,0.3,,0.1,20.9,-7.6,13.3,0.0,0.0,0.0,13.3,0.0,13.3,0.0,0.0,13.3,16.16,2.86,126.5,0.11,0.11,0.127747,129.6,0.1,0.1,0.122068,
12/31/2010,442.3,442.3,,-356.6,356.6,85.7,0.0,-66.9,66.9,,0.0,18.8,-2.3,1.9,2.4,-0.5,0.2,,0.2,16.5,-5.9,10.6,0.2,0.2,0.0,10.4,0.0,10.4,0.0,0.0,10.4,14.045,3.445,125.0,0.08,0.08,0.11236,128.5,0.08,0.08,0.106809,
03/31/2011,527.1,527.1,,-406.6,406.6,120.5,0.0,-66.9,66.9,,0.0,53.6,-2.5,1.9,2.5,-0.6,0.4,,0.2,51.1,-18.5,32.6,2.9,2.9,0.0,29.7,0.0,29.7,0.0,0.0,29.7,36.825,4.225,124.2,0.24,0.26,0.296498,128.2,0.23,0.25,0.282956,
06/30/2011,776.1,776.1,,-517.3,517.3,258.8,0.0,-74.7,74.7,,0.0,184.1,-2.9,1.9,2.6,-0.7,0.8,,0.2,181.2,-65.9,115.3,-0.9,-0.9,0.0,116.2,0.0,116.2,0.0,0.0,116.2,128.725,13.425,123.5,0.94,0.93,1.042308,126.8,0.92,0.91,1.015875,
09/30/2011,476.4,476.4,,-382.8,382.8,93.6,0.0,-64.7,64.7,,0.0,28.9,-2.7,2.1,2.6,-0.5,0.5,,0.1,26.2,-9.5,16.7,0.0,0.0,0.0,16.7,0.0,16.7,0.0,0.0,16.7,18.7,2.0,123.7,0.14,0.14,0.151172,126.7,0.13,0.13,0.145785,
12/31/2011,479.8,479.8,,-382.6,382.6,97.2,0.0,-73.5,73.5,,0.0,23.7,-13.1,3.4,3.9,-0.5,-0.5,,10.2,10.6,-3.8,6.8,0.0,0.0,0.0,6.8,0.0,6.8,0.0,0.0,6.8,15.4,8.6,123.7,0.05,0.05,0.124495,127.2,0.05,0.05,0.11761,
03/31/2012,547.0,547.0,,-420.8,420.8,126.2,0.0,-70.6,70.6,,0.0,55.6,-26.8,3.0,3.6,-0.6,0.8,,23.0,28.8,-10.7,18.1,1.4,1.4,0.0,16.7,0.0,16.7,0.0,0.0,16.7,36.2,18.1,124.0,0.14,0.15,0.291935,128.4,0.13,0.14,0.280966,
