Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1989,9.186,14.709,12.896,0.948,,,0.948,-19.367001,,,,-19.367001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1989,31.542999,14.17,13.428,-0.693,,,-0.693,4.638,,,,4.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,20.778,16.677,15.031,-5.41,,,-5.41,-5.52,,,,-5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,43.317001,16.531,14.501,0.229,,,0.229,12.056,,,,12.056,,,,,,,,,,,,,,,,,,,,,,,,,,43.317001,,,
09/30/1990,21.299999,17.086,14.571,1.421,,,1.421,-11.778,,,,-11.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,28.802,15.562,14.126,-0.666,,,-0.666,-0.22,,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,18.415001,14.76,15.51,0.899,,,0.899,-12.754,,,,-12.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,59.785,17.223,16.006001,-3.032,,,-3.032,29.587999,,,,29.587999,,,,,,,,,,,,,,,,,,,,,,,,,,59.785,,,
09/30/1991,8.658,14.882,15.398,-2.565,,,-2.565,-19.056999,,,,-19.056999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,38.707001,16.389999,16.457001,-1.756,,,-1.756,7.616,,,,7.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,36.587002,16.594999,17.955,5.829,,,5.829,-3.792,,,,-3.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,50.366001,19.597,17.746,5.807,,,5.807,7.216,,,,7.216,,,,,,,,,,,,,,,,,,,,,,,,,,50.366001,,,
10/01/1992,18.445999,14.66,17.719,3.71,,,3.71,-17.643,,,,-17.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,33.551998,16.542999,17.712999,-0.639,,,-0.639,-0.065,,,,-0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,28.66,17.573999,19.709,1.512,,,1.512,-10.135,,,,-10.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,52.965,22.278,21.052,1.861,,,1.861,7.774,,,,7.774,,,,,,,,,,,,,,,,,,,,,,,,,,52.965,,,
09/30/1993,26.347,21.382,22.577,1.225,,,1.225,-18.837,,,,-18.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,55.925999,21.405001,21.197001,0.857,,,0.857,12.467,,,,12.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,41.952999,23.596001,22.096001,1.417,,,1.417,-5.156,,,,-5.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,66.888,28.469,22.917,-1.124,,,-1.124,16.625999,,,,16.625999,,,,,,,,,,,,,,,,,,,,,,,,,,66.888,,,
09/30/1994,35.044998,27.354,24.127001,0.142,,,0.142,-16.577999,,,,-16.577999,,,-32.203999,,,,-32.203999,,,,,,,,,,32.203999,,,,,,,,,,,,
12/31/1994,65.170998,27.91,25.209999,-0.149,,,-0.149,12.2,,,,12.2,,,-42.544998,,,,-42.544998,,,,,,,,,,42.544998,,,,,,,,,,,,
03/31/1995,58.998001,31.794001,26.485001,2.161,,,2.161,-1.442,,,,-1.442,,,-48.799,,,,-48.799,,,,,,,,,,48.799,,,,,,,,,,,,
06/30/1995,65.434998,36.977001,29.035,0.071,,,0.071,-0.648,,,,-0.648,,,,,,,,,,,,,,,,,,,,,,,,,,65.434998,,,
09/30/1995,29.929001,35.157001,29.034,1.357,,,1.357,-35.618999,,,,-35.618999,,-54.227001,-54.227001,,,,-54.227001,,,,,,,,,,0.0,,,,,,,,,-24.298,,,
12/31/1995,85.051003,35.056999,29.398001,2.318,,,2.318,18.278,,,,18.278,,,-55.549,,,,-55.549,,,,,,,,,,55.549,,,,,,,,,,,,
03/31/1996,47.194,36.123001,30.271999,-0.449,,,-0.449,-18.752001,,,,-18.752001,,,-51.141998,,,,-51.141998,,,,,,,,,,51.141998,,,,,,,,,,,,
06/30/1996,91.057999,39.249001,31.205,-4.909,,,-4.909,25.513,,,,25.513,,-61.471001,-61.471001,,,,-61.471001,,,,,,,,,,0.0,,,,,,,,,29.586998,,,
09/30/1996,46.793999,35.855,32.560001,1.06,,,1.06,-22.681,,,,-22.681,,-41.834999,-41.834999,,,,-41.834999,,,,,,,,,,0.0,,,,,,,,,4.959,,,
12/31/1996,49.984001,40.196999,30.618999,0.248,,,0.248,-21.08,,,,-21.08,,-54.575001,-54.575001,,,,-54.575001,,,,,,,,,,0.0,,,,,,,,,-4.591,,,
03/31/1997,18.202,43.191002,30.320999,1.348,,,1.348,-56.658001,,,,-56.658001,,-13.366,-13.366,,,,-13.366,,,,,,,,,,0.0,,,,,,,,,4.836,,,
06/30/1997,160.371994,47.473,45.174999,-13.472,,,-13.472,81.195999,,,,81.195999,,-98.781998,-98.781998,,,,-98.781998,,,,,,,,,,0.0,,,,,,,,,61.589996,,,
09/30/1997,61.709999,44.456001,33.900002,1.419,,,1.419,-18.065001,,,,-18.065001,,-64.405998,-49.701,0.0,,,-49.701,,,0.0,0.0,0.0,,,,,-14.704998,-13.464999,-1.895,0.0,-3.0,2.108,-5.108,-8.57,,-16.160999,,,
12/31/1997,55.063,45.550999,40.654999,0.86,,,0.86,-32.002998,,,,-32.002998,,-62.025002,-58.446999,0.0,,,-58.446999,,,0.0,0.0,0.0,,,,,-3.578003,-25.787,-1.94,-1.769,-13.365,2.378,-15.743,-8.713,,-32.749001,,,
03/31/1998,78.772003,46.417999,34.511002,3.185,,,3.185,-5.342,,,,-5.342,,-46.356998,-51.538,2.976,,,-54.514,,,0.0,0.0,0.0,,,,,5.181002,2.073,-2.352,0.0,0.967,0.967,0.0,3.458,,34.487999,,,
06/30/1998,109.110001,45.818001,39.854,13.669,,,13.669,9.769,,,,9.769,,-61.817001,-60.295001,4.231,,,-64.526001,,,0.0,0.0,0.0,,,,,-1.522,-27.375999,-2.435,-0.015,-26.793999,1.61,-28.403999,1.868,,19.917,,,
09/30/1998,52.584,39.173,37.778999,-0.137,,,-0.137,-24.231001,,,,-24.231001,,-67.382004,-51.337002,0.181,,,-51.518002,,,0.0,0.0,0.0,,,,,-16.045002,-4.915,-2.266,0.094,-7.697,1.794,-9.491,4.954,,-19.712999,,,
12/31/1998,68.933998,43.873001,44.388,2.748,,,2.748,-22.075001,,,,-22.075001,,-71.806,-49.798998,1.829,,,-51.627998,,,0.0,0.0,0.0,,,,,-22.007002,11.096001,-0.064,-0.094,-19.988,2.001,-21.989,31.242001,,8.224,,,
03/31/1999,58.172001,44.959999,40.741001,-2.449,,,-2.449,-25.08,,,,-25.08,,-46.236,-54.808998,0.0,,,-54.808998,,,0.0,0.0,0.0,,,,,8.572998,-0.207,-4.602,4.401,-5.989,1.815,-7.804,5.983,,11.729,,,
06/30/1999,134.828003,50.022999,53.118999,17.525999,,,17.525999,14.16,,,,14.16,,-62.243,-67.983998,2.783,,,-70.766998,,,0.0,0.0,0.0,,,,,5.740998,-95.094999,-2.401,-34.729999,-9.248,0.898,-10.146,-48.716,,-22.51,,0.875,
09/30/1999,50.992001,45.497002,46.469002,3.963,,,3.963,-44.937,,,,-44.937,,-72.966003,-54.463001,4.48,,,-58.943001,,,0.0,0.0,0.0,,,,,-18.503002,6.631001,-2.358,4.162,-12.679,0.979,-13.658,17.506001,,-15.343,,,
12/31/1999,102.183998,54.118,50.410999,2.417,,,2.417,-4.762,,,,-4.762,,-51.101002,-89.964002,1.297,,,-91.261002,,,0.0,0.0,0.0,,,,,38.863,-24.608,-3.922,-0.955,-9.503,3.095,-12.598,-10.228,,26.475,,,
03/31/2000,79.456001,57.794998,47.516998,-5.784,,,-5.784,-20.072001,,,,-20.072001,,-92.051003,-93.134,1.353,,,-94.487,,,0.0,0.0,0.0,,,,,1.082997,-18.09,-3.914,-0.771,-5.576,2.384,-7.96,-7.829,,-30.684999,,,
06/30/2000,135.294998,65.043999,59.674999,-19.672001,,,-19.672001,30.247999,,,,30.247999,,-122.039001,-84.165,8.46,,,-92.625,,,0.0,0.0,0.0,,,,,-37.874001,-12.407,-4.893,-3.34,-14.258,1.133,-15.391,10.084,,0.849,,1.74,
09/30/2000,53.056,64.522003,52.998001,4.168,,,4.168,-68.632004,,,,-68.632004,,-75.393997,-103.546998,0.888,,,-104.434998,,,0.0,0.0,0.0,,,,,28.153001,-19.974,-4.892,-0.307,-10.328,2.161,-12.489,-4.447,,-42.312,,,
12/31/2000,110.330002,67.834,58.868,-0.654,,,-0.654,-15.718,,,,-15.718,,-100.140999,-104.025998,1.409,,,-105.434998,,,0.0,0.0,0.0,,,,,3.884999,-9.762,-4.888,8.071,-9.664,2.826,-12.49,-3.281,,0.427,,,
