Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1989,467.066986,42.339999,35.835999,6.504,259.306,,,0.0,,,,,31.028,,,,332.674011,101.984001,141.035004,-39.050999,0.0,32.409,,,,32.409,134.393002,,36.303001,36.303001,,,,42.993999,,,,,,93.820004,,,,93.820004,173.117004,37.745998,,,,,11.658,,,,,11.658,49.403998,222.521003,0.0,244.546005,,,0.0,,0.0,244.546005,0.0,244.546005,467.067008,
11/30/1989,583.692993,37.797999,33.792999,4.005,343.223999,,,0.0,,,,,34.57,,,,415.59201,132.496994,178.542999,-46.046001,0.0,35.604,,,,35.604,168.100994,,47.146,47.146,,,,62.751999,,,,,,112.268002,,,,112.268002,222.166,62.248001,,,,,14.341,,,,,14.341,76.589001,298.755001,0.0,284.937988,,,0.0,,0.0,284.937988,0.0,284.937988,583.692989,
02/28/1990,676.804993,56.231001,50.227001,6.004,384.45401,,,0.0,,,,,44.987,,,,485.671997,152.854996,208.522995,-55.667999,0.0,38.278,,,,38.278,191.132996,,52.741001,52.741001,,,,58.529999,,,,,,128.792004,,,,128.792004,240.063004,102.985001,,,,,15.557,,,,,15.557,118.542001,358.605004,0.0,318.200012,,,0.0,,0.0,318.200012,0.0,318.200012,676.805017,
05/31/1990,764.197998,49.828,44.848,4.98,421.10199,,,0.0,,,,,75.278,,,,546.208008,171.945007,238.570007,-66.625,0.0,46.044998,,,,46.044998,217.990005,,64.921997,64.921997,,,,42.500999,,,,,,203.872017,,,,203.872017,311.295013,89.128998,,,,,26.961,,,,,26.961,116.089998,427.385011,0.0,119.102997,,,0.0,,217.710007,336.813004,0.0,336.813004,764.198015,
08/31/1990,779.112976,50.197998,43.780998,6.417,394.64801,,,0.0,,,,,76.428001,,,,521.273987,203.886993,,,0.0,53.952,,,,53.952,257.838993,,57.280998,57.280998,,,,34.970001,,,,,,152.146004,,,,152.146004,244.397003,165.643005,,,,,10.397,,,,,10.397,176.040006,420.437009,0.0,358.675995,,,0.0,,0.0,358.675995,0.0,358.675995,779.113004,
11/30/1990,854.98999,51.772998,46.363998,5.409,453.028992,,,0.0,,,,,80.276001,,,,585.078003,208.335007,,,0.0,61.577,,,,61.577,269.912006,,53.306,53.306,,,,33.93,,,,,,169.749992,,,,169.749992,256.985992,207.143997,,,,,16.775999,,,,,16.775999,223.919996,480.905989,0.0,374.084015,,,0.0,,0.0,374.084015,0.0,374.084015,854.990004,
02/28/1991,829.375,72.18,72.18,0.0,385.132996,,,0.0,,,,,101.741997,,,,559.054993,200.393997,,,0.0,69.926003,,,,69.926003,270.32,,44.173,44.173,,,,218.787994,,,,,,203.234013,,,,203.234013,466.195007,18.274,,,,,16.635,,,,,16.635,34.909,501.104008,0.0,328.270996,,,0.0,,0.0,328.270996,0.0,328.270996,829.375004,
05/31/1991,857.640015,101.481003,101.481003,0.0,385.984985,,,0.0,,,,,98.731003,,,,586.197021,194.209,305.915985,-111.707001,0.0,77.234001,,,,77.234001,271.443001,,49.689999,49.689999,,,,180.065002,,,,,,249.619999,,,,249.619999,479.375,17.990999,,,,,15.589,,,,,15.589,33.579999,512.954999,0.0,138.800995,,,0.0,,205.884003,344.684998,0.0,344.684998,857.639997,
08/31/1991,766.122009,75.903999,75.903999,0.0,315.368011,,,0.0,,,,,99.777,,,,491.049011,189.813995,,,0.0,85.259003,,,,85.259003,275.072998,,42.138,42.138,,,,111.921997,,,,,,235.752991,,,,235.752991,389.812988,14.794,,,,,15.736,,,,,15.736,30.53,420.342988,0.0,345.778992,,,0.0,,0.0,345.778992,0.0,345.778992,766.12198,
11/30/1991,759.002014,43.675999,43.675999,0.0,328.52301,,,0.0,,,,,79.195999,,,,451.394989,214.117004,,,0.0,93.489998,,,,93.489998,307.607002,,47.886002,47.886002,,,,58.619999,,,,,,234.909985,,,,234.909985,341.415985,26.353001,,,,,17.372,,,,,17.372,43.725,385.140985,0.0,373.860992,,,0.0,,0.0,373.860992,0.0,373.860992,759.001978,
