Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,226.046997,41.037998,,,0.0,,71.057999,0.0,0.0,0.0,38.117001,,,,,,0.0,75.834,,0.0,0.0,,,,,13.05,,,,,,,,,35.973001,49.023001,0.0,4.464,,,0,,165.830002,170.294002,6.73,177.024002,226.047003,
09/30/1993,244.367996,70.396004,,,0.0,,38.172001,0.0,0.0,0.0,40.221001,,,,,,0.0,95.578991,,0.0,0.0,,,,,12.983,,,,,,,,,45.365,58.348,0.0,4.72,,,0,,174.826996,179.546996,6.473,186.019996,244.367996,
12/31/1993,263.399994,46.217999,,,0.0,,43.102001,0.0,0.0,0.0,39.827999,,,,,,,134.251995,,0.0,0.0,,,,,12.915,,,,,,,,,45.383999,58.298999,0.0,7.016,,,0,,188.936996,195.952996,9.148,205.100996,263.399995,
03/31/1994,279.592987,53.957001,,,0.0,,44.254002,0.0,0.0,0.0,42.640999,,,,,,0.0,138.740986,,0.0,0.0,,,,,12.845,,,,,,,,,53.831999,66.677,0.0,6.787,,,0,,194.013,200.800001,12.116,212.916001,279.593,
06/30/1994,275.095001,37.504002,,,0.0,,46.766998,0.0,0.0,0.0,43.243,,,,,,0.0,147.581001,,0.0,0.0,,,,,12.762,,,,,,,,,51.205998,63.967998,0.0,6.804,,,0,,195.576004,202.380004,8.747,211.127004,275.095002,
09/30/1994,305.13501,49.41,,,0.0,,49.034,0.0,0.0,0.0,47.025002,,,,,,0.0,159.666008,,0.0,0.0,,,,,13.688,,,,,,,,,63.964001,77.652001,0.0,7.34,,,0,,207.623993,214.963993,12.519,227.482993,305.134994,
12/31/1994,297.282013,60.015999,,,0.0,,46.722,0.0,0.0,0.0,49.341,,,,,,,141.203014,,0.0,0.0,,,,,13.41,,,,,,,,,51.301998,64.711998,0.0,7.649,,,0,,208.589996,216.238996,16.330999,232.569995,297.281993,
03/31/1995,299.445007,60.838001,,,0.0,,47.037998,0.0,0.0,0.0,48.863998,,,,,,0.0,142.705009,,0.0,0.0,,,,,13.333,,,,,,,,,52.158001,65.491001,0.0,7.63,,,0,,214.841003,222.471004,11.483,233.954003,299.445004,
06/30/1995,323.247986,76.739998,,,0.0,,50.900002,0.0,0.0,0.0,48.556,,,,,,0.0,147.051987,,0.0,0.0,,,,,13.254,,,,,,,,,53.916,67.17,0.0,8.642,,,0,,232.393997,241.035997,15.042,256.077997,323.247997,
09/30/1995,352.246002,98.688004,,,0.0,,54.268002,0.0,0.0,0.0,49.778999,,,,,,0.0,149.510998,,0.0,0.0,,,,,0.797,,,,,,,,,71.095001,71.892001,0.0,9.33,,,0,,252.141998,261.471998,18.882,280.353998,352.245999,
12/31/1995,365.342987,81.431,,,0.0,,55.841,0.0,0.0,0.0,60.222,,,,,,,167.848987,,0.0,0.0,,,,,0.0,,,,,,,,,69.502004,69.502004,0.0,8.645,,,0,,265.587006,274.232006,21.608999,295.841005,365.343009,
03/31/1996,387.792999,88.233002,,,0.0,,63.606998,0.0,0.0,0.0,63.035,,,,,,0.0,172.917999,,0.0,0.0,,,,,0.0,,,,,,,,,80.139,80.139,0.0,14.32,,,0,,268.334991,282.654991,24.999001,307.653992,387.792992,
06/30/1996,412.674011,94.945,,,0.0,,65.264999,0.0,0.0,0.0,72.622002,,,,,,0.0,179.84201,,0.0,0.0,,,,,0.0,,,,,,,,,83.529999,83.529999,0.0,15.18,,,0,,284.515015,299.695015,29.448999,329.144014,412.674013,
09/30/1996,457.954987,121.501999,,,0.0,,68.102997,0.0,0.0,0.0,83.190002,,,,,,0.0,185.159988,,0.0,0.0,,,,,0.0,,,,,,,,,102.511002,102.511002,0.0,16.517,,,0,,305.063995,321.580996,33.862999,355.443995,457.954996,
12/31/1996,478.834015,114.551003,,,0.0,,73.238998,0.0,0.0,0.0,101.207001,,,,,,0.0,189.837013,,0.0,0.0,,,,,0.0,,,,,,,,,94.999999,94.999999,0.0,19.337,,,0,,326.32901,345.66601,38.167999,383.834009,478.834008,
03/31/1997,504.10199,133.261993,,,0.0,,75.248001,0.0,0.0,0.0,108.674004,,,,,,0.0,186.917992,,0.0,0.0,,,,,0.0,,,,,,,,,97.641998,97.641998,0.0,19.353001,,,0,,344.234985,363.587986,42.872002,406.459988,504.101986,
06/30/1997,545.669006,134.285995,,,0.0,,83.420998,0.0,0.0,0.0,122.495003,,,,,,0.0,205.46701,,0.0,0.0,,,,,0.0,,,,,,,,,104.448997,104.448997,0.0,21.518,,,0,,378.832001,400.35,40.869999,441.219999,545.668997,
09/30/1997,618.106018,180.727005,,,0.0,,87.888,0.0,0.0,0.0,132.744003,,,,,,0.0,216.747009,,0.0,0.0,,,,,0.0,,,,,,,,,123.537003,123.537003,0.0,29.922001,,,0,,418.450989,448.37299,46.195999,494.568989,618.105991,
12/31/1997,646.067017,200.408997,,,0.0,,86.794998,0.0,0.0,0.0,142.496994,,,,,,0.0,216.366028,,0.0,0.0,,,,,0.0,,,,,,,,,109.557,109.557,0.0,42.526001,,,0,,444.147003,486.673004,49.837002,536.510006,646.067006,
03/31/1998,688.940979,215.792999,,,0.0,,94.254997,0.0,0.0,0.0,142.737,,,,,,0.0,236.155983,,0.0,0.0,,,,,0.0,,,,,,,,,117.388,117.388,0.0,47.070999,,,0,,486.149994,533.220993,38.332001,571.552994,688.940994,
06/30/1998,724.669006,248.731003,,,0.0,,96.403999,0.0,0.0,0.0,149.684998,,,,,,0.0,229.849007,,0.0,0.0,,,,,0.0,,,,,,,,,106.751999,106.751999,0.0,55.169998,,,0,,519.315002,574.485001,43.431999,617.917,724.668999,
09/30/1998,731.88501,287.779999,,,0.0,,91.943001,0.0,0.0,0.0,157.645004,,,,,,0.0,194.517006,,0.0,0.0,,,,,0.0,,,,,,,,,119.849998,119.849998,0.0,54.206001,,,0,,509.248993,563.454994,48.580002,612.034996,731.884995,
12/31/1998,796.783997,283.838013,,,0.0,,100.702003,0.0,0.0,0.0,166.612,,,,,,0.0,245.631981,,0.0,0.0,,,,,0.0,,,,,,,,,129.813998,129.813998,0.0,65.110001,,,0,,549.19397,614.30397,52.666,666.969971,796.783969,
03/31/1999,861.895996,346.829987,,,0.0,,105.514999,0.0,0.0,0.0,174.089005,,,,,,0.0,235.462006,,0.0,0.0,,,,,0.0,,,,,,,,,141.544998,141.544998,0.0,70.905998,,,0,,591.176025,662.082024,58.269001,720.351025,861.896023,
06/30/1999,921.028992,361.584015,,,0.0,,108.529999,0.0,0.0,0.0,186.707001,,,,,,0.0,264.207977,,0.0,0.0,,,,,15.014,,,,,,,,,128.609375,143.623375,0.0,72.543999,,,0,,641.280029,713.824028,63.581001,777.405029,921.028404,
09/30/1999,953.924988,390.565002,,,0.0,,112.025002,0.0,0.0,0.0,196.839005,,,,,,0.0,254.495979,,0.0,0.0,,,,,17.087999,,,,,,,,,166.041,183.129,0.0,67.074997,,,0,,634.492981,701.567978,69.227997,770.795975,953.924974,
12/31/1999,998.039001,358.471985,,,0.0,,121.637001,0.0,0.0,0.0,210.302002,,2.474,,,,0.0,305.154014,,0.0,0.0,,,,,17.716,,,,,,,,,149.918999,167.634998,0.0,72.079002,,,0,,698.10498,770.183983,60.220001,830.403984,998.038982,
03/31/2000,1125.259033,438.434998,,,0.0,,144.841003,0.0,0.0,0.0,217.867004,,,,,,0.0,324.116028,,0.0,0.0,,,,,17.632,,,,,,,,,197.917999,215.549999,0.0,78.414001,,,0,,764.841003,843.255005,66.454002,909.709007,1125.259007,
06/30/2000,1144.30603,505.891998,,,0.0,,135.591995,0.0,0.0,0.0,234.261993,,,,,,0.0,268.560043,,0.0,0.0,,,,,17.127001,,,,,,,,,157.128906,174.255907,0.0,87.472,,,0,,810.752991,898.224991,71.823997,970.048988,1144.304895,
09/30/2000,1464.129028,111.683998,,,0.0,,147.496002,0.0,0.0,0.0,245.408005,,702.215027,702.215027,,,0.0,257.325996,,0.0,0.0,,,,,319.95401,,,,,,,,,183.481995,503.436005,0.0,95.910004,,,0,,864.179016,960.08902,0.604,960.69302,1464.129024,
12/31/2000,1469.459,80.526,,,0.0,,131.041,0.0,0.0,0.0,255.66,,694.985,694.985,,,,307.247,,10.932,0.0,,,,,312.277,,,,,,,,,154.819,478.028,0.0,105.343,,,0,852.775,32.947,991.065,0.366,991.431,1469.459,
03/31/2001,1458.444946,150.278,,,0.0,,127.121002,0.0,0.0,0.0,262.044006,,687.755005,687.755005,,,,231.246933,,14.185,0.0,,,,,290.419006,,,,,,,,,148.908005,453.512012,0.0,107.365997,,,0,883.630981,13.936035,1004.933014,0.0,1004.933014,1458.445025,
06/30/2001,1417.737,125.537,,,0.0,,115.886,0.0,0.0,0.0,258.258,,680.224,680.224,,,,237.832,,19.458,0.0,,,,,215.107,,,,,,,,,141.011,375.576,0.0,108.904,,,0,916.316,16.941,1042.161,0.0,1042.161,1417.737,
09/30/2001,1422.294,181.126,,,0.0,,115.901,0.0,0.0,0.0,249.685,,672.922,672.922,,,,202.66,,22.843,0.0,,,,,140.477,,,,,,,,,191.753,355.073,0.0,112.304,,,0,948.164,6.753,1067.221,0.0,1067.221,1422.294,
12/31/2001,1313.115,79.741,,,0.0,,104.001,0.0,0.0,0.0,241.825,,665.692,665.692,,,,221.856,,25.422,0.0,,,,,103.889,,,,,,,,,105.979,235.29,0.0,92.583,,,0,973.472,11.77,1077.825,0.0,1077.825,1313.115,
03/31/2002,1361.216,113.446,,,0.0,,113.306,0.0,0.0,0.0,233.328,,665.692,665.692,,,,235.444,,29.37,0.0,,,,,70.431,,,,,,,,,127.661,227.462,0.0,114.36,,,0,1006.647,12.747,1133.754,0.0,1133.754,1361.216,
06/30/2002,1356.401,97.576,,,0.0,,106.027,0.0,0.0,0.0,226.936,,665.692,665.692,,,,260.17,,65.878,0.0,,,,,58.78,,,,,,,,,138.067,262.725,0.0,100.037,,,0,984.482,9.157,1093.676,0.0,1093.676,1356.401,
09/30/2002,1375.937988,123.416,,,0.0,,97.861,0.0,0.0,0.0,221.093002,,665.692017,665.692017,,,,267.875969,,75.347,0.0,,,,,56.561001,,,,,,,,,143.722,275.630001,0.0,100.921997,,,0,996.252991,3.132996,1100.307983,0.0,1100.307983,1375.937984,
12/31/2002,1370.433,111.418,,,0.0,,96.787,0.0,0.0,0.0,215.59,,665.692,665.692,,,,280.946,,81.292,0.0,,,,,55.899,,,,,,,,,99.402,236.593,0.0,105.274,,,0,1019.925,8.641,1133.84,0.0,1133.84,1370.433,
03/31/2003,1383.88,132.872,,,,,96.211,,,,208.735,,665.692,665.692,,,,280.37,,86.231,,,,,,44.965,,,,,,,,,118.774,249.97,,103.98,,,0,1020.988,8.942,1133.91,,1133.91,1383.88,
06/30/2003,1412.39,144.143,,,,,106.818,,,,205.294,,665.692,665.692,,,,290.443,,88.617,,,,,,17.119,,,,,,,,,115.37,221.106,,119.329,,,0,1053.851,18.104,1191.284,,1191.284,1412.39,
09/30/2003,1512.439,226.506,,,,,114.648,,,,202.057,,665.692,665.692,,,,303.536,,95.057,,,,,,12.996,,,,,,,,,139.251,247.304,,145.741,,,0,1098.991,20.403,1265.135,,1265.135,1512.439,
12/31/2003,1546.577,236.533,,,,,121.295,,,,201.094,,665.692,665.692,,,,321.963,,96.276,0.0,,,,,,,,,,,,,,121.221,217.497,,156.412,,,0,1143.913,28.755,1329.08,,1329.08,1546.577,
03/31/2004,1634.023,306.919,,,0.0,,132.905,0.0,0.0,0.0,199.423,,665.692,665.692,,,,329.084,,96.078,0.0,,,,,0.0,,,,,,,,,117.993,214.071,0.0,190.457,,,0,1197.26,32.235,1419.952,0.0,1419.952,1634.023,
06/30/2004,1728.140015,395.242004,,,0.0,,135.960007,0.0,0.0,0.0,202.475006,,665.692017,665.692017,,,,328.770981,,91.160004,0.0,,,,,0.0,,,,,,,,,138.914001,230.074005,0.0,214.334,,,0,1253.349976,30.380005,1498.06398,0.0,1498.06398,1728.137985,
09/30/2004,1843.339966,490.061005,,,0.0,,140.360992,0.0,0.0,0.0,205.682007,,665.692017,665.692017,,,,341.543945,,96.858002,0.0,,,,,0.0,,,,,,,,,180.014008,276.872009,0.0,223.300995,,,0,1311.619995,31.550049,1566.471039,0.0,1566.471039,1843.343048,
12/31/2004,1928.825,499.75,,,0.0,,158.342,0.0,0.0,0.0,203.807,,665.692,665.692,,,,401.234,,100.427,0.0,,,,,0.0,,,,,,,,,131.098,231.525,0.0,276.686,,,0,1378.948,41.666,1697.3,0.0,1697.3,1928.825,
03/31/2005,2003.706055,582.491028,,,0.0,,165.278,0.0,0.0,0.0,207.677002,,665.692017,665.692017,,,,382.568008,,102.664001,0.0,,,,,0.0,,,,,,,,,146.716995,249.380997,0.0,272.764008,,,0,1443.292969,38.268066,1754.325043,0.0,1754.325043,2003.706039,
06/30/2005,2068.275879,624.033997,,,0.0,,164.593994,0.0,0.0,0.0,208.283005,,665.692017,665.692017,,,,405.672867,,99.141998,0.0,,,,,0.0,,,,,,,,,168.003998,267.145996,0.0,243.552002,,,0,1516.217041,41.360962,1801.130005,0.0,1801.130005,2068.276001,
09/30/2005,2237.600098,772.374023,,,0.0,,167.481003,0.0,0.0,0.0,210.791,,665.692017,665.692017,,,,421.262054,,100.446999,0.0,,,,,0.0,,,,,,,,,226.496994,326.943993,0.0,259.80899,,,0,1602.594971,48.252075,1910.656036,0.0,1910.656036,2237.600029,
12/31/2005,2310.546,803.589,,,0.0,,175.03,0.0,0.0,0.0,214.79,,665.692,665.692,,,,451.445,,103.829,0.0,,,,,0.0,,,,,,,,,170.615,274.444,0.0,306.016,,,0,1683.273,46.813,2036.102,0.0,2036.102,2310.546,
03/31/2006,2494.324,933.291,,,,,189.084,0.0,0.0,,226.17,,665.692,665.692,,,,480.087,,105.429,0.0,,,,,0.0,,,,,,,,,217.487,322.916,0.0,352.681,,,0,1762.903,55.824,2171.408,0.0,2171.408,2494.324,
06/30/2006,2498.226,814.445,,,,,182.944,0.0,0.0,0.0,238.843,,669.122,669.122,,,,592.872,,107.385,0.0,,,,,0.0,,,,,,,,,244.963,352.348,0.0,231.622,,,0,1861.782,52.474,2145.878,0.0,2145.878,2498.226,
09/30/2006,2655.707,876.208,,,,,196.863,0.0,0.0,0.0,250.969,,668.98,668.98,,,,662.687,,111.174,0.0,,,,,0.0,,,,,,,,,278.046,389.22,0.0,256.592,,,0,1953.093,56.802,2266.487,0.0,2266.487,2655.707,
12/31/2006,2765.3,773.0,,,0.0,,223.5,0.0,0.0,0.0,264.9,,669.4,,,,,834.5,,114.7,0.0,,,,,0.0,,,,,,,,,223.7,338.4,0.0,300.5,,,0,2057.1,69.3,2426.9,0.0,2426.9,2765.3,
03/31/2007,2957.4,911.1,,,,,223.2,0.0,0.0,,278.6,,669.3,669.3,,,,875.2,,113.4,0.0,,,,,0.0,,,,,,,,,295.2,408.6,0.0,318.5,,,0,2154.8,75.5,2548.8,0.0,2548.8,2957.4,
06/30/2007,3076.5,895.2,,,,,248.8,0.0,0.0,,298.6,,669.1,669.1,,,,964.8,,108.0,0.0,,,,,0.0,,,,,,,,,330.2,438.2,0.0,290.4,,,0,2250.8,97.1,2638.3,0.0,2638.3,3076.5,
09/30/2007,3148.2,847.7,,,,,253.0,0.0,0.0,0.0,331.4,,668.9,668.9,,,,1047.2,,108.9,0.0,,,,,0.0,,,,,,,,,364.8,473.7,0.0,315.5,,,0,2248.4,110.6,2674.5,0.0,2674.5,3148.2,
12/31/2007,3177.3,785.1,,,,,265.3,0.0,0.0,,358.3,,668.8,668.8,,,,1099.8,,114.3,0.0,,,,,0.0,,,,,,,,,285.9,400.2,0.0,348.7,,,0,2333.4,95.0,2777.1,0.0,2777.1,3177.3,
03/31/2008,2949.4,610.2,,,,,259.1,0.0,0.0,0.0,371.2,,668.6,668.6,,,,1040.3,,117.6,0.0,,,,,0.0,,,,,,,,,253.5,371.1,0.0,356.7,,,0,2157.6,64.0,2578.3,0.0,2578.3,2949.4,
06/30/2008,3049.8,681.2,,,,,262.1,0.0,0.0,0.0,382.7,,668.5,668.5,,,,1055.3,,113.0,0.0,,,,,0.0,,,,,,,,,284.6,397.6,0.0,383.8,,,0,2203.9,64.5,2652.2,0.0,2652.2,3049.8,
09/30/2008,3122.5,852.7,,,,,234.5,0.0,0.0,0.0,415.0,,668.3,668.3,,,,952.0,,127.6,0.0,,,,,0.0,,,,,,,,,338.4,466.0,0.0,411.7,,,0,2245.7,-0.9,2656.5,0.0,2656.5,3122.5,
12/31/2008,2819.4,619.1,,,,,177.3,0.0,0.0,0.0,440.1,,665.7,665.7,,,,917.2,,157.8,0.0,,,,,0.0,,,,,,,,,172.8,330.6,0.0,415.1,,,0,2086.8,-13.1,2488.8,0.0,2488.8,2819.4,
03/31/2009,2792.5,621.8,716.2,488.3,,227.9,167.5,,,,454.5,454.5,665.7,665.7,0.0,,0.0,166.8,,175.5,,,,,,0.0,,,,0.0,,,,,156.4,331.9,0.0,415.4,51.1,364.3,0,2047.7,-2.5,2460.6,0.0,2460.6,2792.5,
06/30/2009,2956.4,667.4,783.1,558.3,,224.8,198.0,,,,474.3,474.3,665.7,665.7,0.0,,0.0,167.9,,168.8,0.0,,,,,0.0,,,,0.0,,,,,207.5,376.3,0.0,446.2,51.2,395.0,0,2083.6,50.3,2580.1,0.0,2580.1,2956.4,
09/30/2009,3161.0,739.3,896.0,666.1,,229.9,223.1,,,,501.9,501.9,665.7,665.7,0.0,,0.0,135.0,,164.1,0.0,,,,,0.0,,,,0.0,,,,,257.2,421.3,0.0,491.9,51.5,440.4,0,2152.0,95.8,2739.7,0.0,2739.7,3161.0,
12/31/2009,3210.3,743.3,905.8,677.5,,228.3,246.2,,,,512.8,512.8,665.7,665.7,0.0,64.3,0.0,72.2,,161.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,166.8,328.1,0.0,540.2,51.7,488.5,0,2240.1,101.9,2882.2,0.0,2882.2,3210.3,
03/31/2010,3392.4,764.1,1075.8,702.9,,372.9,259.0,,,,518.9,518.9,665.7,665.7,0.0,,0.0,108.9,,160.2,0.0,,,,,0.0,,,,0.0,,,,,225.3,385.5,0.0,570.3,51.9,518.4,0,2323.1,113.5,3006.9,0.0,3006.9,3392.4,
06/30/2010,3403.0,735.1,1034.5,648.8,,385.7,257.1,,,,543.9,543.9,665.7,665.7,0.0,,0.0,166.7,,162.9,0.0,,,,,0.0,,,,0.0,,,,,280.8,443.7,0.0,465.2,51.4,413.8,0,2410.8,83.3,2959.3,0.0,2959.3,3403.0,
09/30/2010,3563.3,810.4,1104.5,722.1,,382.4,275.2,,,,557.4,557.4,665.7,665.7,0.0,,0.0,150.1,,163.7,0.0,,,,,0.0,,,,0.0,,,,,335.2,498.9,0.0,469.6,51.3,418.3,0,2477.6,117.2,3064.4,0.0,3064.4,3563.3,
12/31/2010,3642.0,813.1,1142.3,747.9,,394.4,307.9,,,,560.3,560.3,665.7,665.7,0.0,60.7,0.0,92.0,,160.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,185.1,345.5,0.0,558.0,51.7,506.3,0,2599.4,139.1,3296.5,0.0,3296.5,3642.0,
03/31/2011,3886.0,1064.9,1173.6,774.0,,399.6,321.4,,,,551.8,551.8,665.7,665.7,0.0,,0.0,108.6,,164.8,0.0,,,,,0.0,,,,0.0,,,,,265.3,430.1,0.0,588.2,51.9,536.3,0,2713.3,154.4,3455.9,0.0,3455.9,3886.0,
06/30/2011,3882.4,1022.7,1208.1,800.2,,407.9,324.0,,,,555.7,555.7,665.7,665.7,0.0,,0.0,106.2,,166.9,0.0,,,,,0.0,,,,0.0,,,,,302.7,469.6,0.0,511.7,51.3,460.4,0,2744.2,156.9,3412.8,0.0,3412.8,3882.4,
09/30/2011,3839.6,1001.4,1153.2,738.6,,414.6,295.8,,,,555.1,555.1,665.7,665.7,0.0,,0.0,168.4,,173.0,,,,,,0.0,,,,0.0,,,,,397.0,570.0,0.0,519.1,50.5,468.6,0,2655.4,95.1,3269.6,0.0,3269.6,3839.6,
12/31/2011,3770.3,897.9,1169.2,764.5,,404.7,304.5,,,,567.4,567.4,665.7,665.7,0.0,80.6,0.0,85.0,,173.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,176.1,349.6,0.0,552.7,50.7,502.0,0,2765.2,102.8,3420.7,0.0,3420.7,3770.3,
03/31/2012,4076.9,1103.5,1300.3,836.8,,463.5,322.5,,,,564.7,564.7,665.7,665.7,,,0.0,120.2,,171.4,0.0,,,,0.0,0.0,,,,0.0,,,,,275.4,446.8,0.0,615.1,51.0,564.1,0,2875.9,139.1,3630.1,0.0,3630.1,4076.9,
06/30/2012,4116.9,972.3,1433.5,961.2,,472.3,324.2,,,,564.4,564.4,665.7,665.7,0.0,,0.0,156.8,,165.5,0.0,,,,,0.0,,,,0.0,,,,,293.6,459.1,0.0,552.6,50.8,501.8,0,2983.0,122.2,3657.8,0.0,3657.8,4116.9,
09/30/2012,4405.6,1235.0,1472.6,1024.2,,448.4,332.2,,,,561.0,561.0,665.7,665.7,0.0,,0.0,139.1,,160.7,0.0,,,,0.0,0.0,,,,0.0,,,,,386.0,546.7,0.0,594.9,50.9,544.0,0,3143.6,120.4,3858.9,0.0,3858.9,4405.6,
12/31/2012,4202.8,879.1,1580.8,1140.1,,440.7,353.9,,,,561.0,561.0,665.7,665.7,0.0,50.7,0.0,111.6,,154.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,202.0,356.7,0.0,682.4,51.4,631.0,0,3031.8,131.9,3846.1,0.0,3846.1,4202.8,
03/31/2013,4610.6,1285.9,1621.2,1184.8,,436.4,364.6,,,,563.0,563.0,665.7,665.7,0.0,,0.0,110.2,,149.5,0.0,,,,,0.0,,,,0.0,,,,,354.1,503.6,0.0,790.0,51.9,738.1,0,3175.0,142.0,4107.0,0.0,4107.0,4610.6,
06/30/2013,4798.9,1455.9,1641.8,1195.4,,446.4,366.5,,,,558.7,558.7,665.7,665.7,0.0,,0.0,110.3,,144.6,0.0,,,,,0.0,,,,0.0,,,,,343.8,488.4,0.0,848.3,52.0,796.3,0,3323.8,138.4,4310.5,0.0,4310.5,4798.9,
09/30/2013,5126.8,1693.3,1746.9,1307.8,,439.1,365.6,,,,567.5,567.5,665.7,665.7,0.0,,0.0,87.8,,132.9,0.0,,,,,0.0,,,,0.0,,,,,453.3,586.2,0.0,877.0,52.2,824.8,0,3494.7,168.9,4540.6,0.0,4540.6,5126.8,
