Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/31/1993,87.939003,-46.980999,40.958004,-14.092,26.865999,0.0,,2.954,29.819999,-11.171,18.649,0.0,0,18.649,0,18.649,,18.649,,0.245,0.245,76.225998,0.245,0.245,0.245,76.225998,
08/31/1993,103.580002,-62.473,41.107002,-11.386,29.721001,0.0,,2.94,32.661001,-11.929,20.732,0.0,0,20.732,0,20.732,,20.732001,,0.275,0.275,76.0,0.275,0.275,0.275,76.0,
11/30/1993,193.044998,-111.843002,81.201996,-22.938999,58.263,0.0,,3.2,61.463001,-22.740999,38.722,0.0,0,38.722,0,38.722,,38.722001,,0.51,0.51,76.222,0.51,0.51,0.51,76.222,
02/28/1994,137.138,-81.296997,55.841003,-19.771,36.07,0.0,,3.167,39.237,-14.95,24.287001,0.0,0,24.287001,0,24.287001,,24.287,,0.32,0.32,75.896004,0.32,0.32,0.32,75.896004,
05/31/1994,111.861,-65.664001,46.196999,-18.264,27.933001,,0.0,3.398,31.331001,-11.82,19.511,0.0,0,19.511,0,19.511,,19.511001,,0.26,0.26,75.323997,0.26,0.26,0.26,75.323997,
09/30/1994,38.615002,-20.660999,17.954003,-12.642,5.312,0.0,0.0,3.496,8.808,-3.028,5.78,0.0,0,5.78,0,5.78,,5.78,0.075,0.075,0.075,75.199996,0.075,0.075,0.075,75.199996,
11/30/1994,147.084,-88.438004,58.645996,-18.069,40.577,0.0,,3.978,44.555,-16.687,27.868,0.0,0,27.868,0,27.868,,27.867999,,0.375,0.375,74.744003,0.375,0.375,0.375,74.744003,
02/28/1995,143.731995,-85.334,58.397995,-17.733999,40.664001,0.0,,5.052,45.716002,-15.825,29.891001,0.0,0,29.891001,0,29.891001,,29.891002,,0.4,0.4,74.311996,0.4,0.4,0.4,74.311996,
05/31/1995,142.632004,-84.264,58.368004,-18.264999,40.103001,,0.0,5.497,45.600001,-16.379,29.221001,0.0,0,29.221001,0,29.221001,,29.221001,0.39,0.39,0.39,74.800003,0.39,0.39,0.39,74.800003,
08/31/1995,140.738007,-83.5,57.238007,-16.166,41.071999,0.0,0.0,6.315,47.386999,-17.055,30.332001,0.0,0,30.332001,0,30.332001,,30.331999,0.405,0.405,0.405,75.0,0.405,0.405,0.405,75.0,
11/30/1995,162.139008,-98.091003,64.048004,-18.471001,45.577,0.0,,20.743,66.32,-22.658001,43.661999,0.0,0,43.661999,0,43.661999,-14.1,29.561998,,0.585,0.585,74.849998,0.585,0.585,0.585,74.849998,
02/29/1996,176.783997,-108.040001,68.743996,-19.575001,49.168999,0.0,,6.224,55.392999,-20.231001,35.161999,0.0,0,35.161999,0,35.161999,,35.161998,0.465,0.465,0.465,75.396004,0.465,0.465,0.465,75.396004,
05/31/1996,165.763,-98.648003,67.114998,-18.106001,49.008999,,0.0,6.218,55.226999,-20.041,35.186001,0.0,0,35.186001,0,35.186001,,35.185998,0.46,0.46,0.46,76.356003,0.46,0.46,0.46,76.356003,
08/31/1996,158.740005,-92.714996,66.025009,-18.195,47.830002,,,6.84,54.670002,-18.68,35.990002,0.0,0,35.990002,0,35.990002,,35.990002,0.475,0.475,0.475,75.599998,0.475,0.475,0.475,75.599998,
11/30/1996,164.287003,-98.806,65.481003,-18.438999,47.042,0.0,,6.881,53.923,-18.955999,34.966999,0.0,0,34.966999,0,34.966999,,34.967,0.47,0.47,0.47,74.708,0.46,0.46,0.46,75.374001,
02/28/1997,175.169006,-103.764,71.405006,-21.254,50.151001,0.0,,7.034,57.185001,-20.507999,36.676998,0.0,0,36.676998,0,36.676998,,36.677001,0.49,0.49,0.49,74.769997,0.48,0.48,0.48,75.676003,
05/31/1997,166.751007,-97.745003,69.006004,-22.385,46.620998,,0.0,8.269,54.889998,-19.184999,35.705002,0.0,0,35.705002,0,35.705002,,35.704999,0.48,0.48,0.48,74.227997,0.48,0.48,0.48,74.905998,
08/31/1997,165.070007,-95.174004,69.896003,-21.429001,48.466999,,,7.461,55.927999,-19.895,36.033001,0.0,0,36.033001,0,36.033001,,36.032999,0.49,0.49,0.49,73.968002,0.49,0.49,0.49,73.968002,
11/30/1997,172.925995,-107.235001,65.690994,-20.041,45.650002,0.0,,6.894,52.544002,-18.174999,34.368999,0.0,0,34.368999,0,34.368999,,34.369002,0.47,0.47,0.47,73.365997,0.45,0.45,0.45,75.825996,
02/28/1998,173.916,-110.694,63.222,-19.115,44.106998,0.0,,7.178,51.284998,-17.707001,33.577999,0.0,0,33.577999,0,33.577999,,33.577998,0.46,0.46,0.46,73.477997,0.44,0.44,0.44,77.170998,
05/31/1998,167.968002,-106.510002,61.458,-18.563999,42.894001,0.0,,7.62,50.514001,-16.312,34.202,0.0,0,34.202,0,34.202,,34.202001,0.47,0.47,0.47,72.920998,0.45,0.45,0.45,76.512001,
08/31/1998,169.059006,-106.213997,62.845009,-19.229,43.616001,0.0,,7.448,51.064001,-17.165001,33.898998,0.0,0,33.898998,0,33.898998,,33.899,0.47,0.47,0.47,72.125999,0.45,0.45,0.45,75.331001,
11/30/1998,194.266998,-118.532997,75.734001,-23.688999,52.044998,0.0,,12.448,64.492998,-22.728001,41.764999,0.0,0,41.764999,0,41.764999,,41.764997,0.55,0.58,0.58,71.609001,0.53,0.56,0.56,74.517998,
02/28/1999,197.483002,-120.220001,77.263,-23.856001,53.407001,0.0,,7.345,60.752001,-21.448999,39.303001,0.0,0,39.303001,0,39.303001,,39.303002,0.55,0.55,0.55,71.266998,0.53,0.53,0.53,74.455002,
05/31/1999,192.737,-118.249001,74.487999,-22.075001,52.412998,0.0,,7.716,60.128998,-20.723,39.405998,0.0,0,39.405998,0,39.405998,,39.405999,0.56,0.56,0.56,70.914001,0.53,0.53,0.53,74.656998,
