Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
11/30/1989,168.352005,-92.745003,75.607002,-17.125,58.481998,-2.845,0.0,1.18,56.816998,-23.297001,33.52,0.0,0,33.52,0,33.52,,33.519997,,0.443333,0.443333,75.780001,0.443333,0.443333,0.443333,75.780001,
02/28/1990,102.375999,-54.557999,47.818001,-16.177999,31.639999,-2.736,0.0,1.781,30.684999,-12.771,17.914,0.0,0,17.914,0,17.914,,17.913999,,0.23,0.23,77.808002,0.23,0.23,0.23,77.808002,
05/31/1990,81.224998,-43.745998,37.479,-12.745,24.733999,-2.869,0.0,2.425,24.289999,-10.111,14.179,0.0,0,14.179,0,14.179,,14.178999,,0.18,0.18,77.972998,0.18,0.18,0.18,77.972998,
08/31/1990,101.795998,-58.775002,43.020996,-15.049,27.972,-2.871,0.0,2.758,27.859,-9.372,18.487,0.0,0,18.487,0,18.487,,18.487,0.235,0.235,0.235,77.800004,0.235,0.235,0.235,77.800004,
11/30/1990,175.024002,-96.151001,78.873001,-19.614,59.258999,-2.883,0.0,2.991,59.366999,-23.15,36.216999,0.0,0,36.216999,0,36.216999,,36.216999,,0.465,0.465,77.664001,0.465,0.465,0.465,77.664001,
02/28/1991,107.322998,-56.368,50.954998,-15.984,34.971001,-2.86,0.0,2.907,35.018001,-13.843,21.174999,-2.637,0,18.538,0,18.538,,21.175,,0.27,0.235,78.419998,0.27,0.27,0.235,78.419998,
05/31/1991,100.089996,-58.965,41.124996,-13.592,27.533001,-2.957,0.0,3.175,27.751001,-11.763,15.988,0.0,0,15.988,0,15.988,,15.988001,,0.2,0.2,79.353996,0.2,0.2,0.2,79.353996,
08/31/1991,93.472,-48.914001,44.557999,-12.237,32.320999,-2.972,0.0,2.543,31.891999,-12.044,19.848,0.0,0,19.848,0,19.848,,19.847999,0.25,0.25,0.25,79.199996,0.25,0.25,0.25,79.199996,
11/30/1991,199.046005,-116.702003,82.344002,-23.934999,58.409,0.0,,3.405,61.814,-23.594999,38.219002,-1.659,0,36.560001,0,36.560001,,38.219001,,0.49,0.47,78.202003,0.49,0.49,0.47,78.202003,
02/29/1992,120.684998,-71.254997,49.43,-13.615,35.814999,0.0,,2.808,38.622999,-14.878,23.745001,-2.469,0,21.275999,0,21.275999,,23.744998,,0.305,0.275,77.666,0.305,0.305,0.275,77.666,
05/31/1992,85.400002,-47.439999,37.960003,-12.415,25.545,0.0,,3.127,28.672,-10.393,18.278999,-1.842,0,16.437,0,16.437,,18.279001,,0.235,0.21,77.989998,0.235,0.235,0.21,77.989998,
08/31/1992,98.042999,-56.578999,41.464,-8.752,32.712002,0.0,,2.904,35.616002,-13.312,22.304001,-1.697,0,20.607,0,20.607,,22.304002,0.285,0.285,0.265,77.999992,0.285,0.285,0.265,77.999992,
11/30/1992,169.714005,-93.822998,75.891006,-18.157,57.734001,0.0,,3.38,61.114001,-22.612,38.501999,0.0,0,38.501999,0,38.501999,,38.502002,,0.49,0.49,78.321999,0.49,0.49,0.49,78.321999,
02/28/1993,113.079002,-62.080002,50.999001,-14.37,36.629002,0.0,,2.368,38.997002,-14.944,24.052999,0.0,0,24.052999,0,24.052999,,24.053001,,0.31,0.31,77.110001,0.31,0.31,0.31,77.110001,
