Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,431,0,1150,442,65,2088,,6539,16670,-10131,716,7255,9343,,895,183,443,1521,3902,1541,5443,6964,0,44.0,237,2098,2379,9343,
06/30/1990,,363,0,1159,419,62,2003,,6354,16651,-10297,766,7120,9123,,747,185,364,1296,3811,1517,5328,6624,0,37.0,237,2225,2499,9123,
09/30/1990,,113,0,1498,403,66,2080,,6760,17256,-10496,867,7627,9707,,980,125,508,1613,4000,1518,5518,7131,0,30.0,238,2308,2576,9707,
12/31/1990,,130,0,1483,401,57,2071,292.0,6837,17574,-10737,562,7691,9762,,1062,158,626,1846,4047,1289,5336,7182,0,30.0,248,2302,2580,9762,
03/31/1991,,185,0,1257,427,66,1935,,6855,17772,-10917,893,7748,9683,,880,105,648,1633,4166,1267,5433,7066,0,32.0,249,2336,2617,9683,
06/30/1991,,138,0,1322,436,31,1927,,6907,18028,-11121,869,7776,9703,,797,162,431,1390,4474,1253,5727,7117,0,31.0,249,2306,2586,9703,
09/30/1991,,209,0,1205,386,62,1862,,6943,18185,-11242,814,7757,9619,,764,160,501,1425,4478,1159,5637,7062,0,31.0,249,2277,2557,9619,
12/31/1991,,175,0,1249,404,68,1896,294.0,7126,18401,-11275,520,7940,9836,,829,163,551,1543,4563,1234,5797,7340,0,32.0,250,2214,2496,9836,
03/31/1992,,147,0,1024,376,76,1623,,7048,18439,-11391,841,7889,9512,,709,15,542,1266,4638,1142,5780,7046,0,33.0,252,2181,2466,9512,
06/30/1992,,165,0,1123,340,80,1708,,7036,18399,-11363,876,7912,9620,,758,291,476,1525,4315,1162,5477,7002,0,20.0,150,2448,2618,9620,
09/30/1992,,325,0,1058,395,96,1874,,6974,18480,-11506,906,7880,9754,,681,288,544,1513,3949,1195,5144,6657,513,21.0,372,2191,3097,9754,
01/01/1993,,157,0,1039,326,138,1660,343.0,6896,18475,-11579,553,7792,9452,,712,152,572,1436,3546,1318,4864,6300,513,21.0,390,2228,3152,9452,
03/31/1993,,496,0,939,324,120,1879,,6616,18213,-11597,910,7526,9405,,659,150,525,1334,3506,1471,4977,6311,513,,396,2185,3094,9405,
06/30/1993,,187,0,905,330,80,1502,,6513,18111,-11598,919,7432,8934,,675,149,384,1208,3129,1465,4594,5802,513,,401,2218,3132,8934,
09/30/1993,,173,0,840,348,64,1425,,6574,18237,-11663,944,7518,8943,,625,149,362,1136,3274,1395,4669,5805,513,,401,2224,3138,8943,
