Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,388.698975,,,,,,,,,,,,,,47.705997,,,47.705997,,,,,0.29,0.29,163.327988,0.29,0.29,0.29,163.327988,
03/31/1990,384.53299,-89.695,294.83799,,-210.710007,84.127998,-18.355,0.0,2.948,68.720999,-23.073,45.647999,0.0,0.0,45.647999,-0.575,,45.072999,,,45.072999,,0.275,0.275,162.781998,0.275,0.275,0.275,162.781998,
06/30/1990,388.584991,-90.047997,298.536995,,-214.074997,84.461998,-19.464001,0.0,3.435,68.432997,-23.813,44.619999,0.0,0.0,44.619999,-0.569,,44.050999,,,44.050997,,0.27,0.27,162.128006,0.27,0.27,0.27,162.128006,
09/30/1990,397.136993,-89.384003,307.75299,,-221.925995,85.827003,-18.662001,0.0,2.595,69.760002,-22.964001,46.796001,0.0,0.0,46.796001,-0.539,,46.257001,,,46.257001,0.285,0.285,0.285,162.298004,0.285,0.285,0.285,162.298004,
12/31/1990,403.529999,-83.752998,319.777001,,-223.669006,96.108002,-18.818001,0.0,-0.527,76.763001,-21.028,55.735001,0.0,0.0,55.735001,-0.522,,55.213001,,,55.213001,0.345,0.345,0.345,159.373992,0.345,0.345,0.345,159.373992,
03/31/1991,436.957001,-89.592003,347.364998,,-256.955994,90.408997,-20.924999,0.0,2.976,72.459997,-23.844,48.616001,0.0,0.0,48.616001,-0.58,,48.036001,,,48.035998,,0.28,0.28,172.143997,0.28,0.28,0.28,172.143997,
06/30/1991,464.812988,-95.225998,369.58699,,-280.319,89.267998,-22.146999,0.0,-0.61,66.510998,-18.547001,47.964001,0.0,0.0,47.964001,-0.562,,47.402001,,,47.401998,,0.275,0.275,172.406006,0.275,0.275,0.275,172.406006,
09/30/1991,463.127014,-88.925003,374.202011,,-286.657013,87.544998,-22.288,0.0,12.202,77.458998,-28.473,48.986,0.0,0.0,48.986,-0.522,,48.464,,,48.463998,,0.28,0.28,172.632004,0.28,0.28,0.28,172.632004,
01/01/1992,519.057007,-83.306,435.751007,,-330.134003,105.616997,-26.993999,0.0,4.006,82.628998,-28.768999,53.860001,0.0,0.0,53.860001,-0.879,,52.981001,,,52.980999,0.28,0.28,0.28,181.927994,0.28,0.28,0.28,181.927994,
03/31/1992,505.713989,-91.775002,413.938988,,-309.789001,104.150002,-22.704,0.0,-2.05,79.396001,-29.790001,49.605999,0.0,0.0,49.605999,-0.459,,49.146999,,,49.147,,0.265,0.265,186.824005,0.265,0.265,0.265,186.824005,
06/30/1992,512.507996,-98.462997,414.044998,,-308.294006,105.750999,-21.749001,0.0,3.456,87.457999,-31.039,56.418999,0.0,0.0,56.418999,-0.456,,55.962999,,,55.962999,,0.315,0.315,178.126007,0.315,0.315,0.315,178.126007,
09/30/1992,513.585999,-88.323997,425.262001,,-313.739014,111.523003,-22.208,0.0,2.185,91.500002,-33.791,57.709,0.0,0.0,57.709,-0.418,,57.291,,,57.291002,,0.32,0.32,178.332001,0.32,0.32,0.32,178.332001,
12/31/1992,560.312012,-90.224998,470.087014,,-348.769012,121.318001,-24.627001,0.0,2.304,98.995,-34.092999,64.902,0.0,0.0,64.902,-0.409,,64.493,,,64.493001,0.32,0.32,0.335,186.401992,0.32,0.32,0.335,186.401992,
03/31/1993,546.723999,-86.528999,460.195,,-336.95401,123.240997,-22.634001,0.0,1.085,101.691997,-38.535999,63.155998,0.0,0.0,63.155998,-0.406,,62.749998,,,62.749997,,0.335,0.335,186.824005,0.335,0.335,0.335,186.824005,
06/30/1993,568.867981,-92.521004,476.346977,,-349.64801,126.698997,-22.778999,0.0,-0.835,103.084998,-39.256001,63.828999,0.0,0.0,63.828999,-0.403,,63.425999,,,63.425998,,0.34,0.34,186.975998,0.34,0.34,0.34,186.975998,
