Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,2142.759033,16.476999,16.476999,,177.190994,,,52.780998,,,,,79.227997,,,,,,325.677002,982.784973,1369.364014,-386.57901,0.0,,834.296997,,,,,834.296997,1817.08197,,93.157997,93.157997,,,,66.057999,,,,,,292.917,,,292.917,452.132996,338.890991,,,,,325.864014,,,,325.864014,664.755005,1116.888,,186.082001,,,-299.367004,,1139.156006,1025.871002,0.0,1025.871002,2142.759003,
06/30/1990,2155.582031,36.062,36.062,,179.311996,,,47.132999,,,,,74.871002,,,,,,337.377991,992.846985,1396.847046,-404.0,0.0,,825.356995,,,,,825.356995,1818.203979,,94.658997,94.658997,,,,67.933998,,,,,,285.290001,,,285.290001,447.882996,340.643005,,,,,325.528015,,,,325.528015,666.171021,1114.054016,,185.802002,,,-301.062012,,1156.788025,1041.528015,0.0,1041.528015,2155.582031,
09/30/1990,2174.10791,47.071999,47.071999,,192.104004,,,47.645,,,,,70.359001,,,,,,357.179993,997.963989,1419.708984,-421.744995,0.0,,818.963989,,,,,818.963989,1816.927979,,111.306,111.306,,,,105.945,,,,,,282.328011,,,282.328011,499.57901,303.171997,,,,,330.463989,,,,330.463989,633.635986,1133.214996,,185.932999,,,-300.980011,,1155.940033,1040.893021,0.0,1040.893021,2174.108017,
12/31/1990,2149.623047,32.313,1.715,30.598,188.569,,,46.314999,,,,,70.775002,,,,,,337.971985,1013.429993,1450.750977,-437.321014,0.0,,798.221008,,,,,798.221008,1811.651001,,125.170998,125.170998,,,,45.404999,,,,,,259.796989,,,259.796989,430.372986,319.449005,,,,,342.217987,,,,342.217987,661.666992,1092.039978,1.798,187.639008,,,-288.898987,,1157.044983,1057.583004,0.0,1057.583004,2149.622982,
03/31/1991,2146.524902,34.285999,34.285999,,181.401993,,,49.571999,,,,,85.508003,,,,,,350.768005,1006.216003,1460.368042,-454.152008,0.0,,789.541016,,,,,789.541016,1795.757019,,115.234001,115.234001,,,,33.249001,,,,,,285.234985,,,285.234985,433.717987,319.634003,,,,,340.85199,,,,340.85199,660.485992,1094.203979,,189.970001,,,-289.076996,,1151.428009,1052.321014,0.0,1052.321014,2146.524994,
06/30/1991,2119.927979,14.897,14.897,,184.042999,,,39.671001,,,,,86.592003,,,,,,325.203003,994.359009,1465.911987,-471.553009,0.0,,800.366028,,,,,800.366028,1794.725037,,116.810997,116.810997,,,,3.13,,,,,,301.836011,,,301.836011,421.777008,312.200012,,,,,336.776001,,,,336.776001,648.976013,1070.753021,,190.332993,,,-289.186005,,1148.027985,1049.174973,0.0,1049.174973,2119.927994,
09/30/1991,2081.294922,10.84,10.84,,176.207001,,,41.297001,,,,,79.483002,,,,,,307.826996,979.028992,1466.390015,-487.360992,0.0,,794.439026,,,,,794.439026,1773.468018,,132.798996,132.798996,,,,64.686996,,,,,,282.164001,,,282.164001,479.649994,213.925003,,,,,345.977997,,,,345.977997,559.903,1039.552994,,190.531998,,,-289.213989,,1140.424011,1041.74202,0.0,1041.74202,2081.295013,
12/31/1991,2127.980957,85.197998,41.683998,43.514,190.643005,,,40.844002,,,,,72.277,,,,,,388.962006,966.593018,1469.918945,-503.325989,0.0,,772.426025,,,,,772.426025,1739.019043,,133.376007,133.376007,,,,53.109001,,,,,,251.159981,,,251.159981,437.644989,213.487,,,,,401.622986,,,,401.622986,615.109986,1052.754975,1.784,186.906998,,,-272.441986,,1158.976959,1075.225971,0.0,1075.225971,2127.980946,
04/01/1992,2137.221924,113.613998,113.613998,,203.561996,,,37.000999,,,,,74.507004,,,,,,428.68399,949.901978,1464.54895,-514.646973,0.0,,758.635986,,,,,758.635986,1708.537964,,121.106003,121.106003,,,,53.188999,,,,,,263.691998,,,263.691998,437.987,213.718994,,,,,408.184998,,,,408.184998,621.903992,1059.890991,,192.934998,,,-275.399994,,1159.79599,1077.330994,0.0,1077.330994,2137.221985,
07/01/1992,2141.780029,106.292,106.292,,197.003006,,,42.530998,,,,,74.890999,,,,,,420.71701,946.80603,1478.203979,-531.39801,0.0,,774.257019,,,,,774.257019,1721.063049,,132.707001,132.707001,,,,60.451,,,,,,267.042011,,,267.042011,460.200012,205.897003,,,,,394.355011,,,,394.355011,600.252014,1060.452026,,194.160995,,,-276.106995,,1163.273987,1081.327988,0.0,1081.327988,2141.780014,
10/01/1992,2020.302979,119.487999,119.487999,,194.112,,,43.09,,,,,66.849998,,,,,,423.540009,905.72998,1447.93103,-542.200989,0.0,,691.03302,,,,,691.03302,1596.763,,138.496002,138.496002,,,,10.628,,,,,,256.843008,,,256.843008,405.96701,205.563004,,,,,375.531006,,,,375.531006,581.094009,987.06102,,194.600006,,,-276.160004,,1114.802032,1033.242035,0.0,1033.242035,2020.303055,
12/31/1992,1994.973999,118.502999,26.818001,91.684998,192.233002,,,51.550999,,,,,70.490997,,,,,,432.778015,902.755005,1458.58606,-555.830994,0.0,,659.440979,,,,,659.440979,1562.195984,,139.115005,139.115005,,,,2.643,,,,,,257.390982,,,257.390982,399.148987,206.910995,,,,,387.5,,,,387.5,594.410995,993.559982,1.784,173.789993,,,-239.507004,,1065.347031,1001.41402,0.0,1001.41402,1994.974002,
03/31/1993,1984.834961,117.231003,77.287003,39.944,193.460999,,,48.959,,,,,79.317001,,,,,,438.967987,896.356995,1472.012939,-575.656006,0.0,,649.51001,,,,,649.51001,1545.867004,,129.434998,129.434998,,,,2.585,,,,,,267.788993,,,267.788993,399.80899,206.703003,,,,,375.908997,,,,375.908997,582.612,982.42099,,175.207993,,,-238.692993,,1065.898987,1002.413986,0.0,1002.413986,1984.834976,
06/30/1993,1983.448975,122.842999,79.739998,43.103001,206.705994,,,42.915001,,,,,71.608002,,,,,,444.071991,898.625,1493.901001,-595.276001,0.0,,640.752014,,,,,640.752014,1539.377014,,155.602997,155.602997,,,,2.554,,,,,,250.013993,,,250.013993,408.17099,206.509003,,,,,377.765015,,,,377.765015,584.274017,992.445007,,176.481995,,,-260.789001,,1075.310974,991.003967,0.0,991.003967,1983.448975,
