Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2017,296,4793,0.0,5089.0,25848.0,25848.0,-37.948718,-614.487179,0.0,-652.435897,0.560765,9.080231,0.0,9.640996,
03/31/2018,459,5110,0.0,5569.0,25286.0,25286.0,-45.088409,-501.964637,0.0,-547.053045,0.861486,9.590841,0.0,10.452327,
06/30/2018,285,4495,0.0,4780.0,24292.0,24292.0,-32.796318,-517.26122,0.0,-550.057537,0.541599,8.542055,0.0,9.083653,
09/30/2018,291,4626,0.0,4917.0,24932.0,24932.0,-51.232394,-814.43662,0.0,-865.669014,0.552864,8.788829,0.0,9.341693,
12/31/2018,217,4611,0.0,4828.0,23775.0,23775.0,-128.402367,-2728.402367,0.0,-2856.804734,0.358204,7.611423,0.0,7.969627,
03/31/2019,289,4144,0.0,4433.0,23634.0,23634.0,-45.440252,-651.572327,0.0,-697.012579,0.475431,6.817247,0.0,7.292678,
06/30/2019,249,5210,0.0,5459.0,25205.0,25205.0,-1131.818182,-23681.818182,0.0,-24813.636364,0.401827,8.407701,0.0,8.809528,
09/30/2019,869,4328,0.0,5197.0,25334.0,25334.0,543.125,2705.0,0.0,3248.125,1.420515,7.074785,0.0,8.4953,
12/31/2019,547,3361,0.0,3908.0,24508.0,24508.0,-463.559322,-2848.305085,0.0,-3311.864407,0.911743,5.602134,0.0,6.513876,
03/31/2020,373,3008,0.0,3381.0,21377.0,21377.0,-14.150228,-114.112291,0.0,-128.262519,0.636736,5.134858,0.0,5.771594,
06/30/2020,8371,1647,0.0,10018.0,26081.0,26081.0,-264.15273,-51.972231,0.0,-316.124961,12.969447,2.551748,0.0,15.521195,
