Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/30/2008,1656,3313,,4969.0,,,177.301927,354.710921,,532.012848,6.144712,12.293135,,18.437848,
12/31/2008,1864,1511,,3375.0,528.0,528.0,-63.50937,-51.482112,,-114.991482,7.404171,6.001986,,13.406157,
03/31/2009,1819,1320,,3139.0,454.0,454.0,-58.507559,-42.457382,,-100.96494,7.419039,5.3838,,12.802839,
06/30/2009,1471,1606,,3077.0,48.0,48.0,-49.033333,-53.533333,,-102.566667,6.094125,6.65341,,12.747535,
09/30/2009,2226,2174,,4400.0,45.0,45.0,-77.859391,-76.040574,,-153.899965,8.643318,8.441407,,17.084725,
03/31/2010,677,4289,,4966.0,45.0,45.0,-17.394656,-110.200411,,-127.595067,2.652302,16.803134,,19.455436,
06/30/2010,528,4875,,5403.0,43.0,43.0,-13.435115,-124.045802,,-137.480916,2.039791,18.833301,,20.873093,
09/30/2010,661,4273,,4934.0,6.0,6.0,-18.144386,-117.293439,,-135.437826,2.606775,16.851363,,19.458138,
12/31/2010,4078,2897,798.0,,,,-103.371356,-73.434728,-20.228137,,16.254783,11.547353,3.180804,,
03/31/2011,1106,5555,,6661.0,,,-28.00709,-140.668524,,-168.675614,4.079224,20.488327,,24.567551,
06/30/2011,664,5013,,5677.0,,,-14.726103,-111.177645,,-125.903748,2.574941,19.440028,,22.014969,
09/30/2011,1545,3027,,4572.0,,,-31.967722,-62.631906,,-94.599628,6.250253,12.245641,,18.495894,
12/31/2011,3915,3295,922.0,8132.0,,,-55.055548,-46.336662,-12.965828,-114.358037,16.416471,13.816672,3.866152,34.099296,
03/31/2012,1666,3673,,5339.0,,,-19.18029,-42.286438,,-61.466728,6.796948,14.985109,,21.782057,
06/30/2012,1262,4143,,5405.0,,,-14.072257,-46.197591,,-60.269848,5.103939,16.755642,,21.859581,
09/30/2012,1082,3581,,4663.0,,,-14.671186,-48.555932,,-63.227119,4.522088,14.966356,,19.488444,
12/31/2012,1288,3039,0.0,4327.0,,,-16.126205,-38.04933,0.0,-54.175535,5.47852,12.926414,0.0,18.404934,
03/31/2013,1270,3287,,4557.0,,,-15.162369,-39.243075,,-54.405444,5.324501,13.780815,,19.105316,
06/30/2013,2171,4303,,6474.0,,,-26.424051,-52.373418,,-78.797468,8.281202,16.413641,,24.694843,
09/30/2013,1424,5615,,7039.0,,,-17.975259,-70.878566,,-88.853825,5.317401,20.96714,,26.284541,
12/31/2013,4050,5205,0.0,9255.0,,,-148.297327,-190.589528,0.0,-338.886855,9.57945,12.311368,0.0,21.890818,
03/31/2014,4487,4915,0.0,9402.0,,,409.771689,448.858447,0.0,858.630137,10.259048,11.237625,0.0,21.496673,
06/30/2014,810,4662,,5472.0,,,19.823789,114.096916,,133.920705,1.807592,10.403696,,12.211287,
09/30/2014,1123,3328,,4451.0,,,22.591028,66.9483,,89.539328,2.542277,7.534014,,10.076291,
12/31/2014,1728,5355,0.0,7083.0,,,85.502227,264.967838,0.0,350.470064,3.997687,12.388664,0.0,16.38635,
03/31/2015,1887,6995,0.0,8882.0,,,68.270622,253.075253,0.0,321.345876,4.036018,14.961287,0.0,18.997305,
06/30/2015,848,4985,0.0,5833.0,,,23.322332,137.10121,0.0,160.423542,1.771538,10.414055,0.0,12.185594,
09/30/2015,2076,3986,0.0,6062.0,,,55.183413,105.95428,0.0,161.137693,4.261521,8.182285,0.0,12.443806,
12/31/2015,1703,4854,0.0,6557.0,21111.0,21111.0,30.221828,86.140195,0.0,116.362023,3.517505,10.025818,0.0,13.543323,
03/31/2016,1073,6053,0.0,7126.0,,,22.781316,128.5138,0.0,151.295117,2.149913,12.128073,0.0,14.277986,
06/30/2016,1349,5963,0.0,7312.0,23452.0,23452.0,31.284787,138.288497,0.0,169.573284,2.642456,11.680476,0.0,14.322932,
09/30/2016,1013,5996,0.0,7009.0,24486.0,24486.0,23.069916,136.552038,0.0,159.621954,1.982077,11.732018,0.0,13.714096,
12/31/2016,1225,5447,,6672.0,24983.0,24983.0,32.364597,143.910172,,176.274769,2.389125,10.623318,,13.012443,
03/31/2017,700,6145,0.0,6845.0,,25113.0,20.248771,177.755279,0.0,198.00405,1.330116,11.676516,0.0,13.006632,
06/30/2017,454,6600,0.0,7054.0,25440.0,25440.0,12.220727,177.658143,0.0,189.878869,0.851207,12.374381,0.0,13.225589,
09/30/2017,273,5545,,5818.0,23839.0,23839.0,6.914894,140.450861,0.0,147.365755,0.520982,10.581859,0.0,11.102842,
