Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,3314.0,3314.0,,,,0.0,0.0,0.0,-1449.0,1449.0,1449.0,,0.0,,,,1865.0,-841.0,,203.0,93.0,545.0,1024.0,-167.0,,,0.0,16.0,207.0,207.0,0.0,0.0,-24.0,857.0,-286.0,,571.0,6.0,,,565.0,0,565.0,-2.0,0.0,563.0,563.0,,478.0,1.18,1.19,1.2,489.0,1.16,1.17,1.18,
12/31/2005,2755.0,2755.0,,,,0.0,0.0,0.0,-1091.0,1091.0,1091.0,,0.0,,,,1664.0,-912.0,,197.0,105.0,610.0,752.0,-148.0,,,0.0,13.0,211.0,215.0,8.0,-12.0,-50.0,604.0,-190.0,,415.0,58.0,,,356.0,0,356.0,0.0,0.0,356.0,356.0,,476.0,0.74,0.85,0.88,486.0,0.74,0.85,0.88,
03/31/2006,2304.0,2304.0,,,,,0.0,,-521.0,521.0,521.0,,,,,,1783.0,-827.0,,205.0,86.0,536.0,956.0,-189.0,,,0.0,9.0,213.0,214.0,-5.0,4.0,-15.0,767.0,-251.0,,516.0,-60.0,,,576.0,0,576.0,0.0,,576.0,576.0,,464.0,1.24,1.11,1.11,474.0,1.22,1.09,1.09,
06/30/2006,2667.0,2667.0,,,,0.0,0.0,0.0,-658.0,658.0,658.0,,0.0,,,,2009.0,-816.0,,207.0,87.0,522.0,1193.0,-386.0,,,0.0,11.0,218.0,224.0,-10.0,4.0,179.0,807.0,-310.0,,497.0,0.0,,,497.0,0,497.0,0.0,0.0,497.0,497.0,,458.0,1.08,1.08,1.6,465.0,1.07,1.07,1.59,
09/30/2006,3510.0,3510.0,,,,0.0,0.0,0.0,-1002.0,1002.0,1002.0,,0.0,,,,2508.0,-863.0,,216.0,102.0,545.0,1645.0,-186.0,,,0.0,10.0,209.0,209.0,0.0,0.0,-13.0,1459.0,-475.0,,984.0,-20.0,,,1004.0,0,1004.0,0.0,0.0,1004.0,1004.0,,459.0,2.19,2.15,2.14,466.0,2.15,2.11,2.1,
12/31/2006,2375.0,2375.0,,,,0.0,0.0,0.0,-603.0,603.0,603.0,,0.0,,,,1772.0,-906.0,,202.0,115.0,589.0,866.0,-171.0,,,0.0,16.0,190.0,183.0,15.0,-8.0,-3.0,695.0,-227.0,,468.0,-7.0,,,475.0,0,475.0,0.0,0.0,475.0,475.0,,460.0,1.04,1.02,1.2,467.0,1.02,1.0,1.18,
03/31/2007,1669.0,1669.0,,,,,0.0,,-665.0,665.0,665.0,,,,,,1004.0,-854.0,,204.0,87.0,563.0,150.0,-920.0,,,0.0,17.0,197.0,215.0,-22.0,4.0,740.0,-770.0,273.0,,-497.0,,,,-497.0,0,-497.0,0.0,,-497.0,-497.0,,458.0,-1.09,-1.09,0.96,458.0,-1.09,-1.09,0.96,
06/30/2007,2022.0,2022.0,,,,0.0,0.0,0.0,-739.0,739.0,739.0,,,,,,1283.0,-884.0,,200.0,89.0,595.0,399.0,-310.0,,,0.0,17.0,221.0,221.0,0.0,0.0,106.0,89.0,21.0,,110.0,-11.0,,,121.0,0,121.0,0.0,,121.0,121.0,,459.0,0.26,0.24,0.93,464.0,0.26,0.24,0.93,
09/30/2007,3445.0,3445.0,,,,0.0,0.0,0.0,-882.0,882.0,882.0,,0.0,,,,2563.0,-881.0,,209.0,93.0,579.0,1682.0,-197.0,,,0.0,19.0,226.0,226.0,0.0,0.0,-10.0,1485.0,-506.0,,979.0,-13.0,,,992.0,0,992.0,0.0,0.0,992.0,992.0,,460.0,2.15,2.12,2.12,465.0,2.13,2.1,2.1,
12/31/2007,856.0,856.0,,,,0.0,0.0,0.0,-739.0,739.0,739.0,,0.0,,,,117.0,-1125.0,,436.0,106.0,583.0,-1008.0,-822.0,,,0.0,27.0,866.0,848.0,22.0,-4.0,-17.0,-1830.0,576.0,,-1254.0,-1.0,,,-1253.0,0,-1253.0,0.0,0.0,-1253.0,-1253.0,,1664.944946,-0.75,-0.75,-0.75,1664.944946,-0.75,-0.75,-0.75,
03/31/2008,2354.0,2354.0,,,,0.0,0.0,0.0,-821.0,821.0,821.0,,0.0,,,,1533.0,-1055.0,,395.0,86.0,574.0,478.0,-2407.0,,,0.0,5.0,843.0,843.0,0.0,0.0,1569.0,-1929.0,660.0,,-1269.0,0.0,,,-1269.0,0,-1269.0,0.0,0.0,-1269.0,-1269.0,,1665.585,-0.76,-0.76,-0.76,1665.585,-0.76,-0.76,-0.76,
06/30/2008,2951.0,2951.0,,,,0.0,0.0,0.0,-1416.0,1416.0,1416.0,,,,,,1535.0,-5835.0,,390.0,81.0,5364.0,-4300.0,-834.0,,,0.0,8.0,831.0,831.0,0.0,0.0,11.0,-5134.0,1803.0,,-3331.0,0.0,,,-3331.0,0,-3331.0,0.0,0.0,-3331.0,-3331.0,,1667.005493,-2.0,-2.0,-2.0,1667.005493,-2.0,-2.0,-2.0,
09/30/2008,3695.0,3695.0,,,,0.0,0.0,0.0,-1631.0,1631.0,1631.0,,0.0,,,,2064.0,-1142.0,,431.0,92.0,619.0,922.0,4696.0,,,0.0,9.0,831.0,831.0,0.0,0.0,-5518.0,5618.0,-2001.0,,3617.0,0.0,,,3617.0,0,3617.0,0.0,0.0,3617.0,3617.0,,1666.701901,2.17,2.17,2.17,1666.701901,2.17,2.17,2.17,
12/31/2008,2364.0,2364.0,,,,0.0,0.0,0.0,-727.0,727.0,727.0,,0.0,,,,1637.0,3599.0,,394.0,104.0,-4097.0,5236.0,-14260.0,,,0.0,5.0,2430.0,2430.0,0.0,0.0,11835.0,-9024.0,9.0,,-9015.0,0.0,,,-9015.0,160,-8855.0,0.0,0.0,-8855.0,-8855.0,,1667.253807,-5.31,-5.31,0.07,1667.253807,-5.31,-5.31,0.07,
03/31/2009,2139.0,2139.0,,,,0.0,0.0,0.0,-601.0,601.0,601.0,,0.0,,,,1538.0,-1125.0,,407.0,85.0,633.0,413.0,374.0,,,0.0,1.0,667.0,667.0,0.0,0.0,-1040.0,787.0,-333.0,,454.0,0.0,,,454.0,-12,442.0,0.0,0.0,442.0,442.0,,1666.630298,0.27,0.27,0.32,1666.630298,0.27,0.27,0.32,
06/30/2009,2342.0,2342.0,,,,0.0,0.0,0.0,-700.0,700.0,700.0,,0.0,,,,1642.0,-1167.0,,423.0,79.0,665.0,475.0,-662.0,,,0.0,11.0,431.0,431.0,0.0,0.0,242.0,-187.0,48.0,,-139.0,0.0,,,-139.0,-16,-155.0,0.0,0.0,-155.0,-155.0,,1666.417409,-0.09,-0.09,-0.09,1666.417409,-0.09,-0.09,-0.09,
09/30/2009,2885.0,2885.0,,,,0.0,0.0,0.0,-870.0,870.0,870.0,,0.0,,,,2015.0,-1215.0,,456.0,94.0,665.0,800.0,-885.0,,,0.0,18.0,1039.0,1039.0,0.0,0.0,-136.0,-85.0,31.0,,-54.0,0.0,,,-54.0,-26,-80.0,0.0,0.0,-80.0,-80.0,,,,,,,,,,
12/31/2009,2180.0,2180.0,,,,0.0,0.0,0.0,-707.0,707.0,707.0,,0.0,,,,1473.0,-1272.0,,,101.0,703.0,201.0,59.0,,,0.0,15.0,775.0,775.0,0.0,0.0,-819.0,260.0,-113.0,,147.0,0.0,,,147.0,-10,137.0,0.0,0.0,137.0,137.0,,1664.382574,0.03,0.03,0.03,1664.382574,0.03,0.03,0.03,
03/31/2010,1999.0,1999.0,,,,0.0,0.0,0.0,-1047.0,1047.0,1047.0,,0.0,,,,952.0,-748.0,,342.0,22.0,384.0,204.0,354.0,,,0.0,10.0,954.0,954.0,0.0,0.0,-1298.0,558.0,-203.0,,355.0,0.0,,,355.0,0,355.0,0.0,0.0,355.0,355.0,,1668.630992,0.21,0.21,0.21,1668.630992,0.21,0.21,0.21,
06/30/2010,1993.0,1993.0,,,,0.0,0.0,0.0,-1074.0,1074.0,1074.0,0.0,0.0,,,,919.0,-790.0,0.0,350.0,26.0,414.0,129.0,-792.0,,,0.0,0.0,1122.0,1122.0,0.0,0.0,-330.0,-663.0,237.0,,-426.0,0.0,,,-426.0,0,-426.0,0.0,0.0,-426.0,-426.0,,1669.277542,-0.26,-0.26,-0.26,1669.277542,-0.26,-0.26,-0.26,
09/30/2010,2607.0,2607.0,,,,0.0,0.0,0.0,-1400.0,1400.0,1400.0,,0.0,,,,1207.0,-760.0,,352.0,24.0,384.0,447.0,-2979.0,,,0.0,0.0,1018.0,1018.0,0.0,0.0,1961.0,-2532.0,-370.0,,-2902.0,0.0,,,-2902.0,0,-2902.0,0.0,0.0,-2902.0,-2902.0,,1669.277542,-1.74,-1.74,-0.14,1669.277542,-1.74,-1.74,-0.14,
12/31/2010,1636.0,1636.0,,,,0.0,0.0,0.0,-850.0,850.0,850.0,0.0,0.0,,,,786.0,-803.0,0.0,363.0,34.0,406.0,-17.0,231.0,,,0.0,0.0,460.0,460.0,0.0,0.0,-691.0,214.0,-53.0,,161.0,0.0,,,161.0,0,161.0,0.0,0.0,161.0,161.0,,1669.277542,0.1,0.1,0.1,1669.277542,0.1,0.1,0.1,
03/31/2011,1672.0,1672.0,,,,0.0,0.0,0.0,-830.0,830.0,830.0,0.0,0.0,,,,842.0,-771.0,0.0,369.0,21.0,381.0,71.0,-648.0,,,0.0,2.0,643.0,643.0,0.0,0.0,7.0,-577.0,215.0,,-362.0,0.0,,,-362.0,0,-362.0,0.0,0.0,-362.0,-362.0,,1669.277542,-0.22,-0.22,-0.22,1669.277542,-0.22,-0.22,-0.22,
06/30/2011,1679.0,1679.0,,,,0.0,0.0,0.0,-838.0,838.0,838.0,0.0,0.0,,,,841.0,-628.0,0.0,371.0,22.0,235.0,213.0,-1302.0,,,0.0,,1301.0,1301.0,0.0,0.0,1.0,-1089.0,384.0,,-705.0,0.0,,,-705.0,0,-705.0,0.0,0.0,-705.0,-705.0,,1675.597195,-0.42,-0.42,-0.42,1675.597195,-0.42,-0.42,-0.42,
09/30/2011,2321.0,2321.0,,,,0.0,0.0,0.0,-1058.0,1058.0,1058.0,0.0,0.0,,,,1263.0,-802.0,0.0,379.0,21.0,402.0,461.0,-1614.0,,,0.0,,1523.0,1523.0,0.0,0.0,91.0,-1153.0,443.0,,-710.0,0.0,,,-710.0,0,-710.0,0.0,0.0,-710.0,-710.0,,1675.588195,-0.42,-0.42,-0.24,1675.588195,-0.42,-0.42,-0.24,
12/31/2011,1368.0,1368.0,,,,0.0,0.0,0.0,-670.0,670.0,670.0,0.0,0.0,,,,698.0,-870.0,0.0,380.0,32.0,458.0,-172.0,-56.0,,,0.0,,827.0,827.0,0.0,0.0,-771.0,-228.0,92.0,,-136.0,0.0,,,-136.0,0,-136.0,0.0,0.0,-136.0,-136.0,,1679.539245,-0.08,-0.08,-0.12,1679.539245,-0.08,-0.08,-0.12,
03/31/2012,1222.0,1222.0,,,,0.0,0.0,0.0,-628.0,628.0,628.0,0.0,0.0,,,,594.0,-721.0,0.0,337.0,19.0,365.0,-127.0,-357.0,,,0.0,2.0,785.0,785.0,0.0,0.0,-426.0,-484.0,180.0,,-304.0,0.0,,,-304.0,0,-304.0,0.0,0.0,-304.0,-304.0,,1678.739245,-0.18,-0.18,-0.18,1678.739245,-0.18,-0.18,-0.18,
06/30/2012,1385.0,1385.0,,,,0.0,0.0,0.0,-674.0,674.0,674.0,0.0,0.0,,,,711.0,-745.0,0.0,343.0,17.0,385.0,-34.0,-1065.0,,,0.0,,1018.0,1018.0,0.0,0.0,47.0,-1099.0,403.0,,-696.0,0.0,,,-696.0,0,-696.0,0.0,0.0,-696.0,-696.0,,1678.739245,-0.41,-0.41,-0.41,1678.739245,-0.41,-0.41,-0.41,
09/30/2012,1752.0,1752.0,,,,0.0,0.0,0.0,-850.0,850.0,850.0,0.0,0.0,,,,902.0,-732.0,0.0,335.0,19.0,378.0,170.0,-873.0,,,0.0,1.0,944.0,944.0,0.0,0.0,-70.0,-703.0,296.0,,-407.0,0.0,,,-407.0,0,-407.0,0.0,0.0,-407.0,-407.0,,1680.539245,-0.24,-0.24,-0.24,1680.539245,-0.24,-0.24,-0.24,
12/31/2012,1277.0,1277.0,,,,0.0,0.0,0.0,-664.0,664.0,664.0,0.0,0.0,,,,613.0,-817.0,0.0,358.0,25.0,434.0,-204.0,-2102.0,,,0.0,-1.0,761.0,761.0,0.0,0.0,1340.0,-2306.0,353.0,,-1953.0,0.0,,,-1953.0,0,-1953.0,0.0,0.0,-1953.0,-1953.0,,1680.539245,-1.17,-1.17,-0.455,1680.539245,-1.17,-1.17,-0.455,
03/31/2013,1260.0,1260.0,,,,0.0,0.0,0.0,-636.0,636.0,636.0,0.0,0.0,,,,624.0,-759.0,0.0,351.0,17.0,391.0,-135.0,-909.0,,,0.0,,784.0,784.0,0.0,0.0,125.0,-1044.0,475.0,,-569.0,0.0,,,-569.0,0,-569.0,0.0,0.0,-569.0,-569.0,10.4,1682.027886,-0.34,-0.34,-0.33,1682.027886,-0.34,-0.34,-0.33,
06/30/2013,1419.0,1419.0,,,,0.0,0.0,0.0,-687.0,687.0,687.0,0.0,0.0,,,,732.0,-804.0,,345.0,16.0,443.0,-72.0,-350.0,,,0.0,0.0,598.0,598.0,0.0,0.0,-248.0,-422.0,351.0,,-71.0,0.0,,,-71.0,0,-71.0,0.0,0.0,-71.0,-71.0,,1669.861383,-0.042518,-0.042518,-0.042518,1669.861383,-0.042518,-0.042518,-0.042518,
09/30/2013,1893.0,1893.0,1376.0,517.0,,0.0,0.0,0.0,-852.0,852.0,852.0,,0.0,,,,1041.0,-744.0,,335.0,18.0,391.0,297.0,-392.0,,,0.0,,533.0,533.0,0.0,0.0,-141.0,-95.0,100.0,,5.0,0.0,,,5.0,0,5.0,0.0,0.0,5.0,5.0,,1669.861383,0.002994,0.002994,0.002,1669.861383,0.002994,0.002994,0.002994,
12/31/2013,1327.0,1327.0,-1376.0,-517.0,,0.0,0.0,0.0,-673.0,673.0,673.0,0.0,0.0,,,,654.0,-784.0,0.0,357.0,24.0,403.0,-130.0,-1938.0,,,0.0,1.0,789.0,789.0,0.0,0.0,1150.0,-2068.0,345.0,,-1723.0,0.0,,,-1723.0,107,-1616.0,0.0,0.0,-1616.0,-1616.0,650.65,1669.861383,-0.967745,-0.967745,-0.577745,1669.861383,-0.967745,-0.967745,-0.577745,
03/31/2014,1517.0,1517.0,,,,0.0,0.0,0.0,-732.0,732.0,732.0,0.0,0.0,,,,785.0,-762.0,0.0,330.0,18.0,414.0,23.0,-992.0,,,0.0,1.0,863.0,863.0,0.0,0.0,130.0,-969.0,360.0,,-609.0,0.0,,,-609.0,0,-609.0,0.0,0.0,-609.0,-609.0,0.0,1669.861383,-0.364701,-0.364701,-0.36,1669.861383,-0.364701,-0.364701,-0.36,
06/30/2014,1406.0,1406.0,,,,0.0,0.0,0.0,-656.0,656.0,656.0,,0.0,,,,750.0,-768.0,,333.0,18.0,417.0,-18.0,-1154.0,,,0.0,0.0,571.0,571.0,0.0,0.0,583.0,-1172.0,398.0,,-774.0,0.0,,,-774.0,0,-774.0,0.0,0.0,-774.0,-774.0,432.25,1669.861383,-0.463512,-0.463512,-0.2,1669.861383,-0.463512,-0.463512,-0.2,
09/30/2014,1807.0,1807.0,,,,0.0,0.0,0.0,-868.0,868.0,868.0,0.0,0.0,,,,939.0,-717.0,,330.0,18.0,369.0,222.0,-245.0,,,0.0,0.0,382.0,382.0,0.0,0.0,-137.0,-23.0,72.0,,49.0,0.0,,,49.0,0,49.0,0.0,0.0,49.0,49.0,0.0,1669.861379,0.029344,0.029344,0.029344,1669.861379,0.029344,0.029344,0.002934,
12/31/2014,1248.0,1248.0,,,,0.0,0.0,0.0,-586.0,586.0,586.0,,0.0,,,,662.0,-744.0,0.0,290.0,24.0,430.0,-82.0,-6779.0,,,0.0,0.0,385.0,385.0,0.0,0.0,6394.0,-6861.0,1789.0,,-5072.0,0.0,,,-5072.0,0,-5072.0,0.0,0.0,-5072.0,-5072.0,3643.25,1669.861379,-3.037378,-3.037378,-0.855,1669.861379,-3.037378,-3.037378,-0.855,
03/31/2015,1272.0,1272.0,1053.0,148.0,71.0,0.0,0.0,0.0,-613.0,613.0,613.0,,,,,0.0,659.0,-1966.0,,218.0,,1748.0,-1307.0,-621.0,609.0,0.0,,0.0,609.0,609.0,,,12.0,-1928.0,401.0,,-1527.0,0.0,0.0,0.0,-1527.0,0,-1527.0,0.0,0.0,-1527.0,-259.55,1267.45,1669.861379,-0.914447,-0.914447,-0.155432,1669.861379,-0.914447,-0.914447,-0.155432,
06/30/2015,1256.0,1256.0,1051.0,152.0,53.0,,0.0,0.0,-646.0,646.0,646.0,,,,,0.0,610.0,-616.0,,222.0,,394.0,-6.0,-418.0,380.0,0.0,,0.0,380.0,380.0,,,38.0,-424.0,137.0,75.0,-212.0,0.0,0.0,0.0,-212.0,0,-212.0,0.0,0.0,-212.0,-167.8,44.2,1669.861379,-0.126957,-0.126957,-0.100487,1669.861379,-0.126957,-0.126957,-0.100487,
09/30/2015,1737.0,1737.0,1435.0,238.0,64.0,0.0,0.0,0.0,-831.0,831.0,831.0,,0.0,,,0.0,906.0,-2579.0,,203.0,,2376.0,-1673.0,-366.0,383.0,0.0,,0.0,383.0,383.0,,,-17.0,-2039.0,452.0,127.0,-1460.0,0.0,0.0,0.0,-1460.0,0,-1460.0,0.0,0.0,-1460.0,140.9,1600.9,1669.861378,-0.874324,-0.874324,0.084378,1669.861379,-0.874324,-0.874324,0.084378,
12/31/2015,1105.0,1105.0,910.0,142.0,53.0,,0.0,0.0,-602.0,602.0,602.0,,,,,0.0,503.0,-2023.0,,221.0,,1802.0,-1520.0,-1562.0,387.0,-1.0,,1.0,388.0,388.0,,,1175.0,-3082.0,680.0,132.0,-2143.0,0.0,0.0,0.0,-2143.0,0,-2143.0,0.0,0.0,-2143.0,-269.85,1873.15,1669.861376,-1.28334,-1.28334,-0.1616,1669.861375,-1.28334,-1.28334,-0.1616,
03/31/2016,1049.0,1049.0,877.0,118.0,54.0,0.0,0.0,0.0,-554.0,554.0,554.0,,0.0,0.0,0.0,0.0,495.0,-516.0,,141.0,,375.0,-21.0,-416.0,394.0,,,,394.0,394.0,,,22.0,-437.0,127.0,62.0,-248.0,0.0,0.0,0.0,-248.0,0,-248.0,0.0,0.0,-248.0,-163.5,84.5,1669.861379,-0.148515,-0.148515,-0.097912,1669.861379,-0.148515,-0.148515,-0.097912,
06/30/2016,1233.0,1233.0,978.0,204.0,51.0,0.0,0.0,0.0,-654.0,654.0,654.0,,0.0,0.0,0.0,0.0,579.0,-582.0,,166.0,,416.0,-3.0,-583.0,402.0,,,,402.0,402.0,,,181.0,-586.0,171.0,85.0,-330.0,0.0,0.0,0.0,-330.0,0,-330.0,0.0,0.0,-330.0,-149.95,180.05,1669.861379,-0.197621,-0.197621,-0.089798,1669.861379,-0.197621,-0.197621,-0.089798,
09/30/2016,1690.0,1690.0,1299.0,326.0,65.0,0.0,0.0,0.0,-874.0,874.0,874.0,,0.0,0.0,0.0,0.0,816.0,-518.0,,159.0,,359.0,298.0,-217.0,435.0,,,,435.0,435.0,,,-218.0,81.0,-42.0,127.0,166.0,0.0,0.0,0.0,166.0,0,166.0,0.0,0.0,166.0,6.1,-159.9,1669.861379,0.099409,0.099409,0.003653,1669.861379,0.099409,0.099409,0.003653,
