Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1478.473022,1478.473022,,,,0.0,0.0,0.0,-475.794006,475.794006,475.794006,,0.0,,,,1002.679016,-473.434998,64.996002,105.726997,112.573997,190.138,529.244019,-93.037004,,,52.507,,155.617004,175.917999,-29.542999,9.242,-10.073,436.207014,-111.160004,,325.046997,0.0,,,325.04701,0,325.046997,-30.087,,294.959997,294.959997,,431.514008,0.685,0.685,0.685,431.514008,0.685,0.685,0.685,
12/31/1992,1176.177979,1176.177979,,,,0.0,0.0,0.0,-463.593994,463.593994,463.593994,,0.0,,,,712.583985,-481.235992,87.918999,107.063004,112.310997,173.942993,231.348007,-106.686998,,,45.769001,,160.029999,177.160004,-25.929001,8.799,-7.574,124.661009,-14.656,,110.004997,0.0,,,110.005009,0,110.004997,-27.891001,,82.113996,82.113996,,434.630004,0.19,0.19,0.19,434.630004,0.19,0.19,0.19,
03/31/1993,1142.493042,1142.493042,,,,0.0,0.0,0.0,-414.464996,414.464996,414.464996,,0.0,,,,728.028046,-452.335999,68.158997,107.595001,87.946999,188.634995,275.691986,-80.241004,,,56.715,,146.214005,179.800995,-42.733002,9.146,-9.258,195.450982,-12.347,,183.104004,0.0,,,183.103982,0,183.104004,-29.988001,,153.116003,153.116003,,437.622009,0.35,0.35,0.35,437.622009,0.35,0.35,0.35,
06/30/1993,1255.952026,1255.952026,,,,0.0,0.0,0.0,-438.757996,438.757996,438.757996,,0.0,,,,817.194031,-486.087006,79.530998,108.047997,112.972,185.535995,331.106995,-79.560002,,,57.816002,,144.757004,181.455002,-43.561001,6.863,-7.381,251.546993,-59.923,,191.623993,0.0,,,191.623992,0,191.623993,-28.958,,162.665993,162.665993,,440.373993,0.37,0.37,0.37,440.373993,0.37,0.37,0.37,
09/30/1993,1786.282959,1786.282959,,,,0.0,0.0,0.0,-565.575012,565.575012,565.575012,,0.0,,,,1220.707947,-567.625977,104.518997,125.169998,124.154999,213.781998,653.08197,-481.642017,,,31.479,,164.938004,181.335007,-23.716999,7.32,348.183014,171.439953,-91.619003,,79.820999,0.0,,,79.82095,0,79.820999,-28.15,,51.671,51.671,,445.81601,0.115,0.115,0.115,445.81601,0.115,0.115,0.115,
12/31/1993,1249.784058,1249.784058,,,,0.0,0.0,0.0,-439.256012,439.256012,439.256012,,0.0,,,,810.528046,-561.36499,97.794998,98.735001,140.233002,224.602005,249.162994,-174.164995,,,4.115,,183.785995,177.957993,-3.097,8.925,-5.506,74.997999,-45.654999,,29.343,0.0,,,29.343,0,29.343,-28.136,,1.207,1.207,,448.62799,0.0025,0.005,0.005,448.62799,0.0025,0.005,0.005,
03/31/1994,1301.378052,1301.378052,,,,0.0,0.0,0.0,-417.285004,417.285004,417.285004,,0.0,,,,884.093048,-570.950989,72.378998,136.598007,147.662994,214.311005,313.141998,-171.846996,,,2.889,,184.061996,172.468002,-2.474,14.068,-9.326,141.295002,-46.466999,,94.828003,0.0,,,94.828003,0,94.828003,-28.082001,,66.746002,66.746002,,451.623993,0.15,0.15,0.15,451.623993,0.15,0.15,0.15,
06/30/1994,1430.269043,1430.269043,,,,0.0,0.0,0.0,-434.303009,434.303009,434.303009,,0.0,,,,995.966034,-568.846008,82.942001,137.100006,144.972,203.832001,427.119995,-171.925001,,,3.092,,181.929001,165.145004,-2.647,19.431,-6.912,255.194994,-82.977997,,172.216995,0.0,,,172.216998,0,172.216995,-25.99,,146.226995,146.226995,,451.682007,0.325,0.325,0.325,451.682007,0.325,0.325,0.325,
09/30/1994,1702.019043,1702.019043,,,,0.0,0.0,0.0,-504.546997,504.546997,504.546997,,0.0,,,,1197.472046,-545.439026,70.036003,137.697998,122.416,215.289001,652.03302,-168.488004,,,3.194,,178.145004,161.970993,-2.697,18.871,-6.463,483.545016,-165.169998,,318.375,0.0,,,318.375017,0,318.375,-24.125,,294.25,294.25,,451.682007,0.65,0.65,0.65,451.682007,0.65,0.65,0.65,
12/31/1994,1229.876953,1229.876953,,,,0.0,0.0,0.0,-372.955994,372.955994,372.955994,,0.0,,,,856.920959,-600.659973,79.584,138.143005,144.093002,238.839996,256.260986,-164.976004,,,1.599,,171.479004,160.483002,-3.443,14.439,-4.904,91.284982,-32.022999,,59.262001,0.0,,,59.261983,0,59.262001,-23.686001,,35.576,35.576,,451.682006,0.08,0.08,0.08,451.682006,0.08,0.08,0.08,
03/31/1995,1244.265015,1244.265015,,,,0.0,0.0,0.0,-390.59201,390.59201,390.59201,,0.0,,,,853.673004,-542.328979,68.831001,138.914001,138.968002,195.615997,311.343994,-166.669998,,,-0.054,,171.350998,160.115005,-5.169,16.405001,-4.735,144.673996,-45.716999,,98.957001,0.0,,,98.956997,0,98.957001,-23.546,,75.411001,75.411001,,451.682007,0.165,0.165,0.165,451.682007,0.165,0.165,0.165,
06/30/1995,1353.998047,1353.998047,,,,0.0,0.0,0.0,-392.277008,392.277008,392.277008,,0.0,,,,961.721039,-539.416016,65.970001,139.244995,130.339005,203.862,422.304993,-168.059995,,,0.006,,172.453995,162.516998,-4.643,14.58,-4.388,254.244998,-84.578003,,169.667007,0.0,,,169.666995,0,169.667007,-21.235001,,148.432007,148.432007,,451.600006,0.33,0.33,0.33,451.600006,0.33,0.33,0.33,
09/30/1995,1775.668945,1775.668945,,,,0.0,0.0,0.0,-490.816986,490.816986,490.816986,,0.0,,,,1284.851959,-542.153015,68.920998,139.778,126.924004,206.529999,742.698975,-1396.268041,,,0.005,,168.154999,156.119003,-4.596,16.632,1228.118042,-653.569066,232.985992,,-420.583008,0.0,,,-420.583074,0,-420.583008,-21.132999,,-441.716007,-441.716007,,451.682007,-0.98,-0.98,-0.98,451.682007,-0.98,-0.98,-0.98,
12/31/1995,1264.755981,1264.755981,,,,0.0,0.0,0.0,-367.303986,367.303986,367.303986,,0.0,,,,897.451995,-586.172974,86.289001,145.882004,140.376999,213.625,311.278992,-168.594004,,,6.723,,178.895004,92.296997,-0.919,87.516998,-3.578,142.684988,-42.655998,,100.028999,0.0,,,100.02899,0,100.028999,-20.801001,,79.227998,79.227998,,451.600006,0.175,0.175,0.175,451.600006,0.175,0.175,0.175,
03/31/1996,1463.900024,1463.900024,,,,0.0,0.0,0.0,-481.830994,481.830994,481.830994,,0.0,,,,982.069031,-567.130981,71.018997,153.309006,132.378998,210.423996,414.937988,-192.029003,,,0.546,,195.619003,185.434998,-3.956,14.14,-3.044,222.908985,-74.167,,148.742004,0.0,,,148.741985,0,148.742004,-22.667999,,126.074005,126.074005,,451.682007,0.28,0.28,0.28,451.682007,0.28,0.28,0.28,
06/30/1996,1691.312988,1691.312988,,,,0.0,0.0,0.0,-554.619995,554.619995,554.619995,,0.0,,,,1136.692993,-601.645996,86.669998,154.444,129.511002,231.020996,535.046997,-219.049999,,,0.366,,214.667999,217.248993,-2.581,0.0,4.748,315.996998,-91.484001,,224.513,0.0,,,224.512996,0,224.513,-21.556,,202.957001,202.957001,,451.186005,0.45,0.45,0.45,451.186005,0.45,0.45,0.45,
09/30/1996,1930.097046,1930.097046,,,,0.0,0.0,0.0,-600.68103,600.68103,600.68103,,0.0,,,,1329.416016,-585.80603,,155.664001,128.837997,301.303986,743.609985,-184.892006,,,0.38,,190.462006,178.477997,-2.716,14.7,-5.19,558.717979,-179.365005,,379.352997,0.0,,,379.352974,0,379.352997,-21.370001,,357.982996,357.982996,,449.205994,0.795,0.795,0.795,449.205994,0.795,0.795,0.795,
12/31/1996,1465.618042,1465.618042,,,,0.0,0.0,0.0,-499.177002,499.177002,499.177002,,0.0,,,,966.44104,-814.734985,,157.087997,144.115997,513.531006,151.705994,-191.821996,,,0.283,,185.895996,187.891006,-1.995,,6.209,-40.116002,-30.216,,-70.332001,0.0,,,-70.332002,0,-70.332001,-20.764999,,-91.097,-91.097,,449.205994,0.15,0.15,0.15,449.205994,0.15,0.15,0.15,
03/31/1997,1493.803955,1493.803955,,,,0.0,0.0,0.0,-492.281006,492.281006,492.281006,,0.0,,,,1001.522949,-619.716003,,158.210007,136.306,325.200012,381.807007,-181.434998,,,0.313,,179.378998,167.703003,-2.305,13.981,2.369,200.372009,-58.263,,142.108994,0.0,,,142.109009,0,142.108994,-27.309999,,114.798994,114.798994,,449.205994,0.255,0.255,0.255,452.428009,0.255,0.255,0.255,
06/30/1997,1588.484985,1588.484985,,,,0.0,0.0,0.0,-499.114014,499.114014,499.114014,,0.0,,,,1089.370972,-629.442017,,158.580994,124.907997,345.953003,459.928986,-187.186993,,,0.347,,179.373993,182.007004,-2.633,0.0,8.16,272.741993,-89.991997,,182.75,0.0,,,182.749996,0,182.75,-22.004,,160.746,160.746,,449.231995,0.36,0.36,0.36,449.231995,0.36,0.36,0.36,
09/30/1997,2264.945068,2264.945068,,,,,0.0,0.0,-875.802979,670.460022,670.460022,,205.343002,,,,1389.142089,-704.098022,,172.865005,140.412994,390.820007,685.044006,-202.954,,,1.332,,199.319,201.089005,-1.77,0.0,4.967,482.090006,-168.876999,,313.213013,0.0,,,313.213007,0,313.213013,-23.603001,,289.610012,289.610012,,466.56601,0.62,0.62,0.845,466.56601,0.62,0.62,0.845,
12/31/1997,2598.374023,2598.374023,,,,,0.0,0.0,-1398.468018,550.833984,550.833984,,847.633972,,,,1199.906005,-820.015015,,176.792007,157.046005,486.177002,379.890991,-200.059006,,,3.244,,195.975006,198.156998,-2.182,0.0,7.328,179.831985,-59.765999,,120.066002,0.0,,,120.065986,0,120.066002,-24.767,,95.299002,95.299002,,482.661988,0.195,0.195,0.195,482.661988,0.19,0.19,0.19,
03/31/1998,2500.0,2500.0,,,,,0.0,,-1298.0,454.0,454.0,,844.0,,,,1202.0,-776.0,,185.0,163.0,428.0,426.0,-220.0,,,,8.0,218.0,204.0,-3.0,17.0,10.0,206.0,-74.0,,132.0,0.0,,,132.0,0,132.0,-5.0,,127.0,127.0,,490.0,0.26,0.26,0.26,490.0,0.255,0.255,0.255,
06/30/1998,3236.0,3236.0,,,,,0.0,,-1733.0,859.0,859.0,,874.0,,,,1503.0,-1029.0,,261.0,150.0,618.0,474.0,-311.0,,,,26.0,315.0,300.0,-2.0,17.0,22.0,163.0,-76.0,,87.0,0.0,,,87.0,0,87.0,-4.0,,83.0,83.0,,502.0,0.165,0.165,0.165,502.0,0.165,0.165,0.165,
09/30/1998,4380.0,4380.0,,,,,0.0,,-2292.0,1157.0,1157.0,,1135.0,,,,2088.0,-1305.0,,398.0,156.0,751.0,783.0,-302.0,,,,66.0,417.0,399.0,-2.0,20.0,-49.0,481.0,-184.0,,297.0,0.0,,,297.0,0,297.0,-4.0,,293.0,293.0,,562.0,0.52,0.52,0.52,562.0,0.52,0.52,0.52,
12/31/1998,4621.257812,3328.0,,,,1293.258057,0.0,,-2603.196045,1328.458984,1328.458984,,1274.737061,,,,2018.061767,-1237.421997,,303.154999,172.804001,761.463013,780.640015,-328.236984,,,,,394.915985,396.705994,-1.79,,-66.679001,452.403031,-192.408997,,259.993988,0.0,,,259.994034,0,259.993988,-23.235001,,236.758987,236.758987,,532.041992,0.445,0.445,0.38,532.041992,0.445,0.445,0.38,
03/31/1999,4468.0,4468.0,,,,,0.0,,-2678.0,1290.0,1290.0,,1388.0,,,,1790.0,-1177.0,,290.0,159.0,728.0,613.0,-348.0,,,,32.0,374.0,353.0,-3.0,24.0,6.0,265.0,-79.0,,186.0,0.0,,,186.0,0,186.0,-4.0,,182.0,182.0,,564.0,0.325,0.325,0.325,564.0,0.325,0.325,0.325,
06/30/1999,3729.0,1519.0,,,,146.0,0.0,2064.0,-1983.0,1101.0,1101.0,,882.0,,,,1746.0,-1225.0,,355.0,158.0,712.0,521.0,-373.0,,,,30.0,381.0,361.0,-3.0,23.0,22.0,148.0,-46.0,,102.0,0.0,,,102.0,0,102.0,-26.0,,76.0,76.0,,560.926,0.175,0.175,0.26,560.926,0.175,0.175,0.26,
09/30/1999,4435.0,2077.0,,,,143.0,0.0,2215.0,-2368.0,1228.0,1228.0,,1140.0,,,,2067.0,-1182.0,,303.0,154.0,725.0,885.0,-326.0,,,,36.0,377.0,373.0,-1.0,5.0,-15.0,559.0,-195.0,,364.0,0.0,,,364.0,0,364.0,-28.0,,336.0,336.0,,552.588,0.655,0.655,0.655,552.588,0.655,0.655,0.655,
12/31/1999,4486.0,1371.0,,,,255.0,0.0,2860.0,-2228.0,2228.0,2228.0,,,,,,2258.0,-1683.0,,227.0,171.0,1285.0,575.0,-75.0,,,,,366.0,369.0,-3.0,,-291.0,500.0,-129.0,,371.0,0.0,,,371.0,0,371.0,-28.0,,343.0,343.0,,551.366,0.62,0.62,0.62,551.366,0.62,0.62,0.62,
03/31/2000,4776.0,4776.0,,,,,,,-2896.0,2896.0,2896.0,,,,,,1880.0,-1258.0,,313.0,160.0,785.0,622.0,-338.0,,,,36.0,366.0,360.0,-2.0,8.0,8.0,284.0,-87.0,,197.0,0.0,,,197.0,0,197.0,-4.0,,193.0,193.0,,544.0,0.355,0.355,0.355,544.0,0.355,0.355,0.355,
06/30/2000,4592.0,1698.0,,,,148.0,0.0,2746.0,-2902.0,2902.0,2902.0,,,,,,1690.0,-1122.0,,305.0,159.0,658.0,568.0,-244.0,,,,31.0,377.0,368.0,-3.0,12.0,-102.0,324.0,-94.0,,230.0,0.0,,,230.0,0,230.0,-34.0,,196.0,196.0,,526.0,0.435,0.435,0.335,526.0,0.435,0.435,0.335,
09/30/2000,5834.0,2462.0,,,,141.0,0.0,3231.0,-3794.0,3794.0,3794.0,,,,,,2040.0,-1225.0,,277.0,159.0,789.0,815.0,-318.0,,,,28.0,384.0,375.0,-3.0,12.0,-38.0,497.0,-160.0,,337.0,0.0,,,337.0,0,337.0,-41.0,,296.0,296.0,,524.0,0.625,0.625,0.625,524.0,0.625,0.625,0.625,
12/31/2000,6807.0,1936.0,,,,494.0,0.0,4377.0,-4859.0,4859.0,4859.0,,,,,,1948.0,-1476.0,,218.0,178.0,1080.0,472.0,-279.0,,,,,360.0,363.0,-3.0,,-81.0,193.0,4.0,,197.0,0.0,,,197.0,0,197.0,-41.0,,156.0,156.0,,514.0,0.305,0.305,0.305,514.0,0.305,0.305,0.305,
03/31/2001,8375.0,1839.0,,,,680.0,0.0,5856.0,-6392.0,6392.0,6392.0,,,,,,1983.0,-1313.0,,312.0,182.0,819.0,670.0,-373.0,,,,28.0,379.0,372.0,-5.0,12.0,22.0,297.0,-93.0,,204.0,0.0,,,204.0,0,204.0,-39.0,0.0,165.0,165.0,,514.0,0.38,0.38,0.415,514.0,0.38,0.38,0.415,
06/30/2001,6127.0,1945.0,,,,167.0,0.0,4015.0,-4145.0,4145.0,4145.0,,,,,,1982.0,-1398.0,,302.0,200.0,896.0,584.0,-281.0,,,,26.0,348.0,345.0,-7.0,10.0,-41.0,303.0,-92.0,,211.0,0.0,,,211.0,0,211.0,-40.0,0.0,171.0,171.0,,512.0,0.39,0.39,0.39,512.0,0.39,0.39,0.39,
09/30/2001,3967.0,3967.0,,,,,0.0,,-1903.0,1903.0,1903.0,,,,,,2064.0,-1507.0,,301.0,195.0,1011.0,557.0,-386.0,,,0.0,48.0,384.0,384.0,,,50.0,171.0,168.0,,339.0,0.0,,,339.0,0,339.0,-5.0,,334.0,334.0,,520.0,0.64,0.64,0.71,520.0,0.64,0.64,0.71,
12/31/2001,6822.0,1503.0,,,,268.0,0.0,5051.0,-4821.0,4821.0,4821.0,,,,,,2001.0,-1525.0,,196.0,204.0,1125.0,476.0,-405.0,,,,,352.0,356.0,-4.0,,53.0,71.0,41.0,,112.0,154.0,,,-42.0,0,-42.0,-34.0,,-76.0,-76.0,,528.0,-0.145,0.15,0.375,528.0,-0.145,0.15,0.375,
03/31/2002,2453.0,2453.0,,,,,0.0,,-800.0,800.0,800.0,,,,,,1653.0,-1041.0,,220.0,118.0,703.0,612.0,-248.0,,,0.0,8.0,216.0,216.0,,,40.0,364.0,-107.0,,257.0,2.0,,,255.0,0,255.0,-5.0,,250.0,250.0,,530.0,0.47,0.475,0.51,530.0,0.47,0.475,0.505,
06/30/2002,2505.0,2505.0,,,,,0.0,,,,,,,,,,,-2045.0,,213.0,117.0,1715.0,460.0,-203.0,,,0.0,7.0,217.0,217.0,0.0,0.0,-7.0,257.0,-79.0,,178.0,-23.0,,,201.0,0,201.0,-6.0,,195.0,195.0,,538.0,0.365,0.32,0.32,538.0,0.365,0.32,0.32,
09/30/2002,2918.0,2918.0,,,,,0.0,,,,,,,,,,,-2334.0,,220.0,108.0,2006.0,584.0,-211.0,,,0.0,6.0,214.0,214.0,,,3.0,373.0,-118.0,,255.0,44.0,,,211.0,0,211.0,-5.0,,206.0,206.0,,564.0,0.365,0.44,0.46,564.0,0.365,0.44,0.46,
12/31/2002,2158.0,-161.0,,,,781.0,0.0,1538.0,-1136.0,1136.0,1136.0,,,,,,1022.0,-1099.0,,205.0,136.0,758.0,-77.0,-648.0,,,0.0,1.0,237.0,237.0,3.0,-12.0,412.0,-725.0,210.0,,-515.0,4362.0,,,-4877.0,0,-4877.0,-6.0,0.0,-4883.0,-4883.0,,594.0,-8.22,-0.905,-0.12,594.0,-8.22,-0.905,-0.12,
03/31/2003,2760.0,2760.0,,,,,0.0,,-1365.0,1365.0,1365.0,,,,,,1395.0,-994.0,,223.0,111.0,660.0,401.0,-241.0,,,0.0,10.0,247.0,247.0,,,4.0,160.0,-45.0,,115.0,70.0,,,45.0,0,45.0,-5.0,,40.0,40.0,,642.0,0.065,0.18,0.18,756.0,0.07,0.17,0.17,
06/30/2003,2149.0,2149.0,,,,,0.0,,-936.0,936.0,936.0,,,,,,1213.0,-802.0,,167.0,92.0,543.0,411.0,-181.0,,,0.0,7.0,201.0,201.0,0.0,0.0,-13.0,230.0,-70.0,,160.0,49.0,,,111.0,0,111.0,-6.0,,105.0,105.0,,642.0,0.165,0.25,0.25,756.0,0.155,0.225,0.225,
09/30/2003,2615.0,2615.0,,,,,0.0,,-1102.0,1102.0,1102.0,,,,,,1513.0,-838.0,,183.0,92.0,563.0,675.0,-173.0,,,0.0,5.0,194.0,194.0,,,-16.0,502.0,-169.0,,333.0,-64.0,,,397.0,0,397.0,-5.0,,392.0,392.0,,644.0,0.61,0.52,0.52,758.0,0.535,0.455,0.455,
12/31/2003,1076.0,1076.0,,,,0.0,0.0,0.0,-237.0,237.0,237.0,0.0,0.0,,,,839.0,-776.0,0.0,151.0,95.0,530.0,63.0,-137.0,,,0.0,14.0,142.0,142.0,0.0,0.0,9.0,-74.0,32.0,,-42.0,-71.0,,,29.0,0,29.0,-6.0,0.0,23.0,23.0,,648.0,0.03,0.105,0.105,762.0,0.35,0.1,0.1,
03/31/2004,2992.0,2992.0,,,,,0.0,,-1412.0,1412.0,1412.0,,,,,,1580.0,-1042.0,,235.0,108.0,699.0,538.0,-242.0,,,0.0,5.0,237.0,237.0,,,10.0,296.0,-95.0,,201.0,19.0,,,182.0,0,182.0,-5.0,,177.0,177.0,,646.0,0.275,0.31,0.34,760.0,0.25,0.285,0.315,
06/30/2004,2296.0,2296.0,,,,,0.0,,-1013.0,1013.0,1013.0,,,,,,1283.0,-938.0,,178.0,86.0,674.0,345.0,-594.0,,,0.0,2.0,174.0,174.0,0.0,0.0,422.0,-249.0,157.0,,-92.0,-346.0,,,254.0,0,254.0,-5.0,-849.0,-600.0,-600.0,,640.0,-0.935,-1.48,0.25,640.0,-0.935,-1.48,0.25,
09/30/2004,2743.0,2743.0,,,,,0.0,,-1134.0,1134.0,1134.0,,,,,,1609.0,-917.0,,210.0,94.0,613.0,692.0,-121.0,,,0.0,,163.0,163.0,0.0,0.0,-42.0,571.0,-188.0,,383.0,-287.0,,,670.0,0,670.0,-5.0,0.0,665.0,665.0,,590.0,1.125,0.64,1.105,590.0,0.67,0.185,0.655,
12/31/2004,2130.0,2130.0,,,,0.0,0.0,0.0,-794.0,794.0,794.0,,,,,,1336.0,-940.0,,137.0,102.0,656.0,396.0,-733.0,,,0.0,,121.0,174.0,0.0,0.0,612.0,-337.0,50.0,,-340.0,279.0,,,-566.0,0,-621.0,-7.0,0.0,-628.0,-628.0,,540.0,-1.16,-0.65,0.335,540.0,-1.16,-0.65,0.335,
03/31/2005,2058.0,2058.0,,,,,0.0,,-761.0,761.0,761.0,,,,,,1297.0,-787.0,,187.0,85.0,515.0,510.0,-130.0,,,0.0,19.0,195.0,192.0,-4.0,7.0,-46.0,380.0,26.0,,406.0,-15.0,,,421.0,0,421.0,-5.0,,416.0,416.0,,476.0,0.88,0.85,0.51,476.0,-0.1,-0.13,0.51,
06/30/2005,2535.0,2535.0,,,,0.0,0.0,0.0,-960.0,960.0,960.0,,0.0,,,,1575.0,-806.0,,189.0,81.0,536.0,769.0,-204.0,,,0.0,0.0,189.0,188.0,-4.0,5.0,15.0,565.0,-182.0,,383.0,0.0,,,383.0,0,383.0,-4.0,0.0,379.0,379.0,,476.0,0.79,0.8,0.87,486.0,0.7,0.71,0.78,
