Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2001,,165834.0,129471.0,28299.0,374.0,2272.0,1000.0,4418.0,18536.0,9630.0,6868.0,92162.0,293030.0,,3408.0,,130324.0,79254.0,212986.0,21335.0,17204.0,4550.0,15812.0,271887.0,0.0,690.0,0.0,19468.0,985.0,21143.0,293030.0,
03/31/2002,,173126.0,136609.0,27782.0,354.0,2948.0,0.0,5433.0,13360.0,8852.0,7133.0,95444.0,297915.0,,3353.0,,128822.0,78515.0,210690.0,43674.0,3240.0,5100.0,14482.0,277186.0,0.0,690.0,0.0,19512.0,527.0,20729.0,297915.0,
06/30/2002,,177648.0,138700.0,28231.0,2268.0,3196.0,0.0,5253.0,11337.0,8952.0,7112.0,92655.0,297704.0,,3352.0,0.0,132473.0,77233.0,213058.0,33903.0,7706.0,4753.0,16493.0,275913.0,0.0,690.0,0.0,19518.0,1583.0,21791.0,297704.0,
09/30/2002,,179636.0,140693.0,28190.0,2376.0,2953.0,0.0,5424.0,12579.0,7412.0,7035.0,85873.0,292535.0,,3363.0,0.0,135120.0,73537.0,212020.0,30423.0,6508.0,4827.0,16226.0,270004.0,0.0,690.0,0.0,19518.0,2323.0,22531.0,292535.0,
12/31/2002,,183208.0,144153.0,28228.0,2612.0,2807.0,0.0,5408.0,9898.0,7421.0,7031.0,85058.0,292616.0,,3428.0,,136740.0,74230.0,214398.0,21005.0,17002.0,4809.0,14072.0,271286.0,0.0,0.0,0.0,19519.0,1811.0,21330.0,292616.0,
03/31/2003,,185189.0,146408.0,27834.0,2772.0,2624.0,0.0,5551.0,10691.0,7045.0,7039.0,89288.0,299252.0,,3513.0,,138573.0,74760.0,216846.0,30825.0,7219.0,4332.0,17482.0,276704.0,0.0,690.0,0.0,19522.0,2336.0,22548.0,299252.0,
06/30/2003,,191230.0,141356.0,38474.0,2793.0,3019.0,0.0,5588.0,10090.0,8293.0,7160.0,119831.0,336604.0,,3494.0,,140155.0,104553.0,248202.0,24160.0,16141.0,4413.0,20301.0,313217.0,0.0,690.0,0.0,19549.0,3148.0,23387.0,336604.0,
09/30/2003,,185636.0,143885.0,27419.0,2954.0,3181.0,0.0,8197.0,8642.0,2853.0,7527.0,121113.0,325771.0,,3201.0,,141444.0,106761.0,251406.0,16750.0,9954.0,6080.0,20090.0,304280.0,0.0,0.0,0.0,19561.0,1930.0,21491.0,325771.0,
12/31/2003,,181041.0,139878.0,27621.0,3068.0,3401.0,0.0,7073.0,7949.0,2895.0,7829.0,121560.0,321274.0,,1687.0,,144536.0,106680.0,252903.0,21777.0,9334.0,5610.0,10358.0,299982.0,0.0,0.0,0.0,19566.0,1726.0,21292.0,321274.0,
03/31/2004,,190063.0,151631.0,26802.0,2949.0,3484.0,0.0,5197.0,8058.0,2992.0,7847.0,125206.0,334166.0,,0.0,0.0,156521.0,106833.0,263354.0,23230.0,5319.0,5570.0,14840.0,312313.0,0.0,0.0,0.0,19615.0,2238.0,21853.0,334166.0,
06/30/2004,,203109.0,159352.0,31604.0,2724.0,3812.0,0.0,5617.0,5898.0,3125.0,8119.0,154452.0,374703.0,,0.0,0.0,170021.0,103961.0,273982.0,16603.0,10484.0,6187.0,46820.0,354076.0,0.0,0.0,0.0,19625.0,1002.0,20627.0,374703.0,
09/30/2004,,207742.0,164216.0,31532.0,2607.0,3802.0,0.0,5585.0,6302.0,3358.0,8108.0,156430.0,381940.0,,0.0,0.0,172409.0,105621.0,278030.0,17742.0,10623.0,7458.0,46441.0,360294.0,0.0,0.0,0.0,19638.0,2008.0,21646.0,381940.0,
12/31/2004,,217756.0,170900.0,33861.0,2747.0,4325.0,0.0,5923.0,8072.0,34818.0,8847.0,131335.0,400828.0,,0.0,0.0,179337.0,120918.0,300255.0,13487.0,34837.0,7569.0,22336.0,378484.0,0.0,0.0,0.0,20354.0,1990.0,22344.0,400828.0,
03/31/2005,,219454.0,173784.0,32186.0,3389.0,4456.0,0.0,5639.0,8497.0,5916.0,9051.0,160250.0,403168.0,,1839.0,0.0,177815.0,147265.0,326919.0,19534.0,12098.0,7731.0,14467.0,380749.0,0.0,0.0,0.0,20460.0,1959.0,22419.0,403168.0,
06/30/2005,,220770.0,175917.0,31680.0,3245.0,4489.0,0.0,5439.0,8285.0,5715.0,8984.0,165745.0,409499.0,,1879.0,0.0,178383.0,155102.0,335364.0,17374.0,11939.0,8734.0,12514.0,385925.0,0.0,0.0,0.0,20426.0,3148.0,23574.0,409499.0,
09/30/2005,,217742.0,172700.0,31756.0,3170.0,4696.0,0.0,5420.0,8376.0,5845.0,9226.0,172393.0,413582.0,,1896.0,0.0,177664.0,160074.0,339634.0,17755.0,11329.0,8803.0,12406.0,389927.0,0.0,0.0,0.0,20461.0,3194.0,23655.0,413582.0,
12/31/2005,,221401.0,174030.0,32811.0,3249.0,7072.0,0.0,4239.0,7799.0,5615.0,9438.0,169121.0,413374.0,,0.0,0.0,177531.0,157572.0,335103.0,23854.0,11101.0,8270.0,12283.0,390611.0,0.0,0.0,0.0,20507.0,2256.0,22763.0,413374.0,
03/31/2006,,222205.0,173989.0,33372.0,3537.0,5490.0,0.0,5817.0,8598.0,5630.0,9858.0,187326.0,433617.0,,0.0,0.0,179040.0,173673.0,352713.0,24287.0,11340.0,9034.0,13909.0,411283.0,0.0,0.0,0.0,20530.0,1804.0,22334.0,433617.0,
06/30/2006,,230858.0,181316.0,33920.0,3555.0,6190.0,0.0,5877.0,8411.0,4017.0,10316.0,187073.0,440675.0,,0.0,0.0,185592.0,169271.0,354863.0,28670.0,9683.0,9270.0,16695.0,419181.0,0.0,0.0,0.0,20555.0,939.0,21494.0,440675.0,
09/30/2006,,228911.0,179128.0,34139.0,3473.0,6410.0,0.0,5761.0,9567.0,4143.0,10570.0,193710.0,446901.0,,0.0,0.0,186860.0,179254.0,366114.0,23124.0,11274.0,9214.0,13977.0,423703.0,0.0,0.0,0.0,20598.0,2600.0,23198.0,446901.0,
12/31/2006,,235417.0,184474.0,34626.0,3469.0,8103.0,0.0,4745.0,8589.0,4100.0,10863.0,195297.0,454266.0,,0.0,0.0,187603.0,181445.0,369048.0,24294.0,11931.0,11423.0,14678.0,431374.0,0.0,0.0,0.0,20672.0,2220.0,22892.0,454266.0,
03/31/2007,,237260.0,185024.0,35108.0,3440.0,8454.0,0.0,5234.0,6808.0,4217.0,11059.0,199564.0,458908.0,,0.0,0.0,187924.0,185650.0,373574.0,24039.0,10918.0,11830.0,15011.0,435372.0,0.0,0.0,0.0,20707.0,2829.0,23536.0,458908.0,
