Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,,235586.0,182066.0,36121.0,3370.0,8685.0,0.0,5344.0,6471.0,4231.0,11395.0,204130.0,461813.0,,0.0,0.0,187751.0,190728.0,378479.0,22995.0,12034.0,11151.0,14211.0,438870.0,0.0,0.0,0.0,20748.0,2195.0,22943.0,461813.0,
09/30/2007,,241148.0,185879.0,37550.0,3473.0,8763.0,0.0,5483.0,9905.0,4400.0,12001.0,212960.0,480414.0,,0.0,0.0,191739.0,199014.0,390753.0,26190.0,13203.0,11521.0,15770.0,457437.0,0.0,0.0,0.0,20794.0,2183.0,22977.0,480414.0,
12/31/2007,,243107.0,185164.0,39384.0,3548.0,8580.0,0.0,6431.0,11060.0,4293.0,12339.0,215015.0,485814.0,,0.0,0.0,195622.0,199244.0,394866.0,27098.0,5105.0,14101.0,21187.0,462357.0,0.0,0.0,0.0,20862.0,2595.0,23457.0,485814.0,
03/31/2008,,247603.0,187858.0,41476.0,3735.0,8129.0,0.0,6405.0,9760.0,4241.0,12828.0,203888.0,478320.0,,0.0,0.0,205243.0,184360.0,389603.0,25023.0,9929.0,15052.0,16016.0,455623.0,0.0,,0.0,21808.0,889.0,22697.0,478320.0,
06/30/2008,,243651.0,183002.0,42051.0,3572.0,8095.0,0.0,6931.0,9943.0,4157.0,13346.0,203514.0,474611.0,,0.0,0.0,205753.0,181229.0,386982.0,21942.0,8766.0,17004.0,18348.0,453042.0,0.0,,0.0,21839.0,-270.0,21569.0,474611.0,
09/30/2008,,240907.0,181419.0,41947.0,3481.0,7389.0,0.0,6671.0,11361.0,4109.0,14067.0,189954.0,460398.0,,0.0,0.0,209944.0,167148.0,377092.0,22965.0,6058.0,17870.0,17714.0,441699.0,0.0,0.0,0.0,21851.0,-3152.0,18699.0,460398.0,
12/31/2008,,242025.0,182323.0,42817.0,3808.0,6065.0,0.0,7012.0,15028.0,2266.0,15126.0,170566.0,445011.0,,0.0,0.0,221564.0,148765.0,370329.0,18455.0,4620.0,20290.0,17895.0,431589.0,0.0,0.0,0.0,21918.0,-8496.0,13422.0,445011.0,
03/31/2009,,236427.0,177763.0,42419.0,4661.0,5551.0,0.0,6033.0,14336.0,2335.0,14493.0,159938.0,427529.0,,0.0,0.0,219714.0,141342.0,361056.0,14634.0,3967.0,20662.0,13704.0,414023.0,0.0,576.0,0.0,21933.0,-9003.0,13506.0,427529.0,
06/30/2009,,243649.0,184531.0,42550.0,4935.0,5917.0,0.0,5716.0,13491.0,2231.0,14474.0,170871.0,444716.0,,0.0,0.0,222671.0,152933.0,375604.0,10866.0,4439.0,20926.0,14206.0,426041.0,0.0,602.0,0.0,23331.0,-5258.0,18675.0,444716.0,
09/30/2009,,258320.0,198406.0,42195.0,5141.0,6700.0,0.0,5878.0,11971.0,2332.0,14127.0,188717.0,475467.0,,0.0,0.0,225821.0,169639.0,395460.0,9382.0,7155.0,22759.0,15864.0,450620.0,0.0,549.0,0.0,23354.0,944.0,24847.0,475467.0,
12/31/2009,,260552.0,201103.0,41530.0,5120.0,6895.0,0.0,5904.0,13164.0,2322.0,14578.0,189587.0,480203.0,,,,227373.0,175328.0,402701.0,9155.0,7177.0,21037.0,14404.0,454474.0,0.0,534.0,,23241.0,1954.0,25729.0,480203.0,
03/31/2010,,266475.0,207428.0,40983.0,5016.0,7088.0,0.0,5960.0,9626.0,2368.0,14718.0,198674.0,491861.0,,0.0,0.0,227394.0,184408.0,411802.0,9177.0,7239.0,21641.0,14496.0,464355.0,0.0,506.0,0.0,23192.0,3808.0,27506.0,491861.0,
06/30/2010,,273617.0,214035.0,41768.0,5023.0,6641.0,0.0,6150.0,11352.0,2333.0,14213.0,194473.0,495988.0,,0.0,0.0,231235.0,181889.0,413124.0,8139.0,7843.0,22399.0,14214.0,465719.0,0.0,545.0,0.0,23205.0,6519.0,30269.0,495988.0,
09/30/2010,,287395.0,226292.0,42468.0,5233.0,7272.0,0.0,6130.0,11973.0,2416.0,15054.0,210086.0,526924.0,,0.0,0.0,238958.0,198847.0,437805.0,8506.0,9523.0,22337.0,14685.0,492856.0,0.0,522.0,0.0,23228.0,10318.0,34068.0,526924.0,
12/31/2010,,283912.0,222276.0,42498.0,5226.0,7741.0,0.0,6171.0,12915.0,2377.0,16435.0,224215.0,539854.0,,0.0,0.0,240315.0,211154.0,451469.0,7867.0,8524.0,23653.0,15413.0,506926.0,0.0,513.0,0.0,24229.0,8186.0,32928.0,539854.0,
03/31/2011,,328310.0,260907.0,44232.0,5102.0,10110.0,0.0,7959.0,10995.0,2760.0,16973.0,239970.0,599008.0,,0.0,0.0,286919.0,221976.0,508895.0,8182.0,7899.0,24033.0,16753.0,565762.0,0.0,550.0,0.0,24216.0,8480.0,33246.0,599008.0,
06/30/2011,,335509.0,268028.0,44900.0,5091.0,9671.0,0.0,7819.0,13909.0,2737.0,17289.0,243933.0,613377.0,,0.0,0.0,291240.0,226935.0,518175.0,8531.0,9711.0,24578.0,16746.0,577741.0,0.0,593.0,0.0,24245.0,10798.0,35636.0,613377.0,
09/30/2011,,352560.0,286116.0,45884.0,5195.0,7462.0,0.0,7903.0,15526.0,2820.0,16278.0,224289.0,611473.0,,0.0,0.0,303951.0,212786.0,516737.0,9133.0,11508.0,23920.0,12371.0,573669.0,0.0,655.0,0.0,24263.0,12886.0,37804.0,611473.0,
12/31/2011,,356247.0,288795.0,46990.0,5107.0,7535.0,0.0,7820.0,14251.0,2793.0,12517.0,234436.0,620244.0,,0.0,0.0,305229.0,224177.0,529406.0,8554.0,9531.0,24622.0,13290.0,585403.0,0.0,588.0,0.0,24299.0,9954.0,34841.0,620244.0,
03/31/2012,,354700.0,287376.0,47042.0,4775.0,8026.0,0.0,7481.0,14201.0,2799.0,13461.0,252576.0,637737.0,,0.0,0.0,301506.0,242378.0,543884.0,10855.0,10502.0,24379.0,12579.0,602199.0,0.0,596.0,0.0,24294.0,10648.0,35538.0,637737.0,
06/30/2012,,366565.0,298499.0,47899.0,4771.0,7703.0,0.0,7693.0,14242.0,2784.0,13048.0,250824.0,647463.0,,0.0,0.0,308592.0,241869.0,550461.0,11365.0,11669.0,24299.0,11039.0,608833.0,0.0,609.0,0.0,24324.0,13697.0,38630.0,647463.0,
09/30/2012,,378072.0,308682.0,48523.0,4720.0,7992.0,0.0,8155.0,13906.0,2870.0,13666.0,263184.0,671698.0,,0.0,0.0,318831.0,255072.0,573903.0,11046.0,12272.0,23845.0,11266.0,632332.0,0.0,691.0,0.0,24354.0,14321.0,39366.0,671698.0,
12/31/2012,,405582.0,334701.0,48308.0,4268.0,8277.0,0.0,10028.0,18100.0,3127.0,14100.0,268326.0,709235.0,,0.0,0.0,350463.0,260761.0,611224.0,10239.0,12453.0,22792.0,13415.0,670123.0,0.0,609.0,0.0,24386.0,14117.0,39112.0,709235.0,
03/31/2013,,407477.0,334422.0,50396.0,3878.0,8918.0,0.0,9863.0,14477.0,3143.0,14374.0,284626.0,724097.0,,0.0,0.0,349234.0,273760.0,622994.0,10094.0,11429.0,24324.0,14590.0,683431.0,0.0,703.0,0.0,24360.0,15603.0,40666.0,724097.0,
06/30/2013,,392997.0,320923.0,49809.0,3562.0,8754.0,0.0,9949.0,13045.0,3113.0,14968.0,281492.0,705615.0,,0.0,0.0,340797.0,269684.0,610481.0,11085.0,10813.0,22124.0,15204.0,669707.0,0.0,760.0,0.0,24389.0,10759.0,35908.0,705615.0,
09/30/2013,,398639.0,324797.0,51360.0,3629.0,8984.0,0.0,9869.0,12650.0,3157.0,16228.0,292452.0,723126.0,,0.0,0.0,346750.0,280698.0,627448.0,12305.0,10898.0,21613.0,15746.0,688010.0,0.0,758.0,0.0,24419.0,9939.0,35116.0,723126.0,
12/31/2013,,398173.0,321849.0,52774.0,3312.0,9910.0,0.0,10328.0,11439.0,3089.0,16512.0,302568.0,731781.0,,0.0,0.0,343516.0,290575.0,634091.0,12098.0,10462.0,22022.0,17227.0,695900.0,0.0,603.0,0.0,24481.0,10797.0,35881.0,731781.0,
03/31/2014,,408468.0,330300.0,54225.0,3275.0,10191.0,0.0,10477.0,12472.0,3134.0,16617.0,306044.0,746735.0,,0.0,0.0,348784.0,294680.0,643464.0,15097.0,12142.0,19835.0,17333.0,707871.0,0.0,641.0,0.0,24441.0,13782.0,38864.0,746735.0,
06/30/2014,,419319.0,340073.0,54930.0,3171.0,10222.0,0.0,10923.0,12160.0,3162.0,16669.0,314227.0,765537.0,,0.0,0.0,353764.0,303987.0,657751.0,15090.0,13393.0,20988.0,16508.0,723730.0,0.0,612.0,0.0,24484.0,16711.0,41807.0,765537.0,
09/30/2014,,416741.0,336430.0,56693.0,2880.0,9878.0,0.0,10860.0,17222.0,3209.0,16585.0,310390.0,764147.0,,0.0,0.0,354980.0,299520.0,654500.0,16620.0,13203.0,19445.0,18027.0,721795.0,0.0,583.0,0.0,24531.0,17238.0,42352.0,764147.0,
12/31/2014,,419986.0,338485.0,58144.0,2575.0,9861.0,0.0,10921.0,14918.0,3130.0,15971.0,312650.0,766655.0,,0.0,0.0,353916.0,304096.0,658012.0,16602.0,14122.0,16475.0,19095.0,724306.0,0.0,579.0,0.0,24571.0,17199.0,42349.0,766655.0,
03/31/2015,,420875.0,337984.0,59171.0,2513.0,10206.0,0.0,11001.0,19119.0,3135.0,15639.0,319844.0,778612.0,,0.0,0.0,355983.0,311043.0,667026.0,13301.0,15827.0,17181.0,19703.0,733038.0,0.0,530.0,0.0,24352.0,20692.0,45574.0,778612.0,
06/30/2015,,411944.0,328748.0,60221.0,2396.0,9901.0,0.0,10678.0,17038.0,3117.0,16569.0,314063.0,762731.0,,0.0,0.0,352185.0,302869.0,655054.0,14233.0,13047.0,17515.0,20590.0,720439.0,0.0,569.0,0.0,24403.0,17320.0,42292.0,762731.0,
09/30/2015,,416950.0,333198.0,61672.0,2380.0,9109.0,0.0,10591.0,20207.0,3156.0,16206.0,298008.0,754527.0,,0.0,0.0,358840.0,286769.0,645609.0,10984.0,13885.0,19285.0,21994.0,711757.0,0.0,50.0,0.0,24354.0,18366.0,42770.0,754527.0,
12/31/2015,,417192.0,333408.0,62216.0,2308.0,9274.0,0.0,9986.0,17612.0,3110.0,16718.0,302623.0,757255.0,,0.0,0.0,361168.0,291148.0,652316.0,9850.0,12210.0,18842.0,22114.0,715332.0,0.0,33.0,0.0,24488.0,17402.0,41923.0,757255.0,
03/31/2016,,432420.0,347725.0,62603.0,2411.0,9400.0,0.0,10281.0,22492.0,3180.0,15998.0,298905.0,772995.0,,0.0,0.0,374473.0,287874.0,662347.0,9826.0,16180.0,19108.0,16269.0,723730.0,0.0,23.0,0.0,24426.0,24816.0,49265.0,772995.0,
06/30/2016,,451880.0,366275.0,63377.0,2485.0,9496.0,0.0,10247.0,24142.0,3211.0,16152.0,301105.0,796490.0,,0.0,0.0,385666.0,292127.0,677793.0,8192.0,19783.0,18805.0,16739.0,741312.0,0.0,29.0,0.0,24463.0,30686.0,55178.0,796490.0,
09/30/2016,,465771.0,377885.0,64304.0,2471.0,9765.0,0.0,11346.0,24728.0,3279.0,16975.0,309112.0,819865.0,,0.0,0.0,398805.0,299032.0,697837.0,8169.0,20363.0,18326.0,18196.0,762891.0,0.0,543.0,0.0,24526.0,31905.0,56974.0,819865.0,
12/31/2016,,444240.0,356531.0,64534.0,2144.0,9748.0,0.0,11283.0,14127.0,3204.0,17661.0,304730.0,783962.0,,0.0,0.0,386113.0,293347.0,679460.0,9282.0,14745.0,17498.0,16889.0,737874.0,0.0,225.0,0.0,24612.0,21251.0,46088.0,783962.0,
03/31/2017,,450887.0,361575.0,65553.0,2166.0,10143.0,0.0,11450.0,13308.0,3231.0,18197.0,311742.0,797365.0,,0.0,0.0,391731.0,299701.0,691432.0,10644.0,14773.0,17199.0,16343.0,750391.0,0.0,190.0,0.0,24633.0,22151.0,46974.0,797365.0,
06/30/2017,,458401.0,367716.0,66634.0,2123.0,10151.0,0.0,11777.0,16605.0,3228.0,18715.0,315641.0,812590.0,,0.0,0.0,398260.0,303718.0,701978.0,11508.0,15667.0,22534.0,12263.0,763950.0,0.0,196.0,0.0,24677.0,23767.0,48640.0,812590.0,
09/30/2017,,464891.0,373944.0,67138.0,2084.0,9739.0,0.0,11986.0,14541.0,3278.0,18724.0,319697.0,821131.0,,0.0,0.0,400681.0,307437.0,708118.0,12195.0,17206.0,22082.0,10965.0,770566.0,0.0,192.0,0.0,24727.0,25646.0,50565.0,821131.0,
12/31/2017,,469871.0,381404.0,67936.0,2049.0,6174.0,0.0,12308.0,14490.0,3325.0,18992.0,325243.0,831921.0,,0.0,0.0,405506.0,313028.0,718534.0,10610.0,13954.0,22964.0,11515.0,777577.0,0.0,275.0,0.0,24775.0,29294.0,54344.0,831921.0,
03/31/2018,,471491.0,377904.0,70134.0,2120.0,7289.0,0.0,14044.0,15676.0,3169.0,19649.0,319692.0,829677.0,,0.0,0.0,411061.0,306031.0,717092.0,10878.0,13608.0,23908.0,12016.0,777502.0,0.0,345.0,0.0,24728.0,27102.0,52175.0,829677.0,
06/30/2018,,464519.0,371292.0,70557.0,2020.0,7191.0,0.0,13459.0,14918.0,3235.0,19643.0,317545.0,819860.0,,0.0,0.0,409794.0,303516.0,713310.0,13117.0,12195.0,21237.0,11409.0,771268.0,0.0,360.0,0.0,24769.0,23463.0,48592.0,819860.0,
09/30/2018,,464972.0,370903.0,71264.0,1957.0,7058.0,0.0,13790.0,12466.0,3180.0,19789.0,322341.0,822748.0,,0.0,0.0,409927.0,307953.0,717880.0,13218.0,11670.0,23336.0,9562.0,775666.0,0.0,357.0,0.0,24816.0,21909.0,47082.0,822748.0,
12/31/2018,,479245.0,384622.0,71846.0,2013.0,6238.0,0.0,14526.0,15353.0,3318.0,20058.0,297104.0,815078.0,,0.0,0.0,424184.0,279136.0,703320.0,14057.0,11865.0,23233.0,13572.0,766047.0,0.0,414.0,0.0,24834.0,23783.0,49031.0,815078.0,
03/31/2019,,494403.0,394507.0,72861.0,5417.0,6778.0,0.0,14840.0,14699.0,3233.0,19978.0,317011.0,849324.0,,0.0,0.0,428309.0,302604.0,730913.0,14279.0,14007.0,24571.0,10104.0,793874.0,0.0,440.0,0.0,24788.0,30222.0,55450.0,849324.0,
06/30/2019,,512012.0,414860.0,73258.0,2009.0,6804.0,0.0,15081.0,15421.0,3355.0,19540.0,323497.0,873825.0,,0.0,0.0,436955.0,310138.0,747093.0,14241.0,15720.0,24161.0,10457.0,811672.0,0.0,493.0,0.0,24831.0,36829.0,62153.0,873825.0,
09/30/2019,,523504.0,425023.0,73855.0,1958.0,7014.0,0.0,15654.0,18289.0,3248.0,19484.0,321101.0,885626.0,,0.0,0.0,444269.0,308782.0,753051.0,11675.0,17392.0,26345.0,10849.0,819312.0,0.0,516.0,0.0,25357.0,40441.0,66314.0,885626.0,
12/31/2019,,522760.0,422044.0,75655.0,1933.0,7522.0,0.0,15606.0,16327.0,3330.0,19912.0,334223.0,896552.0,,0.0,0.0,445637.0,312281.0,757918.0,13137.0,15591.0,25235.0,20952.0,832833.0,0.0,604.0,0.0,25538.0,37577.0,63719.0,896552.0,
03/31/2020,,524676.0,419255.0,75658.0,5516.0,6176.0,0.0,18071.0,31646.0,3221.0,19738.0,294431.0,873712.0,,0.0,0.0,466715.0,279063.0,745778.0,14466.0,14513.0,18779.0,19104.0,812640.0,0.0,625.0,0.0,25512.0,34935.0,61072.0,873712.0,
06/30/2020,,547932.0,446538.0,75752.0,1875.0,7010.0,0.0,16757.0,21149.0,3296.0,19667.0,323343.0,915387.0,,0.0,0.0,470996.0,301002.0,771998.0,12491.0,16708.0,19289.0,28393.0,848879.0,0.0,611.0,0.0,25519.0,40378.0,66508.0,915387.0,
