Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,10905.0,1363.899994,868.799988,495.100006,1688.400024,,,1188.5,,,,,402.100006,,,,4642.899902,4015.100098,6227.600098,-2212.5,1385.300049,,861.700012,,,,,861.700012,6262.100159,,1443.0,1443.0,,,,843.200012,,,,,,1188.999939,,,1188.999939,3475.199951,600.200012,,,,,727.5,,,,727.5,1327.700012,4802.899963,0.0,210.199997,,,-3370.600098,,8634.700195,5474.300095,627.799988,6102.100082,10905.000046,
12/31/1992,11086.0,1093.5,575.099976,518.400024,1736.900024,,,1182.599976,,,,,386.700012,,,,4399.700195,4271.100098,6530.899902,-2259.799804,1415.599976,,999.599976,,,,,999.599976,6686.30005,,1461.900024,1461.900024,,,,825.200012,,,,,,1330.200013,,,1330.200013,3617.300049,495.700012,,,,,1343.0,,,,1343.0,1838.700012,5456.000061,,204.699997,,,-3667.800049,,8466.000244,5002.900192,627.099976,5630.000168,11086.000229,
03/31/1993,11541.200195,1157.5,702.5,455.0,1706.099976,,,1220.099976,,,,,403.100006,,,,4486.799805,4382.799805,6714.299805,-2331.5,1593.5,,1078.099976,,,,,1078.099976,7054.39978,,1449.800049,1449.800049,,,,976.900024,,,,,,1462.299927,,,1462.299927,3889.0,489.0,,,,,1328.099976,,,,1328.099976,1817.099976,5706.099976,0.0,217.600006,,,-3839.699951,,8794.300049,5172.200104,662.900024,5835.100128,11541.200104,
06/30/1993,12325.700195,1394.799988,847.799988,547.0,2068.300049,,,1226.599976,,,,,449.5,,,,5139.200195,4424.700195,6582.700195,-2158.0,1633.0,,1128.800049,,,,,1128.800049,7186.500244,,2003.900024,2003.900024,,,,1341.099976,,,,,,1513.5,,,1513.5,4858.5,577.599976,,,,,1243.199951,,,,1243.199951,1820.799927,6679.299927,0.0,218.600006,,,-3973.399902,,8682.299805,4927.499908,718.900024,5646.399933,12325.69986,
09/30/1993,12624.700195,1801.200012,1197.400024,603.799988,1869.199951,,,1187.0,,,,,428.200012,,,,5285.600098,4540.299805,6784.700195,-2244.399902,1577.599976,,1221.199951,,,,,1221.199951,7339.099731,,1860.0,1860.0,,,,576.900024,,,,,,1747.499878,,,1747.499878,4184.399902,577.099976,,,,,1519.900024,,,,1519.900024,2097.0,6281.399902,0.0,213.699997,,,-4017.199951,,9069.099854,5265.599899,1077.699951,6343.29985,12624.699753,
12/31/1993,19927.5,1542.300048,829.400024,712.900024,2094.300049,,,1641.699951,,,,,456.299988,,,,5734.600098,4894.600098,7172.799805,-2278.199951,1779.900024,,7518.399902,,,,,7518.399902,14192.900024,,2378.300049,2378.300049,,,,1736.0,,,,,,1781.400146,,,1781.400146,5895.700195,1120.800049,,,,,1744.900024,,,,1744.900024,2865.700073,8761.400268,0.0,4576.5,,,-3948.0,,9393.200195,10021.700195,1144.400024,11166.100219,19927.500487,
03/31/1994,19986.599609,1626.599976,917.0,709.599976,2035.400024,,,1577.699951,,,,,463.899994,,,,5703.600098,4967.5,7348.5,-2381.0,1726.300049,,7589.200195,,,,,7589.200195,14283.000244,,2156.0,2156.0,,,,1436.900024,,,,,,1841.999878,,,1841.999878,5434.899902,1093.300049,,,,,1827.599976,,,,1827.599976,2920.900024,8355.799927,0.0,4579.600098,,,-3914.0,,9749.200195,10414.800293,1216.0,11630.800293,19986.60022,
06/30/1994,20706.900391,2173.199951,1219.699951,953.5,2068.600098,,,1555.199951,,,,,516.400024,,,,6313.399902,5081.200195,7487.0,-2405.800049,1595.5,,7716.799805,,,,,7716.799805,14393.5,,2237.5,2237.5,,,,1510.400024,,,,,,1937.599976,,,1937.599976,5685.5,1017.400024,,,,,1888.400024,,,,1888.400024,2905.800049,8591.300049,0.0,4572.100098,,,-3862.699951,,10160.199951,10869.600098,1246.0,12115.600098,20706.900146,
09/30/1994,21120.099609,2406.099976,1213.0,1193.099976,2148.800049,,,1589.5,,,,,472.600006,,,,6617.0,5220.399902,7746.100098,-2525.699951,1545.400024,,7737.299805,,,,,7737.299805,14503.099731,,2485.0,2485.0,,,,961.599976,,,,,,2173.900024,,,2173.900024,5620.5,1103.800049,,,,,1881.300049,,,,1881.300049,2985.100098,8605.600098,0.0,4612.899902,,,-3913.0,,10557.5,11257.399902,1257.099976,12514.499878,21120.099976,
12/31/1994,21856.599609,2269.700012,1604.0,665.700012,2351.5,,,1660.900024,,,,,639.599976,,,,6921.700195,5296.299805,7672.899902,-2376.600098,1416.900024,,8221.700195,,,,,8221.700195,14934.900024,,2715.399902,2715.399902,,,,146.699997,,,,,,2586.500199,,,2586.500199,5448.600098,1145.900024,,,,,2914.300049,,,,2914.300049,4060.200073,9508.800171,0.0,4667.799805,,,-4470.799805,,10942.0,11139.0,1208.800049,12347.800049,21856.60022,
03/31/1995,21720.300781,3044.600098,2221.100098,823.5,2051.5,,,1672.900024,,,,,704.099976,,,,7473.100098,4851.600098,7042.399902,-2190.800049,1381.599976,,8014.0,,,,,8014.0,14247.200073,,2745.199951,2745.199951,,,,131.100006,,,,,,2439.400238,,,2439.400238,5315.700195,1167.699951,,,,,2890.399902,,,,2890.399902,4058.099854,9373.800049,0.0,4643.100098,,,-4929.200195,,11333.900391,11047.800293,1298.699951,12346.500244,21720.300293,
06/30/1995,21826.699219,2600.599976,1664.099976,936.5,2223.699951,,,1787.400024,,,,,765.400024,,,,7377.100098,4948.799805,7291.100098,-2342.300049,1457.900024,,8042.899902,,,,,8042.899902,14449.599731,,2833.699951,2833.699951,,,,358.100006,,,,,,2185.400238,,,2185.400238,5377.200195,916.099976,,,,,2814.399902,,,,2814.399902,3730.499878,9107.700073,0.0,4658.200195,,,-5119.5,,11822.600098,11361.300293,1357.699951,12719.000244,21826.700317,
09/30/1995,22445.699219,2917.199951,1906.099976,1011.099976,2242.100098,,,1764.400024,,,,,830.700012,,,,7754.399902,5113.299805,7546.600098,-2433.300049,1480.199951,,8097.799805,,,,,8097.799805,14691.299561,,3064.800049,3064.800049,,,,391.700012,,,,,,2204.200134,,,2204.200134,5660.700195,1337.099976,,,,,2657.100098,,,,2657.100098,3994.200073,9654.900269,0.0,4683.5,,,-5449.0,,12282.299805,11516.799805,1274.0,12790.799805,22445.700073,
12/31/1995,23831.800781,3349.800048,1847.400024,1502.400024,2495.699951,,,1872.5,,,,,899.5,,,,8617.5,5269.100098,7709.0,-2439.899902,1969.599976,,7975.600098,,,,,7975.600098,15214.300172,,3105.199951,3105.199951,,,,423.100006,,,,,,2161.200043,,,2161.200043,5689.5,1372.800049,,,,,2747.5,,,,2747.5,4120.300049,9809.800049,0.0,4742.5,,,-5747.399902,,12740.600097,11735.700195,2286.300049,14022.000244,23831.800293,
03/31/1996,23983.900391,3465.599976,1753.400024,1712.199951,2432.199951,,,1882.699951,800.5,,1082.199951,,830.400024,,,,8610.900391,5401.399902,7967.0,-2565.600098,2027.699951,,7943.899902,6786.600098,,,,1157.299805,15372.999756,,2897.899902,2897.899902,,,,573.700012,,,,,,2248.600281,,,2248.600281,5720.200195,1516.199951,,,,,2796.800049,,,,2796.800049,4313.0,10033.200195,0.0,4761.299805,,,-6259.200195,,13161.300293,11663.399902,2287.300049,13950.699951,23983.900146,
06/30/1996,23246.199219,2515.400024,1686.800049,828.599976,2499.300049,,,1811.0,808.700012,,1002.299988,,796.900024,,,,7622.600098,5569.200195,8248.5,-2679.300049,2124.300049,,7930.100098,6740.100098,,,,1190.0,15623.600342,,2809.600098,2809.600098,,,,333.399994,,,,,,2131.399811,,,2131.399811,5274.399902,1505.900024,,,,,2824.399902,,,,2824.399902,4330.299927,9604.699829,0.0,4795.799805,,,-7209.100098,,13746.600098,11333.299805,2308.199951,13641.499756,23246.199585,
09/30/1996,23981.5,2351.699951,1344.199951,1007.5,2723.300049,,,1921.099976,853.5,,1067.599976,,784.400024,,,,7780.5,5666.700195,8413.799805,-2747.100098,2534.0,,8000.299805,6792.700195,,,,1207.599609,16201.0,,2831.199951,2831.199951,,,,851.5,,,,,,1321.500244,,,1321.500244,5004.200195,1328.0,,,,,3933.399902,,,,3933.399902,5261.399902,10265.600098,0.0,4844.100098,,,-7709.700195,,14262.100098,11396.5,2319.399902,13715.899902,23981.5,
12/31/1996,24293.099609,2181.600036,1352.400024,829.200012,2655.899902,,,2148.800049,911.5,,1237.300049,,740.299988,,,,7726.600098,5926.700195,8726.400391,-2799.699951,2499.399902,,8140.399902,6736.600098,,,,1403.799804,16566.499999,,2937.800049,2937.800049,,,,606.099976,,,,,,1285.30017,,,1285.30017,4829.200195,1155.900024,,,,,4027.300049,,,,4027.300049,5183.200073,10012.400268,0.0,4967.5,,,-7814.700195,,14817.700195,11970.5,2310.199951,14280.699951,24293.100219,
03/31/1997,24732.400391,2598.899963,1736.599976,862.299988,2721.800049,,,2088.100098,951.400024,,1136.699951,,807.799988,,,,8216.599609,5973.5,8967.5,-2994.0,2408.0,,8134.299805,6689.600098,,,,1444.699707,16515.799805,,2787.600098,2787.600098,,,,477.5,,,,,,1529.600098,,,1529.600098,4794.700195,1232.300049,,,,,4056.699951,,,,4056.699951,5289.0,10083.700195,0.0,5018.5,,,-7903.0,,15316.700195,12432.200195,2216.5,14648.700195,24732.400391,
06/30/1997,25627.900391,2716.400024,1587.0,1129.400024,2697.0,,,2170.800049,909.200012,,1261.599976,,834.799988,,,,8419.0,6135.299805,9269.700195,-3134.399902,2584.0,,8489.599609,6977.899902,,,,1511.699707,17208.899414,,2709.800049,2709.800049,,,,496.799988,,,,,,1396.399963,,,1396.399963,4603.0,1726.800049,,,,,4184.799805,,,,4184.799805,5911.599854,10514.599854,0.0,5115.600098,,,-8276.099609,,15981.599609,12821.100098,2292.199951,15113.300049,25627.899902,
09/30/1997,25897.800781,2166.900024,1281.800049,885.099976,2966.399902,,,2226.699951,920.599976,,1306.099976,,849.799988,,,,8209.799805,6296.0,9485.299805,-3189.300049,2874.800049,,8517.200195,6851.5,,,,1665.700195,17688.000244,,3062.899902,3062.899902,,,,586.599976,,,,,,1685.500122,,,1685.500122,5335.0,1689.800049,,,,,4803.399902,,,,4803.399902,6493.199951,11828.199951,0.0,5198.600098,,,-8992.200195,,16627.800293,12834.200195,1235.400024,14069.60022,25897.800171,
12/31/1997,25811.900391,2309.299927,1125.099976,1184.199951,2876.699951,,,2145.100098,914.5,,1230.599976,,881.900024,,,,8213.0,6609.399902,10032.599609,-3423.199951,2533.399902,,8456.099609,6780.5,,,,1675.599609,17598.899413,,3268.899902,3268.899902,,,,902.5,,,,,,1397.200196,,,1397.200196,5568.600098,1346.5,,,,,5098.899902,,,,5098.899902,6445.399902,12014.0,0.0,5254.0,,,-9959.900391,,17319.400391,12613.5,1184.400024,13797.900024,25811.900024,
03/31/1998,26399.900391,2809.400024,1596.599976,1212.800049,2574.300049,,,2078.800049,923.400024,,1155.400024,,924.200012,,,,8386.700195,6744.399902,10328.799805,-3584.399902,2819.0,,8449.799805,6722.5,,,,1727.299805,18013.199707,,2979.899902,2979.899902,,,,658.200012,,,,,,1240.400085,,,1240.400085,4878.5,1844.599976,,,,,5305.5,,,,5305.5,7150.099976,12028.599976,0.0,5316.200195,,,-10117.099609,,17947.199707,13146.300293,1225.0,14371.300293,26399.900269,
06/30/1998,27494.0,2793.599976,1424.900024,1368.699951,2873.699951,,,2328.600098,981.599976,,1347.0,,901.5,,,,8897.400391,7026.799805,10726.299805,-3699.5,2820.199951,,8749.599609,6664.200195,,,,2085.399414,18596.599365,,3339.5,3339.5,,,,1550.699951,,,,,,1109.900146,,,1109.900146,6000.100098,1344.099976,,,,,5300.399902,,,,5300.399902,6644.499878,12644.599976,0.0,5419.0,,,-10478.299805,,18722.899414,13663.599609,1185.800049,14849.399658,27493.999634,
09/30/1998,31157.0,4014.5,2429.300049,1585.199951,3086.199951,,,2366.5,870.400024,,1496.099976,,865.700012,,,,10332.900391,7324.0,11207.799805,-3883.800049,3276.600098,,10223.5,8377.599609,,,,1845.900391,20824.100098,,3339.399902,3339.399902,,,,868.0,,,,,,1589.399902,,,1589.399902,5796.799805,2725.899902,,,,,6432.100098,,,,6432.100098,9158.0,14954.799805,0.0,5493.600098,,,-12387.0,,19454.200195,12560.800293,3641.399902,16202.200195,31157.0,
12/31/1998,31853.400391,3355.699951,2606.199951,749.5,3374.100098,,,2623.899902,922.700012,,1701.199951,,874.799988,,,,10228.5,7843.799805,11886.599609,-4042.800049,3607.699951,,10173.400391,8287.200195,,,,1886.200195,21624.900146,,3682.100098,3682.100098,,,,624.200012,,,,,,1762.499695,,,1762.499695,6068.799805,3220.800049,,,,,6057.0,,,,6057.0,9277.800049,15346.599854,0.0,5644.200195,,,-13007.799805,,20165.399902,12801.800293,3705.0,16506.800293,31853.400146,
03/31/1999,32289.1,3096.3,1792.6,1303.7,3132.5,3132.5,,2485.8,868.4,,1617.4,,900.6,,,,9615.2,8121.2,12335.7,-4214.5,4365.2,,10187.5,8193.3,,,,1994.2,22673.9,,3395.4,3395.4,,,,630.5,630.5,0.0,0.0,,,1779.0,,,1779.0,5804.9,3217.6,3217.6,0.0,0.0,,6197.5,,,,6197.5,9415.1,15220.0,0.0,5710.7,,,-13196.3,20848.2,-20.0,13342.6,3726.5,17069.1,32289.1,
06/30/1999,33210.1,3541.3,2267.9,1273.4,3380.1,3380.1,,2566.3,892.5,,1673.8,,939.4,,,,10427.1,8525.0,12896.3,-4371.3,4366.5,,9891.5,7746.9,,,,2144.6,22783.0,,3632.7,3632.7,,,,612.4,612.4,0.0,0.0,,,2299.5,,,2299.5,6544.6,3212.8,3212.8,0.0,0.0,,6764.6,,,,6764.6,9977.4,16522.0,0.0,5608.8,,,-14300.6,21690.3,-23.6,12974.9,3713.2,16688.1,33210.1,
09/30/1999,34587.5,3779.9,2103.4,1676.5,3498.2,3498.2,,2746.7,1172.3,,1574.4,0.0,990.1,,,,11014.9,9038.0,13595.9,-4557.9,4579.8,,9954.8,7673.1,,,,2281.7,23572.6,,3765.3,3765.3,,,,1600.8,1600.8,0.0,0.0,,,2303.8,,,2303.8,7669.9,3213.6,3213.6,0.0,0.0,,6981.0,,,,6981.0,10194.6,17864.5,0.0,5600.8,,,-15305.6,22551.6,9.8,12856.6,3866.4,16723.0,34587.5,
12/31/1999,35634.9,3202.4,2021.9,1180.5,4089.0,4089.0,,2846.9,951.3,,1895.6,0.0,1120.9,,,,11259.2,9676.7,14347.0,-4670.3,4761.5,,9937.5,7584.2,,,,2353.3,24375.7,,4158.7,4158.7,,,,2859.0,2859.0,0.0,0.0,,,1741.1,,,1741.1,8758.8,3143.9,3143.9,0.0,0.0,,7030.1,,,,7030.1,10174.0,18932.8,0.0,5950.2,,,-16164.6,23447.9,8.1,13241.6,3460.5,16702.1,35634.9,
03/31/2000,35778.4,3292.7,2222.7,1070.0,3691.7,3691.7,,2977.5,997.9,,1979.6,0.0,1122.5,,,,11084.4,9946.6,14742.4,-4795.8,4784.8,,9962.6,7451.5,,,,2511.1,24694.0,,3941.9,3941.9,,,,2355.6,2355.6,0.0,0.0,,,1691.2,,,1691.2,7988.7,3443.4,3443.4,0.0,0.0,,7247.1,,,,7247.1,10690.5,18679.2,0.0,5983.4,,,-18170.3,24275.7,12.9,12101.7,4997.5,17099.2,35778.4,
06/30/2000,37443.3,3911.7,2806.0,1105.7,3863.2,3863.2,,2927.9,967.5,,1960.4,0.0,1137.9,,,,11840.7,10406.4,15410.4,-5004.0,5059.2,,10137.0,7549.1,,,,2587.9,25602.6,,3923.7,3923.7,,,,3784.3,3784.3,0.0,0.0,,,1340.2,,,1340.2,9048.2,3439.1,3439.1,0.0,0.0,,7226.6,,,,7226.6,10665.7,19713.9,0.0,6003.4,,,-18608.4,25330.2,-6.2,12719.0,5010.4,17729.4,37443.3,
09/30/2000,38007.6,2835.1,1535.1,1300.0,4571.3,4571.3,,3099.9,1123.7,,1976.2,0.0,1094.1,,,,11600.4,10922.4,16090.0,-5167.6,5284.2,,10200.6,7458.4,,,,2742.2,26407.2,,4049.0,4049.0,,,,3174.5,3174.5,0.0,0.0,,,1696.0,,,1696.0,8919.5,3437.6,3437.6,0.0,0.0,,7115.3,,,,7115.3,10552.9,19472.4,0.0,6064.7,,,-18943.6,26384.2,14.7,13520.0,5015.2,18535.2,38007.6,
12/31/2000,39910.4,4254.6,2536.8,1717.8,5017.9,5017.9,,3021.5,1258.7,,1762.8,0.0,1059.4,,,,13353.4,11482.1,16707.2,-5225.1,4947.8,,10127.1,7374.2,3800.0,3574.2,,2752.9,26557.0,,4361.3,4361.3,,,,3319.3,3319.3,0.0,0.0,,,2029.0,,,2029.0,9709.6,3600.7,3600.7,0.0,0.0,,6746.7,,,,6746.7,10347.4,20057.0,0.0,6295.5,,,-18857.8,27363.9,30.8,14832.4,5021.0,19853.4,39910.4,
03/31/2001,40226.3,4000.1,2158.5,1841.6,5009.8,5009.8,,2845.6,1051.6,,1714.6,0.0,996.2,,,,12851.7,11836.0,17231.4,-5395.4,5317.4,,10221.2,7283.7,,,,2937.5,27374.6,,4162.6,4162.6,,,,3778.2,3778.2,0.0,0.0,,,2456.0,,,2456.0,10396.8,3623.1,3623.1,0.0,0.0,,6427.7,,,,6427.7,10050.8,20447.6,0.0,6296.5,,,-19784.9,28238.1,107.0,14856.7,4922.0,19778.7,40226.3,
06/30/2001,41748.5,3959.8,2108.4,1851.4,5249.8,5249.8,,3153.5,1245.3,,1908.2,0.0,1108.0,,,,13471.1,12370.4,17937.7,-5567.3,5683.5,,10223.5,7190.2,,,,3033.3,28277.4,,4019.6,4019.6,,,,5764.9,5764.9,0.0,0.0,,,2191.3,,,2191.3,11975.8,3655.9,3655.9,0.0,0.0,,6393.8,,,,6393.8,10049.7,22025.5,0.0,6342.9,,,-20857.3,29275.6,5.1,14766.3,4956.7,19723.0,41748.5,
09/30/2001,43705.6,3849.4,1633.6,2215.8,5532.5,5532.5,,3385.4,1308.7,,2076.7,0.0,1155.6,,,,13922.9,12655.3,18251.2,-5595.9,6174.4,,10953.0,7573.8,,,,3379.2,29782.7,,4708.4,4708.4,,,,5219.9,5219.9,0.0,0.0,,,2865.0,,,2865.0,12793.3,4234.6,4234.6,0.0,0.0,,6380.5,,,,6380.5,10615.1,23408.4,0.0,6968.9,,,-22153.7,30424.5,117.0,15356.7,4940.5,20297.2,43705.6,
12/31/2001,44006.7,3286.6,2144.0,1142.6,5215.4,5215.4,,3579.3,1423.6,,2155.7,0.0,880.3,,,,12961.6,13103.4,18956.5,-5853.1,6983.5,,10958.2,7476.5,4100.0,3376.5,,3481.7,31045.1,,5108.4,5108.4,,,,4066.7,4066.7,0.0,0.0,,,2369.1,,,2369.1,11544.2,4798.6,4798.6,0.0,0.0,,6776.3,,,,6776.3,11574.9,23119.1,0.0,6937.0,,,-22387.1,31489.6,10.6,16050.1,4837.5,20887.6,44006.7,
03/31/2002,45474.7,4506.1,2943.1,1563.0,5565.4,5565.4,,3116.4,1231.9,,1884.5,0.0,836.1,,,,14024.0,13249.7,19313.2,-6063.5,7075.8,,11125.2,7428.6,4127.0,3301.6,,3696.6,31450.7,,4908.4,4908.4,,,,5145.5,5145.5,0.0,0.0,,,2573.5,,,2573.5,12627.4,4790.1,4790.1,0.0,0.0,,6760.2,,,,6760.2,11550.3,24177.7,0.0,6928.7,,,-22747.5,32319.7,-54.9,16446.0,4851.0,21297.0,45474.7,
06/30/2002,45960.4,3109.5,1318.9,1790.6,5786.8,5786.8,,3407.3,1383.1,,2024.2,0.0,1001.3,,,,13304.9,13610.0,19847.0,-6237.0,7956.1,,11089.4,7367.0,4127.0,3240.0,,3722.4,32655.5,,5045.0,5045.0,,,,4878.0,4878.0,0.0,0.0,,,2521.4,,,2521.4,12444.4,4833.8,4833.8,0.0,0.0,,6939.8,,,,6939.8,11773.6,24218.0,0.0,6960.0,,,-23509.0,33278.9,47.2,16777.1,4965.3,21742.4,45960.4,
09/30/2002,47337.4,3985.1,1496.6,2488.5,5524.6,5524.6,,3452.1,1272.8,,2179.3,0.0,1061.8,,,,14023.6,13839.6,20370.9,-6531.3,8369.9,,11104.3,7305.6,4127.0,3178.6,,3798.7,33313.8,,5167.4,5167.4,,,,4842.7,4842.7,0.0,0.0,,,3063.3,,,3063.3,13073.4,4869.8,4869.8,0.0,0.0,,6950.9,,,,6950.9,11820.7,24894.1,0.0,6961.0,,,-23967.6,34353.5,185.6,17532.5,4910.8,22443.3,47337.4,
