Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,1803.325081,-38.292999,568.97998,0,3511.254059,5845.266121,6074.851028,57.799838,0.6007,,,,,,1803.325081,5845.266121,42.948316,,
06/30/1990,1922.412586,-126.944,551.179993,0,3538.828949,5885.477528,6110.237915,57.916386,0.601282,,,,,,1922.412586,5885.477528,43.243771,,
09/30/1990,1616.187572,-32.112999,551.179993,0,3442.041931,5577.296497,6063.987976,56.762018,0.617152,,,,,,1616.187572,5577.296497,40.979399,,
12/31/1990,1786.31258,-63.570999,549.530029,0,3595.448883,5867.720493,6100.096954,58.940848,0.612751,1.859982,7.139128,10.237223,8.78512,8.78512,1786.31258,5867.720493,43.113301,,
03/31/1991,2007.47509,-130.397995,543.5,0,3655.684998,6076.262093,6254.27301,58.450998,0.601634,1.902578,6.98833,9.934295,8.679385,8.679385,2007.47509,6076.262093,44.645568,,
06/30/1991,2092.537594,-93.304001,531.200012,0,3543.744934,6074.178539,6179.5289,57.346523,0.583411,1.86161,6.559475,9.287891,8.474686,8.474686,2092.537594,6074.178539,44.630259,,
09/30/1991,2313.700104,-44.810001,531.200012,0,3517.668915,6317.759029,6163.911957,57.068773,0.556791,1.905698,7.023954,10.252441,8.334033,8.334033,2313.700104,6317.759029,46.419976,,
12/31/1991,2432.787609,-27.378,529.549988,0,3631.74707,6566.706667,6276.83905,57.85949,0.553055,1.941366,6.693386,9.606473,8.395353,8.395353,2432.787609,6566.706667,48.249128,,
03/31/1992,2483.825111,-26.573999,523.549988,0,3597.341995,6578.143095,6304.122971,57.063322,0.546863,1.921184,6.643462,9.557351,7.878183,7.878183,2483.825111,6578.143095,48.333158,,
06/30/1992,2598.363937,-261.053986,519.25,0,3823.658112,6680.218063,6572.105042,58.180113,0.572385,1.909503,6.682069,9.489876,8.770288,8.770288,2589.471893,6671.326019,48.847716,,
09/30/1992,2689.017584,-38.817001,519.25,0,3669.302094,6838.752676,6421.723083,57.138903,0.536546,1.906809,6.947622,9.933536,9.555977,9.555977,2685.092644,6834.827736,49.910615,,
12/31/1992,2623.185076,-43.894001,487.600006,0,3776.479095,6843.370177,6504.520141,58.059304,0.551845,1.848796,6.790351,9.671802,8.631365,8.631365,2621.502115,6841.687215,49.893336,,
03/31/1993,3071.998117,-38.022999,487.600006,0,3773.058014,7294.633139,6553.969971,57.569046,0.517238,1.917811,7.16122,10.181238,9.412655,9.412655,3070.028833,7292.663855,53.130702,,
06/30/1993,3424.785162,-125.963997,473.299988,0,3652.973923,7425.095076,6581.932907,55.500018,0.491977,1.927874,7.293205,10.471213,9.605369,9.605369,3381.601206,7381.911119,52.304133,,
09/30/1993,3392.923988,-210.977997,472.049988,0,3754.598114,7408.594093,6687.16507,56.146335,0.50679,1.895331,7.049218,10.062279,8.892382,8.892382,3390.536343,7406.206448,52.13208,,
12/31/1993,2884.14679,-124.350998,440.399994,0,3842.81305,7043.008836,6739.678071,57.017754,0.545621,1.790551,7.045764,10.251609,8.788388,8.788388,2881.1295,7039.991546,49.449955,,
03/31/1994,2550.869637,-168.897003,440.399994,0,3876.905945,6699.278572,6870.090973,56.431654,0.578705,1.661136,6.49355,9.441681,8.093115,8.093115,2547.15177,6695.560705,46.944619,,
06/30/1994,2167.669645,-133.431,426.100006,0,3788.547058,6248.88571,6798.251007,55.728261,0.606276,1.530312,6.006188,8.805886,7.160642,7.160642,2161.544039,6242.760103,43.601845,,
09/30/1994,1924.475271,-145.893997,574.849976,0,3671.550934,6024.982183,6836.013947,53.708944,0.609388,1.461572,5.764882,8.523345,7.034894,7.034894,1919.84741,6020.354322,41.873303,,
12/31/1994,2056.431821,-94.330002,556.950012,0,3792.595031,6311.646862,6811.942992,55.675672,0.600888,1.520081,7.040752,11.471404,8.288884,8.288884,2053.026085,6308.241127,43.736421,,
03/31/1995,1984.537525,-100.185997,556.950012,0,3646.511078,6087.812618,6734.781097,54.144463,0.598985,1.50635,7.07793,11.81338,8.04815,8.883403,1984.45507,6087.730164,42.179814,,
06/30/1995,2110.826277,-106.149002,547.650024,0,3638.143112,6190.470411,6723.679123,54.10941,0.587701,1.547405,7.398338,12.581669,8.390466,10.579322,2110.826277,6190.470411,42.891085,,
