Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,9215.02549,-111,1,0,2355,11460.02549,4516,52.147919,0.205497,,,,,,9297.75,11542.75,22.851588,,
06/30/1990,10557.650671,-196,1,0,2353,12715.650671,4704,50.021259,0.185048,,,,,,10678.125,12836.125,25.217157,,
09/30/1990,7962.790581,-170,1,0,3564,11357.790581,5758,61.896492,0.313793,,,,,,8032.5,11427.5,22.46514,,
12/31/1990,5048.25,-231,1,0,3391,8209.25,5731,59.169429,0.413071,1.068913,4.162906,7.016453,4.846809,,5036.195693,8197.195693,16.159941,,
03/31/1991,6559.820528,-103,1,0,3387,9844.820528,5884,57.562882,0.344039,1.207065,4.999909,8.545851,5.774738,,6585.625,9870.625,19.228691,,
06/30/1991,7236.731243,-80,1,0,3351,10508.731243,5991,55.933901,0.318878,1.215866,5.361598,9.307999,6.603138,,7312.5,10584.5,20.420688,,
09/30/1991,7330.057083,-92,1,0,3429,10668.057083,6223,55.102041,0.321427,1.17853,5.573698,9.979473,7.29997,,7405.875,10743.875,20.648278,,
01/01/1992,7834.75,-41,1,0,3422,11216.75,6381,53.627958,0.305079,1.18183,5.764003,10.281164,7.962201,,7824.58603,11206.58603,21.653958,,
03/31/1992,8675.270782,-178,1,0,3419,11917.270782,6584,51.928919,0.286895,1.225931,6.003663,10.745961,7.695373,,8745.0,11987.0,22.666148,,
06/30/1992,8419.801914,-154,1,0,3472,11738.801914,6713,51.720542,0.295771,1.177058,5.776969,10.379135,7.692987,,8545.25,11864.25,22.394174,,
09/30/1992,9202.75,-73,0,0,3656,12785.75,6648,54.993983,0.285943,1.248243,6.111735,10.96548,7.232957,,9343.25,12926.25,24.400286,,
12/31/1992,10421.375,-232,0,0,3647,13836.375,6797,53.656025,0.263581,1.310015,6.387985,11.425578,7.423494,,10401.5625,13816.5625,26.304895,,
03/31/1993,11792.5,-369,0,0,3683,15106.5,7023,52.441976,0.243802,1.39115,6.719973,11.913644,7.869842,,11970.5,15284.5,28.50283,,
06/30/1993,15410.0,-374,1,0,2867,17904.0,7251,39.539374,0.160132,1.601145,7.750649,13.584219,8.021032,,15927.5,18421.5,33.402985,,
