Date,P/E,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,1.164287,,
03/31/1983,,,,,,,,,,,,1.703835,,
06/30/1983,,,,,,,,,,,,2.319108,,
09/30/1983,,,,,,,,,,,,2.063533,,
12/31/1983,,,,,,,,,,,,2.498958,,
03/31/1984,,,,,,,,,,,,1.689636,,
06/30/1984,,,,,,,,,,,,1.817424,,
09/30/1984,,,,,,,,,,,,2.158191,,
12/31/1984,,,,,,,,,,,,2.27178,,
03/31/1985,,,,,,,,,,,,2.640944,,
06/30/1985,,,,,,,,,,,,3.123697,,
09/30/1985,,,,,,,,,,,,3.471563,,
12/31/1985,,,,,,,,,,,,3.428967,,
03/31/1986,,,,,,,,,,,,3.940118,,
06/30/1986,,,,,,,,,,,,5.814336,,
09/30/1986,,,,,,,,,,,,4.877227,,
12/31/1986,,,,,,,,,,,,4.344779,,
03/31/1987,,,,,,,,,,,,6.357433,,
06/30/1987,,,,,,,,,,,,6.006018,,
09/30/1987,,,,,,,,,,,,5.974071,,
12/31/1987,,,,,,,,,,,,3.482212,,
03/31/1988,,,,,,,,,,,,4.312832,,
06/30/1988,,,,,,,,,,,,4.600354,,
09/30/1988,,,,,,,,,,,,5.015664,,
12/31/1988,,,,,,,,,,,,5.175398,,
03/31/1989,,,,,,,,,,,,5.303186,,
06/30/1989,,,,,,,,,,,,6.900531,,
09/30/1989,,,,,,,,,,,,9.424336,,
12/31/1989,,,,,,,,,,,,7.826991,,
03/31/1990,,,,,,619.213989,619.213989,619.213989,,,,8.178407,685.038024,
06/30/1990,,,,,,649.655191,693.581025,601.789989,,,,7.795044,776.556504,
09/29/1990,,,,,,651.64198,748.767401,585.614018,0.922819,,,5.87823,616.314986,
12/30/1990,,,,,,686.317004,766.891387,589.410776,1.038973,,20.067269,7.347787,748.770009,
03/31/1991,,,,,,772.577389,858.225761,658.888737,1.122972,,21.3395,8.753451,868.432272,
06/30/1991,,,,,,923.064643,978.694012,852.988011,1.280252,,20.82341,9.264602,1025.448793,
09/28/1991,,,,,,927.576006,992.190658,875.321155,1.336753,,24.135297,10.254955,1080.633779,
12/29/1991,,,,,,1114.991382,1221.774783,903.56215,1.490199,,31.387778,11.75646,1200.331403,
03/29/1992,,,,,,1146.703725,1224.543532,1024.723761,1.302803,,28.66495,10.159115,1060.975787,
06/27/1992,,,,,,1102.199721,1151.240165,989.203386,1.353946,,25.534301,10.350796,1119.219493,
09/26/1992,,,,,,1104.243247,1364.767137,1051.304029,1.56013,,23.328339,10.318849,1369.046923,
01/02/1993,,,,,,1460.29713,1578.355674,1354.728012,1.670043,,23.21678,12.043982,1584.823825,
04/03/1993,,,,,,1698.776647,1903.465602,1578.355674,1.837935,,23.217302,14.184424,1906.581634,
07/03/1993,,,,,,1983.058942,2069.0016,1879.82809,1.789478,,22.760198,15.046991,2018.055709,
10/02/1993,,,,,,2046.007125,2163.707457,1847.085983,1.776442,,20.504485,16.229026,2137.408015,
12/31/1993,,,,,,1952.473544,2266.009046,1701.434236,1.82713,,18.47289,16.101239,2283.396959,
04/02/1994,,,,,,2253.679726,2391.856923,2111.617792,1.799403,,17.313452,14.90323,2412.421772,
07/02/1994,,,,,,2388.580083,2498.743175,2279.032545,1.59267,,14.61838,14.376106,2339.277006,
10/01/1994,,,,,,2566.461731,2714.990669,2382.815302,1.773797,,16.873048,17.586769,2830.825114,
12/31/1994,,,,,,2725.399671,2881.664114,2589.33986,1.662845,,15.735487,17.203407,2875.377,
04/01/1995,,,,,,2880.936442,3066.456036,2723.292781,1.738837,,16.620299,19.503584,3197.09731,
07/01/1995,,,,,,3364.501751,3871.316139,2925.529648,2.002872,,18.976556,23.14553,3914.14226,
09/30/1995,,,,,27.344753,4161.690395,4460.485423,3955.68276,2.203919,,20.246512,26.667676,4616.629898,
12/30/1995,,,,,32.849188,4647.728019,5140.637939,4138.546543,2.322623,,21.334826,29.9023,5273.030197,
03/30/1996,,,,,31.627737,5408.625245,6229.715748,4621.949951,2.58272,,24.501448,34.430773,6274.722691,
06/29/1996,,,,,44.689482,6443.592024,6818.682713,6041.479914,2.521791,,25.516313,35.904324,6635.057966,
09/29/1996,,,,,37.226113,6154.049161,6511.380222,5426.187445,2.351718,,24.346716,34.826116,6549.729008,
12/28/1996,,,,,53.715858,5843.37217,6344.446981,5059.16901,2.115449,,21.835706,32.56188,6203.676922,
03/29/1997,,,,,51.5958,5884.999763,6690.454049,5460.742051,1.93273,,19.863211,28.141227,5882.609152,
06/28/1997,,,,,56.065985,6009.861955,6764.669921,5296.310733,1.978025,,18.710357,29.435077,6276.145961,
09/27/1997,,,,,59.350493,6689.935523,7233.239263,6028.855016,2.120546,,18.821589,33.801819,7088.56808,
01/03/1998,,,,,40.22296,7080.368051,7816.834091,6566.285751,2.244966,,19.488094,37.252084,7988.306164,
04/04/1998,,,,,33.865581,7209.505352,7868.973647,6952.329109,2.041651,,17.611038,35.473041,7633.891955,
07/04/1998,,,,,26.844619,6912.201769,7722.962525,6040.268409,1.795567,,15.495389,30.459374,6844.452638,
10/03/1998,,,,,11.875268,4367.744648,6167.49098,3369.422335,0.949778,,8.819995,12.938495,3684.358665,
01/02/1999,,,,,15.129424,4006.351634,4508.732586,3465.179424,1.846216,13.272225,19.004623,14.609718,7140.417,
04/03/1999,,,,,11.117773,4082.299016,6351.738,3487.26783,0.955587,7.221612,10.704863,11.644646,3758.199,
07/03/1999,,,,,21.332275,5631.845167,8451.738,4508.157529,1.169036,10.112013,16.066553,17.035685,4766.641,
10/02/1999,,,,,11.103566,4261.374564,4741.651781,3768.306403,0.908985,8.043362,13.340085,11.698556,3797.295312,
01/01/2000,,,,,9.838813,3904.723643,4163.218367,3707.181906,0.966339,10.239013,14.919604,12.938495,3708.939,
04/01/2000,,,,,15.089125,4213.427723,5515.505237,3616.661243,1.304259,13.745991,19.200305,17.574789,4441.261,
07/01/2000,,,,,12.89942,4263.001862,4637.727032,4040.3947,1.644721,14.724983,20.750869,18.167804,4757.862948,
09/30/2000,,,,,20.694061,5074.991533,5784.963783,4533.28671,2.378258,22.899722,31.425558,22.426725,5618.607,
12/30/2000,,,,,30.34782,5935.584648,6546.452985,5153.400619,2.65256,18.881099,30.526953,25.661349,6049.221,
03/31/2001,,,,,24.640433,5494.141339,6121.770205,4254.170168,2.045627,14.496117,23.475697,19.390492,4657.90696,
06/30/2001,,,,,21.873491,5077.839197,5732.009188,4310.149174,1.92807,15.277165,23.583085,18.993711,4317.96858,
09/29/2001,,,,,22.532918,4105.526615,4456.981029,3476.032095,1.565046,12.026806,18.306575,16.145725,3451.74135,
12/29/2001,,,,,41.101838,4150.258002,4522.496126,3489.590719,2.008905,16.561766,26.337936,23.67,4395.90686,
03/30/2002,,,,,60.73351,4003.591601,4554.272242,3619.747551,1.699645,14.297169,22.196115,20.73,3580.21119,
06/29/2002,,,,,,3200.439819,3596.970225,2676.254868,1.405021,11.537354,16.72984,16.5,2912.732,
09/28/2002,,,,,264.571125,2927.751082,3095.064753,2630.492051,1.375608,11.236318,15.22611,16.27,2857.57545,
12/28/2002,,,,,52.243291,3254.041743,3542.49849,2716.153572,1.590062,12.567224,15.980005,20.0,3317.433,
03/29/2003,,,,,32.167992,3062.739036,3392.859901,2837.799056,1.425576,11.2394,14.231539,18.1,2986.9154,
