Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/27/2008,144.108,,,144.108,,,,,4.111233,,0.0,4.111233,1.40114,,0.0,1.40114,
12/27/2008,207.729,,,207.729,,,,,6.306261,,0.0,6.306261,2.117216,,0.0,2.117216,
03/28/2009,713.267,,,713.267,,,,,21.411861,,,21.411861,7.036237,,,7.036237,
06/27/2009,815.568,117.844,0.0,933.412,,,,,23.641694,3.416063,0.0,27.057757,8.036589,1.161232,0.0,9.197821,
09/26/2009,633.668,151.495,,785.163,,0.446,,0.446,17.05996,4.078632,0.0,21.138592,6.075608,1.452534,0.0,7.528142,
12/26/2009,486.483,165.24,,651.723,,1.109,,1.109,12.377798,4.204273,0.0,16.582071,4.733722,1.607868,0.0,6.34159,
03/27/2010,376.797,206.803,,583.6,,,,,9.354356,5.134088,0.0,14.488443,3.599435,1.97553,0.0,5.574965,
07/03/2010,349.888,233.603,,583.491,,,,,9.141362,6.103237,,15.244599,3.392458,2.264977,,5.657436,
10/02/2010,164.812,268.753,,433.565,,,,,4.13997,6.7509,0.0,10.89087,1.546745,2.522221,0.0,4.068966,
01/01/2011,134.579,120.517,,255.096,,,,,3.369115,3.01708,,6.386195,1.303014,1.166864,,2.469878,
04/02/2011,110.488,225.433,,335.921,,,,,2.626162,5.35826,,7.984422,1.009029,2.058761,,3.06779,
07/02/2011,251.866,176.947,,428.813,,,,,5.352881,3.760635,0.0,9.113516,2.212154,1.554136,0.0,3.76629,
10/01/2011,123.773,97.054,,220.827,,,,,2.659351,2.085275,0.0,4.744626,1.081283,0.847865,0.0,1.929149,
12/31/2011,132.031,147.485,,279.516,,,,,2.816592,3.146269,0.0,5.962862,1.152704,1.287626,0.0,2.44033,
03/31/2012,140.287,150.728,,291.015,,,,,2.875903,3.089945,,5.965849,1.179664,1.267462,,2.447126,
06/30/2012,355.538,257.408,,612.946,,,,,7.588793,5.494254,,13.083047,2.939552,2.128223,,5.067775,
09/29/2012,280.168,203.942,,484.11,,,,,5.724512,4.16703,,9.891543,2.243528,1.633126,,3.876653,
12/29/2012,145.247,183.569,0.0,328.816,,,,,2.963273,3.745104,0.0,6.708377,1.168701,1.477052,0.0,2.645753,
03/30/2013,406.049,3.99,,410.039,,,,,7.880834,0.07744,,7.958274,3.208045,0.031524,,3.239569,
06/29/2013,146.488,135.719,,282.207,,,,,2.821521,2.614098,0.0,5.435619,1.156733,1.071696,0.0,2.228428,
