Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,5.769231,,4.72028,4.020979,4.458042,4.108392,,14.814815,145.952379,,
06/30/1990,,,,,,,1.691897,,0.445236,0.445236,0.445236,0.089047,,0.0,6129.999924,,
09/30/1990,,,,,,,0.347826,,-0.869565,-0.869565,-1.304348,-1.652174,,,,,
12/31/1990,,,,,,,-60.078534,,-66.361257,-65.706806,-79.842932,-80.366492,,,,,
03/31/1991,,-50.696992,-4.84879,,,,-1.739927,-163.461538,-5.03663,-5.03663,-5.03663,-5.40293,,,,,
06/30/1991,,-57.643919,-5.181457,,,,-3.457944,-105.660377,-5.420561,-5.700935,-5.233645,-5.981308,,,,,
09/30/1991,,-66.324347,-5.364784,,,,-0.804829,-7.692308,-2.313883,-2.313883,-2.515091,-3.822938,,,,,
12/31/1991,,-22.744261,-1.240922,,,,2.854331,193.650794,-0.492126,-0.492126,-3.937008,-5.11811,,,,,
03/31/1992,,-17.400644,-0.83679,,,,1.700319,,0.53135,0.42508,0.42508,-0.850159,,20.0,,,
06/30/1992,,-11.441144,-0.389078,,,,1.87638,,0.772627,0.772627,0.662252,-0.662252,,0.0,,,
09/30/1992,,-8.458864,-0.175187,0.69147,,,7.121662,470.588235,1.088032,1.088032,0.49456,-0.692384,,0.0,,,
12/31/1992,,-2.376708,0.202972,3.499743,-1.044399,,2.618454,-3.738318,1.496259,1.620948,1.620948,0.124688,,,434.0,7.938206,
03/31/1993,,4.245554,0.590729,,12.911112,,3.771429,,2.628571,2.628571,6.971429,5.6,,0.0,39.054545,2.587472,
06/30/1993,,6.41099,0.723428,,12.408619,,4.390244,,3.04878,3.04878,3.04878,1.585366,,0.0,32.615383,4.320021,
09/30/1993,,8.270239,0.81237,,,,3.708609,-17.1875,2.384106,2.649007,2.649007,1.059603,,,53.125,3.876674,
12/31/1993,,12.506681,1.201354,,,,5.381727,,4.130163,7.38423,7.38423,5.882353,,,9.042553,11.375758,
03/31/1994,,8.921513,0.877496,,,,4.076433,-1.111111,2.929936,2.929936,2.929936,1.401274,,0.0,40.909091,5.271803,
06/30/1994,,14.742857,1.227079,,,,5.904059,,4.920049,9.225092,9.225092,7.749077,,,7.142857,13.689796,
09/30/1994,,20.10929,1.629328,,,,5.868263,26.25,4.670659,8.982036,8.982036,7.54491,,,7.523809,18.596305,
12/31/1994,,17.728532,1.681088,,,,5.473204,6.410256,-16.533637,7.411631,7.411631,6.27138,,,7.745455,16.355376,
04/01/1995,,20.933522,1.880811,,,,7.151515,67.5,5.939394,5.939394,5.939394,4.969697,,0.0,13.170732,18.176424,
06/30/1995,,17.1875,1.66407,,,,6.775701,23.255814,5.373832,5.373832,5.373832,4.556075,,0.0,14.358974,14.719551,
09/30/1995,,14.485597,1.471779,,,,7.00565,26.0,5.649718,5.536723,5.536723,4.632768,,2.0,13.602439,12.515202,
12/31/1995,,12.565082,1.459956,,,,6.718925,75.0,5.599104,7.278835,7.278835,6.718925,,,9.038333,11.429408,
03/31/1996,,13.473684,1.523181,,,,7.710012,18.181818,6.559264,6.559264,6.559264,5.98389,,0.0,11.538462,11.919028,
06/30/1996,,14.328557,1.660446,,,,8.850575,135.714286,7.701149,7.701149,7.701149,7.126437,,0.0,9.677419,12.941923,
09/30/1996,,13.363904,1.540207,,,,5.166475,-121.428571,4.01837,4.01837,4.01837,3.444317,,0.0,20.0,10.691123,
12/31/1996,,13.615819,1.796407,,,,13.548387,178.378378,10.752688,10.967742,10.967742,10.430108,,,6.185567,12.773604,
03/31/1997,,14.094775,1.714345,11.751526,,,9.112426,,8.047337,5.56213,5.325444,5.088757,,30.882353,18.604651,11.472491,
06/30/1997,,13.127647,1.569514,10.894987,,,8.944954,50.0,8.027523,5.733945,5.389908,5.389908,,28.571429,14.893617,11.172465,
09/30/1997,,13.69065,1.642794,11.189213,,,9.782609,,8.695652,6.280193,5.797101,5.797101,,27.777778,16.666667,11.408875,
12/31/1997,,,,,,,,,,,6.28638,6.28638,,,,,
