Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,786.756,195.617,195.617,0.0,5.374,5.374,,5.151,0.0,0.0,5.151,0.0,14.196,,,,,,220.338,539.34,,,0.0,,27.078,21.939,21.939,0,5.139,566.418,,25.565,25.565,,,,0.079,0,0.079,0.079,,45.651,,,45.651,71.295,3.92,0,3.92,3.92,,102.504,,,,,,102.504,106.424,177.719,0.0,494.799,,,0.0,114.238,0.0,609.037,0.0,609.037,786.756,
09/30/2008,831.919,212.183,212.183,0.0,4.582,4.582,,5.485,0.0,0.0,0.0,5.485,17.726,,,,,,239.976,566.033,,,0.0,,25.91,21.939,21.939,0,3.971,591.943,,29.249,29.249,,,,0.081,0,0.081,0.081,,51.667,,,51.667,80.997,3.899,0,3.899,3.899,,114.321,,,,,,114.321,118.22,199.217,0.0,499.008,,,0.0,133.715,-0.021,632.702,0.0,632.702,831.919,
12/31/2008,824.985,88.044,88.044,,3.643,3.643,,4.789,,,,4.789,114.596,,,,,,211.072,585.899,777.361,-191.462,,,28.014,21.939,21.939,0,6.075,613.913,,23.89,23.89,,,,0.082,0,0.082,0.082,,52.816,,,52.816,76.788,3.878,0,3.878,3.878,,121.729,,,,,,121.729,125.607,202.395,,502.322,,,-30.227,150.688,-0.193,622.59,,622.59,824.985,
03/31/2009,854.599,204.934,204.934,0.0,3.375,3.375,0.0,5.766,,,,,16.37,13.661,,,,0.0,230.445,595.951,,,0.0,,28.203,21.939,21.939,0,6.264,624.154,,88.532,22.662,9.923,,55.947,0.084,0,0.084,0.084,,0.0,,,0.0,88.616,3.856,0,3.856,3.856,,129.581,,,,,32.96,96.621,133.437,222.053,0.0,508.053,0.329,507.724,-51.375,176.08,-0.212,632.546,0.0,632.546,854.599,
06/30/2009,873.339,208.299,208.299,0.0,3.217,3.217,0.0,5.715,,,,,22.066,13.033,,,5.819,0.0,239.297,605.631,,,0.0,,28.411,21.939,21.939,0,6.472,634.042,,80.857,24.666,,,56.191,0.085,0,0.085,0.085,,0.0,,,0.0,80.942,3.835,0,3.835,3.835,,139.502,,,,,38.832,100.67,143.337,224.279,0.0,525.356,0.333,525.023,-87.744,211.473,-0.025,649.06,0.0,649.06,873.339,
09/30/2009,919.819,238.446,238.446,0.0,3.133,3.133,0.0,5.858,,,,,21.705,13.358,,,4.976,0.0,269.142,622.026,,,0.0,,28.651,21.939,21.939,0,6.712,650.677,,87.047,32.555,,,54.492,0.089,0,0.089,0.089,,0.0,,,0.0,87.136,3.81,0,3.81,3.81,,147.191,,,,,41.058,106.133,151.001,238.137,0.0,535.994,0.334,535.66,-100.228,245.937,-0.021,681.682,0.0,681.682,919.819,
12/31/2009,961.505,269.566,219.566,50.0,4.763,4.763,0.0,5.614,,,,,17.511,,0.0,,0.0,14.377,297.454,636.411,882.111,-245.7,0.0,,27.64,21.939,21.939,0,5.701,664.051,,102.057,25.23,4.207,0.0,72.62,0.096,0,0.096,0.096,,0.0,0.0,0.0,0.0,102.153,3.782,0,3.782,3.782,,152.109,0.0,0.0,0.0,0.0,38.863,113.246,155.891,258.044,0.0,540.215,0.335,539.88,-114.316,277.533,0.029,703.461,0.0,703.461,961.505,
03/31/2010,992.772,298.002,193.002,105.0,3.514,3.514,0.0,6.314,,,,,19.22,15.694,,,,0.0,327.05,637.569,,,0.0,,28.153,21.939,21.939,0,6.214,665.722,,100.169,26.139,21.068,,52.962,0.103,0,0.103,0.103,,0.0,,,0.0,100.272,3.753,0,3.753,3.753,,154.368,,,,,35.984,118.384,158.121,258.393,0.0,551.243,0.336,550.907,-132.114,315.38,-0.13,734.379,0.0,734.379,992.772,
06/30/2010,1009.122,307.042,202.042,105.0,3.787,3.787,0.0,6.358,,,,,22.161,18.402,,,,0.0,339.348,641.6,,,0.0,,28.174,21.939,21.939,0,6.235,669.774,,100.463,30.211,3.381,,66.871,0.111,0,0.111,0.111,,0.0,,,0.0,100.574,3.724,0,3.724,3.724,,154.81,,,,,32.121,122.689,158.534,259.108,0.0,561.152,0.337,560.815,-172.899,361.841,-0.08,750.014,0.0,750.014,1009.122,
09/30/2010,1032.371,300.996,210.996,90.0,4.446,4.446,0.0,7.175,,,,,32.782,18.933,,,10.091,0.0,345.399,658.423,,,0.0,,28.549,21.939,21.939,0,6.61,686.972,,103.316,35.641,0.0,,67.675,0.117,0,0.117,0.117,,0.0,,,0.0,103.433,3.693,0,3.693,3.693,,164.216,,,,,36.448,127.768,167.909,271.342,0.0,575.892,0.338,575.554,-225.796,410.069,0.864,761.029,0.0,761.029,1032.371,
12/31/2010,1121.605,349.604,224.838,124.766,5.658,5.658,0.0,7.098,,,,,43.861,,0.0,,23.528,16.016,406.221,676.881,982.109,-305.228,0.0,0.0,38.503,21.939,21.939,0,16.564,715.384,,122.933,33.705,0.0,0.0,89.228,0.121,0,0.121,0.121,,0.0,0.0,0.0,0.0,123.054,3.661,0,3.661,3.661,,184.017,0.0,0.0,0.0,0.0,50.525,133.492,187.678,310.732,0.0,594.671,0.34,594.331,-240.918,456.514,0.606,810.873,0.0,810.873,1121.605,
03/31/2011,1158.055,327.939,282.939,45.0,7.623,7.623,0.0,8.738,,,,,32.86,,,,7.845,20.318,377.16,683.392,,,59.456,59.456,38.047,21.939,21.939,0,16.108,780.895,,99.22,35.929,,,63.291,0.124,0,0.124,0.124,,0.0,,,0.0,99.344,3.629,0,3.629,3.629,,192.336,,,,,53.608,138.728,195.965,295.309,0.0,613.067,0.341,612.726,-254.441,502.896,1.224,862.746,0.0,862.746,1158.055,
06/30/2011,1263.581,384.56,349.801,34.759,6.179,6.179,0.0,8.447,,,,,42.526,,,,6.133,31.279,441.712,695.609,,,89.712,89.712,36.548,21.939,21.939,0,14.609,821.869,,117.288,40.258,,,77.03,0.128,0,0.128,0.128,,0.0,,,0.0,117.416,3.596,0,3.596,3.596,,203.507,,,,,60.023,143.484,207.103,324.519,0.0,647.58,0.343,647.237,-263.402,553.553,1.331,939.062,0.0,939.062,1263.581,
09/30/2011,1343.373,444.634,409.875,34.759,5.765,5.765,0.0,8.768,,,,,28.562,22.679,,,,0.0,487.729,719.346,,,99.718,99.718,36.58,21.939,21.939,0,14.641,855.644,,128.313,49.011,2.955,,76.347,0.13,0,0.13,0.13,,0.0,,,0.0,128.443,3.563,0,3.563,3.563,,211.926,,,,,63.561,148.365,215.489,343.932,0.0,667.493,0.343,667.15,-282.728,613.986,0.69,999.441,0.0,999.441,1343.373,
12/31/2011,1425.308,456.248,401.243,55.005,8.389,8.389,0.0,8.913,,,,,27.642,,0.0,8.22,0.0,21.404,501.192,751.951,1122.12,-370.169,128.241,128.241,43.924,21.939,21.939,0,13.765,924.116,,157.32,46.382,4.241,0.0,106.697,0.133,0,0.133,0.133,,0.0,0.0,0.0,0.0,157.453,3.529,0,3.529,3.529,,220.1,0.0,0.0,0.0,0.0,64.381,155.719,223.629,381.082,0.0,676.996,0.344,676.652,-304.426,671.459,0.197,1044.226,0.0,1044.226,1425.308,
03/31/2012,1527.568,464.671,370.191,94.48,9.087,9.087,0.0,10.017,,,,,67.712,,,,34.891,26.159,551.487,773.116,,,149.072,149.072,53.893,21.939,21.939,0,31.954,976.081,,124.412,49.154,,,75.258,0.135,0,0.135,0.135,,0.0,,,0.0,124.547,3.494,0,3.494,3.494,,229.732,,,,,66.606,163.126,233.226,357.773,0.0,766.229,0.349,765.88,-331.437,734.123,0.88,1169.795,0.0,1169.795,1527.568,
06/30/2012,1648.409,529.533,404.797,124.736,10.351,10.351,0.0,10.504,,,,,70.054,,,,34.446,28.298,620.442,804.655,,,169.177,169.177,54.135,21.939,21.939,0,32.196,1027.967,,149.971,55.96,,,94.011,0.138,0,0.138,0.138,,0.0,,,0.0,150.109,3.459,0,3.459,3.459,,233.616,,,,,63.794,169.822,237.075,387.184,0.0,789.62,0.349,789.271,-344.023,815.806,-0.178,1261.225,0.0,1261.225,1648.409,
09/30/2012,1706.205,573.891,421.149,152.742,14.566,14.566,0.0,9.964,,,,,58.258,24.666,,,26.198,0.0,656.679,835.654,,,159.011,159.011,54.861,21.939,21.939,0,32.922,1049.526,,159.193,65.094,,,94.099,0.14,0,0.14,0.14,,0.0,,,0.0,159.333,3.423,0,3.423,3.423,,235.833,,,,,59.742,176.091,239.256,398.589,0.0,805.715,0.349,805.366,-386.987,888.106,0.782,1307.616,0.0,1307.616,1706.205,
12/31/2012,1668.667,472.859,322.553,150.306,16.8,16.8,0.0,11.096,,,,,45.852,,0.0,10.948,9.612,27.378,546.607,866.703,1311.62,-444.917,190.868,190.868,64.489,21.939,21.939,0,31.602,1122.06,,186.852,58.7,0.0,0.0,128.152,0.0,0,,,,0.0,0.0,0.0,0.0,186.852,0.0,0,,,,235.889,0.0,0.0,0.0,0.0,48.947,186.942,235.889,422.741,0.0,816.961,0.349,816.612,-521.518,949.459,1.024,1245.926,0.0,1245.926,1668.667,
03/31/2013,1712.67,507.503,346.93,160.573,15.475,15.475,0.0,11.431,,,,,41.105,,,,0.0,31.723,575.514,875.597,,,195.52,195.52,66.039,21.939,21.939,0,44.1,1137.156,,182.116,56.629,31.24,,94.247,0.0,0,,,,0.0,,,0.0,182.116,0.0,0,,,,242.463,,,,,47.575,194.888,242.463,424.579,0.0,834.611,0.349,834.262,-572.483,1026.043,-0.08,1288.091,0.0,1288.091,1712.67,
06/30/2013,1808.931,483.796,281.632,202.164,14.961,14.961,0.0,11.27,,,,,44.983,,,,0.0,34.938,555.01,895.819,,,290.284,290.284,67.818,21.939,21.939,0,45.879,1253.921,,182.707,63.305,3.825,,115.577,0.0,0,,,,0.0,,,0.0,182.707,0.0,0,,,,258.781,,,,,57.464,201.317,258.781,441.488,0.0,856.243,0.35,855.893,-602.583,1113.896,-0.113,1367.443,0.0,1367.443,1808.931,
09/30/2013,1911.432,532.173,308.076,224.097,14.575,14.575,0.0,12.509,,,,,44.525,,,,,34.696,603.782,936.023,,,303.7,303.7,67.927,21.939,21.939,0,45.988,1307.65,,179.698,70.267,1.225,,108.206,0.0,0,,,,0.0,,,0.0,179.698,0.0,0,,,,265.992,,,,,56.522,209.47,265.992,445.69,0.0,886.242,0.351,885.891,-619.173,1197.275,1.398,1465.742,0.0,1465.742,1911.432,
12/31/2013,2009.28,578.174,323.203,254.971,24.016,24.016,0.0,13.044,,,,,51.073,,0.0,16.182,3.657,34.204,666.307,963.238,1490.635,-527.397,313.863,313.863,65.872,21.939,21.939,0,27.751,1342.973,,199.228,59.022,0.0,0.0,140.206,0.0,0,,,,0.0,0.0,0.0,0.0,199.228,0.0,0,,,,271.764,0.0,0.0,0.0,0.0,55.434,216.33,271.764,470.992,0.0,920.192,0.352,919.84,-660.421,1276.897,1.62,1538.288,0.0,1538.288,2009.28,
03/31/2014,2155.68,706.995,411.592,295.403,16.582,16.582,0.0,15.202,,,,,52.012,,,,0.0,38.213,790.791,983.047,,,313.601,313.601,68.241,21.939,21.939,0,46.302,1364.889,,227.242,66.729,35.478,,125.035,0.0,0,,,,0.0,,,0.0,227.242,0.0,0,,,,283.405,,,,,57.576,225.829,283.405,510.647,0.0,956.735,0.353,956.382,-673.157,1359.966,1.489,1645.033,0.0,1645.033,2155.68,
06/30/2014,2277.582,804.63,470.05,334.58,20.242,20.242,0.0,15.522,,,,,51.705,,,,0.0,36.966,892.099,1011.916,,,304.108,304.108,69.459,21.939,21.939,0,47.52,1385.483,,241.536,77.648,7.867,,156.021,0.0,0,,,,0.0,,,0.0,241.536,0.0,0,,,,283.012,,,,,50.838,232.174,283.012,524.548,0.0,991.543,0.353,991.19,-710.713,1470.236,1.968,1753.034,0.0,1753.034,2277.582,
09/30/2014,2437.053,789.609,442.618,346.991,18.949,18.949,0.0,15.885,,,,,49.427,,,,,33.632,873.87,1052.684,,,440.949,440.949,69.55,21.939,21.939,0,47.611,1563.183,,264.986,88.398,24.648,,151.94,0.0,0,,,,0.0,,,0.0,264.986,0.0,0,,,,278.303,,,,,38.978,239.325,278.303,543.289,0.0,1015.974,0.353,1015.621,-723.826,1601.037,0.579,1893.764,0.0,1893.764,2437.053,
12/31/2014,2527.317,758.057,419.465,338.592,34.839,34.839,0.0,15.332,,,,,51.283,,0.0,,16.488,34.795,859.511,1106.984,1720.66,-613.676,496.106,496.106,64.716,21.939,21.939,0,42.777,1667.806,,245.71,69.613,0.0,0.0,176.097,0.0,0,,,,0.0,0.0,0.0,0.0,245.71,0.0,0,,,,269.238,0.0,0.0,0.0,0.0,21.561,247.677,269.238,514.948,0.0,1039.286,0.354,1038.932,-748.759,1722.271,-0.429,2012.369,0.0,2012.369,2527.317,
03/31/2015,2703.719,890.534,542.957,347.577,21.48,21.48,0.0,16.052,,,,,56.629,,,,0.0,37.252,984.695,1119.469,,,531.082,531.082,68.473,21.939,21.939,0,46.534,1719.024,,277.121,76.066,47.993,,153.062,0.0,0,,,,0.0,,,0.0,277.121,0.0,0,,,,292.264,,,,,35.399,256.865,292.264,569.385,0.0,1066.571,0.355,1066.216,-772.008,1844.912,-5.141,2134.334,0.0,2134.334,2703.719,
06/30/2015,2806.224,879.23,587.685,291.545,25.711,25.711,0.0,16.529,,,,,67.761,,,,7.851,39.686,989.231,1147.059,,,600.767,600.767,69.167,21.939,21.939,0,47.228,1816.993,,261.016,81.453,,,179.563,0.0,0,,,,0.0,,,0.0,261.016,0.0,0,,,,293.498,,,,,28.761,264.737,293.498,554.514,0.0,1135.085,0.357,1134.728,-865.081,1985.116,-3.41,2251.71,0.0,2251.71,2806.224,
09/30/2015,2947.922,959.743,604.162,355.581,24.157,24.157,0.0,17.524,,,,,71.809,,,,13.486,37.76,1073.233,1180.957,,,625.098,625.098,68.634,21.939,21.939,0,46.695,1874.689,,244.244,77.25,,,166.994,0.0,0,,,,0.0,,,0.0,244.244,0.0,0,,,,302.19,,,,,29.602,272.588,302.19,546.434,0.0,1172.498,0.358,1172.14,-895.881,2129.999,-5.128,2401.488,0.0,2401.488,2947.922,
12/31/2015,2725.066,663.204,248.005,415.199,38.283,38.283,0.0,15.043,,,,,98.117,,0.0,,58.152,39.965,814.647,1217.22,1938.095,-720.875,622.939,622.939,70.26,21.939,21.939,0,48.321,1910.419,,279.942,85.709,0.0,0.0,194.233,0.0,0,,,,0.0,0.0,0.0,0.0,279.942,0.0,0,,,,317.15,0.0,0.0,0.0,0.0,32.305,284.845,317.15,597.092,0.0,1172.986,0.358,1172.628,-1234.612,2197.873,-8.273,2127.974,0.0,2127.974,2725.066,
03/31/2016,2140.82,250.805,250.805,0.0,23.692,23.692,0.0,16.885,,,,,83.358,,,,35.041,48.317,374.74,1241.602,,,455.679,455.679,68.799,21.939,21.939,0,46.86,1766.08,,271.963,76.606,,,195.357,0.0,0,,,,0.0,,,0.0,271.963,0.0,0,,,,328.603,,,,,35.735,292.868,328.603,600.566,0.0,1184.501,0.358,1184.143,-1811.237,2171.441,-4.451,1540.254,0.0,1540.254,2140.82,
06/30/2016,2101.8,270.144,189.96,80.184,23.208,23.208,0.0,16.966,,,,,77.389,,,,25.211,52.178,387.707,1269.335,,,376.364,376.364,68.394,21.939,21.939,0,46.455,1714.093,,276.528,75.255,,,201.273,0.0,0,,,,0.0,,,0.0,276.528,0.0,0,,,,339.229,,,,,37.614,301.615,339.229,615.757,0.0,1205.583,0.358,1205.225,-1911.87,2197.037,-4.707,1486.043,0.0,1486.043,2101.8,
09/30/2016,2067.033,359.149,154.128,205.021,22.103,22.103,0.0,18.382,,,,,69.263,,,,24.013,45.25,468.897,1278.672,,,250.659,250.659,68.805,21.939,21.939,0,46.866,1598.136,,279.499,74.682,,,204.817,0.0,0,,,,0.0,,,0.0,279.499,0.0,0,,,,346.514,,,,,33.862,312.652,346.514,626.013,0.0,1224.118,0.358,1223.76,-1982.488,2204.836,-5.446,1441.02,0.0,1441.02,2067.033,
12/31/2016,2026.103,417.716,87.88,329.836,40.451,40.451,0.0,15.019,,,,,49.188,,0.0,,5.108,44.08,522.374,1303.558,2149.027,-845.469,125.055,125.055,75.116,21.939,21.939,0,53.177,1503.729,,281.793,78.363,,,203.43,0.0,0,,,,0.0,0.0,0.0,0.0,281.793,2.854,0,2.854,2.854,,338.963,0.0,0.0,0.0,0.0,18.944,320.019,341.817,623.61,0.0,1239.233,0.358,1238.875,-2049.389,2220.811,-8.162,1402.493,0.0,1402.493,2026.103,
03/31/2017,2062.262,577.04,122.413,454.627,21.582,21.582,0.0,18.319,,,,,47.023,,,,0.0,47.023,663.964,1322.622,,,0.0,0.0,75.676,21.939,21.939,0,53.737,1398.298,,306.323,83.84,24.639,,197.844,0.0,0,,,,0.0,,,0.0,306.323,0.0,0,,,,348.217,,,,,15.741,332.476,348.217,654.54,0.0,1255.886,0.358,1255.528,-2107.426,2266.931,-7.669,1407.722,0.0,1407.722,2062.262,
06/30/2017,2068.551,569.603,175.137,394.466,24.94,24.94,0.0,19.126,,,,,50.296,,,,0.0,50.296,663.965,1328.28,,,0.0,0.0,76.306,21.939,21.939,0,54.367,1404.586,,267.785,80.976,3.329,,183.48,0.0,0,,,,0.0,,,0.0,267.785,0.0,0,,,,350.57,,,,,12.866,337.704,350.57,618.355,0.0,1276.643,0.358,1276.285,-2154.517,2333.661,-5.591,1450.196,0.0,1450.196,2068.551,
09/30/2017,2064.377,548.357,113.48,434.877,23.87,23.87,0.0,21.634,,,,,62.075,,,,12.986,49.089,655.936,1331.786,,,0.0,0.0,76.655,21.939,21.939,0,54.716,1408.441,,323.402,86.705,,,236.697,0.0,0,,,,0.0,,,0.0,323.402,0.0,0,,,,353.849,,,,,7.577,346.272,353.849,677.251,0.0,1294.674,0.359,1294.315,-2257.174,2353.271,-3.645,1387.126,0.0,1387.126,2064.377,
12/31/2017,2045.692,508.951,184.569,324.382,40.453,40.453,0.0,19.86,,,,,60.271,,0.0,,9.353,50.918,629.535,1338.366,2317.29,-978.924,0.0,0.0,77.791,21.939,21.939,0,55.852,1416.157,,323.893,82.028,,,241.865,0.0,0,,,,0.0,0.0,0.0,0.0,323.893,2.63,0,2.63,2.63,,354.724,0.0,0.0,0.0,0.0,0.814,353.91,357.354,681.247,0.0,1305.449,0.359,1305.09,-2334.409,2397.064,-3.659,1364.445,0.0,1364.445,2045.692,
03/31/2018,2097.444,530.602,231.838,298.764,26.691,26.691,0.0,17.404,,,,,55.742,,,,0.0,55.742,630.439,1343.717,,,49.375,49.375,73.913,21.939,21.939,0,51.974,1467.005,,367.32,99.001,8.642,,259.677,0.0,0,,,,0.0,,,0.0,367.32,0.0,0,,,,366.079,,,,,6.549,359.53,366.079,733.399,0.0,1317.597,0.359,1317.238,-2406.434,2456.51,-3.628,1364.045,0.0,1364.045,2097.444,
06/30/2018,2128.622,573.927,225.658,348.269,23.702,23.702,0.0,20.851,,,,,102.194,,,,32.334,69.86,720.674,1333.949,,,0.0,,73.999,21.939,21.939,0,52.06,1407.948,,355.161,95.597,,,259.564,0.0,0,,,,0.0,,,0.0,355.161,0.0,0,,,,381.454,,,,,17.845,363.609,381.454,736.615,0.0,1328.848,0.359,1328.489,-2435.109,2503.394,-5.126,1392.007,0.0,1392.007,2128.622,
09/30/2018,2230.872,670.815,343.028,327.787,26.868,26.868,0.0,18.285,,,,,77.103,,,,21.697,55.406,793.071,1361.44,,,0.0,0.0,76.361,21.939,21.939,0,54.422,1437.801,,402.786,103.486,,,299.3,0.0,0,,,,0.0,,,0.0,402.786,0.0,0,,,,392.249,,,,,27.322,364.927,392.249,795.035,0.0,1353.431,0.36,1353.071,-2454.337,2541.598,-4.855,1435.837,0.0,1435.837,2230.872,
12/31/2018,2265.518,676.798,249.953,426.845,62.312,62.312,0.0,21.555,,,,,54.129,,0.0,,0.0,54.129,814.794,1379.254,2462.761,-1083.507,0.0,,71.47,21.939,21.939,0,49.531,1450.724,,379.516,113.071,5.129,,261.316,0.0,0,,,,70.474,0.0,0.0,0.0,449.99,2.39,0,2.39,2.39,,371.799,0.0,0.0,0.0,0.0,11.566,360.233,374.189,824.179,0.0,1374.514,0.36,1374.154,-2500.556,2573.617,-6.236,1441.339,0.0,1441.339,2265.518,
03/31/2019,4625.482,735.024,277.661,457.363,49.725,49.725,0.0,18.78,,,,,34.217,,,,0.0,34.217,837.746,3716.677,,,0.0,,71.059,21.939,21.939,0,49.12,3787.736,,366.914,106.214,21.198,,239.502,157.665,0,157.665,,157.665,57.088,,,0.0,581.667,2513.901,0,2513.901,,2513.901,46.115,,,,,12.528,33.587,2560.016,3141.683,0.0,1393.645,0.361,1393.284,-2563.41,2659.422,-5.858,1483.799,0.0,1483.799,4625.482,
