Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2007,99.319253,95.098711,92.265002,,1.782962,0.970628,1.294196,0.24,0.21,0.205264,0.23,0.2,0.200827,0.5,0.606514,-2.235203,0.586664,0.570003,2.615988,24.164006,,
06/30/2007,99.660284,101.361013,98.937407,,1.691989,0.904703,1.247425,1.13,1.101535,0.408742,1.1,1.076253,0.400025,0.5,0.764322,,0.758619,0.741674,2.247314,24.880373,,
09/30/2007,98.910419,100.91434,98.722381,,1.675091,0.92361,1.230724,0.7,0.629118,0.629118,0.69,0.620168,0.620168,0.5,0.864596,-5.16504,1.009022,0.985685,3.000685,24.957593,,
12/31/2007,99.210508,101.859756,98.834206,,1.658616,0.848097,0.74974,0.943489,0.291832,0.509198,0.915465,0.283164,0.494073,0.5,0.238865,-4.824656,1.223664,1.188035,2.219765,25.515967,,
03/31/2008,97.898805,99.789253,97.750901,,1.805467,0.972185,1.331804,0.4,0.39,0.251245,0.39,0.38,0.24994,0.52,0.638807,-2.732026,0.666974,0.653872,2.621278,25.203801,,
06/30/2008,97.998672,99.432356,97.083044,,2.155876,1.293151,1.641739,0.75,0.741293,0.497176,0.73,0.718937,0.480588,0.52,0.671096,-3.019343,1.086462,1.060989,3.466935,25.307435,,
09/30/2008,98.331206,98.952245,97.149079,,1.672636,0.872319,1.226095,0.25,0.247393,0.247393,0.24,0.238333,0.238333,0.52,1.157345,-1.57878,0.709595,0.695848,2.907846,25.056003,,
12/31/2008,,97.584,97.584,,1.688228,,,-2.07,-2.07,0.15,-2.07,-2.07,0.15,,,,,,,,,
03/31/2009,146.219201,98.915587,98.915587,,1.652106,-0.938093,-0.621287,-1.24,-1.42,0.351754,-1.24,-1.42,0.351754,0.28,0.625028,-0.869974,-0.998373,-0.998373,1.79869,18.140983,,
06/30/2009,146.253416,145.379807,145.318364,,1.02239,0.491528,0.66933,0.12,0.031744,0.06258,0.12,0.031744,0.062567,0.28,0.179034,-0.695473,,,1.271122,18.042669,,
09/30/2009,146.307353,145.658847,145.33205,,1.056663,0.545619,0.723392,0.43,0.018943,0.018943,0.43,-0.009692,-0.009692,0.28,0.599393,0.13613,,,1.193727,18.403333,,
12/31/2009,149.258376,147.047,147.047,,1.085823,0.510061,0.723075,-0.05,-0.071426,0.024856,-0.05,-0.071426,0.024856,0.28,0.237162,-0.221929,,,1.253993,18.139793,18.139793,
03/31/2010,149.945215,148.666418,148.666418,,1.036482,0.467779,0.682696,-0.03,-0.04,-0.015565,-0.03,-0.04,-0.020002,0.28,0.47129,0.111283,0.29499,0.293586,1.022967,17.78723,,
