Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,108.0,,106.0,106.0,,,,,,,,,,,,
06/30/1990,,,67.0,,87.0,87.0,,,,,,,,,,,,
09/30/1990,,,109.0,,107.0,107.0,,,,,,,,,,,,
12/31/1990,,,0.0,,-2002.0,-2002.0,,,,,,,,,,,,
03/31/1991,,,81.0,,134.0,134.0,,,,,,,,,,,,
06/30/1991,,,133.0,,145.0,145.0,,,,,,,,,,,,
09/30/1991,,,146.0,,169.0,169.0,,,,,,,,,,,,
12/31/1991,,,0.0,,6.0,6.0,,,,,,,,,,,,
03/31/1992,,,20.0,,-138.0,-138.0,,,,,,,,,,,,
06/30/1992,,,42.0,,49.0,49.0,,,,,,,,,,,,
09/30/1992,,,68.0,,83.0,83.0,,,,,,,,,,,,
12/31/1992,,,0.0,,-588.0,-588.0,,,,,,,,,,,,
03/31/1993,,,78.0,,75.0,75.0,,,,,,,,,,,,
06/30/1993,,,64.0,,64.0,64.0,,,,,,,,,,,,
09/30/1993,,,-113.0,,59.0,59.0,,,,,,,,,,,,
12/31/1993,,,0.0,,47.0,47.0,,,,,,,,,,,,
03/31/1994,,,-57.0,,-57.0,-57.0,,,,,,,,,,,,
06/30/1994,,,-38.0,,-38.0,-38.0,,,,,,,,,,,,
09/30/1994,,,3.0,,3.0,3.0,,,,,,,,,,,,
12/31/1994,,,0.0,,-20.0,-20.0,,,,,,,,,,,,
03/31/1995,,,155.0,,155.0,155.0,,,,,,,,,,,,
06/30/1995,,,164.0,,164.0,164.0,,,,,,,,,,,,
09/30/1995,,,115.0,,115.0,115.0,,,,,,,,,,,,
12/31/1995,,,0.0,,-16.0,-16.0,,,,,,,,,,,,
03/31/1996,,,141.0,,111.0,111.0,,,,,,,,,,,,
06/30/1996,,,122.677002,,158.0,158.0,,,,,,,,,,,,
09/30/1996,,,136.0,,171.0,171.0,,,,,,,,,,,,
12/31/1996,,,0.0,,135.0,135.0,,,,,,,,,,,,
03/31/1997,,,156.0,,156.0,156.0,,,,,,,,,,,,
06/30/1997,,,135.0,,135.0,135.0,,,,,,,,,,,,
09/30/1997,,,166.75,,136.0,136.0,,,,,,,,,,,,
12/31/1997,,,-33.77,,-905.0,-905.0,,,,,,,,,,,,
03/31/1998,,,46.0,,173.0,173.0,,,,,,,,,,,,
06/30/1998,,,-123.0,,181.0,181.0,,,,,,,,,,,,
09/30/1998,,,-1.0,,34.0,34.0,,,,,,,,,,,,
12/31/1998,,,-42.0,,-42.0,-42.0,,,,,,,,,,,,
03/31/1999,,,-72.0,,-74.0,-74.0,,,,,,,,,,,,
06/30/1999,,,9.0,,6.0,6.0,,,,,,,,,,,,
09/30/1999,,,126.0,,126.0,126.0,,,,,,,,,,,,
12/31/1999,,,258.0,,383.0,383.0,,,,,,,,,,,,
03/31/2000,,,272.0,,272.0,272.0,,,,,,,,,,,,
06/30/2000,,,344.0,,564.0,564.0,,,,,,,,,,,,
09/30/2000,,,369.0,,402.0,402.0,,5.26315789473685,,,,,,,,,,
12/31/2000,,,349.0,,333.0,333.0,,-3.29218106995885,,,,,,,,,,
03/31/2001,,,537.0,,484.0,484.0,,48.870636550308,,,,,,,,,,
06/30/2001,,,466.0,,473.0,473.0,,19.9616122840691,,,,,,,,,,
09/30/2001,,,316.0,,444.0,444.0,,13.941018766756,,,,,,,,,,
