Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2000,4380.0,,-3443.0,,937.0,,-429.0,,,,,508.0,-177.0,178.0,178.0,,0.0,-1.0,331.0,-141.0,190.0,22.0,,,168.0,0.0,168.0,0.0,0.0,168.0,168.0,,338.6,0.5,0.56,0.56,344.0,0.49,0.55,0.55,
04/01/2001,3772.0,,-3072.0,,700.0,,-392.0,,,,,308.0,-150.0,180.0,180.0,,0.0,-30.0,158.0,-64.0,94.0,218.0,,,-124.0,0.0,-124.0,0.0,0.0,-124.0,-124.0,,340.01,-0.36,0.28,0.28,345.128,-0.36,0.27,0.27,
07/01/2001,4307.0,,-3499.0,,808.0,,-451.0,,,,,357.0,-147.0,171.0,171.0,,0.0,-24.0,210.0,-93.0,117.0,305.0,,,-188.0,0.0,-188.0,0.0,0.0,-188.0,-188.0,,349.872,-0.54,0.32,0.32,354.305,-0.53,0.32,0.32,
09/30/2001,3755.0,,-3727.0,,28.0,,-392.0,,,,,-364.0,-183.0,172.0,172.0,,0.0,11.0,-547.0,267.0,-280.0,5.0,,,-285.0,0.0,-285.0,0.0,0.0,-285.0,-285.0,,359.406,-0.79,-0.78,0.3,359.406,-0.79,-0.78,0.3,
12/31/2001,4631.0,,-3787.0,,844.0,,-414.0,,,,,430.0,-162.0,144.0,144.0,,0.0,18.0,268.0,-215.0,53.0,219.0,,,-166.0,0.0,-166.0,0.0,0.0,-166.0,-166.0,,377.5,-0.44,0.15,0.4,383.2,-0.43,0.15,0.4,
03/31/2002,3911.0,,-3160.0,,751.0,,-398.0,,,,,353.0,-140.0,132.0,140.0,-8.0,0.0,8.0,213.0,-64.0,149.0,732.0,,,-583.0,0.0,-583.0,0.0,0.0,-583.0,-583.0,,395.679,-1.47,0.38,0.38,404.916,-1.44,0.37,0.37,
06/04/2002,4095.0,,-3207.0,,888.0,,-434.0,,,,,454.0,-134.0,122.0,131.0,-9.0,0.0,12.0,320.0,-97.0,223.0,359.0,,,-136.0,0.0,-136.0,0.0,0.0,-136.0,-136.0,,399.97,-0.34,0.56,0.56,412.853,-0.33,0.54,0.54,
09/29/2002,4092.0,,-3240.0,,852.0,,-397.0,,,,,455.0,-126.0,104.0,111.0,-7.0,0.0,22.0,329.0,-101.0,228.0,81.0,,,147.0,0.0,147.0,0.0,0.0,147.0,147.0,,403.675,0.36,0.56,0.56,408.743,0.36,0.56,0.56,
12/31/2002,4662.0,,-3751.0,,911.0,0.0,-419.0,307.0,,,112.0,492.0,-280.0,106.0,,,,174.0,212.0,-57.0,155.0,170.0,,,-15.0,,-15.0,,0.0,-15.0,-15.0,,406.4,-0.04,0.38,0.38,409.2,-0.04,0.38,0.38,
03/30/2003,4201.0,,-3480.0,,721.0,,-408.0,,,,,313.0,-154.0,131.0,143.0,-12.0,0.0,23.0,159.0,-48.0,111.0,16.0,,,95.0,0.0,95.0,0.0,0.0,95.0,95.0,,408.491,0.23,0.27,0.27,411.111,0.23,0.27,0.27,
06/29/2003,4429.0,,-3570.0,,859.0,,-476.0,,,,,383.0,-116.0,124.0,135.0,-11.0,0.0,-8.0,267.0,-81.0,186.0,86.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,411.633,0.24,0.45,0.42,414.872,0.24,0.45,0.42,
09/28/2003,4378.0,,-3776.0,,602.0,,-434.0,,,,,168.0,-139.0,127.0,137.0,-10.0,0.0,12.0,29.0,-8.0,21.0,56.0,,,-35.0,0.0,-35.0,0.0,0.0,-35.0,-35.0,,414.275,-0.08,0.05,0.43,417.816,-0.08,0.05,0.43,
12/31/2003,5101.0,,-4174.0,,927.0,,-475.0,,,,,452.0,-145.0,105.0,122.0,-17.0,0.0,40.0,0.0,-90.0,217.0,12.0,,,-102.0,,205.0,0.0,0.0,205.0,205.0,,416.3,0.49,0.53,0.56,418.7,0.49,0.52,0.56,
03/28/2004,4676.0,,-3996.0,,680.0,,-429.0,,,,,251.0,-105.0,105.0,117.0,-12.0,0.0,0.0,146.0,-45.0,101.0,-27.0,,,128.0,0.0,128.0,0.0,0.0,128.0,128.0,,418.579,0.31,0.24,0.24,421.301,0.3,0.24,0.24,
06/27/2004,4929.0,,-4117.0,,812.0,,-472.0,,,,,340.0,-462.0,99.0,109.0,-10.0,0.0,363.0,-122.0,28.0,-94.0,14.0,,,-108.0,0.0,-108.0,0.0,0.0,-108.0,-108.0,,434.597,-0.25,-0.22,0.35,434.597,-0.25,-0.22,0.35,
09/26/2004,4936.0,,-4129.0,,807.0,,-450.0,,,,,357.0,-94.0,89.0,100.0,-11.0,0.0,5.0,263.0,-77.0,186.0,34.0,,,152.0,0.0,152.0,0.0,0.0,152.0,152.0,,449.181,0.34,0.41,0.41,453.544,0.34,0.41,0.41,
12/31/2004,5704.0,,-4739.0,,965.0,,-525.0,399.0,,,126.0,440.0,-148.0,80.0,92.0,-12.0,0.0,68.0,292.0,-46.0,246.0,1.0,,,245.0,0.0,245.0,0.0,0.0,245.0,245.0,13.0,450.2,0.54,0.55,0.58,456.4,0.54,0.54,0.57,
03/27/2005,4944.0,,-4118.0,,826.0,,-449.0,,,,,377.0,-81.0,64.0,76.0,-12.0,0.0,17.0,296.0,-100.0,196.0,30.0,,,166.0,0.0,166.0,0.0,0.0,166.0,166.0,,450.604,0.37,0.43,0.46,456.558,0.36,0.43,0.46,
06/26/2005,5409.0,,-4490.0,,919.0,,-492.0,,,,,427.0,-70.0,70.0,82.0,-12.0,0.0,0.0,357.0,-124.0,233.0,32.0,,,201.0,0.0,201.0,0.0,0.0,201.0,201.0,,449.047,0.45,0.52,0.52,455.124,0.44,0.51,0.51,
09/25/2005,5331.0,,-4445.0,,886.0,,-472.0,,,,,414.0,-61.0,65.0,79.0,-14.0,0.0,-4.0,353.0,-122.0,231.0,3.0,,,228.0,0.0,228.0,0.0,0.0,228.0,228.0,,445.582,0.51,0.52,0.52,452.123,0.5,0.51,0.51,
12/31/2005,6210.0,,-5177.0,,1033.0,,-564.0,,,,,469.0,-35.0,,75.0,-14.0,0.0,-26.0,434.0,-152.0,282.0,6.0,,,276.0,0.0,276.0,0.0,0.0,276.0,276.0,,442.6,0.62,0.64,0.63,449.0,0.61,0.63,0.62,
03/26/2006,4660.0,,-3807.0,,853.0,,-420.0,,,,,433.0,-22.0,48.0,69.0,-21.0,0.0,-26.0,411.0,-139.0,272.0,-15.0,,,287.0,0.0,287.0,0.0,0.0,287.0,287.0,,442.336,0.65,0.61,0.58,448.842,0.64,0.61,0.58,
06/25/2006,4973.0,,-4032.0,,941.0,,-480.0,,,,,461.0,-42.0,55.0,68.0,-13.0,0.0,-13.0,419.0,-143.0,276.0,-34.0,,,310.0,0.0,310.0,0.0,0.0,310.0,310.0,,442.65,0.7,0.62,0.58,450.889,0.69,0.61,0.57,
09/24/2006,4936.0,,-4047.0,,889.0,,-433.0,,,,,456.0,-48.0,50.0,65.0,-15.0,0.0,-2.0,408.0,-141.0,267.0,-54.0,,,321.0,0.0,321.0,0.0,0.0,321.0,321.0,,441.922,0.73,0.6,0.62,451.593,0.71,0.59,0.61,
12/31/2006,5561.0,,-4525.0,,1036.0,,-483.0,,,,,553.0,-40.0,42.0,70.0,-28.0,0.0,-2.0,513.0,-169.0,344.0,-96.0,-96.0,,365.0,0.0,365.0,0.0,0.0,365.0,365.0,,440.1,0.83,0.78,0.78,452.3,0.81,0.76,0.76,
03/25/2007,4804.0,,-3856.0,,948.0,0.0,-427.0,330.0,,,97.0,521.0,-35.0,32.0,60.0,-28.0,0.0,3.0,486.0,-162.0,324.0,-22.0,,,346.0,,346.0,0.0,0.0,346.0,346.0,,441.005,0.78,0.73,0.73,453.531,0.76,0.71,0.71,
06/24/2007,5278.0,,-4194.0,,1084.0,,-495.0,,,,,589.0,-53.0,-3.0,54.0,-57.0,0.0,56.0,536.0,-181.0,355.0,-980.0,,,1335.0,0.0,1335.0,0.0,0.0,1335.0,1335.0,,436.7,3.06,0.81,0.81,448.8,2.97,0.79,0.79,
09/23/2007,5355.0,,-4276.0,,1079.0,,-602.0,,,,,477.0,-8.0,-1.0,41.0,-42.0,0.0,9.0,469.0,-165.0,304.0,5.0,,,299.0,0.0,299.0,0.0,0.0,299.0,299.0,,431.239,0.69,0.7,0.88,442.997,0.68,0.69,0.86,
12/31/2007,6000.0,,-4837.0,,1163.0,,-517.0,,,,,646.0,-7.0,5.0,41.0,-36.0,0.0,2.0,639.0,-5.0,634.0,36.0,,,598.0,0.0,598.0,0.0,0.0,598.0,598.0,-214.0,423.2,1.41,1.5,0.99,436.8,1.37,1.45,0.96,
03/30/2008,5354.0,,-4258.0,,1096.0,0.0,-487.0,380.0,,,107.0,609.0,-16.0,11.0,34.0,-23.0,0.0,5.0,593.0,-192.0,401.0,2.0,,,399.0,-1.0,398.0,0.0,0.0,398.0,398.0,,423.8,0.95,0.94,0.94,434.7,0.92,0.93,0.93,
06/29/2008,5870.0,,-4664.0,,1206.0,0.0,-538.0,396.0,,,142.0,668.0,-15.0,17.0,34.0,-17.0,0.0,-2.0,653.0,-221.0,432.0,0.0,,,432.0,-6.0,426.0,0.0,0.0,426.0,426.0,,419.7,1.02,1.02,1.02,430.0,0.99,0.99,0.99,
09/28/2008,5864.0,,-4664.0,,1200.0,0.0,-510.0,380.0,,,130.0,690.0,-31.0,13.0,29.0,-16.0,0.0,18.0,659.0,-222.0,437.0,0.0,,,437.0,-10.0,427.0,0.0,0.0,427.0,427.0,16.9,415.6,1.02743,1.02743,1.045606,424.9,1.004942,1.004942,1.045606,
12/31/2008,6086.0,,-4910.0,,1176.0,,-530.0,392.0,,,138.0,646.0,-36.0,24.0,32.0,-8.0,,12.0,610.0,-189.0,421.0,,,,421.0,0.0,421.0,0.0,,421.0,421.0,,404.0,1.04,1.04,1.15,413.4,1.02,1.02,1.13,
03/29/2009,5884.0,5884.0,-4697.0,4697.0,1187.0,0.0,-475.0,364.0,,111.0,0.0,712.0,-33.0,28.0,32.0,-4.0,,5.0,679.0,-222.0,457.0,-3.0,-3.0,0.0,460.0,-8.0,452.0,0.0,0.0,452.0,441.2,-7.8,399.0,1.13,1.12,1.105764,404.0,1.12,1.11,1.090693,
06/28/2009,6125.0,6125.0,-4839.0,4839.0,1286.0,0.0,-521.0,370.0,,151.0,0.0,765.0,-15.0,28.0,31.0,-3.0,,-13.0,750.0,-246.0,504.0,3.0,3.0,0.0,501.0,-12.0,489.0,0.0,0.0,489.0,487.45,-4.55,392.5,1.24,1.25,1.241911,397.3,1.23,1.24,1.228548,
09/27/2009,6205.0,6205.0,-4894.0,4894.0,1311.0,0.0,-546.0,401.0,,145.0,0.0,765.0,-18.0,28.0,32.0,-4.0,,-10.0,747.0,-248.0,499.0,1.0,1.0,0.0,498.0,-8.0,490.0,0.0,0.0,490.0,491.0,0.0,388.1,1.26,1.27,1.27,393.4,1.25,1.25,1.25,
12/31/2009,6667.0,6667.0,-5317.0,5317.0,1350.0,0.0,-550.0,392.0,,158.0,0.0,800.0,-46.0,25.0,28.0,-3.0,,21.0,754.0,-237.0,517.0,0.0,0.0,0.0,517.0,-13.0,504.0,0.0,0.0,504.0,504.0,0.0,382.2,1.32,1.32,1.32,388.4,1.3,1.3,1.3,
03/28/2010,6053.0,6053.0,-4784.0,4784.0,1269.0,0.0,-560.0,408.0,,152.0,0.0,709.0,-28.0,29.0,32.0,-3.0,,-1.0,681.0,-220.0,461.0,8.0,8.0,0.0,453.0,-8.0,445.0,0.0,0.0,445.0,453.0,0.0,377.6,1.18,1.2,1.2,384.4,1.16,1.18,1.18,
06/27/2010,5973.0,5973.0,-5038.0,5038.0,935.0,0.0,-590.0,414.0,,176.0,0.0,345.0,-35.0,29.0,33.0,-4.0,,6.0,310.0,-91.0,219.0,4.0,4.0,0.0,215.0,-7.0,208.0,0.0,0.0,208.0,486.0,274.0,378.5,0.55,0.56,1.284016,383.1,0.55,0.56,1.275218,
09/26/2010,6272.0,6272.0,-4975.0,4975.0,1297.0,0.0,-548.0,394.0,,154.0,0.0,749.0,-23.0,30.0,33.0,-3.0,,-7.0,726.0,-77.0,649.0,-88.0,-88.0,0.0,737.0,-9.0,728.0,0.0,0.0,728.0,470.0,-170.0,371.7,1.96,1.72,1.264461,374.5,1.94,1.71,1.256061,
12/31/2010,6885.0,6885.0,-5506.0,5506.0,1379.0,0.0,-575.0,432.0,,143.0,0.0,804.0,-89.0,22.0,28.0,-6.0,,67.0,715.0,-201.0,514.0,40.0,40.0,0.0,474.0,-15.0,459.0,0.0,0.0,459.0,546.45,47.45,363.2,1.26,1.38,1.504543,366.0,1.25,1.37,1.499645,
04/03/2011,6052.0,6052.0,-4898.0,4898.0,1154.0,0.0,-565.0,426.0,,139.0,0.0,589.0,-39.0,39.0,43.0,-4.0,,0.0,550.0,-164.0,386.0,-3.0,-3.0,0.0,389.0,-5.0,384.0,0.0,0.0,384.0,382.3,1.3,357.4,1.07,1.07,1.06967,360.8,1.06,1.06,1.063603,
