Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2006,61692.0,2120.0,2120.0,0.0,7043.0,7043.0,,4825.0,1180.0,1092.0,2553.0,0.0,3628.0,,,,,,17616.0,9183.0,19715.0,-10532.0,,34893.0,29684.0,24705.0,4979.0,,,5209.0,44076.0,,3284.0,3284.0,,,,1491.0,,,,,,6067.0,,,6067.0,10842.0,8554.0,,,,,7861.0,,,,7861.0,16415.0,27257.0,0.0,23951.0,,,0,9846.0,589.0,34386.0,49.0,34435.0,61692.0,
09/29/2006,63011.0,2193.0,2193.0,0.0,2748.0,2748.0,,1619.0,563.0,238.0,818.0,0.0,36011.0,,,,,,42571.0,3501.0,7814.0,-4313.0,,16939.0,14023.0,11293.0,2730.0,,,2916.0,20440.0,,1557.0,1557.0,,,,771.0,,,,,,11485.0,,,11485.0,13813.0,8853.0,,,,,4904.0,,,,4904.0,13757.0,27570.0,0.0,23678.0,,,0,10692.0,1017.0,35387.0,54.0,35441.0,63011.0,
12/29/2006,63676.0,2598.0,2598.0,0.0,7115.0,7115.0,,5268.0,1366.0,1192.0,2710.0,0.0,3865.0,,,,,,18846.0,9515.0,20523.0,-11008.0,,35315.0,30141.0,25040.0,5101.0,,,5174.0,44830.0,,3467.0,3467.0,,,,1627.0,,,,,,6214.0,,,6214.0,11308.0,8602.0,,,,,7858.0,,,,7858.0,16460.0,27768.0,0.0,23247.0,,,0,11302.0,1322.0,35871.0,37.0,35908.0,63676.0,
03/30/2007,64471.0,4056.0,4056.0,0.0,7341.0,7341.0,,5337.0,1360.0,1224.0,2753.0,0.0,3297.0,,,,,,20031.0,9545.0,20908.0,-11363.0,,34895.0,30112.0,25096.0,5016.0,,,4783.0,44440.0,,3464.0,3464.0,,,,1853.0,,,,,,5800.0,,,5800.0,11117.0,8609.0,,,,,7849.0,,,,7849.0,16458.0,27575.0,0.0,23406.0,,,0,11925.0,1530.0,36861.0,35.0,36896.0,64471.0,
06/29/2007,32161.0,1310.0,1310.0,0.0,3320.0,3320.0,,1927.0,713.0,257.0,957.0,0.0,4808.0,,,,,,11365.0,3531.0,8333.0,-4802.0,,17265.0,14170.0,11502.0,2668.0,,,3095.0,20796.0,,1635.0,1635.0,,,,384.0,,,,,,6617.0,,,6617.0,8636.0,4101.0,,,,,4107.0,,,,4107.0,8208.0,16844.0,0.0,15014.0,,,0,0.0,266.0,15280.0,37.0,15317.0,32161.0,
09/28/2007,32815.0,1894.0,1894.0,0.0,3010.0,3010.0,,1835.0,631.0,269.0,935.0,0.0,5606.0,,,,,,12345.0,3556.0,8371.0,-4815.0,,16914.0,14388.0,11691.0,2697.0,,,2526.0,20470.0,,1715.0,1715.0,,,,380.0,,,,,,7006.0,,,7006.0,9101.0,4076.0,,,,,3947.0,,,,3947.0,8023.0,17124.0,0.0,15025.0,,,0,34.0,565.0,15624.0,67.0,15691.0,32815.0,
12/28/2007,32470.0,1069.0,1069.0,0.0,3040.0,3040.0,,1953.0,713.0,262.0,978.0,0.0,5729.0,,,,,,11791.0,3573.0,8483.0,-4910.0,,17106.0,14431.0,11736.0,2695.0,,,2675.0,20679.0,,1553.0,1553.0,,,,693.0,,,,,,6636.0,,,6636.0,8882.0,3777.0,,,,,4013.0,,,,4013.0,7790.0,16672.0,0.0,14849.0,,,0,229.0,650.0,15728.0,70.0,15798.0,32470.0,
03/28/2008,29874.0,1074.0,1074.0,0.0,3137.0,3137.0,,2025.0,748.0,272.0,1005.0,0.0,2744.0,,,,,,8980.0,3613.0,8725.0,-5112.0,,17281.0,14558.0,11922.0,2636.0,,,2723.0,20894.0,,1516.0,1516.0,,,,525.0,,,,,,3842.0,,,3842.0,5883.0,3977.0,,,,,3985.0,,,,3985.0,7962.0,13845.0,0.0,14626.0,,,0,433.0,915.0,15974.0,55.0,16029.0,29874.0,
06/27/2008,30069.0,1342.0,1342.0,0.0,3207.0,3207.0,0.0,1996.0,736.0,283.0,977.0,0.0,2804.0,,,,,,9349.0,3617.0,8791.0,-5174.0,0.0,17103.0,14374.0,11763.0,2611.0,,,2729.0,20720.0,,1555.0,1555.0,,,,539.0,,,,,,0.0,,,0.0,5936.0,4070.0,,,,,3948.0,,,,3948.0,8018.0,13954.0,,14387.0,,,0,836.0,834.0,16057.0,58.0,16115.0,30069.0,
09/26/2008,28804.0,1519.0,1519.0,0.0,2986.0,2986.0,,1877.0,681.0,272.0,924.0,0.0,2047.0,,,,,,8429.0,3493.0,8512.0,-5019.0,,16882.0,14300.0,11619.0,2681.0,,,2582.0,20375.0,,1608.0,1608.0,,,,555.0,,,,,,3522.0,,,3522.0,5685.0,3709.0,,,,,3902.0,,,,3902.0,7611.0,13296.0,0.0,14329.0,,,-192,1125.0,232.0,15494.0,14.0,15508.0,28804.0,
12/26/2008,27384.0,1193.0,1193.0,0.0,2747.0,2747.0,0.0,1884.0,705.0,252.0,927.0,0.0,2006.0,,,,112.0,1651.0,7830.0,3348.0,8372.0,-5024.0,0.0,16206.0,13627.0,11020.0,2607.0,,,2579.0,19554.0,,3696.0,1336.0,,,2360.0,235.0,0.0,,,,235.0,640.0,,,0.0,4571.0,4132.0,4132.0,,,,3773.0,,,,3773.0,7905.0,12476.0,,14348.0,382.0,13966.0,-192,1301.0,-563.0,14894.0,14.0,14908.0,27384.0,
03/27/2009,24777.0,1419.0,1419.0,0.0,2608.0,2608.0,,1712.0,611.0,231.0,870.0,0.0,1947.0,,36.0,,6.0,1911.0,7686.0,3346.0,8481.0,-5135.0,,13745.0,10941.0,8410.0,2531.0,,,2804.0,17091.0,,4290.0,1166.0,,,3124.0,19.0,0.0,,,,19.0,624.0,,,0.0,4933.0,4223.0,4223.0,,,,3727.0,,,,3727.0,7950.0,12883.0,,14040.0,3122.0,10918.0,-246,-1265.0,-646.0,11883.0,11.0,11894.0,24777.0,
06/26/2009,25263.0,1779.0,1779.0,0.0,2638.0,2638.0,0.0,1590.0,559.0,227.0,804.0,0.0,1783.0,1.0,27.0,,,1756.0,7790.0,3429.0,8781.0,-5352.0,0.0,14044.0,11187.0,8621.0,2566.0,,,2856.0,17473.0,,4011.0,1180.0,,,2831.0,19.0,0.0,,,,19.0,621.0,,,0.0,4651.0,4226.0,4226.0,,,,3778.0,,,,3778.0,8004.0,12655.0,0.0,14058.0,3122.0,10936.0,-236,-978.0,-249.0,12595.0,13.0,12608.0,25263.0,
09/25/2009,25553.0,2354.0,2354.0,0.0,2544.0,2544.0,0.0,1370.0,482.0,194.0,694.0,0.0,1772.0,3.0,404.0,,277.0,963.0,8040.0,3437.0,8748.0,-5311.0,0.0,14076.0,11434.0,8791.0,2643.0,6.0,,2633.0,17513.0,,3636.0,1198.0,0.0,0.0,2438.0,245.0,0.0,,,,245.0,865.0,1133.0,0.0,0.0,4746.0,4029.0,4029.0,,,,3824.0,0.0,667.0,,2024.0,7853.0,12599.0,0.0,14062.0,3122.0,10940.0,-214,-820.0,-87.0,12941.0,13.0,12954.0,25553.0,
12/25/2009,25601.0,2473.0,2473.0,0.0,2499.0,2499.0,0.0,1484.0,525.0,214.0,745.0,0.0,1517.0,5.0,153.0,,154.0,957.0,7973.0,3506.0,8974.0,-5468.0,0.0,14122.0,11497.0,8786.0,2711.0,,,2620.0,17628.0,,3330.0,1159.0,,,2171.0,17.0,0.0,,,,17.0,700.0,1122.0,2.0,0.0,4047.0,4506.0,4506.0,,,,3846.0,,,,2722.0,8352.0,12399.0,0.0,14058.0,3121.0,10937.0,-173,-518.0,-179.0,13188.0,14.0,13202.0,25601.0,
03/26/2010,25472.0,2733.0,2733.0,0.0,2460.0,2460.0,0.0,1464.0,517.0,205.0,742.0,0.0,1340.0,,,,,932.0,7997.0,3501.0,8979.0,-5478.0,0.0,13974.0,11363.0,8665.0,2698.0,,,2611.0,17475.0,,3605.0,1164.0,,,2441.0,536.0,0.0,,,,536.0,614.0,1110.0,,0.0,4755.0,3995.0,3995.0,,,,3799.0,,,,2689.0,7794.0,12549.0,0.0,13686.0,2723.0,10963.0,-165,-208.0,-406.0,12907.0,16.0,12923.0,25472.0,
06/25/2010,26908.0,1823.0,1823.0,0.0,2416.0,2416.0,0.0,1417.0,524.0,184.0,709.0,0.0,1673.0,,310.0,,97.0,949.0,7329.0,4090.0,9575.0,-5485.0,0.0,15489.0,12805.0,9388.0,3417.0,,,2684.0,19579.0,,3683.0,1213.0,,,2470.0,535.0,0.0,,,,535.0,741.0,1101.0,,0.0,4959.0,3633.0,3633.0,,,,4175.0,,,,3074.0,7808.0,12767.0,0.0,15057.0,2940.0,12117.0,-393,46.0,-585.0,14125.0,16.0,14141.0,26908.0,
09/24/2010,27128.0,1775.0,1775.0,0.0,2493.0,2493.0,0.0,1443.0,504.0,192.0,747.0,0.0,1642.0,3.0,324.0,,103.0,936.0,7353.0,4156.0,9728.0,-5572.0,0.0,15619.0,13023.0,9577.0,3446.0,2.0,,2591.0,19775.0,,4011.0,1340.0,0.0,0.0,2671.0,536.0,0.0,,,,536.0,721.0,1106.0,0.0,0.0,5268.0,3652.0,3652.0,,,,4107.0,0.0,682.0,,2319.0,7759.0,13027.0,0.0,15069.0,2948.0,12121.0,-976,312.0,-321.0,14084.0,17.0,14101.0,27128.0,
