Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1997,10514.0,364.799988,364.799988,0.0,1983.800049,,,1263.199951,298.399994,274.200012,548.799988,,569.599976,,,,,,4181.399902,2927.899902,4779.299805,-1851.400024,,3404.699951,2952.300049,,,,,452.399902,6332.599853,,876.200012,876.200012,,,,259.0,,,,,,2634.19989,,,2634.19989,3769.399902,2382.199951,,,,,519.599976,,,,519.599976,2901.799927,6671.199829,0.0,4691.299805,,,0,,-848.5,3842.799805,0.0,3842.799805,10513.999634,
03/31/1998,13338.5,562.0,562.0,0.0,2091.0,,,1559.400024,436.899994,273.899994,700.900024,,692.400024,,,,,,4904.799805,3269.0,5164.899902,-1895.900024,,5164.700195,4622.399902,,,,,542.300293,8433.700195,,972.700012,972.700012,,,,255.0,,,,,,3017.500183,,,3017.500183,4245.200195,3144.399902,,,,,546.099976,,,,546.099976,3690.499878,7935.700073,0.0,6005.100098,,,0,,-602.299988,5402.80011,0.0,5402.80011,13338.500183,
06/30/1998,15510.5,677.599976,677.599976,0.0,2166.300049,,,1613.400024,467.100006,251.699997,731.400024,,902.900024,,,,,,5360.200195,3631.300049,5596.799805,-1965.5,,6519.0,5886.600098,,,,,632.399902,10150.300049,,1038.400024,1038.400024,,,,310.0,,,,,,3676.899781,,,3676.899781,5025.299805,4193.200195,,,,,552.900024,,,,552.900024,4746.100219,9771.400024,0.0,6069.299805,,,0,,-330.200012,5739.099793,0.0,5739.099793,15510.499817,
09/30/1998,23440.7,1072.9,1072.9,0.0,3478.4,,,3175.3,681.4,1295.1,1198.8,0.0,1228.3,,,,,,8954.9,6104.3,11345.8,-5241.5,228.4,8153.1,7105.5,,,,,1047.6,14485.8,,1733.4,1733.4,,,,815.0,,,,,,4457.8,,,4457.8,7006.2,5424.7,,,,,1108.0,,,,1108.0,6532.7,13538.9,0.0,6943.1,,,0,,2958.7,9901.8,0.0,9901.8,23440.7,
12/31/1998,20417.0,834.2,834.2,0.0,2823.7,2823.7,,2469.6,577.5,954.8,937.3,0.0,947.6,,,,,,7075.1,4501.6,7365.9,-2864.3,138.0,8702.3,7767.9,,,,,934.4,13341.9,,1146.1,1146.1,,,,250.0,,,,,,3932.8,,,3932.8,5328.9,7100.9,,,,,714.2,,,,714.2,7815.1,13144.0,0.0,7107.8,,,0,369.1,-203.9,7273.0,0.0,7273.0,20417.0,
03/31/1999,22041.1,1264.2,1264.2,0.0,2827.3,2827.3,,2531.2,622.8,926.4,982.0,0.0,969.1,,,,,,7591.8,4734.9,7908.2,-3173.3,140.7,9573.7,8545.8,,,,,1027.9,14449.3,,1450.7,1450.7,,,,122.8,,,,,,4241.1,,,4241.1,5814.6,7856.8,,,,,725.8,,,,725.8,8582.6,14397.2,0.0,7232.2,,,0,769.7,-358.0,7643.9,0.0,7643.9,22041.1,
06/30/1999,28025.8,1625.2,1625.2,0.0,4046.9,4046.9,,3350.0,723.1,1305.9,1321.0,0.0,1499.4,,,,,,10521.5,6613.1,13014.4,-6401.3,229.5,10661.7,9397.9,,,,,1263.8,17504.3,,2196.0,2196.0,,,,658.9,,,,,,5566.3,,,5566.3,8421.2,8293.0,,,,,1258.8,,,,1258.8,9551.8,17973.0,0.0,7359.9,,,0,3194.4,-501.5,10052.8,0.0,10052.8,28025.8,
09/30/1999,32361.6,1762.0,1762.0,,4582.3,4582.3,,3385.7,719.1,1310.8,1355.8,0.0,1432.8,,,,,,11162.8,7322.4,13306.8,-5984.4,269.7,13606.7,12158.9,,,,,1447.8,21198.8,,2530.8,2530.8,,,,1012.8,,,,,,5635.4,,,5635.4,9179.0,9109.4,,,,,1740.6,,,,1740.6,10850.0,20029.0,0.0,8827.1,,,0,3955.6,-450.1,12332.6,0.0,12332.6,32361.6,
12/31/1999,34806.8,1230.1,1230.1,0.0,5022.0,5022.0,,3486.0,918.5,1309.1,1258.4,0.0,1400.1,,,,,,11138.2,7884.5,14037.2,-6152.7,406.8,15377.3,13985.2,,,,,1392.1,23668.6,,2878.3,2878.3,,,,973.3,,,,,,5524.3,,,5524.3,9375.9,10514.6,,,,,1758.9,,,,1758.9,12273.5,21649.4,0.0,8956.1,,,0,4725.5,-524.2,13157.4,0.0,13157.4,34806.8,
03/31/2000,36210.0,1139.6,1139.6,0.0,5257.3,5257.3,,3809.1,1019.4,1243.2,1546.5,0.0,1500.5,,,,,,11706.5,7927.9,14030.0,-6102.1,461.4,16114.2,14793.8,,,,,1320.4,24503.5,,2643.0,2643.0,,,,1431.6,,,,,,5583.7,,,5583.7,9658.3,10807.8,,,,,1981.3,,,,1981.3,12789.1,22447.4,0.0,8793.7,,,0,5560.3,-591.4,13762.6,0.0,13762.6,36210.0,
06/30/2000,37882.9,1180.3,1180.3,0.0,5273.8,5273.8,,3962.0,1054.5,1253.1,1654.4,0.0,1434.0,,,,,,11850.1,8062.4,14147.0,-6084.6,1273.5,16696.9,15346.5,,,,,1350.4,26032.8,,2709.5,2709.5,,,,2181.6,,,,,,5229.3,,,5229.3,10120.4,10403.2,,,,,1977.6,,,,1977.6,12380.8,22501.2,0.0,8673.5,,,0,6538.5,169.7,15381.7,0.0,15381.7,37882.9,
09/30/2000,40404.3,1264.8,1264.8,,5630.4,5630.4,,4202.4,,1462.4,1663.5,1076.5,1718.1,,,,,,12815.7,8218.4,14268.5,-6050.1,1653.7,17716.5,16332.6,16332.6,0.0,,,1383.9,27588.6,,3291.9,3291.9,,,,1537.2,,,,,,6849.8,,,6849.8,11678.9,9461.8,,,,,1886.9,,,,1886.9,11348.7,23027.6,,8356.5,,,0,8427.6,249.1,17033.2,343.5,17376.7,40404.3,
12/31/2000,49757.0,1480.7,1480.7,0.0,6040.5,6040.5,,5427.0,1430.4,1813.1,2183.5,0.0,1735.6,,,,,,14683.8,9011.6,15149.4,-6137.8,1337.8,24723.8,22879.6,,,,,1844.2,35073.2,,3467.2,3467.2,,,,2134.1,,,,,,7525.4,,,7525.4,13126.7,13143.1,,,,,2748.2,,,,2748.2,15891.3,29018.0,0.0,5686.6,,,0,9385.3,5312.3,20384.2,354.8,20739.0,49757.0,
03/31/2001,53440.7,2227.7,2227.7,0.0,6400.5,6400.5,,5501.4,1631.1,1484.6,2385.7,0.0,1907.7,,,,,,16037.3,9210.4,15367.4,-6157.0,803.0,27390.0,24939.8,,,,,2450.2,37403.4,,3694.7,3694.7,,,,1400.1,,,,,,7825.4,,,7825.4,12920.2,16859.8,,,,,2766.6,,,,2766.6,19626.4,32546.6,0.0,5930.7,,,0,10500.3,4145.3,20576.3,317.8,20894.1,53440.7,
06/30/2001,106892.8,2601.1,2601.1,0.0,8312.7,8312.7,,5361.0,1641.9,2082.5,2580.8,0.0,0.0,,,,,,16274.8,16753.0,23039.7,-6286.7,30401.9,43463.1,32538.3,,,,,10924.8,90618.0,,3976.3,3976.3,,,,18047.3,,,,,,9307.3,,,9307.3,31330.9,38036.1,,,,,5767.8,,,,5767.8,43803.9,75134.8,260.0,20746.5,,,0,11692.8,-1252.1,31447.2,310.8,31758.0,106892.8,
09/30/2001,71022.6,1779.2,1779.2,0.0,6453.2,6453.2,,5101.3,1552.0,1109.6,2342.8,0.0,2512.5,,,,,,15846.2,9970.3,16562.3,-6592.0,,45206.1,28197.8,23408.5,4789.3,,,17008.3,55176.4,,3692.6,3692.6,,,,2023.0,,,,,,8935.3,,,8935.3,14650.9,19596.0,,,,,4736.9,,,,4736.9,24332.9,38983.8,0.0,20911.2,,,0,11360.6,-534.4,31737.4,301.4,32038.8,71022.6,
12/31/2001,115320.7,3167.2,3167.2,0.0,6878.5,6878.5,,5530.8,1625.5,1112.1,2793.2,0.0,0.0,,,,,,15576.5,16869.8,23568.9,-6699.1,29771.4,53103.0,39068.1,33209.3,5858.8,,,14034.9,99744.2,,4107.4,4107.4,,,,16218.5,,,,,,9756.5,,,9756.5,30082.4,42543.6,,,,,7222.8,,,,7222.8,49766.4,79848.8,259.0,23142.7,,,0,13731.8,-1718.9,35414.6,57.3,35471.9,115320.7,
03/31/2002,115361.5,6293.7,6293.7,0.0,32472.0,6729.2,,5272.3,2817.7,1056.9,1397.7,0.0,705.7,,,,,,44743.7,17052.1,23934.8,-6882.7,,53565.7,35950.2,29979.5,5970.7,,,17615.5,70617.8,,3719.0,3719.0,,,,20454.2,,,,,,11404.7,,,11404.7,35577.9,40916.0,,,,,5599.3,,,,5599.3,46515.3,82093.2,0.0,23176.8,,,0,11801.4,-1766.2,33212.0,56.3,33268.3,115361.5,
06/30/2002,70599.5,2793.9,2793.9,0.0,6604.5,6604.5,,5242.6,1401.2,1022.1,2819.3,0.0,2223.2,,,,,,16864.2,10480.3,17870.8,-7390.5,428.9,42826.1,33599.1,27077.0,6522.1,,,9227.0,53735.3,,3268.6,3268.6,,,,5411.3,,,,,,8816.4,,,8816.4,17496.3,20715.8,,,,,5129.5,,,,5129.5,25845.3,43341.6,0.0,23307.8,,,0,4944.3,-1049.8,27202.3,55.6,27257.9,70599.5,
09/30/2002,65499.8,6185.7,6185.7,0.0,5831.9,5831.9,,4607.9,1234.6,975.4,2397.9,0.0,3013.9,,,,,,19639.4,10442.6,18063.4,-7620.8,297.8,35120.0,31826.3,26020.5,5805.8,,,3293.7,45860.4,,3173.8,3173.8,,,,7719.0,,,,,,6630.8,,,6630.8,17523.6,16529.1,,,,,7288.9,,,,7288.9,23818.0,41341.6,0.0,23588.7,,,0,2081.2,-1588.6,24081.3,76.9,24158.2,65499.8,
12/31/2002,66835.4,5985.3,5732.0,253.3,5983.8,5983.8,,4880.2,1324.3,959.8,2487.9,0.0,2984.2,,,,,,19833.5,10072.6,17932.3,-7859.7,,36929.3,32007.9,26118.2,5889.7,,,4921.4,47001.9,,2798.6,2798.6,,,,11215.4,,,,,,8477.3,,,8477.3,22491.3,13000.8,,,,,5409.8,,,,5409.8,18410.6,40901.9,0.0,23618.8,,,0,2642.2,-369.6,25891.4,42.1,25933.5,66835.4,
03/31/2003,63498.4,3965.2,3965.2,0.0,5828.2,5828.2,,4660.7,1269.5,975.4,2415.8,0.0,3263.2,,,,,,17717.3,9835.7,17914.9,-8079.2,173.3,35772.1,31875.7,26031.2,5844.5,,,3896.4,45781.1,,2824.2,2824.2,,,,4386.8,,,,,,8184.4,,,8184.4,15395.4,17442.7,,,,,5244.3,,,,5244.3,22687.0,38082.4,0.0,23631.8,,,0,2695.3,-941.2,25385.9,30.1,25416.0,63498.4,
06/30/2003,64392.8,3926.7,3926.7,0.0,5898.3,5898.3,,4555.5,1170.5,1006.6,2378.4,0.0,3221.7,,,,,,17602.2,10009.8,18364.7,-8354.9,197.3,36583.5,32191.69,26301.7,5889.99,,,4391.81,46790.6,,2763.1,2763.1,,,,3639.9,,,,,,8152.8,,,8152.8,14555.8,17567.7,,,,,5607.3,,,,5607.3,23175.0,37730.8,0.0,23650.7,,,0,3283.3,-301.4,26632.6,29.4,26662.0,64392.8,
09/30/2003,62997.0,4186.0,4186.0,0.0,5555.0,5555.0,,4232.0,1076.0,925.0,2231.0,0.0,3415.0,,,,,,17388.0,10178.0,19185.0,-9007.0,,35431.0,31307.0,25528.0,5779.0,,,4124.0,45609.0,,2598.0,2598.0,,,,2714.0,,,,,,5510.0,,,5510.0,10822.0,18251.0,,,,,7442.0,,,,7442.0,25693.0,36515.0,0.0,23681.0,,,0,2961.0,-273.0,26369.0,113.0,26482.0,62997.0,
12/31/2003,62801.4,2764.6,2764.6,0.0,6135.5,6135.5,,4456.6,1140.2,961.6,2354.8,0.0,2978.2,,,,,,16334.9,10308.7,19912.1,-9603.4,234.6,35923.2,32065.8,26309.9,5755.9,,,3857.4,46466.5,,2751.0,2751.0,,,,1387.1,,,,,,5088.5,,,5088.5,9226.6,17519.8,,,,,8110.7,,,,8110.7,25630.5,34857.1,0.0,23697.9,,,0,3655.3,488.2,27841.4,102.9,27944.3,62801.4,
03/31/2004,62570.9,3103.3,3103.3,0.0,5977.0,5977.0,,4462.7,1153.7,1009.9,2299.1,0.0,2904.5,,,,,,16447.5,9968.7,19526.9,-9558.2,261.4,35893.3,31780.7,26171.6,5609.1,,,4112.6,46123.4,,2777.5,2777.5,,,,1285.1,,,,,,5138.1,,,5138.1,9200.7,16429.3,,,,,8152.8,,,,8152.8,24582.1,33782.8,0.0,23897.8,,,0,4412.7,410.1,28720.6,67.5,28788.1,62570.9,
06/30/2004,62955.1,4025.3,4025.3,0.0,6400.0,6400.0,,4531.0,1173.6,1027.6,2329.8,0.0,2514.9,,,,,,17471.2,9786.2,19470.1,-9683.9,250.6,35447.1,31568.7,26149.5,5419.2,,,3878.4,45483.9,,2741.8,2741.8,,,,2014.1,,,,,,5124.7,,,5124.7,9880.6,15070.6,,,,,8336.2,,,,8336.2,23406.8,33287.4,0.0,8686.1,,,0,5310.3,15603.5,29599.9,67.8,29667.7,62955.1,
09/30/2004,63667.0,4467.0,4467.0,0.0,6096.0,6096.0,,4179.0,1071.0,962.0,2146.0,0.0,4892.0,,,,,,19634.0,9314.0,18783.0,-9469.0,,34719.0,30111.0,24800.0,5311.0,,,4608.0,44033.0,,2625.0,2625.0,,,,2037.0,,,,,,6614.0,,,6614.0,11276.0,14542.0,,,,,7489.0,,,,7489.0,22031.0,33307.0,0.0,24036.0,,,0,5740.0,516.0,30292.0,68.0,30360.0,63667.0,
04/01/2005,62772.0,2940.0,2940.0,0.0,7176.0,7176.0,,4747.0,1316.0,1018.0,2413.0,0.0,2788.0,,,,,,17651.0,9649.0,19837.0,-10188.0,,35472.0,30688.0,25488.0,5200.0,,,4784.0,45121.0,,2929.0,2929.0,,,,1913.0,,,,,,5903.0,,,5903.0,10745.0,12497.0,,,,,7842.0,,,,7842.0,20339.0,31084.0,0.0,24230.0,,,0,6265.0,1134.0,31629.0,59.0,31688.0,62772.0,
07/01/2005,61577.0,2666.0,2666.0,0.0,7155.0,7155.0,,4565.0,1266.0,1014.0,2285.0,0.0,2617.0,,,,,,17003.0,9475.0,19640.0,-10165.0,,35099.0,30326.0,25234.0,5092.0,,,4773.0,44574.0,,2943.0,2943.0,,,,1129.0,,,,,,5689.0,,,5689.0,9761.0,12002.0,,,,,7710.0,,,,7710.0,19712.0,29473.0,0.0,24327.0,,,0,7256.0,462.0,32045.0,59.0,32104.0,61577.0,
09/30/2005,62686.0,3212.0,3212.0,0.0,6657.0,6657.0,,4144.0,1020.0,937.0,2187.0,0.0,4649.0,,,,,,18662.0,9092.0,18904.0,-9812.0,,34932.0,29642.0,24557.0,5085.0,,,5290.0,44024.0,,3019.0,3019.0,,,,1930.0,,,,,,6860.0,,,6860.0,11809.0,10599.0,,,,,7702.0,,,,7702.0,18301.0,30110.0,0.0,24450.0,,,0,7800.0,265.0,32515.0,61.0,32576.0,62686.0,
12/30/2005,62261.0,3071.0,3071.0,0.0,6601.0,6601.0,,4401.0,1061.0,1000.0,2340.0,0.0,4293.0,,,,,,18366.0,9125.0,19227.0,-10102.0,,34770.0,29553.0,24486.0,5067.0,,,5217.0,43895.0,,3006.0,3006.0,,,,1956.0,,,,,,6404.0,,,6404.0,11366.0,10529.0,,,,,7799.0,,,,7799.0,18328.0,29694.0,0.0,24131.0,,,0,8362.0,8.0,32501.0,66.0,32567.0,62261.0,
03/31/2006,61056.0,2389.0,2389.0,0.0,6822.0,6822.0,,4640.0,1104.0,1066.0,2470.0,0.0,3346.0,,,,,,17197.0,9162.0,19489.0,-10327.0,,34697.0,29556.0,24538.0,5018.0,,,5141.0,43859.0,,3148.0,3148.0,,,,746.0,,,,,,5968.0,,,5968.0,9862.0,9242.0,,,,,7718.0,,,,7718.0,16960.0,26822.0,0.0,24914.0,,,0,9181.0,91.0,34186.0,48.0,34234.0,61056.0,
