Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1996,298.260746,,,,,,,,,,,,,,258.123761,,,,
03/31/1997,492.618004,-1.196,0.0,0.434,113.005004,604.861008,147.187005,76.776482,0.186828,,,,,,499.559802,611.802806,12.892425,,
06/30/1997,542.836256,-1.264,0.0,0.435,122.133997,664.141253,160.413998,76.136745,0.183898,,,,,,584.10975,705.414747,14.079739,,
09/30/1997,957.062887,-2.513,0.0,0.608,106.892,1062.049887,201.201004,53.126971,0.100647,5.030932,,,,,591.858625,696.845625,20.432681,,
12/31/1997,599.912843,-17.403999,0.0,0.0,129.591003,712.099847,234.834999,55.183854,0.181984,2.22855,15.808632,23.868735,26.774095,119.568172,641.332023,753.519027,11.9784,,
03/31/1998,833.259476,-8.136,0.0,0.0,124.430003,949.553479,224.435008,55.441441,0.131041,2.2288,17.729111,26.93998,24.399432,63.307654,1154.002468,1270.296471,18.162148,,
06/30/1998,941.634828,-5.927,0.0,0.0,131.337003,1067.044831,237.652009,55.264419,0.123085,2.108918,15.480796,22.800103,22.371171,39.496312,1287.689637,1413.099639,19.760089,,
09/30/1998,962.521847,-12.855,0.0,0.0,137.488994,1087.155841,255.939994,53.71923,0.126467,1.790677,12.407481,18.769956,27.6324,92.049798,1286.610889,1411.244884,18.710516,,
12/31/1998,1260.556334,-73.5,0.0,0.509,139.341003,1326.906338,368.599992,37.802769,0.105012,2.018151,12.201886,17.832845,18.24397,32.524425,1254.203979,1320.553983,17.023025,,
03/31/1999,2345.755124,-26.45,0.0,0.601,141.347,2461.253124,305.532,46.262585,0.057429,3.59349,22.388258,33.623677,,,2404.090063,2519.588063,34.376753,,
06/30/1999,2392.184138,-38.39,0.0,0.0,143.41,2497.204138,327.222,43.826515,0.057428,3.530121,22.480727,33.876472,,,2802.509,2907.529,33.738078,,
09/30/1999,2448.724155,-59.565,0.0,0.0,109.705,2498.864155,367.9858,29.812292,0.043902,3.219476,18.931076,26.811847,,,2579.699875,2629.839875,31.702623,,
12/31/1999,14764.127886,-56.823,0.0,0.009,82.171,14789.484886,362.695,22.655675,0.005556,18.349419,127.990974,200.366947,,,5720.044,5745.401,181.724723,,
