Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/27/2008,1202.73,,-653.133,,549.597,,-287.098,91.263,,,195.835,262.499,17.403,-17.403,,,0.0,0.0,279.902,-22.909,256.993,0.0,,,256.993,0.0,256.993,0.0,0.0,256.993,256.993,,557.143,0.46,0.46,0.46,609.173,0.42,0.42,0.42,
04/27/2008,1153.388,1153.388,-638.545,638.545,514.843,0.0,-311.864,93.034,,218.83,0.0,202.979,10.039,,,-14.323,,4.284,213.018,-36.213,176.805,0.0,0.0,0.0,176.805,0.0,176.805,0.0,0.0,176.805,175.96,-0.845,555.673,0.32,0.32,0.316661,591.989,0.3,0.3,0.298573,
07/27/2008,892.676,892.676,-742.759,742.759,149.917,0.0,-305.309,92.399,,212.91,0.0,-155.392,8.792,,,-12.081,,3.289,-146.6,25.671,-120.929,0.0,0.0,0.0,-120.929,0.0,-120.929,0.0,0.0,-120.929,41.156945,162.085945,555.417,-0.22,-0.22,0.074101,555.417,-0.22,-0.22,0.071827,
10/26/2008,897.655,897.655,-529.812,529.812,367.843,0.0,-311.047,90.349,,212.36,8.338,56.796,4.207,,,-9.447,,5.24,61.003,0.745,61.748,0.0,0.0,0.0,61.748,0.0,61.748,0.0,0.0,61.748,79.335023,17.587023,543.807,0.11,0.11,0.145888,564.536,0.11,0.11,0.141153,
01/25/2009,481.14,481.14,-339.474,339.474,141.666,0.0,-316.749,86.44,,211.779,18.53,-175.083,4.708,,,-7.008,,2.3,-170.375,22.71,-147.665,0.0,0.0,0.0,-147.665,0.0,-147.665,0.0,0.0,-147.665,-144.552,3.113,537.595,-0.27,-0.27,-0.268886,537.595,-0.27,-0.27,-0.268886,
04/26/2009,664.231,664.231,-474.535,474.535,189.696,0.0,-420.661,118.864,,301.797,0.0,-230.965,6.144,,,-6.124,,-0.02,-224.821,23.483,-201.338,0.0,0.0,0.0,-201.338,0.0,-201.338,0.0,0.0,-201.338,-70.117,131.221,542.307,-0.37,-0.37,-0.129294,542.307,-0.37,-0.37,-0.129294,
07/26/2009,776.52,776.52,-619.797,619.797,156.723,0.0,-266.83,73.975,,192.855,0.0,-110.107,3.006,,,-5.779,,2.773,-107.101,1.799,-105.302,0.0,0.0,0.0,-105.302,0.0,-105.302,0.0,0.0,-105.302,10.542,115.844,546.639,-0.19,-0.19,0.019285,546.639,-0.19,-0.19,0.019285,
10/25/2009,903.206,903.206,-511.423,511.423,391.783,0.0,-283.938,85.99,,197.948,0.0,107.845,2.362,,,-5.444,,3.082,110.207,-2.63,107.577,0.0,0.0,0.0,107.577,0.0,107.577,0.0,0.0,107.577,77.075,-30.502,551.283,0.2,0.2,0.13981,574.381,0.19,0.19,0.136896,
01/31/2010,982.488,982.488,-543.767,543.767,438.721,0.0,-304.439,88.188,,216.251,0.0,134.282,5.139,,,-5.768,,0.629,139.421,-8.345,131.076,0.0,0.0,0.0,131.076,0.0,131.076,0.0,0.0,131.076,130.881,-0.195,557.479,0.24,0.24,0.234773,582.081,0.23,0.23,0.229665,
05/02/2010,1001.813,1001.813,-545.436,545.436,456.377,0.0,-308.984,90.879,,218.105,0.0,147.393,3.332,,,-5.571,,2.239,150.725,-13.131,137.594,0.0,0.0,0.0,137.594,0.0,137.594,0.0,0.0,137.594,137.399,-0.195,567.183,0.24,0.24,0.242248,590.997,0.23,0.23,0.22967,
08/01/2010,811.208,811.208,-676.916,676.916,134.292,0.0,-309.499,98.864,,210.635,0.0,-175.207,6.16,,,-4.805,,-1.355,-169.047,28.086,-140.961,0.0,0.0,0.0,-140.961,0.0,-140.961,0.0,0.0,-140.961,24.193354,165.154354,572.764,-0.25,-0.25,0.04224,572.764,-0.25,-0.25,0.038346,
10/31/2010,843.912,843.912,-451.85,451.85,392.062,0.0,-288.279,83.752,,204.527,0.0,103.783,-0.198,,,-4.22,,4.418,103.585,-18.723,84.862,0.0,0.0,0.0,84.862,0.0,84.862,0.0,0.0,84.862,84.667,-0.195,577.323,0.15,0.15,0.146654,582.648,0.15,0.15,0.146654,
01/30/2011,886.376,886.376,-460.017,460.017,426.359,0.0,-246.581,88.018,,215.563,-57.0,179.778,6.128,,,-4.461,,-1.667,185.906,-14.255,171.651,0.0,0.0,0.0,171.651,0.0,171.651,0.0,0.0,171.651,114.765794,-56.885206,583.439,0.29,0.29,0.196706,601.559,0.29,0.29,0.195437,
05/01/2011,962.039,962.039,-477.536,477.536,484.503,0.0,-329.641,98.117,,231.524,0.0,154.862,1.623,,,-5.313,,3.69,156.485,-21.266,135.219,0.0,0.0,0.0,135.219,0.0,135.219,0.0,0.0,135.219,136.238442,1.019442,594.802,0.23,0.23,0.229048,613.474,0.22,0.22,0.221662,
07/31/2011,1016.517,1016.517,-491.233,491.233,525.284,0.0,-351.254,103.533,,247.721,0.0,174.03,3.517,,,-5.266,,1.749,177.547,-25.974,151.573,0.0,0.0,0.0,151.573,0.0,151.573,0.0,0.0,151.573,157.995026,6.422026,601.34,0.25,0.25,0.262738,613.934,0.25,0.25,0.26046,
10/30/2011,1066.18,1066.18,-509.463,509.463,556.717,0.0,-359.627,103.129,,256.498,0.0,197.09,7.697,,,-4.356,,-3.341,204.787,-26.514,178.273,0.0,0.0,0.0,178.273,0.0,178.273,0.0,0.0,178.273,183.723713,5.450713,607.063,0.29,0.29,0.302644,613.56,0.29,0.29,0.298884,
01/29/2012,953.194,953.194,-463.181,463.181,490.013,0.0,-367.696,100.834,,266.862,0.0,122.317,2.26,,,-4.213,,1.953,124.577,-8.552,116.025,0.0,0.0,0.0,116.025,0.0,116.025,0.0,0.0,116.025,125.936014,9.911014,611.432,0.19,0.19,0.205969,618.599,0.19,0.19,0.205969,
04/29/2012,924.877,924.877,-461.513,461.513,463.364,0.0,-390.538,106.636,,283.902,0.0,72.826,4.269,,,-5.198,,0.929,77.095,-16.658,60.437,0.0,0.0,0.0,60.437,0.0,60.437,0.0,0.0,60.437,64.626645,4.189645,615.78,0.1,0.1,0.104951,623.786,0.1,0.1,0.104951,
07/29/2012,1044.27,1044.27,-503.551,503.551,540.719,0.0,-401.096,119.903,,281.193,0.0,139.623,5.585,,,-5.316,,-0.269,145.208,-26.162,119.046,0.0,0.0,0.0,119.046,0.0,119.046,0.0,0.0,119.046,122.939794,3.893794,618.996,0.19,0.19,0.198612,623.143,0.19,0.19,0.196249,
10/28/2012,1204.11,1204.11,-567.452,567.452,636.658,0.0,-384.441,100.261,,284.18,0.0,252.217,1.411,,,-4.701,,3.29,253.628,-44.548,209.08,0.0,0.0,0.0,209.08,0.0,209.08,0.0,0.0,209.08,213.043726,3.963726,622.352,0.34,0.34,0.34232,628.845,0.33,0.33,0.336303,
01/27/2013,1106.902,1106.902,-521.3,521.3,585.602,0.0,-402.029,104.022,,298.007,0.0,183.573,2.535,-3.813,0.88,-4.693,,1.278,186.108,-12.135,173.973,0.0,0.0,0.0,173.973,0.0,173.973,0.0,0.0,173.973,177.936113,3.963113,620.169,0.28,0.28,0.286916,622.018,0.28,0.28,0.286371,
04/28/2013,954.739,954.739,-436.171,436.171,518.568,0.0,-435.787,108.626,,327.161,0.0,82.781,5.281,-4.223,0.853,-5.076,,-1.058,88.062,-10.171,77.891,0.0,0.0,0.0,77.891,0.0,77.891,0.0,0.0,77.891,82.029012,4.138012,616.872,0.13,0.13,0.132976,619.302,0.13,0.13,0.132976,
07/28/2013,977.238,977.238,-431.7,431.7,545.538,0.0,-440.004,108.266,,331.738,0.0,105.534,6.286,-3.029,0.836,-3.865,,-3.257,111.82,-15.372,96.448,0.0,0.0,0.0,96.448,0.0,96.448,0.0,0.0,96.448,101.554296,5.106296,585.345,0.16,0.16,0.173495,592.006,0.16,0.16,0.168625,
10/27/2013,1053.967,1053.967,-469.552,469.552,584.415,0.0,-443.427,103.133,,340.294,0.0,140.988,0.496,-3.203,0.819,-4.022,,2.707,141.484,-22.75,118.734,0.0,0.0,0.0,118.734,0.0,118.734,0.0,0.0,118.734,120.294276,1.560276,580.87,0.2,0.2,0.207093,588.752,0.2,0.2,0.20265,
01/26/2014,1144.218,1144.218,-524.976,524.976,619.242,0.0,-452.318,115.677,,336.641,0.0,166.924,1.964,3.779,7.935,-4.156,,-5.743,168.888,-21.971,146.917,0.0,0.0,0.0,146.917,0.0,146.917,0.0,0.0,146.917,139.308347,-7.608653,568.483,0.26,0.26,0.245053,577.356,0.25,0.25,0.236822,
04/27/2014,1103.0,1103.0,-499.0,499.0,604.0,0.0,-453.0,119.0,,334.0,0.0,151.0,12.0,5.0,11.0,-6.0,,-17.0,163.0,-26.0,137.0,0.0,0.0,0.0,137.0,0.0,137.0,0.0,0.0,137.0,122.719293,-14.280707,559.0,0.24,0.24,0.219534,570.0,0.24,0.24,0.214946,
07/27/2014,1103.0,1103.0,-484.0,484.0,619.0,0.0,-456.0,119.0,,337.0,0.0,163.0,-8.0,5.0,12.0,-7.0,,3.0,155.0,-27.0,128.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,128.0,130.368422,2.368422,558.0,0.23,0.23,0.233635,571.0,0.22,0.22,0.224148,
10/26/2014,1225.0,1225.0,-549.0,549.0,676.0,0.0,-463.0,123.0,,340.0,0.0,213.0,-4.0,4.0,11.0,-7.0,,0.0,209.0,-36.0,173.0,0.0,0.0,0.0,173.0,0.0,173.0,0.0,0.0,173.0,173.0,0.0,548.0,0.32,0.32,0.32,558.0,0.31,0.31,0.31,
01/25/2015,1251.0,1251.0,-552.0,552.0,699.0,0.0,-468.0,120.0,,348.0,0.0,231.0,-3.0,4.0,12.0,-8.0,,-1.0,228.0,-35.0,193.0,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,193.0,193.13,0.13,544.0,0.35,0.35,0.355018,557.0,0.35,0.35,0.350233,
04/26/2015,1151.0,1151.0,-498.0,498.0,653.0,0.0,-477.0,138.0,,339.0,0.0,176.0,-4.0,3.0,12.0,-9.0,,1.0,172.0,-38.0,134.0,0.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,134.0,142.45,8.45,549.0,0.24,0.24,0.259472,568.0,0.24,0.24,0.254877,
07/26/2015,1153.0,1153.0,-519.0,519.0,634.0,0.0,-558.0,149.0,,320.0,89.0,76.0,-4.0,3.0,12.0,-9.0,,1.0,72.0,-46.0,26.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,26.0,146.883951,120.883951,541.0,0.05,0.05,0.271505,556.0,0.05,0.05,0.267417,
10/25/2015,1305.0,1305.0,-571.0,571.0,734.0,0.0,-489.0,152.0,,329.0,8.0,245.0,0.0,3.0,12.0,-9.0,,-3.0,245.0,1.0,246.0,0.0,0.0,0.0,246.0,0.0,246.0,0.0,0.0,246.0,256.295455,10.295455,542.0,0.45,0.45,0.47287,565.0,0.44,0.44,0.458222,
01/31/2016,1401.0,1401.0,-610.0,610.0,791.0,0.0,-539.0,161.0,,344.0,34.0,252.0,1.0,1.0,12.0,-11.0,,-2.0,253.0,-46.0,207.0,0.0,0.0,0.0,207.0,0.0,207.0,0.0,0.0,207.0,249.021622,42.021622,539.0,0.38,0.38,0.462007,593.0,0.35,0.35,0.420863,
05/01/2016,1305.0,1305.0,-554.0,554.0,751.0,0.0,-506.0,159.0,,346.0,1.0,245.0,-4.0,0.0,12.0,-12.0,,4.0,241.0,-33.0,208.0,0.0,0.0,0.0,208.0,0.0,208.0,0.0,0.0,208.0,217.506173,9.506173,537.0,0.39,0.39,0.405039,599.0,0.35,0.35,0.36587,
07/31/2016,1428.0,1428.0,-602.0,602.0,826.0,0.0,-509.0,157.0,,350.0,2.0,317.0,0.0,0.0,12.0,-12.0,,0.0,317.0,-56.0,261.0,0.0,0.0,0.0,261.0,0.0,261.0,0.0,0.0,261.0,262.444444,1.444444,534.0,0.49,0.49,0.491469,634.0,0.41,0.41,0.412278,
10/30/2016,2004.0,2004.0,-821.0,821.0,1183.0,0.0,-544.0,171.0,,373.0,0.0,639.0,-18.0,2.0,16.0,-14.0,,16.0,621.0,-79.0,542.0,0.0,0.0,0.0,542.0,0.0,542.0,0.0,0.0,542.0,546.666667,4.666667,538.0,1.01,1.01,1.016109,653.0,0.83,0.83,0.837147,
01/29/2017,2173.0,2173.0,-870.0,870.0,1303.0,0.0,-570.0,176.0,,394.0,0.0,733.0,-7.0,1.0,18.0,-17.0,,6.0,726.0,-71.0,655.0,0.0,0.0,0.0,655.0,0.0,655.0,0.0,0.0,655.0,657.882353,2.882353,553.0,1.18,1.18,1.189661,660.0,0.99,0.99,0.994367,
04/30/2017,1937.0,1937.0,-787.0,787.0,1150.0,0.0,-596.0,185.0,,411.0,0.0,554.0,-18.0,0.0,16.0,-16.0,,18.0,536.0,-29.0,507.0,0.0,0.0,0.0,507.0,0.0,507.0,0.0,0.0,507.0,511.727273,4.727273,592.0,0.86,0.86,0.864404,641.0,0.79,0.79,0.797375,
07/30/2017,2230.0,2230.0,-928.0,928.0,1302.0,0.0,-614.0,198.0,,416.0,0.0,688.0,-4.0,0.0,15.0,-15.0,,4.0,684.0,-101.0,583.0,0.0,0.0,0.0,583.0,0.0,583.0,0.0,0.0,583.0,587.325843,4.325843,597.0,0.98,0.98,0.983795,633.0,0.92,0.92,0.926834,
10/29/2017,2636.0,2636.0,-1067.0,1067.0,1569.0,0.0,-674.0,212.0,,462.0,0.0,895.0,1.0,-2.0,15.0,-17.0,,1.0,896.0,-58.0,838.0,0.0,0.0,0.0,838.0,0.0,838.0,0.0,0.0,838.0,838.81982,0.81982,603.0,1.39,1.39,1.391078,628.0,1.33,1.33,1.331305,
01/28/2018,2911.0,2911.0,-1110.0,1110.0,1801.0,0.0,-728.0,220.0,,508.0,0.0,1073.0,5.0,-5.0,15.0,-20.0,,0.0,1078.0,40.0,1118.0,0.0,0.0,0.0,1118.0,0.0,1118.0,0.0,0.0,1118.0,987.232558,-130.767442,606.0,1.84,1.84,1.629097,628.0,1.78,1.78,1.571772,
04/29/2018,3207.0,3207.0,-1139.0,1139.0,2068.0,0.0,-773.0,231.0,,542.0,0.0,1295.0,16.0,-10.0,15.0,-25.0,,-6.0,1311.0,-67.0,1244.0,0.0,0.0,0.0,1244.0,0.0,1244.0,0.0,0.0,1244.0,1241.13875,-2.86125,606.0,2.05,2.05,2.048084,627.0,1.98,1.98,1.975437,
07/29/2018,3123.0,3123.0,-1148.0,1148.0,1975.0,0.0,-818.0,237.0,,581.0,0.0,1157.0,23.0,-18.0,14.0,-32.0,,-5.0,1180.0,-79.0,1101.0,0.0,0.0,0.0,1101.0,0.0,1101.0,0.0,0.0,1101.0,1099.333333,-1.666667,607.0,1.81,1.81,1.811093,626.0,1.76,1.76,1.757338,
10/28/2018,3181.0,3181.0,-1260.0,1260.0,1921.0,0.0,-863.0,258.0,,605.0,0.0,1058.0,23.0,-22.0,15.0,-37.0,,-1.0,1081.0,149.0,1230.0,0.0,0.0,0.0,1230.0,0.0,1230.0,0.0,0.0,1230.0,1095.93333,-134.06667,609.0,2.02,2.02,1.799562,625.0,1.97,1.97,1.755493,
01/27/2019,2205.0,2205.0,-998.0,998.0,1207.0,0.0,-913.0,266.0,,647.0,0.0,294.0,30.0,-28.0,14.0,-42.0,,-2.0,324.0,243.0,567.0,0.0,0.0,0.0,567.0,0.0,567.0,0.0,0.0,567.0,362.967742,-204.032258,609.0,0.93,0.93,0.596006,619.0,0.92,0.92,0.590384,
