Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/31/1999,65.537003,,-42.346001,,23.191002,,-14.775,,,,,8.416,-0.089,,,,0.0,0.089,8.327,-0.665,7.662,0.0,,,7.662,0.0,7.662,0.0,,7.662,7.662,,189.660004,0.04,0.04,0.04,346.103989,0.0225,0.0225,0.0225,
05/02/1999,71.017998,,-45.945999,,25.071999,,-16.069,,,,,9.003,0.342,-0.342,,,0.0,0.0,9.345,-3.084,6.261,0.0,,,6.261,0.0,6.261,0.0,,6.261,6.261,,351.324,0.0175,0.0175,0.0175,425.447988,0.015,0.015,0.015,
08/01/1999,78.016998,,-49.625,,28.391998,,-18.929001,,,,,9.463,0.369,,,0.369,0.0,-0.738,9.832,-3.146,6.686,0.0,,,6.686,0.0,6.686,0.0,,6.686,6.686,,352.128,0.018333,0.018333,0.018333,425.460024,0.015,0.015,0.015,
10/31/1999,97.014999,,-60.195,,36.82,,-21.712999,,,,,15.107,0.43,,,0.43,0.0,-0.86,15.537,-4.973,10.564,0.0,,,10.564,0.0,10.564,0.0,,10.564,10.564,,360.179993,0.03,0.03,0.03,431.171997,0.025,0.025,0.025,
01/30/2000,128.455002,,-79.808998,,48.646004,,-27.806999,,,,,20.839001,0.613,,,,0.0,-0.613,21.452001,-6.865,14.587,0.0,,,14.587001,0.0,14.587,0.0,,14.587,14.587,,370.211998,0.039167,0.039167,0.039167,450.611984,0.031667,0.031667,0.031667,
04/30/2000,148.483,,-92.975,,55.508,,-29.944,,,,,25.564,1.328,-1.328,,,,0.0,26.892,-8.605,18.287,,,,18.287,,18.287,0.0,0.0,18.287,18.287,,380.16,0.048333,0.048333,0.048333,466.668,0.039167,0.039167,0.039167,
07/30/2000,170.398,,-106.631,,63.767,,-34.744,,,,,29.023,4.098,-4.098,,,0.0,0.0,33.121,-10.599,22.522,0.0,,,22.522,0.0,22.522,0.0,0.0,22.522,22.522,,387.702,0.058333,0.058333,0.058333,476.922,0.046667,0.046667,0.046667,
10/29/2000,198.165,,-124.643,,73.522,,-36.875,,,,,36.647,4.63,-4.63,,,0.0,0.0,41.277,-13.209,28.068,0.0,,,28.068,0.0,28.068,0.0,0.0,28.068,28.068,,396.018,0.071667,0.071667,0.071667,482.61,0.058333,0.058333,0.058333,
01/28/2001,218.218,,-138.136,,80.082,,-43.181,,,,,36.901,6.617,-6.623,4.852,-21.531,0.0,10.062,43.518,-13.926,29.592,0.0,,,29.592,0.0,29.592,0.0,0.0,29.592,29.592,,392.994006,0.075,0.075,0.075,392.994006,0.075,0.075,0.075,
04/29/2001,240.932007,,-146.712006,,94.220001,,-52.09,,,,,42.130001,-4.058,,,,0.0,4.058,38.072001,-11.422,26.65,0.0,,,26.650001,0.0,26.65,0.0,0.0,26.65,26.65,,415.931992,0.063333,0.063333,0.08,497.136017,0.053333,0.053333,0.066667,
07/29/2001,259.875,,-157.636002,,102.238998,,-57.408001,,,,,44.831001,2.206,,,,0.0,-2.206,47.037001,-14.111,32.925999,0.0,,,32.926001,0.0,32.925999,0.0,0.0,32.925999,32.925999,,425.628021,0.076667,0.076667,0.085,510.894012,0.063333,0.063333,0.07,
10/28/2001,364.976013,,-231.507996,,133.468017,,-72.442001,,,,,61.026001,-2.005,,,,0.0,2.005,59.021001,-17.705999,41.314999,0.0,,,41.315002,0.0,41.314999,0.0,0.0,41.314999,41.314999,,432.050994,0.096667,0.096667,0.103333,510.476991,0.08,0.08,0.086667,
01/27/2002,503.687988,,-314.377014,,189.310974,,-81.848999,,,,,107.461998,1.157,,,,0.0,-1.157,108.618998,-32.585999,76.032997,0.0,,,76.032999,0.0,76.032997,0.0,0.0,76.032997,76.032997,,442.60199,0.173333,0.173333,0.176667,531.689987,0.143333,0.143333,0.146667,
04/28/2002,582.905029,,-375.73999,,207.165039,,-89.973999,,,,,117.191002,1.731,,,,0.0,-1.731,118.922002,-35.676998,83.245003,0.0,,,83.245004,0.0,83.245003,0.0,0.0,83.245003,83.245003,,452.052017,0.183333,0.183333,0.183333,547.695007,0.156667,0.156667,0.156667,
07/28/2002,427.285004,,-327.983002,,99.302002,,-93.137001,,,,,6.165,1.34,,,,0.0,-1.34,7.505,-2.251,5.254,0.0,,,5.254,0.0,5.254,0.0,0.0,5.254,5.254,,456.888016,0.01,0.01,0.01,506.310013,0.01,0.01,0.01,
10/27/2002,430.303986,,-322.105988,,108.197998,,-158.304001,,,,,-50.105999,1.47,,4.196,,0.0,-5.666,-48.635999,0.0,-48.636002,0.0,,,-48.635999,0.0,-48.636002,0.0,0.0,-48.636002,-48.636002,,460.224015,-0.106667,-0.106667,-0.02,460.224015,-0.106667,-0.106667,-0.02,
01/26/2003,468.953003,,-301.441986,,167.511017,,-96.775002,,,,,70.736,2.03,,,,0.0,-2.03,72.766,-21.83,50.936001,0.0,,,50.936,0.0,50.936001,0.0,0.0,50.936001,50.936001,,473.048996,0.106667,0.106667,0.106667,502.550995,0.1,0.1,0.1,
04/27/2003,404.983002,,-278.415009,,126.567993,,-100.220001,,,,,26.348,1.862,,3.994,,0.0,-5.856,28.21,-8.463,19.747,0.0,,,19.746999,0.0,19.747,0.0,0.0,19.747,19.747,,475.865982,0.04,0.04,0.04,503.775009,0.04,0.04,0.04,
07/27/2003,459.773987,,-329.799988,,129.973999,,-105.342003,,,,,24.632,2.029,,4.128,-5.725,0.0,-0.432,26.661,-2.511,24.15,0.0,,,24.15,0.0,24.15,0.0,0.0,24.15,24.15,,480.230988,0.05,0.05,0.05,523.652985,0.046667,0.046667,0.046667,
10/26/2003,486.069,,-351.937988,,134.131012,,-115.269997,,,,,18.861,-13.308,,3.794,-4.6,0.0,14.114,5.553,0.803,6.356,0.0,,,6.356,0.0,6.356,0.0,0.0,6.356,6.356,,484.746002,0.013333,0.013333,0.036667,519.447006,0.013333,0.013333,0.033333,
01/25/2004,472.118988,,-333.914001,,138.204987,,-114.389,,,,,23.816,2.433,,,,0.0,-2.433,26.249,-2.083,24.166,0.0,,,24.166,0.0,24.166,0.0,0.0,24.166,24.166,,490.367981,0.05,0.05,0.05,529.371002,0.046667,0.046667,0.046667,
04/25/2004,471.904999,,-323.069,,148.835999,,-124.956001,,,,,23.879999,2.807,,0.076,-2.9,0.0,0.017,26.686999,-5.338,21.349001,0.0,,,21.348999,0.0,21.349001,0.0,0.0,21.349001,21.349001,,495.513016,0.043333,0.043333,0.043333,535.437012,0.04,0.04,0.04,
07/25/2004,456.061005,,-315.967987,,140.093018,,-136.294006,,,,,3.799,2.6,,0.046,-2.7,0.0,0.054,6.399,-1.28,5.119,0.0,,,5.119,0.0,5.119,0.0,0.0,5.119,5.119,,498.755997,0.01,0.01,0.01,532.257019,0.01,0.01,0.01,
10/24/2004,515.591003,,-348.848999,,166.742004,,-137.983994,,,,,28.757999,3.591,,0.025,-2.6,0.0,-1.016,32.348999,-6.47,25.879,0.0,,,25.879,0.0,25.879,0.0,0.0,25.879,25.879,,498.365982,0.053333,0.053333,0.053333,518.60701,0.05,0.05,0.05,
01/30/2005,566.476,,-372.661,,193.815,,-136.659,,,,,57.156,2.854,,0.017,-3.2,0.0,0.329,60.01,-12.001,48.009,0.0,,,48.009,0.0,48.009,0.0,0.0,48.009,48.009,,499.977,0.096667,0.096667,0.096667,531.771,0.09,0.09,0.09,
05/01/2005,583.846,,-373.985,,209.861,,-131.052,,,,,78.809,4.373,,0.01,-3.895,0.0,-0.488,83.182,-17.66,65.522,0.0,,,65.522,0.0,65.522,0.0,0.0,65.522,65.522,,1011.882,0.063333,0.063333,0.063333,1083.087,0.06,0.06,0.06,
07/31/2005,574.812,,-357.437,,217.375,,-139.782,,,,,77.593,5.219,-4.865,0.002,-4.867,0.0,-0.354,82.812,-8.979,73.833,0.0,,,73.833,0.0,73.833,0.0,0.0,73.833,73.833,,1013.658,0.073333,0.073333,0.073333,1085.022,0.066667,0.066667,0.066667,
10/30/2005,583.415,,-355.42,,227.995,,-144.265,,,,,83.73,-8.012,-5.38,0.0,-5.38,0.0,13.392,75.718,-11.271,64.447,0.0,,,64.447,0.0,64.447,0.0,0.0,64.447,64.447,,510.381,0.063333,0.063333,0.08694,550.2855,0.06,0.06,0.081893,
01/29/2006,633.614,,-378.812,,254.802,,-144.112,,,,,110.69,4.386,,,-6.556,0.0,2.17,115.076,-17.702,97.374,0.0,,,97.374,0.0,97.374,0.0,0.0,97.374,97.374,,513.126,0.186667,0.186667,0.186667,557.7765,0.173333,0.173333,0.173333,
04/30/2006,681.807,,-393.05,,288.757,,-188.072,,,,,100.685,8.563,-8.807,0.001,-8.808,0.0,0.244,109.248,-18.572,90.676,0.0,,,90.676,0.0,90.676,0.0,0.0,90.676,90.676,,521.9055,0.173333,0.173333,0.213333,585.555,0.153333,0.153333,0.193333,
07/30/2006,687.519,,-395.391,,292.128,,-196.312,69.055,,,127.257,95.816,8.706,-8.812,0.006,-8.818,0.0,0.106,104.522,-17.769,86.753,0.0,,,86.753,0.0,86.753,0.0,0.0,86.753,86.753,,525.366,0.166667,0.166667,0.166667,578.3835,0.146667,0.146667,0.146667,
10/29/2006,820.572,,-486.63,,333.942,,-216.329,,,,,117.613,10.714,-10.63,0.022,-10.652,0.0,-0.084,128.327,-21.816,106.511,0.0,,,106.511,0.0,106.511,0.0,0.0,106.511,106.511,,793.479,0.133333,0.133333,0.153333,880.0995,0.12,0.12,0.14,
01/28/2007,878.873,,-493.167,,385.706,,-247.192,84.916,,,162.276,138.514,13.045,-13.045,,,0.0,0.0,151.559,11.947,163.506,0.0,,,163.506,0.0,163.506,0.0,0.0,163.506,163.506,,538.1715,0.306667,0.306667,0.326667,598.491,0.273333,0.273333,0.293333,
04/29/2007,844.28,,-464.142,,380.138,0.0,-238.892,80.571,,,158.321,141.246,12.543,-12.543,0.665,-13.208,,0.0,153.789,-21.53,132.259,,,,132.259,,132.259,0.0,0.0,132.259,132.259,0.0,541.2465,0.246667,0.246667,0.246667,598.299,0.22,0.22,0.22,
07/29/2007,935.253,,-511.261,,423.992,0.0,-239.232,81.28,,,157.952,184.76,16.091,,,-15.625,,-0.466,200.851,-28.119,172.732,,,,172.732,,172.732,0.0,0.0,172.732,172.732,0.0,547.305,0.313333,0.313333,0.313333,603.8295,0.286667,0.286667,0.286667,
10/28/2007,1115.597,,-600.044,,515.553,0.0,-267.712,88.183,,,179.529,247.841,18.958,,,-17.416,,-1.542,266.799,-31.138,235.661,,,,235.661,,235.661,0.0,0.0,235.661,235.661,0.0,554.966,0.42,0.42,0.42,612.985,0.38,0.38,0.38,
