Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1996,658.184998,8.977,3.867,5.11,87.624001,,,,15.746,,,,,8.209,,,,,,120.556,533.64502,761.833984,-228.188995,0.0,,3.984,,,,3.984,537.629019,,14.171,14.171,,,,0.0,,,,,,35.905001,,,35.905001,50.076,15.0,,,,,81.476997,,,,,,81.476997,96.476997,146.552998,0.0,665.606995,,,0.0,,-153.975006,511.631989,0.0,511.631989,658.184986,
06/30/1996,1367.328979,10.253,5.051,5.202,144.811996,,,,31.084999,,,,,15.205,,,,,,201.354996,1076.892944,1320.31897,-243.425995,0.0,,89.081001,,,,89.081001,1165.973946,,22.437,22.437,,,,0.0,,,,,,52.369999,,,52.369999,74.806999,70.0,,,,,123.601997,,,,,,123.601997,193.601997,268.408997,0.0,1219.886963,,,0.0,,-120.967003,1098.91996,0.0,1098.91996,1367.328957,
09/30/1996,1414.019043,18.184,11.357,6.827,135.007996,,,,30.677999,,,,,11.46,,,,,,195.330002,1128.652954,,,0.0,,90.036003,,,,90.036003,1218.688957,,46.216,46.216,,,,0.0,,,,,,35.330997,,,35.330997,81.546997,55.0,,,,,140.138,,,,,,140.138,195.138,276.684998,0.0,1220.098999,,,0.0,,-82.764999,1137.334,0.0,1137.334,1414.018997,
12/31/1996,1574.5,28.18,28.18,0.0,172.214005,,,,30.407,,,,,12.166,,,,,,242.966995,1198.160034,1471.084961,-272.924988,0.0,,133.373001,,,,133.373001,1331.533035,,63.172001,63.172001,,,,10.0,,,,,,54.827999,,,54.827999,128.0,63.0,,,,,188.768005,,,,,,188.768005,251.768005,379.768005,0.0,1220.715942,,,0.0,,-25.983999,1194.731943,0.0,1194.731943,1574.499949,
03/31/1997,1963.759033,252.722996,39.257999,213.464996,180.317993,,,,30.754,,,,,16.872999,,,,,,480.667999,1247.561035,1544.633057,-297.071991,98.912003,,136.617996,,,,136.617996,1483.091034,,55.187,55.187,,,,0.0,,,,,,53.344997,,,53.344997,108.531998,400.0,,,,,204.643005,,,,,,204.643005,604.643005,713.175003,0.0,1221.04895,,,0.0,,29.535,1250.58395,0.0,1250.58395,1963.758953,
12/31/1997,2298.561035,466.094994,102.958,363.136993,205.589005,,,,33.714001,,,,,13.377,,,,,,718.775024,1451.740967,1821.906006,-370.165009,0.0,,128.044998,,,,128.044998,1579.785965,,57.556999,57.556999,,,,0.0,,,,,,73.588005,,,73.588005,131.145004,400.0,,,,,231.889008,,,,,,231.889008,631.889008,763.034012,0.0,1304.10498,,,0.0,,231.421997,1535.526978,0.0,1535.526978,2298.560989,
09/30/1998,2505.469971,565.834015,122.647003,443.187012,235.880997,,,,35.257,,,,,28.915001,,,,,,865.887024,1490.54895,1953.906006,-463.356995,25.275,,123.759003,113.769997,,,9.989006,1639.582952,,53.091999,53.091999,,,,0.0,,,,,,89.385998,,,89.385998,142.477997,400.0,,,,,270.687988,,,,,,270.687988,670.687988,813.165985,0.0,1304.198975,,,-88.725998,,476.831009,1692.303986,0.0,1692.303986,2505.469971,
12/31/1998,2609.716064,636.971985,101.197998,535.773987,233.718994,,,,35.793999,,,,,31.938999,,,,,,938.424011,1551.819946,2045.780029,-493.959991,0.0,,119.472,,,,119.472,1671.291946,,93.938004,93.938004,,,,0.0,,,,,,66.462997,,,66.462997,160.401001,400.0,,,,,294.057007,,,,,,294.057007,694.057007,854.458008,0.0,1304.198975,,,-88.725998,,539.784988,1755.257965,0.0,1755.257965,2609.715973,
03/31/1999,2661.62793,659.013992,69.945999,589.067993,200.153,200.153,,,36.092999,36.092999,0.0,0.0,,36.014,,,,,,931.273987,1612.761963,2140.784912,-528.02301,0.0,,117.592003,108.240997,108.240997,0.0,9.351006,1730.353966,,84.452003,84.452003,,,,0.0,,,,,,90.620003,,,90.620003,175.072006,400.0,,,,,297.924988,,,,,,297.924988,697.924988,872.996994,0.0,1304.198975,,,-88.725998,582.624023,-9.466019,1788.630981,0.0,1788.630981,2661.627975,
06/30/1999,2660.361084,681.224014,95.623001,585.601013,160.582001,160.582001,,,37.154999,37.154999,0.0,0.0,,44.713001,,,,,,923.674011,1637.75,2200.225098,-562.474976,0.0,,98.936996,89.801003,89.801003,0.0,9.135994,1736.686996,,60.841,60.841,,,,0.0,,,,,,88.392994,,,88.392994,149.233994,400.0,,,,,289.04599,,,,,,289.04599,689.04599,838.279984,0.0,1304.234009,,,-88.725998,618.872986,-12.300003,1822.080994,0.0,1822.080994,2660.360977,
09/30/1999,2694.312988,680.447006,97.981003,582.466003,153.035995,153.035995,,,38.092999,38.092999,0.0,0.0,0.0,44.995998,,,,,,916.572021,1680.248047,2277.553955,-597.30603,0.0,,97.492996,88.546997,88.546997,0.0,8.945999,1777.741043,,68.016998,68.016998,,,,0.0,,,,,,89.278,,,89.278,157.294998,400.0,,,,,294.787994,,,,,,294.787994,694.787994,852.082993,0.0,1304.234009,,,-88.725998,639.741028,-13.019058,1842.22998,0.0,1842.22998,2694.312973,
12/31/1999,2681.029053,641.357994,112.316002,529.041992,143.569,,,,38.759998,38.759998,0.0,0.0,0.0,36.605,,,,,,860.291992,1737.905029,2368.259033,-630.354004,0.0,,82.832001,73.174004,73.174004,0.0,9.657997,1820.73703,,72.629997,72.629997,,,,0.0,,,,,,62.771004,,,62.771004,135.401001,400.0,,,,,303.406006,,,,,,303.406006,703.406006,838.807007,0.0,1304.234009,,,-88.725998,,626.713974,1842.221985,0.0,1842.221985,2681.028992,
03/31/2000,2661.195068,618.150002,106.571999,511.578003,129.759003,129.759003,,,39.145,39.145,0.0,0.0,,28.74,,,,,,815.794006,1763.796021,1835.850952,-72.055,0.0,,81.605003,72.055,72.055,0.0,9.550003,1845.401024,,48.432999,48.432999,,,,0.0,,,,,,55.237999,,,55.237999,103.670998,400.0,,,,,310.925995,,,,,,310.925995,710.925995,814.596992,0.0,1304.29895,,,-97.214996,648.452026,-8.938019,1846.597961,0.0,1846.597961,2661.194954,
06/30/2000,3062.951904,946.690002,340.255005,606.434998,119.433998,,,,39.993,39.993,0.0,0.0,0.0,40.102001,,,,,,1146.218994,1824.758057,2515.25708,-690.499023,0.0,,91.974998,70.934998,,,21.040001,1916.733055,,50.695,50.695,,,,0.0,,,,,,52.928001,,,52.928001,103.623001,803.156006,,,,,320.311005,,,,,,320.311005,1123.46701,1227.090012,0.0,1304.29895,,,-97.214996,,628.777985,1835.861938,0.0,1835.861938,3062.95195,
09/30/2000,3071.916016,881.653992,125.947998,755.705994,144.451004,144.451004,,,40.629002,40.629002,0.0,0.0,0.0,42.044998,,,,,,1108.779053,1870.650024,2597.037109,-726.387024,0.0,,92.487,69.816002,69.816002,0.0,22.670998,1963.137024,,49.944,49.944,,,,0.0,,,,,,47.790001,,,47.790001,97.734001,806.655029,,,,,330.843994,,,,,,330.843994,1137.499023,1235.233025,0.0,1308.251953,,,-100.769997,628.695007,0.50602,1836.682983,0.0,1836.682983,3071.916008,
12/31/2000,3079.506,862.134,144.456,717.678,153.452,,,,40.698,40.698,0.0,0.0,0.0,15.906,,,,,,1072.19,1931.182,2691.549,-760.367,0.0,,76.134,55.205,55.205,0.0,20.929,2007.316,,59.021,59.021,,,,9.732,9.732,0.0,0.0,,,54.26,,,54.26,123.013,856.559,856.559,0.0,0.0,,332.081,,,,,,332.081,1188.64,1311.653,0.0,1249.997,,,0.0,,517.856,1767.853,0.0,1767.853,3079.506,
