Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
07/04/2008,673.018,986.927,1659.945,6.081872,8.918578,15.00045,3.779075,5.541711,9.320785,
10/03/2008,406.3,824.795,1231.095,3.629853,7.368654,10.998507,2.305641,4.680485,6.986126,
01/02/2009,267.641,122.665,390.306,6.386557,2.927082,9.313639,2.468542,1.13138,3.599921,
04/03/2009,392456.0,1148221.0,1540677.0,9.940658,29.0837,39.024359,3.686719,10.78635,14.473069,
07/03/2009,1318.0,363.0,1681.0,32.052529,8.827821,40.88035,12.517808,3.447621,15.965429,
10/02/2009,1549.0,214.0,1763.0,36.872173,5.094025,41.966199,14.598059,2.016775,16.614834,
01/01/2010,1782.0,223.0,2005.0,40.316742,5.045249,45.361991,16.275459,2.036716,18.312175,
04/02/2010,2051.0,342.0,2393.0,45.096746,7.519789,52.616535,18.260328,3.044872,21.305199,
07/02/2010,1856.0,222.0,2078.0,40.899074,4.892023,45.791097,17.080803,2.04307,19.123873,
10/01/2010,1228.0,201.0,1429.0,26.759643,4.380039,31.139682,10.39005,1.700651,12.090701,
12/31/2010,1284.0,271.0,1555.0,28.27571,5.967848,34.243559,10.556606,2.228069,12.784675,
04/01/2011,1866.0,,1866.0,40.521173,,40.521173,14.670965,,14.670965,
07/01/2011,1112.0,250.0,1362.0,23.944875,5.38329,29.328165,9.24894,2.079348,11.328287,
09/30/2011,1034.0,270.0,1304.0,22.294092,5.821475,28.115567,8.736798,2.281369,11.018166,
12/30/2011,1211.0,51.0,1262.0,25.575502,1.077086,26.652587,9.94008,0.418616,10.358697,
03/30/2012,1488.0,,1488.0,28.770302,,28.770302,11.428571,,11.428571,
06/29/2012,2969.0,,2969.0,58.421881,,58.421881,21.901741,,21.901741,
09/28/2012,2875.0,,2875.0,56.339408,,56.339408,21.354824,,21.354824,
12/28/2012,3219.0,,3219.0,62.432118,,62.432118,23.055436,,23.055436,
03/29/2013,3531.0,,3531.0,65.135584,,65.135584,24.556645,,24.556645,
06/28/2013,2503.0,,2503.0,45.533928,,45.533928,19.032773,,19.032773,
09/27/2013,2351.0,1.0,2352.0,41.55913,0.017677,41.576807,18.205049,0.007744,18.212792,
12/27/2013,2438.0,39.0,2477.0,42.341091,0.677319,43.018409,18.388897,0.294162,18.683059,
03/28/2014,2481.0,276.0,2757.0,42.797999,4.761083,47.559082,18.324839,2.038555,20.363395,
07/04/2014,2289.0,525.0,2814.0,39.208633,8.992806,48.201439,17.388332,3.988149,21.376481,
10/03/2014,2022.0,669.0,2691.0,34.288621,11.344752,45.633373,15.695102,5.19289,20.887992,
01/02/2015,1807.0,739.0,2546.0,30.575296,12.50423,43.079526,13.791788,5.64036,19.432148,
04/03/2015,3086.0,774.0,3860.0,51.99663,13.041281,65.037911,23.320487,5.849014,29.1695,
07/03/2015,3159.0,725.0,3884.0,53.578697,12.296472,65.87517,24.710576,5.671151,30.381727,
10/02/2015,3106.0,251.0,3357.0,52.715547,4.260014,56.97556,24.927769,2.014446,26.942215,
01/01/2016,2248.0,21.0,2269.0,41.675936,0.389321,42.065258,18.83378,0.175938,19.009718,
04/01/2016,4324.0,1701.0,6025.0,117.627856,46.273123,163.900979,36.746834,14.455681,51.202516,
07/01/2016,3569.0,2549.0,6118.0,94.768986,67.684546,162.453532,30.954033,22.107546,53.061578,
09/30/2016,4093.0,1526.0,5619.0,105.981357,39.513206,145.494562,24.270636,9.048861,33.319497,
12/30/2016,3338.0,2244.0,5582.0,84.527729,56.824513,141.352241,19.916468,13.389021,33.305489,
03/31/2017,3833.0,423.0,4256.0,109.92257,12.130771,122.053341,21.090569,2.327501,23.41807,
06/30/2017,1927.0,387.0,2314.0,56.860431,11.419298,68.279729,12.143937,2.438871,14.582808,
09/29/2017,1669.0,357.0,2026.0,47.213579,10.09901,57.312588,10.433858,2.231808,12.665666,
12/29/2017,1971.0,561.0,2532.0,39.753933,11.315046,51.068979,12.334168,3.510638,15.844806,
03/30/2018,679.0,467.0,1146.0,13.517818,9.297233,22.815051,4.308649,2.963386,7.272035,
06/29/2018,1418.0,435.0,1853.0,23.960798,7.350456,31.311254,8.727228,2.677253,11.404481,
09/28/2018,1569.0,426.0,1995.0,26.369748,7.159664,33.529412,9.664901,2.624122,12.289023,
12/28/2018,1485.0,781.0,2266.0,25.143921,13.22384,38.367762,9.024064,4.745989,13.770053,
03/29/2019,1415.0,252.0,1667.0,24.66016,4.391774,29.051934,8.878153,1.581127,10.45928,
07/05/2019,1064.0,360.0,1424.0,20.266667,6.857143,27.12381,6.923027,2.342378,9.265404,
10/04/2019,1117.0,319.0,1436.0,18.275524,5.219241,23.494764,6.882741,1.965617,8.848358,
01/03/2020,10301.0,1820.0,12121.0,118.716146,20.974991,139.691137,55.53998,9.812908,65.352887,
04/03/2020,1346.0,434.0,1780.0,13460.0,4340.0,17800.0,17.401422,5.61086,23.012282,
07/03/2020,573.0,58.0,631.0,-113.916501,-11.530815,-125.447316,8.946136,0.905543,9.851678,
