Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2006,921.579,704.626,213.171,491.455,62.923,62.923,,0.0,0.0,0.0,0.0,0.0,3.857,,,771.406,61.535,213.52,-151.985,57.126,,57.126,,31.512,,,,,,31.512,150.173,,15.368,15.368,,,,101.75,101.75,0.0,0.0,,,133.896,,,133.896,251.014,19.997,19.997,0.0,0.0,,144.633,,,,,,144.633,164.63,415.644,0,1703.372,,,0.0,-1196.475,-0.962,505.935,0.0,505.935,921.579,
03/31/2007,835.095,655.14,354.328,300.812,44.099,44.099,,0.0,0.0,0.0,0.0,0.0,7.301,,,706.54,61.423,,,35.326,,35.326,,31.806,0.0,0.0,0.0,,,31.806,128.555,,9.141,9.141,,,,42.102,42.102,0.0,0.0,,,123.345,,,123.345,174.588,19.997,19.997,0.0,0.0,,139.211,,,,,,139.211,159.208,333.796,0,1779.008,,,0.0,-1277.203,-0.506,501.299,0.0,501.299,835.095,
06/30/2007,761.07,592.967,168.718,424.249,37.189,37.189,,0.0,0.0,0.0,0.0,0.0,7.501,,,637.657,67.771,,,24.264,,24.264,,31.378,0.0,0.0,0.0,,,31.378,123.413,,17.754,17.754,,,,62.099,62.099,0.0,0.0,,,123.049,,,123.049,202.902,0.0,0.0,0.0,0.0,,143.583,,,,,,143.583,143.583,346.485,0,1810.15,,,0.0,-1394.97,-0.595,414.585,0.0,414.585,761.07,
09/30/2007,655.148,502.55,253.979,248.571,34.658,34.658,,0.0,0.0,0.0,0.0,0.0,6.071,,,543.279,68.9,,,11.902,,11.902,,31.067,0.0,0.0,0.0,,,31.067,111.869,,25.757,25.757,,,,19.997,19.997,0.0,0.0,,,139.954,,,139.954,185.708,0.0,0.0,0.0,0.0,,137.405,,,,,,137.405,137.405,323.113,0,1833.729,,,0.0,-1502.003,0.309,332.035,0.0,332.035,655.148,
12/31/2007,601.477,460.871,355.663,105.208,31.32,31.32,,0.0,0.0,0.0,0.0,0.0,4.66,,,496.851,66.509,239.888,-173.379,6.925,,,,31.192,0.0,,,,,31.192,104.626,,32.75,32.75,,,,19.997,,,,,,146.532,,,146.532,199.279,0.0,,,,,130.903,,,,,,130.903,130.903,330.182,0,1858.168,,,0.0,-1587.754,0.881,271.295,0.0,271.295,601.477,
03/31/2008,889.505,749.643,490.696,258.947,24.825,24.825,,0.0,0.0,0.0,0.0,0.0,9.47,,,783.938,64.712,,,,,,,40.855,0.0,0.0,0.0,,,40.855,105.567,,31.281,31.281,,,,19.997,19.997,0.0,0.0,,,122.045,,,122.045,173.323,287.5,287.5,0.0,0.0,,124.427,,,,,,124.427,411.927,585.25,0,1986.17,,,0.0,-1683.908,1.993,304.255,0.0,304.255,889.505,
06/30/2008,970.805,832.062,549.632,282.43,15.365,15.365,,0.0,0.0,0.0,0.0,0.0,10.201,,,857.628,66.63,,,0.0,,,,46.547,0.0,0.0,0.0,,,46.547,113.177,,36.345,36.345,,,,0.0,0.0,0.0,0.0,,,146.549,,,146.549,182.894,287.5,287.5,0.0,0.0,,260.486,,,,,,260.486,547.986,730.88,0,2014.507,,,0.0,-1775.229,0.647,239.925,0.0,239.925,970.805,
09/30/2008,1067.554,920.067,542.876,377.191,21.966,21.966,,0.0,0.0,0.0,0.0,0.0,10.985,,,953.018,69.713,,,,,,,44.823,0.0,0.0,0.0,,,44.823,114.536,,31.465,31.465,,,,0.0,0.0,0.0,0.0,,,148.998,,,148.998,180.463,287.5,287.5,0.0,0.0,,249.698,,,,,,249.698,537.198,717.661,0,2254.491,,,0.0,-1905.273,0.675,349.893,0.0,349.893,1067.554,
12/31/2008,980.479,832.101,389.115,442.986,23.489,23.489,,0.0,0.0,0.0,0.0,0.0,11.991,,,867.581,68.331,261.909,-193.578,,,,,44.567,0.0,,,,,44.567,112.898,,51.76,51.76,,,,0.0,,,,,,164.804,,,164.804,216.564,287.5,,,,,237.541,,,,,,237.541,525.041,741.605,0,2283.311,,,0.0,-2047.605,3.168,238.874,0.0,238.874,980.479,
03/31/2009,1565.883,869.186,602.199,266.987,16.702,16.702,0.0,0.0,0.0,0.0,0.0,0.0,16.285,,16.285,902.173,66.601,,,0.0,,,,597.109,552.783,26.883,525.9,,,44.326,663.71,,120.365,22.7,,1.707,95.958,0.0,0.0,,,,,58.934,201.483,,21.255,179.299,287.5,287.5,,,,392.233,28.247,,,,162.503,0.0,679.733,859.032,0,2915.985,1.707,2914.278,0.0,-2210.277,1.143,706.851,0.0,706.851,1565.883,
06/30/2009,1439.876,754.364,408.949,345.415,14.762,14.762,0.0,0.0,0.0,0.0,0.0,0.0,13.63,,13.63,782.756,64.358,,,0.0,,,,592.762,552.783,26.883,525.9,,,39.979,657.12,,124.638,27.494,,2.565,94.579,0.0,0.0,,,,,59.042,192.975,,21.255,183.68,144.0,144.0,,,,383.139,27.661,,,,162.503,0.0,527.139,710.819,0,3110.213,1.784,3108.429,0.0,-2381.574,0.418,729.057,0.0,729.057,1439.876,
09/30/2009,1573.491,856.61,559.133,297.477,10.173,10.173,0.0,0.0,0.0,0.0,0.0,0.0,47.283,,47.283,914.066,62.444,,,0.0,,,,596.981,552.002,26.102,525.9,,,44.979,659.425,,135.521,19.962,,0.855,114.704,0.0,0.0,,,,,95.845,244.927,,21.236,231.366,262.84,262.84,,,,470.541,26.951,,,,162.503,36.16,733.381,964.747,0,3139.998,1.791,3138.207,0.0,-2531.139,-0.115,608.744,0.0,608.744,1573.491,
12/31/2009,1955.488,1284.913,446.658,838.255,9.601,9.601,0.0,0.0,0.0,0.0,0.0,0.0,12.512,0.0,12.512,1307.026,62.279,284.005,-221.726,0.0,,,0.0,586.183,544.802,26.102,518.7,,,41.381,648.462,,162.629,36.989,0.0,0.571,125.069,32.071,32.071,0.0,0.0,,,90.183,225.575,10.452,15.227,284.883,111.313,111.313,0.0,0.0,,462.946,27.701,0.0,0.0,0.0,160.278,38.94,574.259,859.142,0,3786.769,1.982,3784.787,0.0,-2689.783,-0.64,1096.346,0.0,1096.346,1955.488,
03/31/2010,1770.302,1092.683,396.547,696.136,7.876,7.876,0.0,0.0,0.0,0.0,0.0,0.0,26.209,,26.209,1126.768,58.109,,,0.0,,,,585.425,544.802,26.102,518.7,,,40.623,643.534,,127.689,29.121,,,98.568,0.0,0.0,,,,,83.851,215.488,,14.276,211.54,125.316,125.316,,,,442.834,26.999,,,,160.278,40.069,568.15,779.69,0,3846.746,2.002,3844.744,0.0,-2855.054,-1.08,990.612,0.0,990.612,1770.302,
06/30/2010,1654.202,979.145,337.608,641.537,3.548,3.548,0.0,0.0,0.0,0.0,0.0,0.0,21.862,,21.862,1004.555,60.438,,,0.0,,,,589.209,544.802,26.102,518.7,,,44.407,649.647,,159.325,46.495,,,112.83,45.776,0.0,,,,45.776,87.275,195.223,63.082,9.002,292.376,86.407,86.407,,,,448.284,27.762,,,,160.278,1.939,534.691,827.067,0,3882.753,2.007,3880.746,0.0,-3055.06,-0.558,827.135,0.0,827.135,1654.202,
09/30/2010,1888.829,1203.011,569.901,633.11,4.964,4.964,0.0,0.0,0.0,0.0,0.0,0.0,18.464,,18.464,1226.439,65.439,,,0.0,,,,596.951,544.802,26.102,518.7,,,52.149,662.39,,158.619,24.644,,0.112,133.863,45.28,0.0,,,,45.28,107.668,177.962,,8.691,311.567,487.225,487.225,,,,439.941,27.344,,,,160.278,74.357,927.166,1238.733,0,3914.79,2.012,3912.778,0.0,-3264.017,-0.677,650.096,0.0,650.096,1888.829,
12/31/2010,1725.446,1031.411,243.197,788.214,12.529,12.529,0.0,0.0,0.0,0.0,0.0,0.0,13.099,0.0,13.099,1057.039,72.333,319.652,-247.319,0.0,,,,596.074,544.802,26.102,518.7,,,51.272,668.407,,179.224,35.851,0.0,3.462,139.911,136.991,0.0,0.0,0.0,,136.991,158.568,160.049,12.089,83.949,474.783,387.911,387.911,0.0,0.0,,358.779,24.098,0.0,0.0,0.0,160.278,2.265,746.69,1221.473,0,3949.449,2.016,3947.433,0.0,-3444.409,-1.067,503.973,0.0,503.973,1725.446,
03/31/2011,1538.487,823.452,446.536,376.916,5.594,5.594,0.0,17.816,7.816,10.0,0.0,0.0,26.112,,26.112,872.974,70.877,,,0.0,,,,594.636,544.802,26.102,518.7,,,49.834,665.513,,163.014,34.881,,6.812,121.321,92.1,0.0,,,,92.1,161.081,144.416,,86.888,416.195,400.0,400.0,,,,330.62,23.585,,,,160.278,2.341,730.62,1146.815,0,4012.81,2.033,4010.777,0.0,-3620.505,-0.633,391.672,0.0,391.672,1538.487,
06/30/2011,1763.1,593.491,458.195,135.296,96.016,96.016,0.0,52.622,21.774,29.265,1.583,0.0,84.995,,84.995,827.124,84.203,,,0.0,,,,851.773,802.801,33.501,769.3,,,48.972,935.976,,232.155,67.275,15.212,3.35,146.318,94.664,0.0,,,,94.664,152.149,134.036,,87.131,478.968,400.0,400.0,,,,434.952,23.054,,,,260.448,17.414,834.952,1313.92,0,4102.83,2.055,4100.775,0.0,-3794.574,-0.707,307.549,141.631,449.18,1763.1,
09/30/2011,2091.998,658.685,542.545,116.14,445.661,445.661,0.0,67.654,20.102,35.544,12.008,0.0,73.825,,73.825,1245.825,101.268,,,0.0,,,,744.905,697.001,33.501,663.5,,,47.904,846.173,,300.676,49.248,9.755,6.7,234.973,98.416,0.0,,,,98.416,149.857,126.221,,94.162,548.949,400.0,400.0,,,,412.203,21.476,,,,231.184,33.322,812.203,1361.152,0,4154.171,2.065,4152.106,0.0,-3573.464,-0.945,579.762,151.084,730.846,2091.998,
12/31/2011,2204.28,968.922,475.32,493.602,183.135,183.135,0.0,112.43,32.213,47.01,33.207,0.0,66.767,,66.767,1331.254,133.176,404.239,-271.063,0.0,,,,739.85,694.492,30.992,663.5,,,45.358,873.026,,347.311,74.642,12.075,3.363,257.231,0.0,0.0,0.0,0.0,,0.0,45.037,118.095,0.0,0.0,392.348,400.0,400.0,0.0,0.0,,446.42,21.381,0.0,0.0,0.0,243.707,63.237,846.42,1238.768,0,4202.731,2.072,4200.659,0.0,-3414.835,-1.053,786.843,178.669,965.512,2204.28,
03/31/2012,2345.843,980.867,267.923,712.944,232.228,232.228,0.0,129.595,28.51,74.74,26.345,0.0,93.424,,93.424,1436.114,170.331,,,0.0,,,,739.398,694.492,30.992,663.5,,,44.906,909.729,,326.324,73.226,0.201,6.713,246.184,0.0,0.0,0.0,0.0,,0.0,30.491,116.189,,0.0,356.815,400.0,400.0,,,,483.451,20.772,,,,241.426,105.064,883.451,1240.266,0,4254.371,2.087,4252.284,0.0,-3323.245,-0.628,930.498,175.079,1105.577,2345.843,
06/30/2012,2604.856,1223.334,454.061,769.273,185.618,185.618,0.0,87.805,5.075,59.223,23.507,0.0,96.548,,96.548,1593.305,272.561,,,0.0,,,,738.99,694.492,30.992,663.5,,,44.498,1011.551,,339.061,59.352,0.201,3.363,276.145,0.0,0.0,,,,,40.649,110.072,,13.353,379.71,400.0,400.0,,,,581.539,20.149,,,,263.017,188.301,981.539,1361.249,0,4426.622,2.133,4424.489,0.0,-3388.176,-0.673,1037.773,205.834,1243.607,2604.856,
09/30/2012,2718.823,1298.542,436.886,861.656,139.629,139.629,0.0,86.275,4.506,58.452,23.317,0.0,110.077,,110.077,1634.523,124.148,,,0.0,,,,960.152,694.492,30.992,663.5,,,265.66,1084.3,,365.484,83.732,3.871,,277.881,0.0,0.0,,,,,41.247,103.626,,13.944,406.731,400.0,400.0,,,,647.346,19.559,,,,279.466,244.695,1047.346,1454.077,0,4473.868,2.141,4471.727,0.0,-3445.719,-0.416,1027.733,237.013,1264.746,2718.823,
12/31/2012,2759.288,1321.215,489.407,831.808,143.25,143.25,0.0,30.464,3.754,11.317,15.393,0.0,94.656,0.0,94.656,1589.585,433.609,730.294,-296.685,0.0,,,,736.094,694.492,30.992,663.5,,,41.602,1169.703,,371.649,101.292,0.715,3.395,266.247,13.707,0.0,13.707,13.707,,,47.268,96.242,0.0,19.702,432.624,415.17,400.0,15.17,15.17,,677.112,18.57,0.0,0.0,0.0,280.367,281.933,1092.282,1524.906,0,4521.597,2.149,4519.448,0.0,-3521.867,-0.55,999.18,235.202,1234.382,2759.288,
03/31/2013,2392.234,1239.354,379.099,860.255,194.054,194.054,0.0,21.532,4.796,2.93,13.806,0.0,110.843,,110.843,1565.783,504.232,,,0.0,,,,322.219,281.592,30.992,250.6,,,40.627,826.451,,338.599,59.627,,,278.972,8.302,0.0,8.302,8.302,,,60.738,90.297,,25.205,407.639,414.755,400.0,14.755,14.755,,593.008,17.548,,,,151.664,333.499,1007.763,1415.402,0,4577.147,2.16,4574.987,0.0,-3829.883,-1.149,746.115,230.717,976.832,2392.234,
06/30/2013,2584.329,1430.696,531.247,899.449,164.866,164.866,0.0,19.509,3.103,4.655,11.751,0.0,101.519,,101.519,1716.59,581.738,,,0.0,,,,286.001,281.592,30.992,250.6,,,4.409,867.739,,314.466,48.57,,,265.896,10.664,0.0,10.664,10.664,,,56.522,84.066,,23.622,381.652,28.088,0.0,28.088,28.088,,625.926,17.005,,,,149.706,375.149,654.014,1035.666,0,5210.731,2.3,5208.431,0.0,-3887.048,-1.23,1322.453,226.21,1548.663,2584.329,
09/30/2013,2582.748,1422.65,583.181,839.469,120.281,120.281,0.0,13.537,0.232,7.98,5.325,0.0,92.163,,92.163,1648.631,648.924,,,0.0,,,,285.193,281.592,30.992,250.6,,,3.601,934.117,,342.239,51.533,,,290.706,14.429,0.0,14.429,14.429,,,52.831,77.354,,21.824,409.499,39.381,0.0,39.381,39.381,,647.188,16.28,,,,150.203,403.351,686.569,1096.068,0,5276.618,2.311,5274.307,0.0,-4011.18,-0.55,1264.888,221.792,1486.68,2582.748,
12/31/2013,2319.041,1465.076,569.299,895.777,85.517,85.517,0.0,14.147,0.489,9.981,3.677,0.0,23.836,0.0,23.836,1588.576,696.911,1005.246,-308.335,0.0,,,,33.554,30.992,30.992,0.0,,,2.562,730.465,,334.69,49.327,8.362,0.0,277.001,16.893,0.0,16.893,16.893,,,46.246,49.459,0.0,24.736,397.829,48.754,0.0,48.754,48.754,,516.053,14.067,0.0,0.0,0.0,0.0,452.527,564.807,962.636,0,5323.606,2.32,5321.286,0.0,-3966.895,-0.306,1356.405,0.0,1356.405,2319.041,
03/31/2014,2197.108,1324.2,424.045,900.155,59.858,59.858,0.0,11.261,0.0,9.439,1.822,0.0,35.011,,35.011,1430.33,726.204,,,0.0,,,,40.574,30.992,30.992,0.0,,,9.582,766.778,,293.868,49.571,,,244.297,18.323,0.0,18.323,18.323,,,61.309,43.889,,32.473,373.5,49.495,0.0,49.495,49.495,,543.235,13.956,,,,,485.39,592.73,966.23,0,5430.527,2.334,5428.193,0.0,-4199.352,-0.297,1230.878,0.0,1230.878,2197.108,
06/30/2014,2117.82,1219.161,420.558,798.603,81.842,81.842,0.0,11.982,0.0,11.013,0.969,0.0,34.399,,34.399,1347.384,730.0,,,0.0,,,,40.436,30.992,30.992,0.0,,,9.444,770.436,,301.65,55.363,,,246.287,19.707,0.0,19.707,19.707,,,41.616,38.105,,14.442,362.973,45.053,0.0,45.053,45.053,,537.525,10.486,,,,,488.934,582.578,945.551,0,5531.026,2.347,5528.679,0.0,-4358.734,-0.023,1172.269,0.0,1172.269,2117.82,
09/30/2014,2406.086,1477.737,718.563,759.174,114.308,114.308,0.0,16.753,0.0,14.302,2.451,0.0,41.298,,41.298,1650.096,720.878,,,0.0,,,,35.112,30.992,30.992,0.0,,,4.12,755.99,,321.135,38.472,,,282.663,18.124,0.0,18.124,18.124,,,32.919,34.723,,11.709,372.178,336.94,294.74,42.2,42.2,,541.063,17.218,,,,,489.122,878.003,1250.181,0,5683.538,2.375,5681.163,0.0,-4528.794,1.161,1155.905,0.0,1155.905,2406.086,
12/31/2014,2334.679,1387.106,625.259,761.847,75.964,75.964,0.0,30.848,8.506,20.508,1.834,0.0,52.593,0.0,52.593,1546.511,715.812,994.198,-278.386,0.0,,,0.0,72.356,68.915,39.915,29.0,,,3.441,788.168,,313.977,71.194,0.0,0.0,242.783,17.806,0.0,17.806,17.806,,,36.471,27.808,0.0,19.003,368.254,319.862,280.569,39.293,39.293,,550.38,12.748,0.0,0.0,0.0,15.044,494.78,870.242,1238.496,0,5779.539,2.385,5777.154,0.0,-4705.45,0.917,1075.006,21.177,1096.183,2334.679,
03/31/2015,2165.827,1181.134,664.879,516.255,80.332,80.332,0.0,34.089,7.833,22.564,3.692,0.0,62.648,,62.648,1358.203,708.616,,,0.0,,,,99.008,68.915,39.915,29.0,,,30.093,807.624,,233.638,43.524,,,190.114,19.672,0.0,19.672,19.672,,,49.128,24.0,,33.21,302.438,312.737,266.266,46.471,46.471,,553.115,8.355,,,,15.093,505.667,865.852,1168.29,0,5879.723,2.399,5877.324,0.0,-4904.056,0.791,976.458,21.079,997.537,2165.827,
06/30/2015,2374.073,1016.45,870.543,145.907,94.519,94.519,0.0,42.113,8.147,30.989,2.977,0.0,141.607,,141.607,1294.689,713.378,,,0.0,,,,366.006,334.724,50.384,284.34,,,31.282,1079.384,,288.899,72.703,,,216.196,13.921,0.0,13.921,13.921,,,71.003,21.019,,56.073,373.823,294.839,251.939,42.9,42.9,,657.195,9.677,,,,112.413,514.086,952.034,1325.857,0,5989.575,2.406,5987.169,0.0,-5092.904,-1.707,894.964,153.252,1048.216,2374.073,
09/30/2015,2433.993,1005.83,756.25,249.58,165.272,165.272,0.0,49.197,8.669,34.115,6.413,0.0,139.153,0.651,135.645,1359.452,706.67,,,0.0,,,0.0,367.871,334.724,50.384,284.34,,,32.496,1074.541,,337.279,78.899,,,258.38,14.153,0.0,14.153,14.153,,,23.527,17.501,0.024,7.975,374.959,334.105,294.832,39.273,39.273,,648.197,9.122,,,,113.86,507.69,982.302,1357.261,0,6108.689,2.419,6106.27,0.0,-5188.053,1.511,922.147,154.585,1076.732,2433.993,
12/31/2015,2498.587,1042.462,714.768,327.694,173.838,173.838,0.0,57.207,8.696,40.695,7.816,0.0,133.646,0.605,128.485,1407.153,697.715,1033.782,-336.067,30.0,,,30.0,363.719,334.724,50.384,284.34,,,28.39,1091.434,,388.656,74.942,,,313.714,15.545,0.0,15.545,15.545,,,101.966,9.714,0.132,84.901,506.167,266.786,223.863,42.923,42.923,,632.006,7.464,,,,110.439,504.257,898.792,1404.959,0,6199.927,2.427,6197.5,0.0,-5261.784,1.824,939.967,153.661,1093.628,2498.587,
03/31/2016,2487.906,1025.618,604.245,421.373,181.878,181.878,0.0,63.2,9.936,37.899,15.365,0.0,132.139,0.182,128.485,1402.835,690.521,,,0.0,,,0.0,394.55,334.724,50.384,284.34,,,59.644,1085.071,,355.676,75.221,,,280.455,17.292,0.0,17.292,17.292,,,179.073,8.49,0.657,160.603,552.041,188.457,149.571,38.886,38.886,,631.21,6.145,,,,112.259,503.659,819.667,1371.708,0,6265.393,2.429,6262.964,0.0,-5303.415,-4.899,957.079,159.119,1116.198,2487.906,
06/30/2016,2548.982,1071.436,605.866,465.57,189.356,189.356,0.0,66.589,5.408,45.807,15.374,0.0,126.769,1.604,116.803,1454.15,690.607,,,0.0,,,0.0,404.225,334.724,50.384,284.34,,,67.897,1094.832,,334.15,51.302,,,282.848,17.446,0.0,17.446,17.446,,,271.259,7.411,0.088,252.474,622.855,109.238,74.921,34.317,34.317,,648.044,4.801,,,,132.81,502.934,757.282,1380.137,0,6352.684,2.44,6350.244,0.0,-5367.94,-3.39,981.354,187.491,1168.845,2548.982,
09/30/2016,2609.641,1128.441,719.692,408.749,182.229,182.229,0.0,71.799,9.824,46.057,15.918,0.0,119.432,0.217,111.788,1501.901,687.613,,,0.0,,,0.0,420.127,334.724,50.384,284.34,,,85.186,1107.74,,346.852,50.914,,,295.938,17.772,0.0,17.772,17.772,,,358.217,6.559,0.315,347.511,722.841,31.719,0.0,31.719,31.719,,646.74,3.314,,,,133.27,503.282,678.459,1401.3,0,6432.172,2.446,6429.726,0.0,-5406.781,-3.845,1021.546,186.795,1208.341,2609.641,
12/31/2016,2896.787,1434.557,1183.945,250.612,200.364,200.364,0.0,77.604,6.348,56.672,14.584,0.0,119.015,1.186,104.608,1831.54,698.362,1086.16,-387.798,20.276,20.276,,,346.609,334.724,50.384,284.34,,,10.699,1065.247,,382.747,61.451,,,321.296,319.426,300.0,19.426,19.426,,,90.364,6.632,0.0,84.215,792.537,34.976,0.0,34.976,34.976,,731.083,1.907,,,,134.063,588.481,766.059,1558.596,0,6509.245,2.45,6506.795,0.0,-5373.836,21.173,1156.582,181.609,1338.191,2896.787,
03/31/2017,2946.703,1408.782,1003.679,405.103,207.955,207.955,0.0,82.02,9.172,60.921,11.927,0.0,173.057,0.249,164.739,1871.814,708.395,,,0.0,,,,366.494,334.724,50.384,284.34,,,31.521,1074.889,,348.741,63.145,,,285.596,19.27,0.0,19.27,19.27,,,121.785,5.742,0.086,115.115,489.796,30.355,0.0,30.355,30.355,,743.759,0.613,,,,135.402,601.916,774.114,1263.91,0,6619.434,2.459,6616.975,0.0,-5135.451,16.025,1500.008,182.785,1682.793,2946.703,
06/30/2017,3285.594,1668.65,1223.13,445.52,247.949,247.949,0.0,92.263,13.876,63.116,15.271,0.0,171.71,0.0,170.725,2180.572,740.103,,,0.0,,,,364.919,334.724,50.384,284.34,,,30.195,1105.022,,427.494,75.941,,,351.553,18.179,0.0,18.179,18.179,,,179.733,4.161,1.435,164.389,625.406,25.346,0.0,25.346,25.346,,767.611,0.527,,,,136.649,624.839,792.957,1418.363,0,6810.481,2.479,6808.002,0.0,-5117.455,-21.753,1671.273,195.958,1867.231,3285.594,
09/30/2017,3198.325,1812.248,1384.966,427.282,263.493,263.493,0.0,98.192,12.678,67.826,17.688,0.0,154.041,0.008,153.999,2327.974,759.978,,,0.0,,,,110.373,79.384,50.384,29.0,,,30.981,870.351,,459.897,77.138,,,382.759,19.881,0.0,19.881,19.881,,,230.961,2.917,0.977,204.061,710.739,20.259,0.0,20.259,20.259,,664.083,0.146,,,,10.682,649.361,684.342,1395.081,0,7036.613,2.5,7034.113,0.0,-5220.407,-25.129,1791.077,12.167,1803.244,3198.325,
12/31/2017,3546.014,2088.666,1665.412,423.254,281.343,281.343,0.0,111.83,20.924,74.237,16.669,0.0,167.124,0.0,167.111,2648.963,789.437,1221.56,-432.123,0.0,,,,107.614,79.384,50.384,29.0,0.834,,27.396,897.051,,517.955,73.994,,,443.961,22.531,0.0,22.531,22.531,,,266.774,,0.866,253.132,807.26,20.496,0.0,20.496,20.496,,675.952,,,,,6.341,668.745,696.448,1503.708,0,7159.874,2.512,7157.362,0.0,-5119.723,-11.572,2028.579,13.727,2042.306,3546.014,
03/31/2018,3952.974,2477.017,1995.893,481.124,327.294,327.294,0.0,117.346,17.587,78.232,21.527,0.0,119.459,0.031,118.919,3041.116,800.67,,,0.0,,,,111.188,79.384,50.384,29.0,,,31.773,911.858,,485.293,74.062,,,411.231,16.919,0.0,16.919,16.919,,,325.1,,0.85,309.73,827.312,16.911,0.0,16.911,16.911,,677.93,,,,,9.636,667.444,694.841,1522.153,0,7316.91,2.541,7314.369,0.0,-4876.111,-39.743,2401.056,29.765,2430.821,3952.974,
06/30/2018,4335.386,2767.755,2145.359,622.396,393.439,393.439,0.0,115.025,16.124,74.818,24.083,0.0,131.204,1.451,120.186,3407.423,815.928,,,0.0,,,,112.035,79.384,50.384,29.0,,,31.2,927.963,,562.154,83.034,,,479.12,15.06,0.0,15.06,15.06,,,350.086,,0.299,348.138,927.3,15.03,0.0,15.03,15.03,,678.173,,,,,9.335,668.539,693.203,1620.503,0,7359.584,2.542,7357.042,0.0,-4668.751,-4.605,2686.228,28.655,2714.883,4335.386,
09/30/2018,4620.84,3055.885,2478.302,577.583,379.755,379.755,0.0,124.15,13.726,77.408,33.016,0.0,126.821,0.713,112.918,3686.611,808.352,,,0.0,,,,125.877,79.384,50.384,29.0,,,45.78,934.229,,596.389,92.149,,,504.24,11.511,0.0,11.511,11.511,,,384.608,,0.066,384.103,992.508,15.141,0.0,15.141,15.141,,678.71,,,,,9.414,669.23,693.851,1686.359,0,7445.814,2.551,7443.263,0.0,-4540.005,0.307,2906.116,28.365,2934.481,4620.84,
12/31/2018,6245.898,3168.242,2650.134,518.108,409.688,409.688,0.0,124.36,9.677,87.944,26.739,0.0,140.819,1.514,121.796,3843.109,812.005,1263.448,-451.443,0.0,,,,1590.784,50.384,50.384,0.0,1499.672,,39.214,2402.789,,1069.886,110.987,,,958.899,5.271,0.0,5.271,5.271,,,45.135,,0.108,44.795,1120.292,581.55,0.0,581.55,581.55,,108.853,,,,,0.0,108.745,690.403,1810.695,0,7424.022,2.546,7421.476,0.0,-2989.478,0.659,4435.203,0.0,4435.203,6245.898,
03/31/2019,6543.114,3478.035,2893.885,584.15,438.297,438.297,0.0,136.698,11.649,80.529,44.52,0.0,130.009,0.973,110.799,4183.039,803.132,,,0.0,,,,1556.943,50.384,50.384,0.0,1467.518,,38.068,2360.075,,615.007,82.262,,,532.745,43.245,0.0,43.245,35.725,7.52,,448.216,,0.068,447.906,1106.468,623.865,0.0,623.865,560.381,63.484,89.468,,,,,,89.4,713.333,1819.801,0,7478.47,2.561,7475.909,0.0,-2761.157,6.0,4723.313,0.0,4723.313,6543.114,
06/30/2019,7033.471,3951.222,3294.684,656.538,464.9,464.9,0.0,143.017,12.957,91.874,38.186,0.0,151.829,0.314,138.614,4710.968,789.162,,,0.0,,,,1533.341,50.384,50.384,0.0,1425.191,,57.452,2322.503,,1146.117,77.045,,,1069.072,44.988,0.0,44.988,37.047,7.941,,68.115,,0.207,67.354,1259.22,611.963,0.0,611.963,551.53,60.433,92.323,,,,,,92.116,704.286,1963.506,0,7566.896,2.565,7564.331,0.0,-2493.73,-3.201,5069.965,0.0,5069.965,7033.471,
09/30/2019,7514.553,3996.331,3397.941,598.39,443.315,443.315,0.0,162.306,21.293,105.667,35.346,0.0,175.142,1.806,147.889,4777.094,794.438,,,0.0,,,,1943.021,447.525,447.525,0.0,1415.511,,78.179,2737.459,,1266.311,92.528,,,1173.783,45.262,0.0,45.262,37.063,8.199,,77.321,,0.01,77.236,1388.894,604.539,0.0,604.539,541.561,62.978,267.726,,,,,,267.716,872.265,2261.159,0,7670.759,2.571,7668.188,0.0,-2436.212,18.847,5253.394,0.0,5253.394,7514.553,
