Date,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Revenue,Electric Production Fuel Cost,Purchased Power Cost,Purchased Gas/Water Cost,Fuel Expense & Purchased Power,Maintenance Expenses,Depreciation Expense,Taxes Other Than Income Taxes,Other Operating Expense,"Depreciation, Operating & Maintenance",Operating Income or Losses,AFUDC - Equity,Net Non-Operating Losses (Gains),Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Total Interest Expense,Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,769.75,52.779999,0,0.0,822.530029,-98.172997,-163.429993,-20.118,-281.721008,-57.092999,-66.825996,-115.453003,-188.445007,-427.816986,112.991997,1.889,22.917,-74.599998,2.284,-2.292,-74.608002,63.189995,-22.789,40.401001,0.0,0,40.401001,-9.103,31.298001,,,31.297996,0.23,0.23,0.23,136.820007,0.23,0.23,0.23,136.820007,
12/31/1992,817.651001,145.977997,0,0.0,963.629028,-70.500999,-196.218994,-80.850998,-347.571014,-59.453999,-70.569,-124.362,-210.216003,-464.601013,151.457001,2.746,-22.216999,-70.375999,3.322,-3.283,-70.336998,61.649004,-19.813999,41.834999,0.0,0,41.834999,-8.893,32.941999,,,32.942005,0.24,0.24,0.24,137.072006,0.24,0.24,0.24,137.072006,
03/31/1993,876.625,259.414001,0,0.0,1136.03894,-64.348,-206.192001,-155.003006,-425.542999,-50.330002,-67.662003,-128.552994,-194.826996,-441.372009,269.123993,2.071,4.472,-70.101997,2.306,-3.109,-70.904999,204.761994,-77.806,126.956001,0.0,0,126.956001,-8.299,118.657001,,,118.656995,0.86,0.86,0.86,137.207993,0.86,0.86,0.86,137.207993,
06/30/1993,801.44397,127.801003,0,0.0,929.244995,-53.271999,-204.470001,-64.339996,-322.082001,-51.966,-68.615997,-115.355003,-195.703003,-431.640015,175.522995,1.89,-2.288,-71.440002,2.162,-2.416,-71.694,103.430995,-38.105999,65.324997,0.0,0,65.324997,-8.084,57.240997,,,57.240996,0.41,0.41,0.41,140.169998,0.41,0.41,0.41,140.169998,
09/30/1993,812.322998,67.628998,0,0.0,879.952026,-57.453999,-210.378006,-33.202,-301.033997,-59.002998,-69.280998,-118.505997,-191.957993,-438.747986,140.169998,2.129,4.613,-69.733002,2.42,-2.845,-70.157997,76.754001,-28.159,48.595001,0.0,0,48.595001,-7.808,40.787001,,,40.787,0.29,0.29,0.29,142.011993,0.29,0.29,0.29,142.011993,
12/31/1993,842.072021,146.123001,0,0.0,988.195007,-55.990002,-242.473007,-73.727997,-372.19101,-75.033997,-71.064003,-128.949005,-238.759003,-513.80603,102.197998,1.029,0.238,-68.626999,2.225,-3.104,-69.505997,33.959001,-3.004,30.955,0.0,0,30.955,-7.666,23.289,,,23.289001,0.16,0.16,0.16,142.278,0.16,0.16,0.16,142.278,
03/31/1994,933.71698,301.841003,0,0.0,1235.557983,-62.125,-275.359985,-175.084,-512.56897,-47.493,-75.405998,-135.753998,-172.684006,-431.337006,291.652008,0.765,2.966,-68.584,1.614,-3.985,-70.955002,224.428006,-85.963997,138.464005,0.0,0,138.464005,-7.016,131.448005,,,131.44801,0.92,0.92,0.92,142.498001,0.92,0.92,0.92,142.498001,
06/30/1994,846.856018,132.843994,0,0.0,979.700012,-52.646999,-269.769989,-65.098,-387.515015,-46.491001,-76.942001,-119.122002,-174.024002,-416.57901,175.606003,0.893,3.434,-67.277,1.889,-4.136,-69.524002,110.409001,-42.849998,67.558998,0.0,0,67.558998,-7.072,60.486998,,,60.487002,0.42,0.42,0.42,142.912003,0.42,0.42,0.42,142.912003,
09/30/1994,861.002014,57.807999,0,0.0,918.809998,-47.154999,-285.013,-20.487,-352.654999,-51.251999,-77.456001,-122.989998,-177.033005,-428.730988,137.423996,0.854,5.838,-65.542999,2.775,-5.265,-68.032997,76.082999,-27.700001,48.382999,0.0,0,48.382999,-9.07,39.313,,,39.312998,0.27,0.27,0.27,143.539993,0.27,0.27,0.27,143.539993,
12/31/1994,887.411987,130.697998,0,0.0,1018.109985,-57.922001,-276.98999,-55.044998,-389.957001,-57.445999,-78.546997,-119.056,-427.57901,-682.627991,-54.474998,-0.353,2.807,-63.487,0.642,-7.601,-70.445999,-122.466997,45.044998,-77.421997,0.0,0,-77.421997,-10.515,-87.936997,,,-87.936999,-0.61,-0.61,-0.61,144.072006,-0.61,-0.61,-0.61,144.072006,
03/31/1995,881.919983,242.893005,0,0.0,1124.812988,-39.278,-291.998993,-126.478996,-457.756012,-44.765999,-78.316002,-132.384003,-154.813995,-410.279999,256.777008,0.0,7.27,-63.348999,3.542,-7.132,-66.939003,197.108005,-78.372002,118.736,0.0,0,118.736,-10.215,108.521,,,108.521003,0.75,0.75,0.75,144.324005,0.75,0.75,0.75,144.324005,
06/30/1995,811.565002,127.250999,0,0.0,938.815979,-22.246,-304.221008,-57.178001,-383.644989,-50.888,-79.148003,-131.369995,-141.468002,-402.873993,152.296997,0.312,2.397,-66.019997,2.049,-7.445,-71.416,83.589997,-29.105,54.485001,0.0,0,54.485001,-10.046,44.439001,,,44.438998,0.31,0.31,0.31,144.330002,0.31,0.31,0.31,144.330002,
09/30/1995,829.302979,57.928001,0,0.0,887.231018,-78.577003,-243.462006,-17.171,-339.209991,-49.296001,-79.849998,-125.313004,-150.830002,-405.289001,142.731995,0.756,1.222,-68.330002,1.716,-2.85,-69.463997,75.245998,-28.305,46.941002,0.0,0,46.941002,-9.691,37.250002,,,37.249997,0.26,0.26,0.26,144.330002,0.26,0.26,0.26,144.330002,
12/31/1995,812.76001,153.718002,0,0.0,966.478027,-25.827999,-298.255005,-75.403999,-399.487,-58.016998,-80.516998,-128.410995,-167.817993,-434.763,132.227997,-0.005,-8.883,-69.32,0.68,-3.215,-71.855003,51.484994,-23.611,27.874001,0.0,0,27.874001,-9.644,18.230001,,,18.229994,0.13,0.13,0.13,144.332001,0.13,0.13,0.13,144.332001,
03/31/1996,851.137024,311.925995,0,0.0,1163.062988,-49.563999,-287.308014,-189.994995,-526.867004,-46.155998,-82.064003,-130.477997,-162.865997,-421.563995,214.632004,0.408,2.452,-68.191002,1.022,-1.382,-68.551003,148.941001,-52.819,96.122002,0.0,0,96.122002,-9.619,86.503001,,,86.503,0.6,0.6,0.6,144.332993,0.6,0.6,0.6,144.332993,
06/30/1996,804.45697,156.313995,0,0.0,960.770996,-36.937,-301.057007,-80.556999,-418.550995,-45.237999,-82.141998,-116.980003,-155.104996,-399.464996,142.755005,0.794,6.731,-68.597,0.633,-0.789,-68.752998,81.527007,-28.535,52.992001,0.0,0,52.992001,-9.532,43.460001,,,43.460007,0.3,0.3,0.3,144.436996,0.3,0.3,0.3,144.436996,
09/30/1996,829.369995,66.343002,0,0.0,895.713013,-55.129002,-286.084991,-26.113001,-367.326996,,-82.474998,-114.555,-284.237,-481.266998,47.118999,1.138,4.162,-68.301003,0.94,-4.55,-71.911003,-19.492003,6.576,-12.916,0.0,0,-12.916,-9.609,-22.525001,,,-22.525003,-0.16,-0.16,-0.16,144.343994,-0.16,-0.16,-0.16,144.343994,
12/31/1996,824.015015,147.091003,0,0.0,971.106018,-39.855999,-308.441986,-73.375,-421.673004,,-83.146004,-113.833,-234.621994,-431.601013,117.832001,1.325,18.933001,-67.616997,1.095,-2.296,-68.818001,69.272001,-27.716,41.556,-67.364002,0,-25.808001,-9.521,-35.329001,,,32.035001,0.22,0.22,-0.24,144.365005,0.22,0.22,-0.24,144.365005,
03/31/1997,877.369019,286.463013,0,0.0,1163.832031,-37.465,-328.803009,-148.630997,-514.898987,,-84.222,-126.109001,-206.664993,-416.996002,231.936996,1.439,5.661,-67.959999,1.19,-0.768,-67.538002,171.498994,-68.476997,103.022003,0.0,0,103.022003,-9.399,93.623003,0.0,0.0,93.622997,0.65,0.65,0.65,144.389008,0.65,0.65,0.65,144.389008,
06/30/1997,804.536987,141.160995,0,0.0,945.697998,-35.192001,-316.997986,-62.924,-415.114014,,-84.799004,-115.289001,-199.792007,-399.880005,130.703995,1.197,5.072,-68.929001,0.992,-1.405,-69.342003,67.630992,-26.882,40.749001,0.0,0,40.749001,-9.409,31.34,0.0,0.0,31.339992,0.217,0.217,0.217,144.391006,0.217,0.217,0.217,144.391006,
09/30/1997,827.697021,68.873001,0,0.0,896.570007,-54.674,-293.324005,-41.625,-389.622986,,-85.148003,-112.82,-198.804993,-396.77301,110.174004,1.306,6.178,-67.689003,1.082,-1.773,-68.379997,49.278006,-17.594999,31.683001,0.0,0,31.683001,-9.353,22.330001,0.0,0.0,22.330007,0.15,0.15,0.15,144.417007,0.15,0.15,0.15,144.417007,
12/31/1997,799.838013,160.466003,0,0.0,960.304016,-52.124001,-296.983002,-92.43,-441.536987,,-85.472,-117.250999,-230.020004,-432.743011,86.024002,1.368,2.776,-69.778,1.132,,-68.646004,21.521998,-13.641,7.881,0.0,0,7.881,-9.236,-1.355,190.0,-66.5,122.144998,0.84,-0.01,-0.01,145.0,0.84,-0.01,-0.01,145.0,
03/31/1998,913.520996,250.156998,0,0.219,1163.896973,-47.198002,-374.919006,-130.673004,-552.789978,,-88.058998,-127.160004,-264.319,-479.537994,131.569,,6.953,-65.589996,,,-65.589996,72.932004,-52.569,20.363001,0.0,0,20.363001,-9.223,11.140001,70.199997,,81.340001,0.36,0.08,0.08,144.419006,0.36,0.08,0.08,144.419006,
06/30/1998,808.508972,136.057007,0,0.118,944.684021,-51.189999,-338.001007,-69.403,-458.593994,,-87.950996,-114.321999,-214.128006,-416.401001,69.689003,,-252.141998,-65.861,0.0,0.0,-65.861,-248.313995,106.905998,-141.40625,0.0,0,-141.408005,-9.171,-150.579004,263.200012,,112.621016,0.14,-1.04,-1.04,144.890625,0.14,-1.04,-1.04,144.891006,
09/30/1998,902.5,77.246002,0,0.028,979.773987,-80.044998,-279.14801,-45.868999,-405.062012,,-88.866997,-116.184998,-258.428986,-463.480988,111.231003,,44.080002,-133.658005,,,-133.658005,21.653,-4.0,17.653,0.0,0,17.653,-9.137,8.516,,,8.516,0.05,0.05,0.05,187.365005,0.05,0.05,0.05,187.365005,
12/31/1998,755.096008,131.335999,0,17.634001,904.065979,-61.549,-135.313995,-55.769001,-252.632004,,-90.876999,-103.0,-357.890991,-551.768005,99.666,,-1.421,-132.069,,,-132.069,-33.824,16.391001,-17.433001,0.0,0,-17.433001,-9.024,-26.457001,,,-26.456999,-0.14,-0.14,-0.14,188.979004,-0.14,-0.14,-0.139999,188.979004,
03/31/1999,864.677979,254.406998,0,0.049,1119.134033,-57.094002,-175.292007,-115.258003,-347.644012,,-94.816002,-121.858002,-302.967987,-519.642029,251.848007,,-1.403,-130.274994,,,-130.274994,120.170013,-60.313999,59.855999,0.0,0,59.855999,-9.024,50.831999,,,50.832014,0.27,0.27,0.27,187.365005,0.27,0.27,0.27,187.365005,
06/30/1999,786.508972,127.804001,0,0.008,914.320984,-47.009998,-219.787003,-56.526001,-323.322998,,-94.109001,-99.165001,-316.571014,-509.845001,81.153,,21.792999,-129.960007,,,-129.960007,-27.014008,34.544998,7.531,-34.553998,0,-27.023001,-9.024,-36.047001,,,-1.49301,-0.13,-0.13,-0.19,187.365005,-0.13,-0.13,-0.19,187.365005,
09/30/1999,946.55603,83.009003,0,4.662,1034.227051,-53.078999,-319.416992,-48.803001,-421.299011,,-79.751999,-107.964996,-326.890015,-514.606995,98.320999,,7.479,-117.661003,,,-117.661003,-11.861004,2.199,-9.662,-13.054,0,-22.716,-8.991,-31.707,,,-18.653004,-0.1,-0.1,-0.17,187.365005,-0.1,-0.1,-0.17,187.365005,
12/31/1999,867.15802,146.005997,0,3.34,1016.504028,-32.473999,-298.315002,-77.054001,-407.842987,,-76.795998,-86.094002,-350.94101,-513.830994,94.830002,0.0,-9.57,-121.848,0.0,,-121.848,-36.587997,4.39,-32.198002,23.801001,0,-8.397,-9.769,-18.166,,,-41.966998,-0.1,-0.1,-0.1,184.684006,-0.1,-0.1,-0.1,184.684006,
03/31/2000,929.268982,264.338989,0,0.977,1194.584961,-13.33,-375.054993,-156.985992,-545.370972,,-77.949997,-68.332001,-316.526001,-462.808014,186.406006,,-4.918,-111.332001,,,-111.332001,70.156005,-47.778,22.378,0.0,0,22.378,-7.904,14.474,,,14.474005,0.08,0.08,0.08,177.352005,0.08,0.08,0.08,177.352005,
06/30/2000,893.14502,151.837997,0,0.511,1045.494019,-15.644,-407.582001,-79.994003,-503.220001,,-78.362,-70.442001,-318.479004,-467.28299,74.990997,,2.553,-109.565002,,,-109.565002,-32.021005,21.115999,-10.905,-0.909,0,-11.814,-7.904,-19.718,,,-18.809006,-0.11,-0.11,-0.12,171.087997,-0.11,-0.11,-0.12,171.087997,
09/30/2000,1004.846985,90.953003,0,3.804,1099.604004,-19.103001,-482.44101,-45.650002,-547.19397,,-77.491997,-70.671997,-283.131989,-431.29599,121.113998,,-4.173,-108.249001,,,-108.249001,8.691998,1.903,10.595,0.0,0,10.595,-7.871,2.724,,,2.723998,0.02,0.02,0.02,161.001007,0.02,0.02,0.02,161.001007,
12/31/2000,977.039001,226.807022,0,0.857,1204.703003,-26.262997,-449.868042,-151.414001,-627.545166,,-78.533012,-65.176018,-371.060028,-514.769043,62.389008,,-7.004,-108.127983,,,-108.127983,-52.742975,16.478001,-36.264999,0.48898,0,-36.264999,-7.758001,-44.023,,,-44.022975,-0.27,-0.27,-0.27,160.240005,-0.27,-0.27,-0.27,160.240005,
03/31/2001,977.223999,389.812988,0,0.18,1367.217041,-14.317,-440.674988,-280.364014,-735.356018,,-77.887001,-50.583,-349.567993,-478.037994,153.822998,,2.334,-102.894997,,,-102.894997,53.262002,-17.379999,35.882,12.79,0,48.672001,-7.758,40.914001,,,28.124002,0.11,0.18,0.26,160.240005,0.11,0.18,0.26,160.240005,
06/30/2001,904.247009,185.417999,0,0.132,1089.796997,-7.382,-411.23999,-111.263,-529.88501,,-79.217003,-65.224998,-349.11499,-493.557007,66.355003,,-46.801998,-99.592003,,,-99.592003,-80.038998,7.761,-72.278,0.0,0,-72.278,-7.757,-80.035,44.0,,-36.034997,-0.23,-0.5,-0.5,160.240005,-0.23,-0.5,-0.5,160.240005,
09/30/2001,1056.475952,77.553001,0,0.406,1134.435059,-9.286,-501.049011,-27.167,-537.502014,,-79.399002,-65.474998,-316.131012,-461.005005,135.927994,,-132.479004,-95.094002,,,-95.094002,-91.645012,103.555,11.91,0.0,0,11.91,-7.724,4.186,123.0,-43.0,84.185988,0.53,0.03,0.03,160.240005,0.53,0.03,0.03,160.240005,
