Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Accounts & Notes Receivable,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,8499.451172,165.647995,592.702026,6533.345215,758.997009,448.759003,0.0,36.699001,561.39801,127.879997,269.260986,58.608002,9553.296875,,1690.519043,620.153015,3984.740967,0.0,6295.413086,406.493988,11.072,375.446014,602.895996,7691.321084,0,0.0,0,187.955994,1674.02002,1861.976013,9553.297097,
06/30/1990,,8728.508789,141.889008,644.937012,6741.040039,763.77002,436.872986,0.0,39.455002,614.515015,132.011002,276.287994,62.157001,9852.93457,,1738.369019,629.114014,4210.690918,0.0,6578.173828,360.471008,9.771,375.911987,606.406982,7930.734806,0,0.0,0,188.201996,1733.998047,1922.200043,9852.934849,
09/30/1990,,8974.579102,103.488998,687.229004,7032.444824,690.700012,460.716003,0.0,27.983999,631.057007,136.772003,285.157013,66.220001,10121.768555,,1791.526978,643.112976,4457.35791,0.0,6891.998047,415.373993,4.005,353.720001,572.734009,8237.83105,0,0.0,0,187.557007,1696.380981,1883.937988,10121.769038,
12/31/1990,,9401.261719,145.033005,739.36499,7336.763184,724.510986,455.589996,0.0,41.398998,616.36499,137.709,290.932007,65.244003,10552.911133,,1835.041016,638.791016,4711.908203,0.0,7185.740234,430.799988,10.003,353.424988,597.244019,8577.212229,0,0.0,0,187.332993,1788.365967,1975.69896,10552.911189,
03/31/1991,,9791.844727,132.371994,759.473999,7645.138184,795.953979,458.907013,0.0,33.833,632.195007,139.223007,297.251007,65.289001,10959.635742,,1868.305054,638.059998,4986.0,0.0,7492.365234,424.472992,11.688,373.854004,600.189026,8902.569256,0,0.0,0,188.298996,1868.767944,2057.06694,10959.636196,
06/30/1991,,10036.392578,81.483002,803.877014,7885.230957,811.851013,453.950989,0.0,30.066999,661.872009,133.664993,296.60199,76.872002,11235.470703,,1896.453979,607.755005,5242.208008,0.0,7746.416992,420.390991,7.267,407.415985,569.747009,9151.237978,0,0.0,0,188.841003,1895.391968,2084.232971,11235.470949,
09/30/1991,,10426.493164,201.272995,830.48999,8087.608887,855.786987,451.334015,0.0,50.626999,623.846985,133.425995,305.720001,74.607002,11614.719727,,1902.984985,634.882019,5444.641113,0.0,7982.507812,375.753998,11.696,458.315002,633.603027,9461.87584,0,0.0,0,190.136993,1962.707031,2152.844025,11614.719865,
12/31/1991,,10698.485352,133.192993,841.507019,8410.444336,864.122009,449.218994,0.0,60.286999,627.968018,136.334,310.429993,73.653,11907.157227,,1908.883057,632.551025,5676.166016,0.0,8217.599609,314.679993,18.271,509.796997,625.674988,9686.022587,0,0.0,0,191.300003,2029.833984,2221.133987,11907.156574,
03/31/1992,,10929.693359,106.151001,873.573975,8651.075195,856.625977,442.266998,0.0,60.59,675.531006,135.929993,320.471985,78.867996,12201.083984,,1915.238037,650.072021,5895.178223,0.0,8460.488281,359.829987,37.673,488.57901,578.991028,9925.561306,0,0.0,0,195.391998,2080.131104,2275.523102,12201.084408,
06/30/1992,,11162.283203,83.961998,881.963989,8965.399414,872.588013,358.369995,0.0,51.139,652.129028,137.487,330.144989,83.682999,12416.866211,,1988.886963,676.864014,6078.490234,0.0,8744.241211,252.753998,7.403,485.897003,630.976013,10121.271225,0,0.0,0,196.304993,2099.290039,2295.595032,12416.866257,
