Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,3062.606392,-270.200005,0,61.099998,3041.800003,5895.306389,4051.300026,75.082072,0.51597,,,,,,,37.295541,,
06/30/1990,3342.545481,-241.299995,0,61.0,3083.499908,6245.745394,4094.499878,75.30834,0.493696,,,,,,,39.473321,,
09/30/1990,2376.302586,-373.000006,0,63.099998,3106.099899,5172.502478,4353.599876,71.345553,0.600502,,,,,,,29.929652,,
12/31/1990,1124.305006,-99.899997,0,0.0,1945.299957,2969.704966,2856.999939,68.088904,0.655048,1.292806,,10.201666,,,,17.168902,,
03/31/1991,1331.530867,-126.900003,0,0.0,1923.099976,3127.730839,2853.899994,67.384981,0.614855,1.476947,,15.58411,,,,17.910924,,
06/30/1991,1550.56905,-100.599997,0,0.0,1885.600021,3335.569074,2834.600082,66.520848,0.565301,1.646057,,15.876103,,,,19.091814,,
09/30/1991,1677.93746,-115.300003,0,0.0,1878.700027,3441.337484,2857.500076,65.746281,0.545921,1.797888,,19.553055,,,,19.227498,,
12/31/1991,2517.367944,-163.600006,0,0.0,1844.400024,4198.167962,2881.300018,64.012772,0.439335,1.778885,7.627486,12.275345,10.809818,2511.543944,4192.343962,23.347541,,
03/31/1992,2144.731798,-175.400003,0,0.0,1780.300049,3749.631844,2853.600098,62.387861,0.474793,1.554574,6.519965,10.281415,9.091036,,,20.761047,,
06/30/1992,2191.690697,-118.7,0,0.0,1723.199951,3796.190648,2826.300003,60.970171,0.453929,1.550731,6.498101,10.237839,9.538778,,,21.001509,,
09/30/1992,2194.04295,-63.100001,0,0.0,1655.900055,3786.843003,2597.400101,63.752213,0.437277,1.521554,13.587524,60.97976,,,,20.927335,,
12/31/1992,2341.022573,-100.099998,0,0.0,1451.499954,3692.42253,2379.999908,60.987395,0.393102,1.479099,12.572089,47.582766,8.756051,2379.300039,3730.699995,20.307339,,
03/31/1993,2734.210739,-88.800003,0,0.0,1266.699997,3912.110733,2325.400024,54.472348,0.323789,1.588416,14.510797,74.516406,,,,21.462011,,
06/30/1993,3364.043163,-94.300003,0,0.0,1330.199982,4599.943142,2539.600029,52.378326,0.289177,1.864892,17.068436,98.28941,,,,25.125705,,
09/30/1993,3372.20713,-43.5,0,0.0,1291.099976,4619.807106,2486.499924,51.924392,0.279471,1.916694,9.139084,14.830842,,,,25.001869,,
12/31/1993,4129.600134,-70.300003,0,0.0,1175.799973,5235.100103,2444.09993,48.107688,0.224599,2.172962,10.344003,16.478125,,4196.350134,5301.850103,28.206357,,
03/31/1994,4237.938358,-98.799999,0,0.0,1288.499954,5427.638313,2630.900009,48.975634,0.237396,2.208602,10.077309,16.096199,12.605285,,,29.136519,,
06/30/1994,3847.036772,-15.0,0,0.0,1104.499985,4936.536757,2260.399986,48.863033,0.22374,1.969415,9.388621,14.00436,9.982455,,,26.466103,,
09/30/1994,4230.78455,-52.700001,0,0.0,1081.600006,5259.684555,2289.400009,47.243819,0.20564,2.022178,8.506687,12.502221,9.772272,,,28.127257,,
12/31/1994,3295.250053,-176.399994,0,0.0,1271.000031,4389.85009,2527.900024,50.278888,0.289532,1.637454,6.974659,10.235137,7.320924,,,23.313064,,
03/31/1995,3479.630751,-41.799999,0,0.0,2017.800018,5455.63077,2532.200043,79.685648,0.369856,1.999059,8.695618,12.326323,10.487393,,,35.865172,,
06/30/1995,3872.251419,-30.1,0,0.0,2033.300003,5875.451422,2578.099991,78.868159,0.346067,2.142136,8.688925,12.508945,11.4344,,,38.691705,,
09/13/2020,,-30.1000003814697,0,0.0,2033.30000305176,,2578.09999084473,78.8681591199858,,,,,,,,38.6917054291881,,
