Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-31.896999,9.995,11.449,5.16,,,5.16,-58.500999,,,-58.500999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,28.718,44.91,11.583,-9.241,,,-9.241,-18.534,,,-18.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.718,,,
09/30/1990,73.137001,46.745998,13.459,5.828,,,5.828,7.104,,,7.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,84.763,21.014999,15.023,-30.674,,,-30.674,79.399002,,,79.399002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.763,,,
03/31/1991,-98.491997,7.503,14.139,1.582,,,1.582,-121.716003,,,-121.716003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,67.959,47.713001,14.674,-6.973,,,-6.973,12.545,,,12.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,114.306,50.368,15.312,5.315,,,5.315,43.311001,,,43.311001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,51.707001,22.649,15.822,-14.833,,,-14.833,28.069,,,28.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.707001,,,
03/31/1992,-51.950001,-70.142998,12.226,91.478996,,,91.478996,-85.512001,,,-85.512001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,59.091999,53.650002,12.54,-4.525,,,-4.525,-2.573,,,-2.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
