Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/25/1982,,,,,,,,,,,,,2.205,,
03/25/1983,,,,,,,,,,,,,2.45,,
06/25/1983,,,,,,,,,,,,,2.8875,,
09/25/1983,,,,,,,,,,,,,2.8,,
12/25/1983,,,,,,,,,,,,,2.38,,
03/25/1984,,,,,,,,,,,,,2.191875,,
06/25/1984,,,,,,,,,,,,,2.23125,,
09/25/1984,,,,,,,,,,,,,2.3625,,
12/25/1984,,,,,,,,,,,,,2.275,,
03/25/1985,,,,,,,,,,,,,2.49375,,
06/25/1985,,,,,,,,,,,,,2.9925,,
09/25/1985,,,,,,,,,,,,,3.26375,,
12/25/1985,,,,,,,,,,,,,4.3225,,
03/25/1986,,,,,,,,,,,,,4.8475,,
06/25/1986,,,,,,,,,,,,,4.9525,,
09/25/1986,,,,,,,,,,,,,3.35125,,
12/25/1986,,,,,,,,,,,,,3.885,,
03/25/1987,,,,,,,,,,,,,4.4275,,
06/25/1987,,,,,,,,,,,,,4.585,,
09/25/1987,,,,,,,,,,,,,4.9525,,
12/25/1987,,,,,,,,,,,,,3.42125,,
03/25/1988,,,,,,,,,,,,,3.70125,,
06/25/1988,,,,,,,,,,,,,3.955,,
09/25/1988,,,,,,,,,,,,,4.165,,
12/25/1988,,,,,,,,,,,,,4.725,,
03/25/1989,,,,,,,,,,,,,4.7425,,
06/25/1989,,,,,,,,,,,,,5.6,,
09/25/1989,,,,,,,,,,,,,5.4075,,
12/25/1989,,,,,,,,,,,,,5.74,,
03/25/1990,,,,,,,4941.29637,4941.29637,4941.29637,,,,6.3875,4940.748822,
06/17/1990,,,,,,,5117.612475,5482.43333,4858.855618,,,,6.6675,5160.223551,
10/07/1990,,,,,,,4527.235056,5201.336536,4048.842344,,,,5.5825,4383.342751,
12/30/1990,,,,,,,4555.734626,4914.050484,4142.432358,1.623469,9.185706,15.474267,6.265,4773.811394,
03/24/1991,,,,,,,5487.247892,6375.66398,4574.385261,2.116581,11.841985,19.699037,8.435,6410.066678,
06/16/1991,,,,,,,6372.463789,6594.918683,6132.788671,2.091869,11.482158,19.058912,8.365,6544.830259,
10/06/1991,,,,,,,7141.332333,7596.859259,6318.193912,2.333212,12.348652,20.16059,9.66,7479.5788,
12/29/1991,,,,,,,8176.39197,9039.432507,7323.787356,2.619038,13.863842,22.205951,11.305,8535.967701,
03/22/1992,,,,,,,7231.879341,8363.983156,6430.926535,2.323393,12.36528,19.75332,9.38,7689.967438,
06/14/1992,,,,,,,8230.164213,8672.533655,7390.152271,2.429924,13.111263,21.036056,10.255,8269.273539,
10/11/1992,,,,,,,8262.948589,8642.192438,7920.673693,2.372431,12.722468,19.875845,10.185,8395.556923,
01/03/1993,,,,,,,8647.638911,8951.301693,8183.009701,2.244796,11.8543,18.333572,10.5,8325.274821,
03/28/1993,,,,,,,7917.5903,8496.928682,6992.226105,2.019084,10.680851,16.594294,9.38,7640.013014,
06/20/1993,,,,,,,7788.506428,8050.728764,7394.173108,2.090028,10.778064,16.553783,9.625,7982.23418,
10/10/1993,,,,,,,7622.264407,8008.370232,6614.931217,1.912353,10.181546,15.965479,7.735,7492.599556,
12/31/1993,,,,,,,7234.382503,7567.628057,6751.060316,1.861693,10.060327,16.183434,7.84,7455.708032,
03/27/1994,,,,,,,8039.742612,8511.508524,7490.04709,2.123744,11.273311,18.114003,9.205,8785.29162,
06/19/1994,,,,,,,8647.918503,8968.135124,8289.00211,2.072974,10.735293,16.980139,9.24,8987.587723,
10/09/1994,,,,,,,8614.708716,9117.437628,8186.077751,2.034713,9.925431,15.103707,8.995,9318.98699,
01/01/1995,,,,,,,8966.820706,9383.09174,8579.475466,1.837475,8.770937,13.261233,8.365,8765.674869,
03/26/1995,,,,,,,9209.91816,10425.599894,8632.246428,2.34575,10.511621,16.215272,10.22,10447.500116,
06/18/1995,,,,,,,9923.452487,10596.749891,9313.124908,2.415352,10.26356,16.466269,9.52,9934.099945,
10/08/1995,,,,,,,9321.59631,9854.574945,8153.924969,2.241961,9.07258,15.084827,7.525,8331.349964,
12/31/1995,,,,,,46.743779,8693.17773,9395.099964,8007.449886,2.857603,,18.894641,8.96,9307.500097,
03/31/1996,,,,,,38.586666,9498.942887,10226.700111,8623.900001,3.067375,,19.387886,9.8,10211.599915,
06/30/1996,,,,,,274.374087,10579.550939,11273.9624,9924.474918,3.322436,,21.04839,10.745,11113.55006,
09/30/1996,,,,,,,10916.900426,11314.80006,10452.30006,3.689289,,22.893438,10.92,11236.099926,
12/31/1996,,,,,,,11651.776734,12786.574905,10874.050045,4.07013,16.246138,24.357955,12.95,12308.074817,
03/31/1997,,,,,,,10850.607212,12250.899816,9540.499852,3.831529,14.947301,21.988885,14.791667,12019.124691,
06/30/1997,,,,,,305.108146,13270.662396,14685.89962,11787.949829,4.508884,16.731087,23.797128,18.541667,14706.625404,
09/30/1997,,,,,,,14620.201557,16868.500462,11334.100315,3.780272,14.106779,20.041854,15.75,12880.89981,
12/31/1997,,,,,,,11889.377895,13313.750255,10222.099845,3.00681,10.918276,15.491284,12.375,10574.350266,
03/31/1998,,,,,,,11006.279123,12401.400246,9446.849944,3.553899,13.665383,19.995331,14.75,12419.099976,
06/30/1998,,,,,,,11143.757221,12227.700241,9733.300051,2.825423,11.592782,17.793967,11.583333,9733.300051,
09/30/1998,,,,,,,8551.173488,9849.300051,7123.300051,2.488714,10.181772,15.460058,9.8125,8609.706484,
12/31/1998,,,,,,,10633.43467,12323.200281,8244.700054,3.507318,14.252454,21.731291,15.0,12341.200006,
03/31/1999,,,,,,,14382.872354,16920.419128,12438.750284,4.36589,17.345011,26.340071,20.0,16288.699978,
06/30/1999,,,,,,,16017.37395,19049.599977,13360.699978,4.760313,18.529962,27.858578,23.375,19063.624763,
09/30/1999,,,,,,88.617664,18718.727206,20239.099977,16926.87479,4.290951,17.172895,25.950631,22.854167,18637.743498,
12/31/1999,,,,,,410.388754,24132.381255,33480.005872,17886.124757,7.483187,30.966692,48.113017,42.979167,35478.539089,
03/31/2000,,,,,,,44101.615697,59156.7402,27316.624699,10.779749,43.556695,66.299106,64.666667,54816.101286,
06/30/2000,,,,,,,54333.178344,73975.102779,38430.50186,13.6621,53.573382,81.944005,88.0,78297.496836,
09/30/2000,,,,,,,82399.702919,100821.879892,65062.241877,13.84978,52.1403,82.573686,99.333333,88659.365538,
12/31/2000,,,,,,,65776.602399,94400.543329,48658.636992,7.191664,26.591694,44.065713,52.8125,51252.829814,
03/31/2001,,,,,,,39017.402948,64452.41405,20991.982494,2.878059,10.531311,19.210442,20.69,22151.56,
06/30/2001,,,,,,,21771.342861,27813.928754,15125.796387,2.386968,9.955199,24.123953,16.71,18592.33,
09/30/2001,,,,,,,15848.147154,18981.349121,10876.05,1.481116,6.932564,22.1606,8.82,10934.04,
12/31/2001,,,,,,,11038.008256,12543.277808,9272.23,1.763444,13.739528,,8.92,11060.32,
03/31/2002,,,,,,,10404.707866,12964.579858,8755.968781,1.952073,34.815326,,7.62,10131.26,
06/30/2002,,,,,,,8512.687887,10449.475093,6091.115234,1.547433,101.909524,,3.55,6420.3,
09/30/2002,,,,,,,5384.987814,7047.804688,4522.551614,1.470547,,,1.6,5002.8,
12/31/2002,,,,,,,6283.205719,8894.518782,4212.922449,1.976318,416.871333,,3.31,6253.07,
03/31/2003,,,,,,,8062.13788,9782.801453,6595.999084,3.003269,151.197377,,5.84,9223.04,
06/30/2003,,,,,,,10200.960021,12194.477666,8832.71969,3.755401,102.283455,,7.39,11251.18,
09/30/2003,,,,,,,12855.727039,15237.4646,11240.212393,4.697472,69.559606,,9.42,14120.6,
12/31/2003,,,,,,,16013.087701,17562.244722,14039.154401,5.073298,40.612668,,10.43,15676.49,
03/31/2004,,,,,,,17859.326969,19992.894443,15325.487368,5.286374,34.464131,,11.18,16852.96,
06/30/2004,,,,,,,17586.238888,19366.361068,15262.366089,5.71548,31.206154,167.867586,13.06,19472.64,
09/30/2004,,,,,,,16855.718029,18680.256107,14576.205017,4.539984,20.818741,58.825907,11.08,16530.08,
12/31/2004,,,,,,,17217.187105,19025.771326,15236.003479,,,,11.77,17476.16,
03/31/2005,,,,,,,16967.735006,18053.383137,15964.047007,,,,11.13,16784.86,
06/30/2005,,,,,,,21424.82452,24920.649854,16606.624719,,,,16.62,24626.02,
09/30/2005,,,,,,,27864.873878,32180.636096,23656.843384,,,,19.33,29048.94,
12/31/2005,,,,,,77.340642,29394.750162,32303.46962,25525.974109,6.467299,23.063676,38.359793,19.66,29613.76,
03/31/2006,,,,,,84.591859,37747.52191,42712.686455,29971.365399,8.562772,29.641792,48.094068,26.92,41024.24,
06/30/2006,,,,,,60.535931,38218.462761,44393.31769,31900.70874,7.453651,25.45541,41.408235,24.19,36604.88,
09/30/2006,,,,,,80.81238,32485.225915,37635.275598,26857.219214,7.380811,25.959916,43.104971,24.41,36940.96,
12/31/2006,,,,,,61.361602,32564.145484,38265.370605,27862.085889,5.387543,18.583433,30.938013,18.71,27875.15,
03/31/2007,,,,,,69.966661,31681.490488,34885.406426,27471.010449,6.572202,22.41851,37.202082,22.74,34300.32,
06/30/2007,,,,,,85.234433,37122.232883,40071.270337,34307.527422,7.252716,24.308354,39.107924,25.55,38990.6,
09/30/2007,,,,,,58.9224,36982.828965,41126.324927,33771.893545,6.538188,20.614824,31.368862,24.65,36921.15,
12/31/2007,,,,,,46.163918,36330.973021,39699.193735,31777.024808,6.089304,18.930143,27.921221,23.99,35683.32,
03/31/2008,,,,,,52.953661,34846.569833,37647.557781,31711.058173,5.836908,17.182118,24.28437,24.04,36013.72,
06/30/2008,,,,,,49.274979,39440.874652,42054.085544,34392.538416,5.323177,15.279532,21.200587,23.05,34302.55,
09/30/2008,,,,,,25.90019,28544.939138,33683.831592,20986.564929,3.508545,10.205812,14.386819,15.64,22616.08,
12/31/2008,,,,,,73.203465,14404.760627,22563.118774,10575.84021,2.284707,7.174995,11.333978,9.53,13589.44,
