Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,1042.660034,22.198,22.198,0.0,128.983994,,,145.442001,,,,,1.935,,,,298.55899,744.101013,,,0.0,0.0,,,,,0.0,744.101013,,82.947998,82.947998,,,,2.267,,,,,,113.451002,,,113.451002,198.666,138.143997,,,,,19.82,,,,,,19.82,157.963997,356.629997,,44.061001,,,-18.478001,,572.31699,597.89999,88.129997,686.029987,1042.659985,
06/30/1990,1053.656006,25.67,25.67,0.0,151.455002,,,137.789001,,,,,1.99,,,,316.903992,736.750977,,,0.0,0.001,,,,,0.001,736.751977,,92.685997,92.685997,,,,2.292,,,,,,121.675003,,,121.675003,216.653,104.806999,,,,,22.82,,,,,,22.82,127.626999,344.279999,,44.563,,,-18.447001,,588.392008,614.508007,94.867996,709.376003,1053.656002,
09/29/1990,1058.946045,29.41,29.41,0.0,156.0,,,142.401993,,,,,1.128,,,,328.940002,730.005981,,,0.0,0.0,,,,,0.0,730.005981,,100.558998,100.558998,,,,2.292,,,,,,145.068008,,,145.068008,247.919006,48.817001,,,,,24.82,,,,,,24.82,73.637001,321.556007,,45.137001,,,-18.413,,606.839025,633.563026,103.827003,737.39003,1058.946037,
12/31/1990,1038.375977,51.648998,51.648998,0.0,126.746002,,,136.643997,,,,,0.088,,,,315.127014,723.249023,1086.364014,-363.11499,0.0,0.0,,,,,0.0,723.249023,,78.722,78.722,,,,2.205,,,,,,144.653994,,,144.653994,225.580994,28.777,,,,,25.82,,,,,,25.82,54.597,280.177994,0.0,46.485001,,,-18.391001,,624.662974,652.756974,105.441002,758.197976,1038.37597,
03/31/1991,1070.267944,60.153999,60.153999,0.0,130.563995,,,150.867004,,,,,1.661,,,,343.246002,727.021973,,,0.0,0.0,,,,,0.0,727.021973,,96.955002,96.955002,,,,2.142,,,,,,140.983992,,,140.983992,240.080994,27.976999,,,,,25.82,,,,,,25.82,53.796999,293.877993,,48.835999,,,-18.349001,,635.849001,666.335999,110.054001,776.389999,1070.267992,
06/29/1991,1088.494019,49.502998,49.502998,0.0,142.087006,,,150.944,,,,,1.209,,,,343.743011,744.750977,,,0.0,0.0,,,,,0.0,744.750977,,97.531998,97.531998,,,,2.08,,,,,,145.330996,,,145.330996,244.942993,27.726999,,,,,23.82,,,,,,23.82,51.546999,296.489992,,49.748001,,,-18.296,,646.410013,677.862015,114.141998,792.004013,1088.494005,
09/28/1991,1131.536011,71.155998,71.155998,0.0,140.626999,,,150.054993,,,,,0.74,,,,362.578003,768.958008,,,0.0,0.0,,,,,0.0,768.958008,,105.969002,105.969002,,,,1.989,,,,,,163.909003,,,163.909003,271.867004,26.827999,,,,,21.82,,,,,,21.82,48.647999,320.515003,,50.765999,,,-18.257,,659.139019,691.648018,119.374001,811.022018,1131.537022,
12/31/1991,1181.577026,38.294998,38.294998,0.0,109.458,,,186.074997,,,,,0.465,,,,334.292999,847.283997,1261.532959,-414.248993,0.0,0.0,,,,,0.0,847.283997,,93.762001,93.762001,,,,1.999,,,,,,133.404999,,,133.404999,229.166,72.778,,,,,43.974998,,,,,,43.974998,116.752998,345.918998,0.0,51.674999,,,-18.226999,,678.161997,711.609997,124.047997,835.657994,1181.576992,
04/02/1992,1275.213013,34.152,34.152,0.0,130.623993,,,191.518997,,,,,2.486,,,,358.781006,898.969971,,,0.0,17.462,,,,,17.462,916.431971,,110.931999,110.931999,,,,2.024,,,,,,141.504008,,,141.504008,254.460007,120.727997,,,,,45.474998,,,,,,45.474998,166.202995,420.663002,,53.259998,,,-18.205999,,691.351019,726.405018,128.145004,854.550022,1275.213024,
07/04/1992,1387.237061,52.601002,52.601002,0.0,135.235992,,,199.884003,,,,,2.427,,,,390.14801,997.088989,,,0.0,0.0,,,,,0.0,997.088989,,141.632004,141.632004,,,,2.024,,,,,,137.734011,,,137.734011,281.390015,190.477997,,,,,45.474998,,,,,,45.474998,235.952995,517.34301,0.0,53.480999,,,-18.176001,,705.751989,741.056988,128.837006,869.893993,1387.237003,
10/03/1992,1451.130981,48.931999,48.931999,0.0,146.261993,,,209.005997,,,,,1.814,,,,406.014008,1045.116943,,,0.0,0.0,,,,,0.0,1045.116943,,126.161003,126.161003,,,,0.25,,,,,,155.370003,,,155.370003,281.781006,231.399994,,,,,43.674999,,,,,,43.674999,275.074993,556.855999,0.0,54.436001,,,-18.162001,,723.146986,759.420986,134.854004,894.27499,1451.130989,
12/31/1992,1490.381958,25.547001,25.547001,0.0,132.143005,,,206.404999,,,,,0.521,,,,364.615997,1125.765991,1574.100952,-448.334991,0.0,0.0,,,,,0.0,1125.765991,,119.295998,119.295998,,,,0.2,,,,,,152.475987,,,152.475987,271.971985,246.75,,,,,46.933998,,,,,,46.933998,293.683998,565.655983,0.0,57.198002,,,-18.226999,,745.258982,784.229984,140.496002,924.725986,1490.381969,
