Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2005,4189.021,133.152,133.152,0.0,427.48,427.48,,,0.0,0.0,0.0,0.0,0.0,230.584,,,,,791.216,220.425,407.27,-186.845,0.0,,3177.38,2931.749,1787.713,1144.036,,245.631,3397.805,,309.591,309.591,,,,33.673,33.673,0.0,0.0,,,254.534,,,,254.534,597.798,2530.455,2530.455,0.0,0.0,,353.138,,,,,353.138,2883.593,3481.391,0.0,546.918,,,0.0,156.127,-8.475,694.57,13.06,707.63,4189.021,
03/31/2006,7406.782,211.355,211.355,0.0,526.22,526.22,,,0.0,0.0,0.0,0.0,0.0,431.575,,,,,1169.15,299.458,511.358,-211.9,147.54,,5790.634,5459.281,3710.714,1748.567,,331.353,6237.632,,74.802,74.802,,,,33.59,33.59,0.0,0.0,,,739.091,,,,739.091,847.483,2894.535,2894.535,0.0,0.0,,682.233,,,,,682.233,3576.768,4424.251,0.0,2779.969,,,-0.05,185.869,2.565,2968.353,14.178,2982.531,7406.782,
06/30/2006,7342.785156,143.694,143.694,0.0,541.781982,541.781982,,,0.0,0.0,0.0,0.0,0.0,454.408997,,,,,1139.88501,300.256012,535.659973,-235.404007,134.251999,,5768.39209,5424.429199,3697.899902,1726.529297,,343.962891,6202.900101,,78.175003,78.175003,,,,15.629,15.629,0.0,0.0,,,683.146986,,,,683.146986,776.950989,2863.684082,2863.684082,0.0,0.0,,688.276978,,,,,688.276978,3551.96106,4328.912048,,2810.216064,,,-65.085999,242.358002,8.673004,2996.161072,17.712,3013.873072,7342.78512,
09/30/2006,7432.119,174.69,174.69,0.0,567.885,567.885,,,0.0,0.0,0.0,0.0,0.0,424.374,,,,,1166.949,299.267,546.647,-247.38,0.0,,5965.903,5462.927,3782.225,1680.702,149.227,353.749,6265.17,,494.166,494.166,,,,24.14,24.14,0.0,0.0,,,328.558,,,,328.558,846.864,2844.651,2844.651,0.0,0.0,,681.537,,,,,681.537,3526.188,4373.052,0.0,2825.358,,,-103.878,311.465,13.416,3046.361,12.706,3059.067,7432.119,
12/31/2006,7630.56,211.753,211.753,0.0,623.065,623.065,,,0.0,0.0,0.0,0.0,0.0,465.721,,,,,1300.539,345.799,607.489,-261.69,52.702,,5931.52,5622.329,3737.54,1884.789,,309.191,6330.021,,520.016,520.016,,,,105.591,,,,,,254.908,,,,254.908,880.515,2947.84,,,,,646.491,,,,,646.491,3594.331,4474.846,0.0,2881.245,,,-160.471,376.961,45.009,3142.744,12.97,3155.714,7630.56,
03/31/2007,7688.467,222.004,222.004,0.0,688.456,688.456,,,0.0,0.0,0.0,0.0,0.0,462.715,,,,,1373.175,348.149,612.749,-264.6,197.907,,5769.236,5378.635,3746.347,1632.288,,390.601,6315.292,,464.983,464.983,,,,97.557,97.557,0.0,0.0,,,308.028,,,,308.028,870.568,2931.723,2931.723,0.0,0.0,,626.417,,,,,626.417,3558.14,4428.708,0.0,2933.628,,,-160.456,426.843,48.025,3248.04,11.719,3259.759,7688.467,
06/30/2007,7795.216,220.89,220.89,0.0,736.939,736.939,,,0.0,0.0,0.0,0.0,0.0,500.997,,,,,1458.826,352.973,353.2489,-0.2759,63.86,,5919.557,5644.135,3781.367,1862.768,166.534,108.888,6336.39,,548.84,548.84,,,,169.05,169.05,0.0,0.0,,,262.017,,,,262.017,979.907,2738.803,2738.803,0.0,0.0,,624.029,,,,,624.029,3362.832,4342.739,0.0,2958.82,,,-160.451,565.201,76.449,3440.019,12.458,3452.477,7795.216,
09/30/2007,9593.757,279.076,279.076,0.0,759.311,759.311,,,0.0,0.0,0.0,0.0,0.0,541.536,,,,,1579.923,399.633,657.233,-257.6,6.459,,7607.742,7205.132,5111.67,2093.462,,402.61,8013.834,,555.823,555.823,,,,272.719,272.719,0.0,0.0,,,327.187,,,,327.187,1155.729,4048.157,4048.157,0.0,0.0,,705.938,,,,,705.938,4754.095,5909.824,0.0,3032.336,,,-235.841,800.841,73.005,3670.341,13.592,3683.933,9593.757,
12/31/2007,9794.583,355.278,355.278,,825.915,825.915,,,,,,,,648.302,,,,,1829.495,392.508,724.035,-331.527,6.154,,7566.426,7389.416,5326.831,2062.585,30.491,146.519,7965.088,,606.179,606.179,,,,401.813,,,,,,246.222,,,,246.222,1254.214,4003.383,,,,,741.613,,,,,741.613,4744.996,5999.21,,3040.193,,,-211.915,899.512,53.389,3781.179,14.194,3795.373,9794.583,
03/31/2008,9832.23,327.965,327.965,,857.881,857.881,,,,,,,,654.251,,,,,1840.097,402.848,748.848,-346.0,34.605,,7554.68,7404.254,5338.727,2065.527,,150.426,7992.133,,606.25,606.25,,,,432.246,,,,,,241.308,,,,241.308,1279.804,3908.702,,,,,792.643,,,,,792.643,4701.345,5981.149,0.0,3060.575,,,-209.515,960.296,28.476,3839.832,11.249,3851.081,9832.23,
06/30/2008,9778.445,207.035,207.035,,914.204,914.204,,,,0.0,0.0,0.0,0.0,616.362,,,,,1737.601,394.496,760.296,-365.8,5.859,,7640.489,7445.892,5337.592,2108.3,28.136,166.461,8040.844,,540.845,540.845,,,,437.54,,,,,,243.717,,,,243.717,1222.102,3975.078,,,,,750.458,,,,,750.458,4725.536,5947.638,0.0,3070.798,,,-424.044,1022.664,86.099,3755.517,75.29,3830.807,9778.445,
09/30/2008,7549.972,238.458,238.458,,518.64,518.64,,,0.0,0.0,0.0,0.0,0.0,448.4,,,,,1205.498,280.502,524.938,-244.436,5.659,,6058.313,5958.277,4231.476,1726.801,,100.036,6344.474,,391.061,391.061,,,,169.889,,,,,,159.837,,,,159.837,720.787,2554.799,,,,,605.802,,,,,605.802,3160.601,3881.388,0.0,2959.931,,,-402.759,1056.801,-11.682,3602.291,66.293,3668.584,7549.972,
12/31/2008,7500.4,220.9,220.9,0.0,513.0,513.0,,,0.0,0.0,0.0,0.0,0.0,432.3,,,,,1166.2,272.6,517.0,-244.4,5.5,,6056.1,5976.5,4194.0,1782.5,,79.6,6334.2,,386.2,386.2,,,,188.8,188.8,0.0,0.0,,,241.5,,,,241.5,816.5,2409.0,2409.0,0.0,0.0,,577.9,,,,,577.9,2986.9,3803.4,0.0,2961.8,,,-402.8,1076.1,-102.3,3532.8,164.2,3697.0,7500.4,
03/31/2009,7416.4,272.0,272.0,0.0,498.8,498.8,0.0,,0.0,0.0,0.0,0.0,0.0,365.2,,,,302.9,1136.0,269.6,526.1,-256.5,5.3,5.3,6005.5,5933.4,4190.1,1743.3,,72.1,6280.4,,395.1,,,,395.1,215.2,82.4,,,,132.8,192.5,87.9,,326.6,0.0,802.8,2327.7,2327.7,,,,562.0,,,,,147.5,2889.7,3692.5,0.0,2963.6,2.0,2961.6,-391.4,1099.6,-111.5,3560.3,163.6,3723.9,7416.4,
06/30/2009,7439.8,227.9,227.9,0.0,521.8,521.8,0.0,,0.0,0.0,0.0,0.0,0.0,345.2,,,,264.7,1094.9,271.4,551.8,-280.4,5.1,5.1,6068.4,5995.1,4200.2,1794.9,,73.3,6344.9,,458.1,,,,458.1,239.7,81.6,,,,158.1,184.1,89.1,,331.2,0.0,881.9,2134.0,2134.0,,,,535.6,,,,,115.3,2669.6,3551.5,0.0,2966.6,2.0,2964.6,-383.2,1149.2,-15.7,3716.9,171.4,3888.3,7439.8,
09/30/2009,7430.5,205.6,205.6,0.0,518.1,518.1,0.0,,0.0,0.0,0.0,0.0,0.0,333.6,,,,255.2,1057.3,263.3,562.1,-298.8,0.0,,6109.9,6029.1,4205.7,1823.4,,80.8,6373.2,,362.2,,,,362.2,284.9,89.1,,,,195.8,238.8,92.3,,354.0,71.0,885.9,1947.9,1947.9,,,,564.8,,,,,118.5,2512.7,3398.6,0.0,2911.1,2.0,2909.1,-308.7,1207.1,44.6,3854.1,177.8,4031.9,7430.5,
12/31/2009,13997.6,430.9,430.9,0.0,765.4,765.4,0.0,,0.0,0.0,0.0,0.0,0.0,469.8,0.0,71.5,,317.4,1666.1,375.9,697.6,-321.7,0.0,,11955.6,11823.8,8232.9,3590.9,,131.8,12331.5,,523.2,80.1,0.0,0.0,443.1,359.0,122.3,0.0,0.0,,236.7,352.5,104.8,0.0,915.9,73.0,1234.7,3016.6,3016.6,0.0,0.0,,1227.7,0.0,31.7,31.7,0.0,175.3,4244.3,5479.0,0.0,7348.9,3.8,7345.1,-256.8,1134.6,82.2,8308.9,209.7,8518.6,13997.6,
03/31/2010,13834.0,463.9,463.9,0.0,717.5,717.5,0.0,,0.0,0.0,0.0,0.0,0.0,411.8,,,,353.5,1593.2,368.9,708.0,-339.1,0.0,,11871.9,11754.0,8221.0,3533.0,,117.9,12240.8,,541.4,,,,541.4,345.1,108.2,,,,236.9,372.2,91.4,34.3,875.9,69.3,1258.7,2815.6,2815.6,,,,1202.2,,,,,200.6,4017.8,5276.5,0.0,7328.2,3.8,7324.4,-239.2,1209.5,54.2,8352.7,204.8,8557.5,13834.0,
06/30/2010,13766.3,502.0,502.0,0.0,737.0,737.0,0.0,,0.0,0.0,0.0,0.0,0.0,379.2,,,,307.3,1618.2,368.3,728.7,-360.4,0.0,,11779.8,11648.0,8207.0,3441.0,,131.8,12148.1,,480.9,,,,480.9,378.8,115.1,,,,263.7,352.5,89.2,25.2,856.4,68.5,1212.2,2697.2,2697.2,,,,1178.4,,,,,207.6,3875.6,5087.8,0.0,7246.0,3.8,7242.2,-66.4,1280.4,16.1,8476.1,202.4,8678.5,13766.3,
09/30/2010,13555.7,389.4,389.4,0.0,736.6,736.6,,,0.0,0.0,0.0,0.0,0.0,357.5,,15.0,,267.4,1483.5,371.9,751.4,-379.5,,,11700.3,11491.8,8222.5,3269.3,,208.5,12072.2,,481.1,,,,481.1,370.8,103.3,,,,267.5,335.1,92.9,22.9,800.2,81.1,1187.0,4828.8,4828.8,,,,1119.0,,,,,203.0,5947.8,7134.8,,7197.9,3.8,7194.1,-2383.2,1375.8,70.2,6260.7,160.2,6420.9,13555.7,
12/31/2010,14176.3,338.0,338.0,0.0,839.4,839.4,0.0,,0.0,0.0,0.0,0.0,0.0,495.6,0.0,17.4,,420.1,1673.0,390.0,787.6,-397.6,0.0,,12113.3,11916.1,8550.0,3366.1,,197.2,12503.3,,591.8,119.0,0.0,0.0,472.8,397.5,140.6,0.0,0.0,,256.9,311.1,86.3,18.3,859.3,39.1,1300.4,4935.2,4935.2,0.0,0.0,,1379.1,0.0,31.1,31.1,0.0,384.1,6314.3,7614.7,0.0,7203.5,3.8,7199.7,-2359.4,1471.2,87.9,6403.2,158.4,6561.6,14176.3,
03/31/2011,14114.3,384.1,384.1,0.0,864.1,864.1,0.0,,0.0,0.0,0.0,0.0,0.0,396.5,2.5,,,331.0,1644.7,383.9,798.2,-414.3,0.0,,12085.7,11895.9,8568.4,3327.5,,187.3,12469.6,,591.6,,,,591.6,696.0,119.0,,,,577.0,282.7,81.5,14.4,884.9,0.0,1570.3,4435.2,4435.2,,,,1378.3,,,,,397.5,5813.5,7383.8,0.0,7195.1,3.8,7191.3,-2279.2,1548.8,105.0,6569.7,160.8,6730.5,14114.3,
06/30/2011,14161.6,427.3,427.3,0.0,865.1,865.1,0.0,,0.0,0.0,0.0,0.0,0.0,413.2,,,,338.7,1705.6,408.9,849.2,-440.3,0.0,,12047.1,11853.3,8571.3,3282.0,,193.8,12456.0,,605.8,,,,605.8,693.1,128.7,,,,564.4,316.6,70.1,2.3,874.6,29.8,1615.5,4320.0,4320.0,,,,1331.7,,,,,384.7,5651.7,7267.2,0.0,7201.1,3.8,7197.3,-2252.6,1657.1,120.7,6726.3,168.1,6894.4,14161.6,
09/30/2011,13885.5,386.8,386.8,0.0,808.3,808.3,0.0,,0.0,0.0,0.0,0.0,0.0,409.1,,,,335.6,1604.2,410.7,862.7,-452.0,0.0,,11870.6,11689.6,8562.2,3127.4,,181.0,12281.3,,561.8,,,,561.8,663.4,125.1,,,,538.3,290.7,60.7,5.2,845.4,30.2,1515.9,4327.7,4327.7,,,,1291.0,,,,,379.7,5618.7,7134.6,0.0,7214.2,3.8,7210.4,-2433.4,1778.4,39.8,6599.0,151.9,6750.9,13885.5,
12/31/2011,13848.3,415.5,415.5,0.0,858.5,858.5,0.0,,0.0,0.0,0.0,0.0,0.0,408.7,0.0,,,336.1,1682.7,414.5,882.7,-468.2,0.0,,11751.1,11574.0,8542.8,3031.2,,177.1,12165.6,,641.5,100.6,0.0,0.0,540.9,400.4,141.2,0.0,0.0,,259.2,313.0,55.9,4.0,872.5,33.1,1354.9,4550.6,4550.6,0.0,0.0,,1291.6,0.0,33.0,33.0,0.0,326.2,5842.2,7197.1,0.0,7228.5,3.8,7224.7,-2642.2,1880.4,36.3,6503.0,148.2,6651.2,13848.3,
03/31/2012,13904.4,481.7,481.7,0.0,889.3,889.3,0.0,,0.0,0.0,0.0,0.0,0.0,396.6,,,,341.4,1767.6,414.4,912.8,-498.4,0.0,,11722.4,11515.4,8545.5,2969.9,,207.0,12136.8,,523.3,,,,523.3,256.6,140.9,,,,115.7,324.7,51.0,5.5,878.2,36.8,1104.6,4728.4,4728.4,,,,1304.3,,,,,369.6,6032.7,7137.3,0.0,7206.3,3.8,7202.5,-2563.0,1908.7,63.0,6615.0,152.1,6767.1,13904.4,
06/30/2012,13943.0,533.8,533.8,0.0,892.9,892.9,,,0.0,0.0,0.0,0.0,0.0,730.9,,310.8,,362.0,2157.6,421.8,932.6,-510.8,,,11363.6,11149.9,8368.8,2781.1,,213.7,11785.4,,554.6,,,,554.6,266.8,138.9,,,,127.9,299.9,46.1,5.4,863.5,25.5,1121.3,4735.6,4735.3,0.3,0.3,,1281.0,,,,,366.0,6016.6,7137.9,,7209.4,3.8,7205.6,-2567.8,2000.4,20.1,6662.1,143.0,6805.1,13943.0,
09/30/2012,13626.0,576.6,576.6,0.0,886.0,886.0,,,0.0,0.0,0.0,0.0,0.0,412.8,,,,363.2,1875.4,424.4,963.3,-538.9,,,11326.2,11096.6,8377.3,2719.3,,229.6,11750.6,,674.9,,,,674.9,275.9,135.6,,,,140.3,260.0,43.7,10.0,819.6,16.9,1210.8,4391.7,4391.7,,,,1246.8,,,,,373.5,5638.5,6849.3,0.0,7222.6,3.8,7218.8,-2654.9,2028.5,35.4,6631.6,145.1,6776.7,13626.0,
12/31/2012,13549.7,517.6,517.6,0.0,925.7,925.7,,,0.0,0.0,0.0,0.0,0.0,400.9,,0.0,,345.0,1844.2,419.5,975.5,-556.0,,,11286.0,11015.9,8381.5,2634.4,,270.1,11705.5,,624.6,93.4,,,531.2,153.9,0.0,0.0,0.0,,153.9,478.3,42.2,9.4,821.8,190.0,1256.8,4231.6,4231.6,0.0,0.0,,1267.7,,40.6,40.6,0.0,353.7,5499.3,6756.1,0.0,7200.8,3.8,7197.0,-2695.7,2105.8,30.0,6640.9,152.7,6793.6,13549.7,
03/31/2013,13699.2,590.6,590.6,0.0,936.2,936.2,0.0,,0.0,0.0,0.0,0.0,0.0,396.3,,,,338.2,1923.1,422.3,1008.0,-585.7,0.0,,11353.8,11096.9,8487.2,2609.7,,256.9,11776.1,,685.9,,,,685.9,166.8,0.0,,,,166.8,425.7,38.7,8.3,809.9,143.8,1278.4,4436.2,4436.2,,,,1186.1,,,,,329.2,5622.3,6900.7,0.0,7203.8,3.8,7200.0,-2770.8,2185.7,21.0,6639.7,158.8,6798.5,13699.2,
06/30/2013,13750.1,653.1,653.1,0.0,948.5,948.5,0.0,,0.0,0.0,0.0,0.0,0.0,449.7,,,,391.1,2051.3,415.8,1016.0,-600.2,0.0,,11283.0,11015.2,8487.4,2527.8,,267.8,11698.8,,657.1,,,,657.1,83.7,0.0,,,,83.7,402.1,35.6,4.7,801.2,133.3,1142.9,4672.7,4672.7,,,,1184.3,,,,,342.8,5857.0,6999.9,0.0,7210.9,3.8,7207.1,-2828.1,2226.1,-10.3,6598.6,151.6,6750.2,13750.1,
