Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/29/1989,1296.60079,-92.268997,0.0,0.0,446.278015,,1650.609808,1127.092041,39.595525,0.270372,,,,1402.344261,1756.353279,2.426711,,
12/29/1989,1471.545736,-57.681,0.0,0.0,445.836991,,1859.701728,1151.136003,38.730175,0.239736,,,,1601.921213,1990.077205,2.725013,,
03/30/1990,1967.06278,-222.746002,0.0,0.0,473.254987,,2217.571765,1237.596967,38.239831,0.213411,,,,2143.741363,2394.250347,3.188292,,
06/30/1990,3148.841966,-393.562988,0.0,0.0,386.114014,,3141.392992,1312.881042,29.409672,0.122912,1.273786,8.692553,17.717053,3222.434864,3214.98589,4.239946,,
09/28/1990,2153.046942,-495.10199,0.0,0.0,431.163,,2089.107952,1599.495031,26.956195,0.206386,0.802046,4.873214,10.009573,2194.346952,2130.407963,2.653172,,
12/28/1990,2156.524992,-570.231018,0.0,0.0,460.508007,,2046.801981,1672.756054,27.529896,0.224989,0.740831,4.351676,8.72249,2216.462445,2106.739434,2.595251,,
03/29/1991,3203.701979,-696.031982,0.0,0.0,460.269993,,2967.939989,1775.087009,25.929433,0.155081,0.996312,5.962952,11.170057,3331.337114,3095.575125,3.676688,,
06/30/1991,2686.035028,-834.348,0.0,0.0,431.362,,2283.049028,1643.912995,26.239953,0.188941,0.708737,4.423348,7.741117,2749.367111,2346.381111,2.961614,,
09/27/1991,2928.389969,-728.596024,0.0,0.0,459.631996,,2659.425941,1731.539955,26.544695,0.172831,0.806097,5.22141,9.046436,3027.629929,2758.665901,3.405574,,
12/27/1991,2785.020035,-766.271019,0.0,0.0,416.108017,,2434.857033,1742.265976,23.883151,0.170896,0.704794,4.685373,7.919651,2862.767944,2512.604942,3.114584,,
03/27/1992,2805.215549,-927.93103,0.0,0.0,423.646996,,2300.931515,1856.825951,22.815655,0.18412,0.646583,4.209365,7.361473,2883.796978,2379.512943,2.883633,,
06/30/1992,2612.552224,-1220.138031,0.0,0.0,445.727005,,1838.141198,1930.809036,23.084986,0.242488,0.512176,3.857565,7.041257,2609.142885,1834.731859,2.297631,,
09/25/1992,3024.692951,-1097.111969,0.0,0.0,453.160995,,2380.741978,1889.862045,23.978522,0.190344,0.6452,5.318109,10.445149,3110.270348,2466.319374,3.025423,,
12/27/1992,3356.191895,-1156.018005,0.0,0.0,312.600998,,2512.774887,1907.688034,16.386379,0.124405,0.655789,5.12325,12.273424,3369.375977,2525.958969,2.994793,,
03/28/1993,3027.952465,-1101.033997,0.0,0.0,304.347,,2231.265469,1970.286942,15.446836,0.136401,0.554926,4.801704,12.293609,3120.926497,2324.2395,2.636682,,
06/30/1993,3025.068,-1138.711975,0.0,0.0,283.583999,,2169.940024,1926.36708,14.721182,0.130687,0.503629,3.874775,9.024871,3111.543316,2256.41534,2.656323,,
09/26/1993,2546.901939,-901.571991,0.0,0.0,241.986,,1887.315948,1746.787025,13.853206,0.128217,0.427658,3.345237,7.637585,2663.241945,2003.655954,2.443064,,
12/26/1993,2675.378302,-869.625,0.0,0.0,218.096992,,2023.850294,1687.582954,12.923631,0.107763,0.450443,3.953582,7.752849,2732.256163,2080.728155,2.706753,,
