Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1983,,,,2.0625,1.125,,,
12/31/1983,,,,1.3125,0.75,,,
03/31/1984,,,,1.266,0.5625,,,
06/30/1984,,,,1.73475,0.5625,,,
09/30/1984,,,,1.78125,0.9375,,,
12/31/1984,,,,1.54725,1.03125,,,
03/31/1985,,,,5.156251,1.125,,,
06/30/1985,,,,5.718751,3.5625,,,
09/30/1985,,,,4.59375,3.09375,,,
12/31/1985,,,,4.21875,2.71875,,,
03/31/1986,,,,5.812501,3.65625,,,
06/30/1986,,,,5.625001,2.4375,,,
09/30/1986,,,,3.0,1.21875,,,
12/31/1986,,,,2.15625,1.03125,,,
03/31/1987,,,,1.59375,1.03125,,,
06/30/1987,,,,2.0625,1.125,,,
09/30/1987,,,,1.266,0.891,,,
12/31/1987,,,,1.125,0.5625,,,
03/31/1988,,,,1.125,0.60975,,,
06/30/1988,,,,1.17225,0.75,,,
09/30/1988,,,,1.40625,0.84375,,,
12/31/1988,,,,1.5,0.98475,,,
03/31/1989,,,,1.641,1.125,,,
06/30/1989,,,,1.8285,1.3125,,,
09/30/1989,,,,1.78125,1.21875,,,
12/31/1989,,,,1.4535,1.21875,,,
03/31/1990,1.47525,,1.836188,1.837125,1.3395,23.609901,,
06/30/1990,1.6875,14.387392,1.40625,1.90425,1.339125,27.006751,16.003999,
09/30/1990,1.4745,-12.622222,2.038875,2.398875,1.4745,23.774839,16.003999,
12/31/1990,1.47675,0.152594,1.621875,1.623,0.891,23.811118,16.123999,
03/31/1991,1.96875,33.316404,1.476,2.961375,1.192875,31.76775,16.123999,
06/30/1991,1.6875,-14.285714,1.96875,1.96875,1.47525,27.337499,16.135999,
09/30/1991,2.25,33.333333,1.6875,2.31975,1.474125,37.172999,16.199998,
12/31/1991,3.09375,37.5,2.25,3.375,2.25,51.842999,16.521331,
04/01/1992,4.5,45.454545,3.09375,5.062501,3.09375,86.493187,16.521331,
06/30/1992,3.0,-33.333333,4.5,4.648875,2.4375,54.543999,17.813331,
09/30/1992,2.8125,-6.25,2.953125,3.1875,2.625,56.677501,18.181331,
12/31/1992,3.75,33.333333,2.71875,3.84375,2.34375,77.27684,20.151998,
03/31/1993,2.4375,-35.0,3.75,3.75,2.15625,119.886002,20.607199,
06/30/1993,2.0625,-15.384615,2.4375,2.90625,1.78125,42.745999,20.673064,
09/30/1993,2.4375,18.181818,1.875,2.625,1.734375,48.853999,20.725731,
12/31/1993,1.875,-23.076923,2.625,2.71875,1.78125,37.655001,20.725731,
03/31/1994,2.34375,25.0,1.96875,2.53125,1.875,116.087497,20.042664,
06/30/1994,1.265625,-46.0,2.15625,2.34375,1.03125,62.822251,49.53066,
09/30/1994,1.828125,44.444444,1.265625,1.96875,1.03125,89.658565,49.637329,
12/31/1994,1.734375,-5.128205,1.875,2.015625,1.40625,85.520871,49.043996,
03/31/1995,2.765625,59.459459,1.78125,3.0,1.78125,136.975875,49.309326,
06/30/1995,3.40625,23.163829,2.765625,3.4375,2.625,209.838625,49.3092,
09/30/1995,3.90625,14.678899,3.4375,4.65625,3.28125,245.92188,61.604,
12/31/1995,5.59375,43.2,3.90625,6.0,3.40625,366.882861,62.956001,
03/31/1996,9.875,76.536313,5.59375,10.375,3.96875,794.16721,65.587997,
06/30/1996,13.4375,36.075949,9.9375,16.5625,9.5,928.154981,67.244003,
09/30/1996,17.0625,26.976744,13.46875,18.0,8.75,1370.459995,69.071999,
12/31/1996,19.78125,15.934066,17.125,22.125,14.875,3470.06638,80.32,
03/31/1997,10.3125,-47.867299,19.625,20.4375,8.5,1742.853729,175.421997,
06/30/1997,8.40625,-18.484848,10.3125,11.75,5.0,1464.351921,95.367996,
09/30/1997,8.0,-4.832714,8.25,11.5625,6.5625,1403.375977,174.197998,
12/31/1997,5.6875,-28.90625,8.0625,8.1875,3.53125,1005.823041,175.421997,
03/31/1998,6.5,14.285714,5.875,7.15625,5.34375,1156.67498,176.848007,
06/30/1998,7.625,17.307692,6.4375,9.0625,6.125,1322.510502,177.949997,
09/30/1998,8.40625,10.245902,7.78125,9.46875,5.25,1423.766521,173.444,
12/31/1998,13.25,57.620818,8.40625,13.6875,5.4375,2265.829456,169.369995,
03/31/1999,13.40625,1.179245,13.21875,17.8125,11.4375,2307.885856,171.005997,
06/30/1999,16.46875,22.843823,13.375,18.75,10.9375,2870.305408,172.149994,
09/30/1999,14.640625,-11.100569,16.9375,20.0,13.1875,2557.219412,174.287994,
12/31/1999,24.5625,67.769477,14.625,26.84375,13.9375,4359.647358,174.666,
03/31/2000,38.25,55.725191,24.6875,52.5,21.15625,6903.589211,177.492004,
06/30/2000,46.46875,21.486928,38.28125,49.3125,27.0,8672.555926,180.485992,
09/30/2000,69.375,49.29388,46.5625,70.625,42.625,13107.296648,186.631104,
12/31/2000,38.9375,-43.873874,69.75,70.3125,25.25,7410.585285,188.933502,
03/31/2001,17.75,-54.414125,38.9375,55.25,17.25,3584.790119,203.242004,
06/30/2001,28.05,58.028169,17.9375,29.88,12.5,5658.582449,203.190994,
09/30/2001,8.66,-69.12656,28.3,29.0,7.51,1681.165842,201.731506,
12/31/2001,19.5,125.17321,8.56,23.07,8.3,3790.643967,194.1297,
03/31/2002,15.83,-18.820513,19.6,24.91,14.74,3063.80162,194.392395,
06/30/2002,8.21,-48.13645,15.7,16.14,7.24,1585.851773,194.571899,
09/30/2002,4.32,-47.381242,8.11,10.05,4.17,843.130107,193.161301,
12/31/2002,10.39,140.509259,4.32,10.74,4.24,2034.185419,195.169296,
