Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/04/1992,696.840027,55.836001,14.338,41.498001,65.370003,,,80.529999,,,,,2.073,,,,,203.809006,389.527008,665.705994,-276.178986,,,103.503998,,,,,103.503998,493.031006,,9.733,9.733,,,,24.684,,,,,,56.704002,,,,56.704002,91.121002,57.202,,,,,42.412998,,,,,42.412998,99.614998,190.736,0.0,328.644989,,,,0.0,,177.459,506.103989,0.0,506.103989,696.839989,
09/03/1992,724.482971,73.291001,35.733002,37.557999,77.953003,,,74.500999,,,,,1.247,,,,,226.992004,396.279999,694.093994,-297.813995,,,101.210999,,,,,101.210999,497.490998,,13.19,13.19,,,,27.23,,,,,,65.675001,,,,65.675001,106.095001,61.569,,,,,45.652,,,,,45.652,107.221,213.316001,0.0,330.825989,,,,0.0,,180.341003,511.166992,0.0,511.166992,724.482993,
12/03/1992,729.765015,76.130001,19.799,56.331001,80.849998,,,83.815002,,,,,1.435,,,,,242.229996,388.723999,706.731018,-318.006989,,,98.810997,,,,,98.810997,487.534996,,15.034,15.034,,,,27.733,,,,,,66.15,,,,66.15,108.917,56.856998,,,,,45.835999,,,,,45.835999,102.692997,211.609997,0.0,337.057007,,,,0.0,,181.098007,518.155014,0.0,518.155014,729.765011,
03/04/1993,778.870972,116.358997,18.686001,97.672997,93.047997,,,82.221001,,,,,7.504,,,,,299.131989,388.696014,730.336975,-341.640991,,,91.042999,,,,,91.042999,479.739014,,22.386,22.386,,,,31.701,,,,,,84.172003,,,,84.172003,138.259003,62.297001,,,,,44.448002,,,,,44.448002,106.745003,245.004005,,344.028992,,,,0.0,,189.837997,533.866989,,533.866989,778.870995,
06/03/1993,833.190002,137.635003,15.321,122.314003,107.867996,,,88.150002,,,,,1.612,,,,,335.265015,406.270996,770.632019,-364.360992,0.0,,91.653999,,,,,91.653999,497.924995,,102.833,102.833,,,,25.018,,,,,,29.951002,,,,29.951002,157.802002,57.896999,,,,,49.292,,,,,49.292,107.188999,264.991001,0.0,348.869995,,,,0.0,,219.328995,568.19899,0.0,568.19899,833.189991,
09/02/1993,965.656006,185.812992,47.522999,138.289993,154.686005,,,83.164001,,,,,16.413,,,,,440.075989,437.760986,828.61499,-390.854004,0.0,,87.819,,,,,87.819,525.579986,,34.740002,34.740002,,,,25.407,,,,,,150.636995,,,,150.636995,210.783997,54.361,,,,,61.001999,,,,,61.001999,115.362999,326.146996,0.0,357.286987,,,,0.0,,282.221985,639.508972,0.0,639.508972,965.655968,
12/02/1993,1080.958008,231.647999,51.771,179.876999,152.723999,,,97.903,,,,,31.422001,,,,,513.697021,489.522003,910.237,-420.714996,0.0,,77.738998,,,,,77.738998,567.261002,,39.159,39.159,,,,24.518999,,,,,,196.893015,,,,196.893015,260.571014,41.916,,,,,68.983002,,,,,68.983002,110.899002,371.470016,0.0,363.169006,,,,0.0,,346.319,709.488007,0.0,709.488007,1080.958023,
03/03/1994,1141.426025,223.182003,40.77,182.412003,192.880997,,,95.591003,,,,,17.868999,,,,,529.52301,533.958984,981.017029,-447.058014,0.0,,77.944,,,,,77.944,611.902985,,179.919998,179.919998,,,,20.635,,,,,,25.174997,,,,25.174997,225.729996,42.588001,,,,,70.158997,,,,,70.158997,112.746998,338.476994,0.0,369.664001,,,,0.0,,433.285004,802.949005,0.0,802.949005,1141.425999,
06/02/1994,1364.131958,366.302994,51.195999,315.106995,210.317001,,,99.364998,,,,,19.33,,,,,695.315002,599.794983,,,0.0,,69.022003,,,,,69.022003,668.816986,,199.647003,199.647003,,,,29.179001,,,,,,27.973984,,,,27.973984,256.799988,127.550003,,,,,71.067001,,,,,71.067001,198.617004,455.416992,0.0,376.161011,,,,0.0,,532.554016,908.715027,0.0,908.715027,1364.132019,
09/01/1994,1529.699951,433.000008,78.400002,354.600006,219.800003,,,101.099998,,,,,39.299999,,,,,793.200012,663.5,1162.099976,-498.600006,0.0,,73.0,,,,,73.0,736.5,,55.299999,55.299999,,,,29.799999,,,,,,189.100014,,,,189.100014,274.200012,124.699997,,,,,81.5,,,,,81.5,206.199997,480.400009,0.0,379.899994,,,,0.0,,669.400024,1049.300018,0.0,1049.300018,1529.700027,
12/01/1994,1806.599976,559.799988,138.5,421.299988,284.0,,,122.699997,,,,,22.9,,,,,989.400024,742.299988,1276.599976,-534.299988,0.0,,74.900002,,,,,74.900002,817.199989,,303.299988,303.299988,,,,25.4,,,,,,38.800013,,,,38.800013,367.5,152.800003,,,,,77.599998,,,,,77.599998,230.400002,597.900002,0.0,387.0,,,,0.0,,821.700012,1208.700012,0.0,1208.700012,1806.600014,
03/02/1995,1956.800049,576.700012,81.5,495.200012,256.399994,,,142.800003,,,,,34.099998,,,,,1010.0,867.599976,1421.699951,-554.099976,0.0,,79.199997,,,,,79.199997,946.799973,,76.800003,76.800003,,,,25.799999,,,,,,198.399998,,,,198.399998,301.0,168.199997,,,,,92.0,,,,,92.0,260.199997,561.199997,0.0,396.799988,,,,0.0,,998.799988,1395.599976,0.0,1395.599976,1956.799973,
06/01/1995,2404.0,623.699997,118.199997,505.5,328.299988,,,197.300003,,,,,56.900002,,,,,1206.199951,1100.300049,1683.400024,-583.099976,0.0,,97.5,,,,,97.5,1197.800049,,136.399994,136.399994,,,,25.9,,,,,,349.6,,,,349.6,511.899994,162.399994,,,,,112.099998,,,,,112.099998,274.499992,786.399986,0.0,408.299988,,,,0.0,,1209.300049,1617.600037,0.0,1617.600037,2404.000023,
08/31/1995,2774.899902,555.800018,128.100006,427.700012,440.799988,,,204.800003,,,,,72.699997,,,,,1274.099976,1385.599976,2024.0,-638.400024,0.0,,115.199997,,,,,115.199997,1500.799973,,193.199997,193.199997,,,,26.5,,,,,,385.099991,,,,385.099991,604.799988,129.399994,,,,,144.5,,,,,144.5,273.899994,878.699982,0.0,412.100006,,,,0.0,,1484.099976,1896.199982,0.0,1896.199982,2774.899964,
11/30/1995,3478.899902,607.000015,172.800003,434.200012,561.5,,,266.299988,,,,,94.900002,,,,,1529.699951,1834.300049,2532.100098,-697.799988,0.0,,114.900002,,,,,114.900002,1949.20005,,290.600006,290.600006,,,,28.9,,,,,,633.200006,,,,633.200006,952.700012,121.800003,,,,,177.0,,,,,177.0,298.800003,1251.500015,0.0,425.200012,,,,0.0,,1802.199951,2227.399963,0.0,2227.399963,3478.899979,
02/29/1996,3641.899902,397.700012,387.200012,10.5,353.700012,,,294.200012,,,,,167.699997,,,,,1213.300049,2319.100098,3038.899902,-719.799988,0.0,,109.5,,,,,109.5,2428.600098,,227.0,227.0,,,,233.100006,,,,,,389.699982,,,,389.699982,849.799988,143.699997,,,,,234.699997,,,,,234.699997,378.399994,1228.199982,0.0,433.600006,,,,0.0,,1980.099976,2413.699982,0.0,2413.699982,3641.899963,
05/30/1996,3799.0,400.0,393.0,7.0,225.899994,,,294.399994,,,,,176.300003,,,,,1096.599976,2598.899902,3364.300049,-765.400024,0.0,,103.5,,,,,103.5,2702.399902,,200.0,200.0,,,,257.399994,,,,,,375.000031,,,,375.000031,832.400024,211.800003,,,,,278.700012,,,,,278.700012,490.500015,1322.90004,0.0,448.200012,,,,0.0,,2027.900024,2476.100037,0.0,2476.100037,3799.000076,
08/29/1996,3751.5,286.800006,276.100006,10.7,347.399994,,,251.399994,,,,,78.400002,,,,,964.0,2708.100098,3539.0,-830.900024,0.0,,79.400002,,,,,79.400002,2787.500099,,232.399994,232.399994,,,,165.199997,,,,,,266.900009,,,,266.900009,664.5,314.600006,,,,,216.600006,,,,,216.600006,531.200012,1195.700012,0.0,455.600006,,,,0.0,,2046.400024,2502.000031,53.799999,2555.80003,3751.500042,
11/28/1996,3720.699951,227.800003,222.300003,5.5,315.299988,,,304.100006,,,,,62.900002,,,,,910.099976,2740.100098,,,0.0,,70.5,,,,,70.5,2810.600098,,296.0,296.0,,,,103.800003,,,,,,204.600021,,,,204.600021,604.400024,305.600006,,,,,225.199997,,,,,225.199997,530.800003,1135.200027,0.0,461.100006,,,,0.0,,2067.100098,2528.200104,57.299999,2585.500103,3720.70013,
02/27/1997,4064.199951,588.900024,582.900024,6.0,304.0,,,331.700012,,,,,64.300003,,,,,1288.900024,2715.399902,3720.300049,-1004.900024,0.0,,59.900002,,,,,59.900002,2775.299904,,216.399994,216.399994,,,,113.699997,,,,,,363.199997,,,,363.199997,693.299988,291.299988,,,,,272.799988,,,,,272.799988,564.099976,1257.399963,0.0,471.100006,,,,0.0,,2209.800049,2680.900055,125.900002,2806.800056,4064.20002,
05/29/1997,4154.5,521.0,433.5,87.5,346.799988,,,376.600006,,,,,93.800003,,,,,1338.199951,2713.0,3807.600098,-1094.599976,0.0,,103.300003,,,,,103.300003,2816.300003,,229.300003,229.300003,,,,113.400002,,,,,,304.599983,,,,304.599983,647.299988,281.200012,,,,,304.0,,,,,304.0,585.200012,1232.5,0.0,482.700012,,,,0.0,,2306.399902,2789.099915,132.899994,2921.999908,4154.499908,
08/28/1997,4851.299805,987.700012,619.5,368.200012,408.899994,,,454.200012,129.899994,195.699997,128.600006,,121.599998,,,,,1972.400024,2761.199951,3951.399902,-1190.199951,0.0,,117.699997,,,,,117.699997,2878.899948,,277.0,277.0,,,,126.599998,,,,,,346.300026,,,,346.300026,749.900024,762.299988,,,,,319.5,,,,,319.5,1081.799988,1831.700012,0.0,504.899994,,,,0.0,,2378.199951,2883.099945,136.5,3019.599945,4851.299957,
11/27/1997,4902.700195,928.199982,342.399994,585.799988,383.5,,,481.399994,150.100006,201.800003,129.5,,118.400002,,,,,1911.5,2855.100098,4159.399902,-1304.300049,0.0,,136.100006,67.800003,,,,68.300003,2991.200104,,416.100006,416.100006,,,,105.699997,,,,,,281.799973,,,,281.799973,803.599976,744.5,,,,,325.799988,,,,,325.799988,1070.299988,1873.899963,0.0,509.200012,,,,0.0,,2387.0,2896.200012,132.600006,3028.800018,4902.699982,
02/26/1998,4839.100098,934.899963,561.099976,373.799988,353.700012,,,448.0,79.400002,219.5,149.100006,,92.400002,,,,,1829.0,2848.300049,4214.0,-1365.699951,0.0,,161.800003,92.0,,,,69.800003,3010.100052,,578.900024,578.900024,,,,108.599998,,,,,,50.400002,,,,50.400002,737.900024,740.700012,,,,,342.799988,,,,,342.799988,1083.5,1821.400024,0.0,534.700012,,,,0.0,,2340.100098,2874.80011,142.899994,3017.700104,4839.100128,
05/28/1998,4733.3,708.4,507.9,200.5,397.8,397.8,,378.7,68.4,165.6,144.7,,87.0,,,,,1571.9,2995.8,4485.7,-1489.9,0.0,,165.6,89.1,,,,76.5,3161.4,,527.1,527.1,,,,101.8,,,,,,122.9,,,,122.9,751.8,718.0,,,,,344.2,,,,,344.2,1062.2,1814.0,0.0,539.9,,,,0.0,2234.0,0.0,2773.9,145.4,2919.3,4733.3,
09/03/1998,4703.5,649.6,558.8,90.8,489.5,489.5,,291.6,65.1,139.6,106.7,-19.8,70.2,,,,,1500.9,3035.3,4680.6,-1645.3,0.0,,167.3,84.9,,,,82.4,3202.6,,460.7,460.7,,,,108.7,,,,,,176.3,,,,176.3,745.7,758.8,,,,,345.6,,,,,345.6,1104.4,1850.1,80.0,587.1,,,,0.0,2114.3,-0.1,2781.3,152.1,2933.4,4783.5,
12/03/1998,6787.600098,1924.799988,767.700012,1157.099976,481.600006,,,360.399994,49.400002,189.100006,121.900002,,82.900002,,,,,2849.699951,3602.300049,5404.899902,-1802.599976,0.0,,335.600006,219.600006,0.0,219.600006,,116.0,3937.900055,,312.399994,312.399994,,,,114.5,,,,,,434.800018,,,,434.800018,861.700012,1597.599976,,,,,334.200012,,,,,334.200012,1931.799988,2793.5,0.0,1768.300049,,,,0.0,,2067.899902,3836.199951,157.899994,3994.099945,6787.599945,
03/04/1999,6771.2,1782.6,428.9,1353.7,591.9,591.9,,364.9,59.6,146.1,159.2,,85.4,,,,,2824.8,3581.6,5542.8,-1961.2,0.0,,364.8,215.9,0.0,215.9,,148.9,3946.4,,560.2,560.2,,,,102.9,,,,,,78.6,,,,78.6,741.7,1574.4,,,,,349.6,,,,,349.6,1924.0,2665.7,0.0,1855.9,,,,0.0,2090.5,-1.3,3945.1,160.4,4105.5,6771.2,
06/03/1999,6785.6,1660.5,350.6,1309.9,561.5,561.5,,441.5,56.3,146.6,238.6,,91.3,,,,,2754.8,3644.5,5748.3,-2103.8,0.0,,386.3,213.8,0.0,213.8,,172.5,4030.8,,597.3,597.3,,,,105.2,,,,,,94.8,,,,94.8,797.3,1553.6,,,,,346.3,,,,,346.3,1899.9,2697.2,0.0,1864.1,,,,0.0,2062.9,-1.5,3925.5,162.9,4088.4,6785.6,
09/02/1999,6965.2,1613.5,294.6,1318.9,692.6,692.6,,365.7,71.5,173.6,136.3,-15.7,158.2,,,,,2830.0,3799.6,6015.0,-2215.4,0.0,,335.6,212.6,0.0,212.6,,123.0,4135.2,,705.4,705.4,,,,111.7,,,,,,104.9,,,,104.9,922.0,1527.5,,,,,383.3,,,,,383.3,1910.8,2832.8,0.0,1920.8,,,,0.0,2045.4,-2.1,3964.1,168.3,4132.4,6965.2,
12/02/1999,7581.399902,1886.400055,441.600006,1444.800049,916.400024,,,504.100006,71.5,173.600006,136.300003,-15.7,120.599998,,,,,3427.5,3828.699951,6206.399902,-2377.699951,0.0,,325.200012,206.399994,0.0,206.399994,,118.800018,4153.899963,,465.600006,465.600006,,,,108.800003,,,,,,530.599991,,,,530.599991,1105.0,1501.5,,,,,405.299988,,,,,405.299988,1906.799988,3011.799988,0.0,2000.599976,,,,0.0,,2385.5,4386.099976,183.5,4569.599976,7581.399963,
03/02/2000,7734.799805,1678.399994,429.899994,1248.5,875.799988,,,690.099976,87.400002,286.600006,331.0,-14.9,116.099998,,,,,3360.399902,3926.899902,6421.399902,-2494.5,0.0,,447.5,215.800003,0.0,215.800003,,231.699997,4374.399902,,496.899994,496.899994,,,,74.199997,,,,,,396.400009,,,,396.400009,967.5,1464.5,,,,,383.200012,,,,,383.200012,1847.700012,2815.200012,0.0,2148.100098,,,,0.0,,2585.5,4733.600098,186.0,4919.600098,7734.80011,
06/01/2000,8210.799805,1847.700012,383.200012,1464.5,1143.900024,,,641.700012,97.300003,323.0,235.600006,-14.2,124.099998,,,,,3757.399902,4055.600098,6734.700195,-2679.100098,0.0,,397.799988,214.699997,0.0,214.699997,,183.099991,4453.400085,,591.599976,591.599976,,,,44.200001,,,,,,415.899975,,,,415.899975,1051.699951,941.900024,,,,,422.600006,,,,,422.600006,1364.500031,2416.199982,0.0,2776.800049,,,,0.0,,2827.899902,5604.699951,189.899994,5794.599945,8210.799927,
07/31/2000,9631.5,2466.4,701.7,1764.7,1573.7,1573.7,,704.8,96.3,331.1,290.0,,159.5,,,,,4904.4,4257.6,7086.1,-2828.5,0.0,,469.5,213.0,0.0,213.0,,256.5,4727.1,,1465.8,1465.8,,,,47.9,,,,,,133.8,,,,133.8,1647.5,933.7,,,,,419.0,,,,,419.0,1352.7,3000.2,0.0,2880.9,,,,0.0,3549.6,1.5,6432.0,199.3,6631.3,9631.5,
11/30/2000,9801.5,2463.500061,568.700012,1894.800049,992.599976,,,1026.400024,124.5,343.899994,568.599976,-10.6,227.600006,,,,,4710.100098,4508.5,7524.5,-3016.0,0.0,,582.900024,211.899994,0.0,211.899994,,371.000031,5091.400024,,712.099976,712.099976,,,,50.200001,,,,,,684.899975,,,,684.899975,1447.199951,242.5,,,,,415.200012,,,,,415.200012,657.700012,2104.899963,0.0,3592.600098,,,,0.0,,3903.600098,7496.200195,200.399994,7696.600189,9801.500153,
03/01/2001,9116.700195,2049.099976,599.900024,1449.199951,579.400024,,,1141.099976,105.800003,386.700012,662.400024,-13.8,160.0,,,,,3929.600098,4588.600098,7673.399902,-3084.800049,0.0,,598.5,216.600006,0.0,216.600006,,381.899994,5187.100098,,548.200012,548.200012,,,,42.400002,,,,,,290.899986,,,,290.899986,881.5,230.199997,,,,,394.700012,,,,,394.700012,624.900009,1506.400009,0.0,3651.0,,,,0.0,,3814.899902,7465.899902,144.399994,7610.299896,9116.699905,
05/31/2001,8848.400391,1728.600037,622.700012,1105.900024,678.799988,,,836.599976,121.199997,190.100006,538.099976,-12.8,172.0,,,,,3416.0,4802.399902,8100.600098,-3298.199951,0.0,,630.0,219.800003,0.0,219.800003,,410.199997,5432.399902,,439.0,439.0,,,,91.400002,,,,,,283.300011,,,,283.300011,813.700012,454.899994,,,,,257.100006,,,,,257.100006,712.0,1525.700012,0.0,3698.100098,,,,0.0,,3500.5,7198.600098,124.099998,7322.700096,8848.400108,
08/30/2001,8363.2,1678.3,469.1,1209.2,791.6,791.6,,491.1,108.2,139.3,248.0,-4.4,176.7,,,,,3137.7,4704.1,8198.9,-3494.8,0.0,,521.4,198.4,0.0,198.4,,323.0,5225.5,,512.9,512.9,,,,86.2,,,,,,87.9,,,,87.9,687.0,445.0,,,,,96.4,,,,,96.4,541.4,1228.4,0.0,4213.5,,,,0.0,2924.6,-3.3,7134.8,0.0,7134.8,8363.2,
11/29/2001,8022.100098,1731.599945,357.899994,1373.699951,296.600006,,,451.0,100.199997,81.199997,274.799988,-5.2,44.700001,,,,,2523.899902,4570.600098,8061.600098,-3491.0,0.0,,927.599976,324.100006,0.0,324.100006,,603.499969,5498.200073,,237.5,237.5,,,,85.599998,,,,,,320.499977,,,,320.499977,643.599976,404.5,,,,,70.699997,,,,,70.699997,475.199997,1118.799973,0.0,4242.399902,,,,0.0,,2660.899902,6903.299805,0.0,6903.299805,8022.099777,
02/28/2002,8196.400391,1480.900024,677.900024,803.0,462.600006,,,547.599976,103.199997,220.0,231.0,-6.6,514.200012,,,,,3005.300049,4429.700195,8137.700195,-3708.0,0.0,,761.400024,317.0,0.0,317.0,,444.400024,5191.10022,,203.300003,203.300003,,,,80.5,,,,,,284.699997,,,,284.699997,568.5,380.899994,,,,,350.200012,,,,,350.200012,731.100006,1299.600006,0.0,4268.100098,,,,0.0,,2628.699951,6896.800049,0.0,6896.800049,8196.400055,
05/30/2002,8120.399902,1251.799988,333.700012,918.099976,585.0,,,686.5,110.900002,295.5,302.200012,-22.1,40.0,,,,,2563.300049,4706.200195,8635.0,-3928.800049,0.0,,850.900024,321.299988,0.0,321.299988,,529.600037,5557.10022,,308.399994,308.399994,,,,91.5,,,,,,331.399994,,,,331.399994,731.299988,360.299988,,,,,135.0,,,,,135.0,495.299988,1226.599976,0.0,4289.700195,,,,0.0,,2604.100098,6893.800293,0.0,6893.800293,8120.400269,
08/29/2002,7555.4,985.7,398.2,587.5,537.9,537.9,,545.4,112.4,202.2,257.9,-27.1,49.8,,,,,2118.8,4699.5,8839.8,-4140.3,,,737.1,317.0,,,,420.1,5436.6,,554.1,554.1,,,,93.1,,,,,,105.5,,,,105.5,752.7,360.8,,,,,75.3,,,,,75.3,436.1,1188.8,,4350.1,,,,0.0,2015.5,1.0,6366.6,,6366.6,7555.4,
11/28/2002,7385.200195,658.0,401.299988,256.700012,443.5,,,574.0,113.099998,260.0,235.199997,-34.299999,55.799999,,,,,1731.300049,4882.399902,9209.400391,-4327.0,0.0,,771.5,312.700012,0.0,312.700012,,458.799988,5653.899902,,367.899994,367.899994,,,,95.800003,,,,,,429.800003,,,,429.800003,893.5,340.200012,,,,,133.5,,,,,133.5,473.700012,1367.200012,0.0,4320.799805,,,,0.0,,1697.199951,6017.999756,0.0,6017.999756,7385.199768,
02/27/2003,7336.399902,1205.899963,915.099976,290.799988,482.600006,,,367.899994,114.099998,132.100006,148.5,-26.799999,51.700001,,,,,2108.100098,4653.200195,9179.400391,-4526.200195,0.0,,575.099976,293.100006,0.0,293.100006,,281.999969,5228.300171,,295.399994,295.399994,,,,109.0,,,,,,461.100006,,,,461.100006,865.5,1030.599976,,,,,144.199997,,,,,144.199997,1174.799973,2040.299973,0.0,4220.700195,,,,0.0,,1075.400024,5296.10022,0.0,5296.10022,7336.400192,
05/29/2003,7142.600098,1003.799988,679.799988,324.0,495.5,,,431.100006,106.099998,218.300003,128.5,-21.799999,31.700001,,,,,1962.099976,4576.200195,9296.0,-4719.799805,0.0,,604.299988,,0.0,,,604.299988,5180.500183,,301.0,301.0,,,,93.699997,,,,,,500.599991,,,,500.599991,895.299988,1002.799988,,,,,157.300003,,,,,157.300003,1160.099991,2055.399979,0.0,4228.399902,,,,0.0,858.5,0.299988,5087.19989,0.0,5087.19989,7142.599869,
08/28/2003,7158.200195,921.799988,570.299988,351.5,642.5,,,417.399994,102.900002,211.300003,124.599998,-21.4,55.299999,,,,,2037.0,4510.5,9346.400391,-4835.899902,0.0,,610.700012,289.600006,0.0,289.600006,,321.100006,5121.200012,,714.700012,714.700012,,,,88.900002,,,,,,189.399986,,,,189.399986,993.0,997.099976,,,,,130.600006,,,,,130.600006,1127.699982,2120.699982,0.0,4303.600098,,,,0.0,733.799988,0.100037,5037.500122,0.0,5037.500122,7158.200104,
