Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,Market Cap/EV,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV/Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1996,2068.087952,-157.300995,350.0,0.0,42930.16748,45190.954437,44686.553528,96.069542,0.949973,4.576332,20.63808,220.974023,32.132681,2272.225937,45395.092422,320.489593,,
06/30/1996,2209.79497,-150.837006,350.0,0.0,42348.204346,44757.16231,44159.787354,95.897664,0.946177,4.937299,18.263437,91.257897,30.622388,2260.952454,44808.319794,320.688154,,
09/30/1996,1938.719994,-199.365997,350.0,0.0,44631.369629,46720.723625,46493.97467,95.993879,0.95528,4.149593,18.818203,93.994132,30.88759,2105.564987,46887.568619,337.382465,,
12/31/1996,2615.399916,-383.855988,350.0,195.0,43203.803467,45980.347395,45316.883484,95.337102,0.939615,5.688082,17.719486,82.102924,29.322705,2682.984291,46047.93177,329.636592,,
03/31/1997,2588.999605,-244.990997,350.0,393.75,48740.587646,51828.346254,51101.237671,95.380445,0.940423,4.995335,19.317679,90.875744,32.054144,2884.437895,52123.784544,377.018413,,
06/30/1997,3201.76487,-226.973007,350.0,393.75,47207.20459,50925.746452,49632.389587,95.113705,0.926981,6.287124,17.810384,87.60333,30.287074,3539.584885,51263.566467,371.128882,,
09/30/1997,4124.518679,-211.397995,350.0,393.75,49385.357178,54042.227861,51824.537132,95.293388,0.913829,7.632029,17.381304,84.496555,31.875235,4740.403347,54658.11253,408.366705,,
12/31/1997,4835.293539,-233.787003,188.667999,393.75,46797.236572,51981.161108,49310.617554,94.902962,0.900273,9.302011,15.817259,77.2257,26.919812,5216.345418,52362.212987,371.559424,,
03/31/1998,5590.937147,-171.362,188.955002,393.75,50847.302002,56849.582151,53445.101974,95.139311,0.894418,9.834614,16.398864,80.478116,28.211862,5998.406473,57257.051477,407.997698,,
06/30/1998,6028.182083,-322.971985,189.240997,393.75,53029.195801,59317.396896,55774.086731,95.078555,0.893991,10.162587,16.376684,77.329836,27.437624,6481.07086,59770.285673,421.890606,,
09/30/1998,4284.23996,-209.979004,189.528,393.75,51623.936035,56281.474991,54471.541,94.772307,0.917246,7.612167,15.309722,77.726435,24.855719,4540.709839,56537.94487,394.105901,,
12/31/1998,5620.671267,-228.358994,189.815002,393.75,41492.147217,47468.024492,44514.655212,93.210083,0.874107,11.840963,13.06302,66.388191,19.46254,5829.284929,47676.638155,326.198128,,
03/31/1999,5815.369854,-203.406998,190.136993,393.75,46471.072754,52666.922604,49646.087738,93.604703,0.882358,11.041788,14.535976,67.363559,20.325867,6129.944031,52981.49678,361.128112,,
06/30/1999,6795.953823,-298.019989,190.464005,393.75,45785.644531,52867.79237,49071.002518,93.304889,0.86604,12.85462,14.787139,62.975404,19.572371,7244.380314,53316.218861,363.682473,,
09/30/1999,5262.557354,-219.565002,190.787994,393.75,43891.958496,49519.488842,47286.712494,92.820913,0.886357,10.627245,14.095868,53.425706,17.621239,5577.352562,49834.28405,341.1044,,
12/31/1999,5650.634151,-176.401001,0.0,393.75,46983.914062,52851.897212,50294.921021,93.416816,0.888973,10.69145,14.412439,51.074405,18.116984,5849.005136,53050.268198,363.023725,,
03/31/2000,6393.35843,-286.898987,0.0,393.75,48880.191406,55380.400849,52314.352295,93.435528,0.882626,11.544442,14.19798,52.245563,18.214775,6710.524128,55697.566547,381.575903,,
06/30/2000,6677.079178,-429.002014,0.0,393.75,47814.597168,54456.424332,51399.325195,93.025729,0.878034,12.261325,13.18208,54.32577,17.065747,7033.208183,54812.553337,371.085506,,
09/30/2000,10260.653545,-214.593002,0.0,393.75,46913.13623,57352.946774,50699.787231,92.531229,0.817973,17.890369,12.681472,57.547457,16.903808,11013.869814,58106.163042,384.983685,,
09/12/2020,,-214.593002319336,0.0,393.75,46913.1362304688,,50699.7872314453,92.5312290095214,,17.8903685383353,,,,,,384.983684670415,,
