Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/1989,37.396999,,-20.818001,,16.578999,,-14.027,,,,2.552,0.74,,0.39,,,,-1.13,3.292,-0.988,2.304,0.0,,,2.304,0.0,2.304,0.0,,2.304,2.304,,52.875,0.044444,0.044444,,52.875,0.044444,0.044444,0.044444,
12/31/1989,35.723,,-19.374001,,16.348999,,-13.775,,,,2.574,0.775,,0.396,,,,-1.171,3.349,-1.001,2.348,0.0,,,2.348,0.0,2.348,0.0,,2.348,2.348,,51.75,0.044444,0.044444,,51.75,0.044444,0.044444,0.044444,
04/01/1990,34.948002,,-19.306,,15.642002,,-14.342,,,,1.3,0.355,,0.408,,,,-0.763,1.655,-0.497,1.158,0.0,,,1.158,0.0,1.158,0.0,,1.158,1.158,,53.100001,0.022222,0.022222,,53.100001,0.022222,0.022222,0.022222,
06/30/1990,29.191999,,-15.251,,13.940999,,-32.289001,,,,-18.348,0.836,,0.392,,,,-1.228,-17.512,2.917,-14.595,0.0,,,-14.594999,0.0,-14.595,0.0,,-14.595,-14.595,,51.338249,-0.282222,-0.282222,,51.338249,-0.282222,-0.282222,-0.282222,
09/30/1990,33.379002,,-19.275999,,14.103003,,-12.955,,,,1.148,0.516,,0.477,,,,-0.993,1.664,-0.416,1.248,0.0,,,1.248,0.0,1.248,0.0,,1.248,1.248,,52.649999,0.024444,0.024444,,52.649999,0.024444,0.024444,0.024444,
12/30/1990,33.130001,,-19.216999,,13.913002,,-13.673,,,,0.24,1.623,,0.575,,,,-2.198,1.863,-0.534,1.329,0.0,,,1.329,0.0,1.329,0.0,,1.329,1.329,,53.887502,0.024444,0.024444,,53.887502,0.024444,0.024444,0.024444,
03/31/1991,34.806999,,-18.475,,16.331999,,-15.271,,,,1.061,0.95,,0.623,,,,-1.573,2.011,-0.432,1.579,0.0,,,1.579,0.0,1.579,0.0,,1.579,1.579,,54.899999,0.028889,0.028889,,54.899999,0.028889,0.028889,0.028889,
06/30/1991,36.729,,-19.444,,17.285,,-16.281,,,,1.004,1.547,,0.548,,,,-2.095,2.551,-0.644,1.907,0.0,,,1.907,0.0,1.907,0.0,,1.907,1.907,,54.832502,0.033333,0.033333,,54.832502,0.033333,0.033333,0.033333,
09/30/1991,39.424999,,-21.052,,18.372999,,-16.351,,,,2.022,0.843,,,,,,-0.843,2.865,-0.773,2.092,0.0,,,2.092,0.0,2.092,0.0,,2.092,2.092,,56.700002,0.037778,0.037778,,56.700002,0.037778,0.037778,0.037778,
12/31/1991,41.675999,,-22.541,,19.134998,,-17.323,,,,1.812,1.357,,,,,,-1.357,3.169,-0.855,2.314,0.0,,,2.314,0.0,2.314,0.0,,2.314,2.314,,57.149999,0.04,0.04,,57.149999,0.04,0.04,0.04,
